point,viable,frac_seeds_collapsed,slope_raw,slope_raw_seed_sd,slope,slope_seed_sd,n_seeds,wage_led,wage_led_raw,Output_lo,Total_Capital_lo,Investment_lo,Unemployment_Rate_lo,Wage_Share_lo,Profit_Share_lo,Average_Utilization_lo,Capitalist_Consumption_lo,Tax_Rate_lo,Consumption_lo,Employment_lo,Wage_Rate_lo,Money_Buffer_lo,Output_hi,Total_Capital_hi,Investment_hi,Unemployment_Rate_hi,Wage_Share_hi,Profit_Share_hi,Average_Utilization_hi,Capitalist_Consumption_hi,Tax_Rate_hi,Consumption_hi,Employment_hi,Wage_Rate_hi,Money_Buffer_hi
1609,0.0,1.0,804.1407613143028,3.195237419090985,,,3,,0.0,0.0,2.926836629516341e-65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821544348452585,0.0,160.8281522628606,537.8650422491652,41.23175278665941,0.21006535947712424,0.44872497711635645,0.5512750228836436,0.751979097879906,55.71886572322007,0.060606086771128144,119.59639947620121,78.99346405228759,0.9137071406772708,0.0
1610,0.0,1.0,778.127427730925,7.090813209783744,,,3,,0.0,0.0,3.1445809656268077e-65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821544348452585,0.0,155.62548554618508,523.4081667282618,40.03830284177109,0.23797385620915032,0.4433927300041996,0.5566072699958005,0.7442009941719641,54.27570397160226,0.07030765237000877,115.58718270441398,76.20261437908496,0.9055726817987386,0.0
1611,0.0,1.0,665.0523530192644,7.185100358823293,,,3,,0.0,0.0,2.0712014316784636e-35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7803332162004044,0.0,133.01047060385292,477.67994012467926,22.293547790155273,0.2450326797385621,0.514283934687965,0.48571606531203515,0.5161334906156604,42.836633231026354,0.08527792069185806,110.71692281369764,75.49673202614379,0.906104262466546,0.0
1612,0.0,1.0,596.9492007771232,3.1694733567232434,,,3,,0.0,0.0,2.593394256437429e-63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7526441669331977,0.0,119.38984015542468,442.4805142233954,32.84816155155772,0.4000000000000001,0.4272848272341214,0.5727151727658786,0.7062733634014959,36.74037471435901,0.22489905876084945,86.54167860386696,60.0,0.8503224737953176,0.0
1613,0.0,1.0,578.2745146271221,3.795778577758227,,,3,,0.0,0.0,8.052309794104655e-63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7526441669331977,0.0,115.65490292542448,391.8231508466231,29.064194548932047,0.4033333333333333,0.43808330791792754,0.5619166920820725,0.5565638925944453,36.967093034710324,0.22631927474511007,86.5907083764924,59.666666666666664,0.8492618272218421,0.0
1614,0.0,1.0,609.045319979933,2.8378020496141563,,,3,,0.0,0.0,2.1088633303372032e-63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8058902484168172,0.0,121.80906399598662,445.4812591740549,33.1865616775099,0.38542483660130716,0.43970093638319757,0.5602990636168023,0.72233574587105,37.01948997048988,0.21673969431959725,88.62250231847669,61.45751633986928,0.8715117342352395,0.0
1615,0.0,1.0,580.1273674218629,2.503607269069306,,,3,,0.0,0.0,3.0803396237225867e-63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7526441669331977,0.0,116.0254734843726,428.9483225553995,31.866179290063627,0.41640522875816993,0.42531061239610873,0.5746893876038912,0.7066956814414885,36.6406549818306,0.21433618356910755,84.15929419430898,58.359477124183,0.845659988324008,0.0
1616,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,1.1753388461169835e-63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7526441669331977,0.0,0.0,3.0486944646699904e-62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7526441669331977,0.0
1617,0.0,1.0,584.2433442421179,2.1159584039227983,,,3,,0.0,0.0,2.692427859866858e-63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7526441669331977,0.0,116.84866884842363,434.2355199910881,32.30449614942885,0.4134640522875818,0.42484063319519,0.57515936680481,0.7032570357596427,31.80601944996742,0.23676183477896703,84.54417269899479,58.653594771241835,0.8464123679238039,0.0
1618,1.0,0.0,51.262714532216556,3.1139499580031966,51.262714532216556,3.1139499580031966,3,0.0,0.0,101.11253507179897,332.8768347781938,18.07304465071051,0.46836601307189535,0.43767797553774396,0.5623220244622561,0.7891119046325813,36.89735584010901,0.26849335011514824,83.03949042108847,53.16339869281046,0.8324684997638477,0.0,111.36507797824227,541.0760859368548,29.35015690837638,0.4755555555555555,0.3912341239056143,0.6087658760943858,0.5342726312287402,36.28306991118575,0.27543364226309824,82.0149210698659,52.444444444444436,0.8307874206377819,0.0
