c0,eta,lambda_e,sigma,rho,frac_seeds_collapsed,frac_seeds_U1,mean_U,Y
2.0,0.15,0.5,0.05,0.6,0.0,0.0,0.035568627450980425,174.09362937831634
2.0,0.15,0.5,0.05,0.65,0.0,0.0,0.0331372549019608,174.9322401237981
2.0,0.15,0.5,0.3,0.35,0.0,0.0,0.21629411764705883,137.0479205423805
2.0,0.15,0.5,0.3,0.4,0.0,0.0,0.30577450980392157,130.2559939742079
2.0,0.15,0.5,0.3,0.45,0.0,0.0,0.17783333333333334,150.00172348302831
2.0,0.15,0.5,0.3,0.5,0.0,0.0,0.07222549019607846,166.89996260331887
2.0,0.15,0.5,0.3,0.55,0.0,0.0,0.10031372549019608,162.65805449002096
2.0,0.15,0.5,0.3,0.6,0.0,0.0,0.12773529411764706,157.44604870654908
2.0,0.15,0.5,0.3,0.65,0.0,0.0,0.07348039215686275,173.10460702436143
2.0,0.15,0.5,0.4,0.35,0.0,0.0,0.1795980392156863,137.56892267214704
2.0,0.15,0.5,0.4,0.4,0.0,0.0,0.12205882352941173,152.7814875854486
2.0,0.15,0.5,0.4,0.45,0.0,0.0,0.10209803921568628,159.63646188820093
2.0,0.15,0.5,0.4,0.5,0.0,0.0,0.10482352941176472,161.92388140841223
2.0,0.15,0.5,0.4,0.55,0.0,0.0,0.09832352941176473,165.5498255389075
2.0,0.15,0.5,0.4,0.6,0.0,0.0,0.10850980392156861,166.16501545307182
2.0,0.15,0.5,0.4,0.65,0.0,0.0,0.07227450980392157,177.49078749333205
2.0,0.15,0.5,0.5,0.35,0.0,0.0,0.19717647058823526,130.3471507044983
2.0,0.15,0.5,0.5,0.4,0.0,0.0,0.11560784313725488,150.27432614100093
2.0,0.15,0.5,0.5,0.45,0.0,0.0,0.19972549019607844,144.5470563425229
2.0,0.15,0.5,0.5,0.5,0.0,0.0,0.38800980392156864,125.33587442767934
2.0,0.15,0.5,0.5,0.55,0.0,0.0,0.32794117647058824,136.95401318314754
2.0,0.15,0.5,0.5,0.6,0.0,0.0,0.08085294117647059,176.02933582553405
2.0,0.15,0.5,0.5,0.65,0.0,0.0,0.06474509803921569,183.5246541307096
2.0,0.15,0.5,0.6,0.35,0.0,0.0,0.20560784313725491,125.80133741462365
2.0,0.15,0.5,0.6,0.4,0.0,0.0,0.18699019607843137,131.54374351195503
2.0,0.15,0.5,0.6,0.45,0.0,0.0,0.18677450980392157,140.13676057585832
2.0,0.15,0.5,0.6,0.5,0.0,0.0,0.3836274509803922,125.54126188328488
2.0,0.15,0.5,0.6,0.55,0.0,0.0,0.4091274509803922,125.51632837013717
2.0,0.15,0.5,0.6,0.6,0.0,0.0,0.36128431372549025,136.17960768968192
2.0,0.15,0.5,0.6,0.65,0.0,0.0,0.06030392156862745,188.85611413342968
2.0,0.15,0.5,0.7,0.35,0.1,0.1,0.3417058823529412,100.4215934396341
2.0,0.15,0.5,0.7,0.4,0.0,0.0,0.25063725490196076,114.57847227734183
2.0,0.15,0.5,0.7,0.45,0.0,0.0,0.2721078431372549,110.50472533057265
2.0,0.15,0.5,0.7,0.5,0.0,0.0,0.3720098039215686,115.660464937162
2.0,0.15,0.5,0.7,0.55,0.0,0.0,0.4253137254901961,120.80400082932564
2.0,0.15,0.5,0.7,0.6,0.0,0.0,0.4131176470588236,126.16765365404122
2.0,0.15,0.5,0.7,0.65,0.0,0.0,0.23304901960784313,148.94087160261816
2.0,0.15,0.5,0.8,0.35,0.65,0.65,0.7974901960784313,29.2917300844517
2.0,0.15,0.5,0.8,0.4,0.0,0.0,0.2822647058823529,105.0417069412579
2.0,0.15,0.5,0.8,0.45,0.0,0.0,0.30513725490196075,100.41752813806616
2.0,0.15,0.5,0.8,0.5,0.0,0.0,0.31894117647058823,97.49213127400644
2.0,0.15,0.5,0.8,0.55,0.0,0.0,0.34125490196078434,95.37422185755908
2.0,0.15,0.5,0.8,0.6,0.0,0.0,0.3551078431372549,95.46578042793504
2.0,0.15,0.5,0.8,0.65,0.0,0.0,0.3663235294117647,90.52656349986658
2.0,0.15,0.5,0.9,0.35,1.0,1.0,1.0,0.0
2.0,0.15,0.5,0.9,0.4,0.0,0.0,0.300156862745098,99.76327051373329
2.0,0.15,0.5,0.9,0.45,0.0,0.0,0.3315098039215686,92.47714698688331
2.0,0.15,0.5,0.9,0.5,0.0,0.0,0.34615686274509805,89.35804008323058
2.0,0.15,0.5,0.9,0.55,0.0,0.0,0.35973529411764704,86.36573516910025
2.0,0.15,0.5,0.9,0.6,0.0,0.0,0.37373529411764705,86.29698720686714
2.0,0.15,0.5,0.9,0.65,0.0,0.0,0.4030980392156863,92.23796034547954
2.0,0.15,0.5,1.0,0.35,1.0,1.0,1.0,0.0
2.0,0.15,0.5,1.0,0.4,0.15,0.15,0.4513627450980392,73.11524904351243
2.0,0.15,0.5,1.0,0.45,0.0,0.0,0.3566372549019608,84.75126129860062
2.0,0.15,0.5,1.0,0.5,0.0,0.0,0.36676470588235294,82.565288069361
2.0,0.15,0.5,1.0,0.55,0.0,0.0,0.3858039215686274,80.49215751548499
2.0,0.15,0.5,1.0,0.6,0.0,0.0,0.40555882352941175,82.30352876309095
2.0,0.15,0.5,1.0,0.65,0.0,0.0,0.4744803921568628,112.877499577249
2.0,0.15,0.5,1.25,0.35,1.0,1.0,1.0,2.930036122323011e-43
2.0,0.15,0.5,1.25,0.4,1.0,1.0,1.0,1.3934263592415256e-42
2.0,0.15,0.5,1.25,0.45,1.0,1.0,1.0,1.0759028859179091e-34
2.0,0.15,0.5,1.25,0.5,0.8,0.8,0.896264705882353,12.948472039432076
2.0,0.15,0.5,1.25,0.55,0.1,0.1,0.5295392156862746,78.29606756042418
2.0,0.15,0.5,1.25,0.6,0.0,0.0,0.4684509803921569,117.01272796601332
2.0,0.15,0.5,1.25,0.65,0.0,0.0,0.49511764705882355,117.02858126910459
2.0,0.15,0.5,1.5,0.35,0.85,0.85,0.985,1.4045224808377803
2.0,0.15,0.5,1.5,0.4,0.85,0.85,0.985,1.426657513497981
2.0,0.15,0.5,1.5,0.45,0.8,0.8,0.9800000000000001,1.8543221078748886
2.0,0.15,0.5,1.5,0.5,0.3,0.3,0.7717058823529411,22.66418122431837
2.0,0.15,0.5,1.5,0.55,0.0,0.0,0.5559019607843138,51.811902357491604
2.0,0.15,0.5,1.5,0.6,0.0,0.0,0.5513823529411764,71.82847839439287
2.0,0.15,0.5,1.5,0.65,0.0,0.0,0.48149999999999993,116.20771469107108
2.0,0.15,1.0,0.05,0.35,0.15,0.15,0.5905,73.4294069730595
2.0,0.15,1.0,0.05,0.4,0.0,0.0,0.4565196078431373,98.75049443100085
2.0,0.15,1.0,0.05,0.45,0.0,0.0,0.1768235294117647,149.81515206958204
2.0,0.15,1.0,0.05,0.5,0.0,0.0,0.050470588235294156,171.43146068608613
2.0,0.15,1.0,0.05,0.55,0.0,0.0,0.0410588235294118,173.12376692056372
2.0,0.15,1.0,0.05,0.6,0.0,0.0,0.03661764705882356,173.93862810341324
2.0,0.15,1.0,0.05,0.65,0.0,0.0,0.03454901960784316,174.74353156641814
2.0,0.15,1.0,0.3,0.35,0.0,0.0,0.2566666666666667,132.44580901634612
2.0,0.15,1.0,0.3,0.4,0.0,0.0,0.2493235294117647,138.01015294063552
2.0,0.15,1.0,0.3,0.45,0.0,0.0,0.12645098039215688,156.99611486390197
2.0,0.15,1.0,0.3,0.5,0.0,0.0,0.11503921568627451,156.6786318469821
2.0,0.15,1.0,0.3,0.55,0.0,0.0,0.15599019607843137,147.68431205527997
2.0,0.15,1.0,0.3,0.6,0.0,0.0,0.16894117647058823,145.17420522275947
2.0,0.15,1.0,0.3,0.65,0.0,0.0,0.10409803921568628,162.82645889271274
2.0,0.15,1.0,0.4,0.35,0.0,0.0,0.18189215686274512,137.01758182305784
2.0,0.15,1.0,0.4,0.4,0.0,0.0,0.12259803921568624,152.62978100416524
2.0,0.15,1.0,0.4,0.45,0.0,0.0,0.09245098039215686,160.20082554698655
2.0,0.15,1.0,0.4,0.5,0.0,0.0,0.1105686274509804,159.38719607038618
2.0,0.15,1.0,0.4,0.55,0.0,0.0,0.14448039215686276,152.1780348147456
2.0,0.15,1.0,0.4,0.6,0.0,0.0,0.20170588235294118,136.82122172258087
2.0,0.15,1.0,0.4,0.65,0.0,0.0,0.19020588235294117,141.25765613828622
2.0,0.15,1.0,0.5,0.35,0.0,0.0,0.1968333333333333,130.41459962364863
2.0,0.15,1.0,0.5,0.4,0.0,0.0,0.13512745098039214,145.42474066169524
2.0,0.15,1.0,0.5,0.45,0.0,0.0,0.16369607843137254,146.60280559925658
2.0,0.15,1.0,0.5,0.5,0.0,0.0,0.38696078431372555,125.2497657349755
2.0,0.15,1.0,0.5,0.55,0.0,0.0,0.32810784313725494,134.4084749924499
2.0,0.15,1.0,0.5,0.6,0.0,0.0,0.19295098039215688,140.3388132081543
2.0,0.15,1.0,0.5,0.65,0.0,0.0,0.2669117647058824,119.1077478811756
2.0,0.15,1.0,0.6,0.35,0.0,0.0,0.22828431372549018,121.5728937940947
2.0,0.15,1.0,0.6,0.4,0.0,0.0,0.2090686274509804,126.1946717457502
2.0,0.15,1.0,0.6,0.45,0.0,0.0,0.21974509803921566,125.46106326677648
2.0,0.15,1.0,0.6,0.5,0.0,0.0,0.3402058823529412,119.74946020157002
2.0,0.15,1.0,0.6,0.55,0.0,0.0,0.3214019607843137,117.27104096845724
2.0,0.15,1.0,0.6,0.6,0.0,0.0,0.280156862745098,112.75394669233586
2.0,0.15,1.0,0.6,0.65,0.0,0.0,0.3042254901960784,106.13167456426649
2.0,0.15,1.0,0.7,0.35,0.15,0.15,0.38411764705882356,92.74447759534034
2.0,0.15,1.0,0.7,0.4,0.0,0.0,0.25057843137254904,113.93594066191827
2.0,0.15,1.0,0.7,0.45,0.0,0.0,0.27985294117647064,108.28138595820299
2.0,0.15,1.0,0.7,0.5,0.0,0.0,0.29538235294117643,105.23587047463295
2.0,0.15,1.0,0.7,0.55,0.0,0.0,0.31433333333333335,101.27803023059978
2.0,0.15,1.0,0.7,0.6,0.0,0.0,0.3215882352941176,99.29616386563012
2.0,0.15,1.0,0.7,0.65,0.0,0.0,0.3373627450980392,96.13994071559081
2.0,0.15,1.0,0.8,0.35,0.8,0.8,0.8715098039215686,18.29875017914899
2.0,0.15,1.0,0.8,0.4,0.0,0.0,0.27815686274509804,105.13981813335143
2.0,0.15,1.0,0.8,0.45,0.0,0.0,0.2986470588235294,101.13792716768975
2.0,0.15,1.0,0.8,0.5,0.0,0.0,0.3232745098039216,96.57023424369245
2.0,0.15,1.0,0.8,0.55,0.0,0.0,0.3373529411764706,93.27401554790603
2.0,0.15,1.0,0.8,0.6,0.0,0.0,0.35416666666666663,91.93445991514255
2.0,0.15,1.0,0.8,0.65,0.0,0.0,0.4162941176470588,91.72046605763231
2.0,0.15,1.0,0.9,0.35,0.85,0.85,0.8960588235294118,14.504502768262256
2.0,0.15,1.0,0.9,0.4,0.05,0.05,0.3326176470588235,93.86574962694101
2.0,0.15,1.0,0.9,0.45,0.0,0.0,0.3209705882352941,93.87113926780793
2.0,0.15,1.0,0.9,0.5,0.0,0.0,0.34502941176470586,89.33727938533241
2.0,0.15,1.0,0.9,0.55,0.0,0.0,0.35121568627450983,87.63823327349755
2.0,0.15,1.0,0.9,0.6,0.0,0.0,0.3931862745098039,86.02847314543553
2.0,0.15,1.0,0.9,0.65,0.0,0.0,0.40612745098039216,83.63580088549647
2.0,0.15,1.0,1.0,0.35,0.95,0.95,0.9659607843137256,4.5766859298686935
2.0,0.15,1.0,1.0,0.4,0.2,0.2,0.4659411764705882,71.32928443829914
2.0,0.15,1.0,1.0,0.45,0.0,0.0,0.3513529411764706,85.3996868874016
2.0,0.15,1.0,1.0,0.5,0.0,0.0,0.36987254901960787,81.55195038991948
2.0,0.15,1.0,1.0,0.55,0.0,0.0,0.3767156862745098,79.9494816909262
2.0,0.15,1.0,1.0,0.6,0.0,0.0,0.3849313725490196,77.75049720697588
2.0,0.15,1.0,1.0,0.65,0.0,0.0,0.3971862745098039,75.14383791274341
2.0,0.15,1.0,1.25,0.35,1.0,1.0,1.0,2.8077094797487953e-43
2.0,0.15,1.0,1.25,0.4,1.0,1.0,1.0,3.185545561157951e-42
2.0,0.15,1.0,1.25,0.45,1.0,1.0,1.0,3.5558797193634964e-35
2.0,0.15,1.0,1.25,0.5,0.9,0.9,0.9368725490196079,7.899520605162948
2.0,0.15,1.0,1.25,0.55,0.05,0.05,0.5145882352941177,64.19937300440651
2.0,0.15,1.0,1.25,0.6,0.0,0.0,0.5372745098039216,73.39983105139684
2.0,0.15,1.0,1.25,0.65,0.0,0.0,0.5733823529411766,80.27557496713028
2.0,0.15,1.0,1.5,0.35,0.7,0.7,0.97,2.8711670810860657
2.0,0.15,1.0,1.5,0.4,0.9,0.9,0.99,0.9480802490737453
2.0,0.15,1.0,1.5,0.45,0.85,0.85,0.985,1.4272778206096306
2.0,0.15,1.0,1.5,0.5,0.4,0.4,0.807,18.655734251252856
2.0,0.15,1.0,1.5,0.55,0.0,0.0,0.6093823529411765,44.00079471491874
2.0,0.15,1.0,1.5,0.6,0.0,0.0,0.6004313725490196,57.73888332761669
2.0,0.15,1.0,1.5,0.65,0.0,0.0,0.47897058823529404,116.69576389652721
