c0,eta,lambda_e,sigma,rho,Y,U,Wage_Rate,Wage_Floor_Binding,collapsed,floored,binding,frac_seeds_collapsed,mixed_basin
1.0,0.1,0.25,0.05,0.55,102.57077274806595,0.4366666666666667,0.8546838929222682,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.05,0.6,103.78519456186517,0.43,0.8560112923168269,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.05,0.65,116.53103383775972,0.3599999999999999,0.8714384192061647,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.3,0.35,84.36907218920767,0.5394117647058825,0.8367955412338667,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.3,0.4,82.49574664015351,0.5654248366013072,0.8328525950419556,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.3,0.45,84.79828729158115,0.5652287581699347,0.8329318247330466,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.3,0.5,85.21733496844799,0.5696732026143793,0.8322591004104406,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.3,0.55,90.12829348175376,0.5506535947712418,0.8350944905137826,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.3,0.6,93.01643792141954,0.54,0.8367270526432665,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.3,0.65,93.5429147493332,0.54,0.8367270526432665,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.4,0.35,83.93826468498129,0.5354901960784314,0.8375307001548977,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.4,0.4,82.57429712438928,0.5667973856209151,0.832714515996524,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.4,0.45,83.68870949004928,0.5758169934640524,0.8314056284264507,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.4,0.5,84.93571662873244,0.5792810457516341,0.8309636636001511,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.4,0.55,88.27485241769158,0.5709803921568628,0.832133962155806,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.4,0.6,91.47767279798308,0.5615032679738562,0.8334628451500876,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.4,0.65,93.63606812611765,0.5556862745098039,0.8343344860068628,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.5,0.35,84.10858127489983,0.5290849673202614,0.838433888415941,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.5,0.4,82.55006642435946,0.565686274509804,0.8328597369088119,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.5,0.45,83.10273679087636,0.5807189542483662,0.8306326795366629,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.5,0.5,84.9019553815145,0.5852287581699347,0.8300506102976201,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.5,0.55,87.26673395424818,0.5836601307189543,0.8302414710541797,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.5,0.6,88.27150702998796,0.5866013071895425,0.8298434104642881,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.5,0.65,90.32115130086903,0.5839215686274511,0.8301781006477502,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.6,0.35,83.89588682362638,0.5266666666666667,0.8388524962391822,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.6,0.4,82.21523501374867,0.5635947712418301,0.833164205104718,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.6,0.45,81.27286402123605,0.5877124183006536,0.8296628386223048,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.6,0.5,82.68514836614916,0.5965359477124182,0.8284652852116633,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.6,0.55,81.84167671494441,0.611764705882353,0.8264058199292652,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.6,0.6,85.31626857931951,0.6057516339869281,0.827158537594369,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.6,0.65,91.27338670133656,0.5892810457516341,0.8294473160294583,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.7,0.35,83.33782360938967,0.5248366013071896,0.8391973168842837,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.7,0.4,82.19260473205918,0.557124183006536,0.8340823922651941,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.7,0.45,81.3085042867828,0.586078431372549,0.8299944745874731,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.7,0.5,82.5342649393822,0.5986274509803922,0.8282221442540157,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.7,0.55,80.72992237298175,0.6198692810457517,0.8253044541101472,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.7,0.6,85.05957852671028,0.6127450980392156,0.8262283490589314,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.7,0.65,86.62077262812834,0.6161437908496733,0.8258941763222403,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.8,0.35,87.0799941190683,0.4911111111111111,0.844881865122782,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.8,0.4,83.83487775316036,0.5370588235294118,0.8371102212546125,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.8,0.45,81.14483468374587,0.5813725490196079,0.8305222145175124,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.8,0.5,81.7101794916576,0.5983660130718955,0.8282214976914647,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.8,0.55,80.45608620638383,0.6196078431372549,0.8253343206532149,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.8,0.6,81.59736545097542,0.6288235294117648,0.8240739490682714,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.8,0.65,83.25222742217699,0.6318300653594772,0.8237162468473636,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.9,0.35,86.60876475808448,0.4828104575163399,0.8461304027928797,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.9,0.4,84.17792118165093,0.5347058823529413,0.8376569319987843,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.9,0.45,82.6862736425055,0.5741830065359478,0.8316692739055619,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.9,0.5,81.6438077033731,0.5954248366013073,0.8285763451614739,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.9,0.55,78.78431879723216,0.6300653594771242,0.8239612898982505,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.9,0.6,80.70778993693513,0.6329411764705882,0.8235314640207595,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,0.9,0.65,82.20106341091504,0.640392156862745,0.8225812527884591,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.0,0.35,88.7351251105511,0.45934640522875814,0.8505289449385768,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.0,0.4,84.20291254381375,0.5237908496732028,0.8393237508207033,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.0,0.45,82.83179465998161,0.5622222222222223,0.8333991509564355,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.0,0.5,81.76549532588774,0.5920261437908497,0.8291944240165225,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.0,0.55,81.6099478873233,0.6103267973856209,0.8265965643287451,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.0,0.6,78.37498040074976,0.6459477124183006,0.8219134853008329,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.0,0.65,81.69581424381344,0.6461437908496732,0.8218394743677746,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.25,0.35,96.59066364678125,0.3712418300653595,0.8689346036582686,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.25,0.4,86.34590555874142,0.4932679738562092,0.8445952774933466,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.25,0.45,84.42669542854662,0.5352941176470588,0.8376065357990173,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.25,0.5,82.64491919900031,0.5715032679738562,0.8321219085339483,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.25,0.55,79.82136878406395,0.6143790849673203,0.825982577160633,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.25,0.6,78.36036046875627,0.6366666666666667,0.8231803122129066,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.25,0.65,79.7931924292946,0.6505228758169933,0.8212358459164922,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.5,0.35,102.47051879410895,0.30039215686274506,0.8876364201113353,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.5,0.4,91.46418069800363,0.4250980392156864,0.856974928685322,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.5,0.45,86.85538785670512,0.4877777777777778,0.8453316545522167,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.5,0.5,82.38379629331395,0.5513725490196079,0.8349530822304225,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.5,0.55,82.73309282786744,0.574640522875817,0.8315715952349066,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.5,0.6,79.72886013315156,0.6159477124183006,0.8259471767877519,0.0,False,False,demand,0.0,False
1.0,0.1,0.25,1.5,0.65,78.84130550721375,0.6368627450980392,0.8231109999631437,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.05,0.35,81.3831001536373,0.5511764705882353,0.835015875124281,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.05,0.4,85.27549922208186,0.5313071895424838,0.8380840105111022,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.05,0.45,86.16984835831965,0.5266666666666667,0.8388370953805694,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.05,0.5,98.92743116697291,0.4566666666666667,0.850923390803473,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.05,0.55,100.14301844703375,0.44999999999999996,0.8521571953460191,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.05,0.6,104.99908377103607,0.42333333333333334,0.8574834704924464,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.05,0.65,116.53103383775972,0.3599999999999999,0.8714384192061647,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.3,0.35,84.21777212195919,0.5386274509803922,0.8369882453741947,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.3,0.4,81.68104637979876,0.5687581699346406,0.8323942498970528,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.3,0.45,83.28470581153454,0.5720261437908497,0.8319551525951585,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.3,0.5,85.05636472065765,0.5707843137254903,0.8320948922987205,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.3,0.55,91.6225137535771,0.5433333333333333,0.8362258795351939,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.3,0.6,93.02132531891851,0.54,0.8367270526432665,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.3,0.65,96.33551271076256,0.5266666666666667,0.8388370953805694,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.4,0.35,84.15606830853135,0.5381045751633987,0.8372792128198742,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.4,0.4,80.59118639443247,0.5764705882352942,0.8312856944168504,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.4,0.45,83.97432103201696,0.5747712418300654,0.8315586384214001,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.4,0.5,83.80002356992566,0.582875816993464,0.830369217157353,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.4,0.55,86.9838163363836,0.5758823529411764,0.8313775129391657,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.4,0.6,91.6211527250134,0.5608496732026144,0.8335611143869647,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.4,0.65,93.50778314547038,0.5563398692810458,0.8342449148655247,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.5,0.35,84.72397165007494,0.5239869281045753,0.8392064666557691,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.5,0.4,82.79883421732735,0.5625490196078432,0.833375226610385,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.5,0.45,82.26987545817867,0.5843790849673204,0.830162760825733,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.5,0.5,83.56511541272842,0.5901307189542483,0.8293678765359388,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.5,0.55,86.15855527108833,0.5879084967320262,0.8296686380110655,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.5,0.6,89.25588744486178,0.582875816993464,0.8303879077408834,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.5,0.65,91.32363482624999,0.579542483660131,0.8308825567298713,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.6,0.35,85.41358818773266,0.5156209150326797,0.84077444325069,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.6,0.4,80.5125524995611,0.5727450980392158,0.8318174175731311,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.6,0.45,83.88725932575903,0.5775163398692811,0.8311624861912863,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.6,0.5,82.00891755651965,0.5982352941176471,0.8282406656656821,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.6,0.55,83.76357380232714,0.6038562091503268,0.8274761634783244,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.6,0.6,84.95513818031854,0.6078431372549019,0.8268616546150583,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.6,0.65,88.43262417078063,0.601045751633987,0.827866283111585,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.7,0.35,86.65420534817811,0.4976470588235294,0.8438656277480397,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.7,0.4,82.62986055057064,0.5571895424836603,0.8341452305811273,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.7,0.45,82.18246760466978,0.5818954248366014,0.8305966561748866,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.7,0.5,82.72362450639595,0.5952941176470589,0.828617267437636,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.7,0.55,84.82164940348663,0.6014379084967321,0.8277907973425416,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.7,0.6,81.0250558044071,0.630718954248366,0.8238241773420302,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.7,0.65,86.12857912035899,0.6164705882352942,0.8258766964102434,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.8,0.35,87.04410038878461,0.4888888888888889,0.8451147390236748,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.8,0.4,82.63389481731805,0.5513725490196079,0.8350504489404066,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.8,0.45,82.12247738749566,0.5787581699346406,0.8310399087034194,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.8,0.5,80.43070820640308,0.6057516339869281,0.8271910666920923,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.8,0.55,81.91430832906269,0.6141830065359478,0.8260303160418644,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.8,0.6,81.70074699741043,0.6290849673202614,0.8241152364869065,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.8,0.65,83.06113119722495,0.6356862745098039,0.8232984744634254,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.9,0.35,87.63830391804743,0.4717647058823529,0.8482345849047278,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.9,0.4,84.33922915729065,0.5312418300653595,0.8380714007907862,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.9,0.45,80.82848771317063,0.5807843137254901,0.8307044371379769,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.9,0.5,80.58056836252011,0.6007189542483661,0.8279367524732071,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.9,0.55,78.73966769732448,0.6315032679738563,0.82384547230374,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.9,0.6,79.66496234137121,0.6415686274509804,0.8225313777351287,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,0.9,0.65,81.55738083168463,0.6454248366013071,0.8220034045326162,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.0,0.35,89.10122082049823,0.46241830065359474,0.8501117078222972,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.0,0.4,83.46094413254512,0.5298039215686274,0.8384253669350609,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.0,0.45,81.7470225606135,0.5678431372549021,0.832569959452233,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.0,0.5,80.09392900714055,0.5971895424836602,0.8283299737244031,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.0,0.55,79.63812838675396,0.6215032679738562,0.8250520804180126,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.0,0.6,80.17424407767791,0.6339215686274509,0.8234171641409241,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.0,0.65,80.35264098938656,0.648954248366013,0.8215058374615519,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.25,0.35,92.21893093175107,0.41183006535947725,0.859936746732325,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.25,0.4,87.91024537710625,0.4815686274509803,0.8464284530845786,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.25,0.45,84.58925881079578,0.5332679738562092,0.8378197872181538,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.25,0.5,83.09666635482778,0.5691503267973858,0.8325272245756562,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.25,0.55,81.2378507186218,0.5980392156862745,0.8281781289891305,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.25,0.6,79.76338935862636,0.6309803921568626,0.8238277235221275,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.25,0.65,79.95067808426471,0.6490196078431373,0.8214633612382781,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.5,0.35,33.4049628844685,0.7740522875816994,0.8182069809708161,0.0,False,False,profitmax,0.6666666666666666,True
1.0,0.1,0.5,1.5,0.4,91.35376495626838,0.42633986928104584,0.8567571125221093,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.5,0.45,86.81319186899906,0.4928104575163399,0.8445029995523035,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.5,0.5,80.67796893538652,0.5559477124183007,0.8342664626042374,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.5,0.55,82.97994352969596,0.5735947712418301,0.8317193427357797,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.5,0.6,76.45517610073654,0.6357516339869281,0.8231535207668191,0.0,False,False,demand,0.0,False
1.0,0.1,0.5,1.5,0.65,79.88126836283607,0.6364705882352941,0.8231789264594621,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.05,0.35,81.39964725957226,0.5511111111111111,0.8350355289716563,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.05,0.4,84.9104304248506,0.5333333333333334,0.8377601724278009,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.05,0.45,86.77711006428525,0.5233333333333334,0.8393931178543307,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.05,0.5,98.32048587954291,0.45999999999999996,0.8502555372458472,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.05,0.55,100.14301527701757,0.44999999999999996,0.8521571953460191,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.05,0.6,107.42683958174395,0.4100000000000001,0.8603316987167134,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.05,0.65,114.71022849979737,0.36999999999999994,0.8691228858296839,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.3,0.35,83.76761517698024,0.5422875816993464,0.8365561225800082,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.3,0.4,82.63006292155696,0.5645751633986928,0.8329761627446718,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.3,0.45,84.76084285517182,0.5653594771241831,0.8329246391833358,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.3,0.5,87.96503232662866,0.5566666666666668,0.8342001627447919,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.3,0.55,91.62184254980544,0.5433333333333333,0.8362258795351939,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.3,0.6,93.01698082296888,0.54,0.8367270526432665,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.3,0.65,96.35867982028621,0.5264705882352941,0.8388721291339225,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.4,0.35,84.28519225157136,0.5339215686274511,0.837683580355803,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.4,0.4,82.84045548494719,0.5641830065359477,0.8331464612778108,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.4,0.45,84.18526880838631,0.5731372549019609,0.8317517203176178,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.4,0.5,85.70012709984877,0.5745098039215687,0.8315492096101043,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.4,0.55,88.90602022230091,0.5676470588235295,0.8326425162659579,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.4,0.6,90.78098440926412,0.563202614379085,0.8331910931086224,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.4,0.65,93.13872492034079,0.558169934640523,0.8339747277964694,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.5,0.35,84.97664234837153,0.524640522875817,0.8391922187227515,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.5,0.4,82.50643909824991,0.5622222222222223,0.8334580027164525,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.5,0.45,82.88932520904221,0.581764705882353,0.8305283269671935,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.5,0.5,84.68415905177028,0.5854248366013073,0.8300247192570346,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.5,0.55,84.07570905993481,0.5961437908496733,0.8285610544169512,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.5,0.6,89.75220530095409,0.5776470588235295,0.8310867589596592,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.5,0.65,90.16460881663886,0.583202614379085,0.8303015563209369,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.6,0.35,85.06568281212327,0.5201960784313725,0.8401208769828917,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.6,0.4,81.69645393289558,0.5682352941176471,0.8325138708250881,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.6,0.45,81.1235605105026,0.5888235294117647,0.8295719851594332,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.6,0.5,81.27794905202757,0.6019607843137255,0.8276931448273127,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.6,0.55,84.84247507656214,0.5976470588235294,0.828297177656248,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.6,0.6,85.86472907455614,0.6045751633986928,0.827377862419684,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.6,0.65,89.1313369205983,0.5988888888888889,0.8281332589869844,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.7,0.35,85.52864802373081,0.5041830065359477,0.8425050572802223,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.7,0.4,82.38796237237396,0.5592156862745098,0.8338480575550519,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.7,0.45,79.67397766802627,0.5955555555555555,0.8286070351769353,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.7,0.5,81.56386191036133,0.6002614379084967,0.8279634793134466,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.7,0.55,84.45181617078231,0.5977777777777779,0.8282471492034844,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.7,0.6,83.43704508191841,0.6166013071895424,0.8257631540038983,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.7,0.65,85.72539400562874,0.6201307189542483,0.8254308112498759,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.8,0.35,84.84593327419525,0.5075816993464052,0.8421016868106862,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.8,0.4,82.65244847362962,0.549607843137255,0.8352750336898601,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.8,0.45,80.91490654598363,0.5851633986928105,0.8300346082421691,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.8,0.5,80.39891783985225,0.6043790849673202,0.8273724983396488,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.8,0.55,80.12598010084976,0.6242483660130719,0.8247685786562672,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.8,0.6,82.56584676807462,0.6253594771241829,0.8245004696354937,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.8,0.65,82.41604435391571,0.6380392156862745,0.8229275805560669,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.9,0.35,88.08484242203276,0.4731372549019608,0.8478514073031894,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.9,0.4,84.3181494117456,0.534248366013072,0.8378159985241812,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.9,0.45,80.65405031489063,0.578562091503268,0.8309803482493877,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.9,0.5,80.12631244728222,0.6033333333333334,0.8275564255102824,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.9,0.55,80.06908148314496,0.6245751633986928,0.8248580118847842,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.9,0.6,80.02078916684958,0.6396732026143791,0.8227525434036487,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.9,0.65,81.77199156811527,0.6426797385620914,0.8223304317729352,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,1.0,0.35,90.68211551331693,0.44993464052287574,0.8522229548182216,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,1.0,0.4,83.96789301745112,0.5254248366013072,0.8389881058249129,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,1.0,0.45,82.26756009006026,0.5671895424836602,0.8327432955548901,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,1.0,0.5,81.14952160252564,0.591045751633987,0.8292613997592602,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,1.0,0.55,78.7002547548748,0.6224183006535947,0.8249408867059769,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,1.0,0.6,81.6641878852855,0.6294771241830065,0.8241434978365968,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,1.0,0.65,80.72698763615243,0.6480392156862744,0.8216509790195876,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,1.25,0.35,98.06886161703619,0.3663398692810457,0.8701830070621474,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,1.25,0.4,87.62652914103626,0.47699346405228754,0.8472332206416895,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,1.25,0.45,81.93958170861187,0.5507843137254903,0.8350719401004151,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,1.25,0.5,80.96215362850585,0.5789542483660131,0.8308646863828456,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,1.25,0.55,78.93984088387573,0.6081045751633987,0.8268237658575943,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,1.25,0.6,78.72864335028747,0.6362091503267974,0.8232586435601439,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,1.25,0.65,79.81008642274355,0.6465359477124183,0.8218212009216307,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,1.5,0.35,4.951933511244761e-06,1.0,0.7867155323539139,0.0,True,False,collapsed,1.0,False
1.0,0.1,1.0,1.5,0.4,90.84487613283663,0.4306535947712418,0.8559821283614685,0.0,False,False,demand,0.0,False
