c0,eta,rr,sigma,rho,frac_seeds_collapsed,frac_seeds_U1,mean_U,Y,mean_tax,frac_periods_at_cap
2.0,0.15,0.5,0.5,0.5,0.0,0.0,0.2362058823529412,126.66669473131174,0.17975999020088554,0.10980392156862746
2.0,0.15,0.5,0.5,0.55,0.0,0.0,0.2740588235294118,130.99817657975467,0.18334814016554798,0.11862745098039215
2.0,0.15,0.5,0.5,0.6,0.0,0.0,0.284078431372549,129.93961841556057,0.2032381810381494,0.16666666666666669
2.0,0.15,0.5,0.5,0.65,0.0,0.0,0.3158235294117647,133.62676945872448,0.18951266981038614,0.11470588235294117
2.0,0.15,0.5,0.6,0.35,1.0,1.0,1.0,0.0,0.0,0.0
2.0,0.15,0.5,0.6,0.4,0.05,0.05,0.26121568627450975,116.72756790717028,0.10783573148720842,0.028431372549019607
2.0,0.15,0.5,0.6,0.45,0.0,0.0,0.26001960784313727,122.99396272897658,0.1471831008441224,0.0892156862745098
2.0,0.15,0.5,0.6,0.5,0.0,0.0,0.29483333333333334,126.15442162952033,0.1654711501792049,0.08725490196078431
2.0,0.15,0.5,0.6,0.55,0.0,0.0,0.3324019607843137,124.23482093693103,0.18243087554088577,0.08137254901960785
2.0,0.15,0.5,0.6,0.6,0.0,0.0,0.35810784313725497,128.79461170654028,0.17739087299878847,0.050980392156862744
2.0,0.15,0.5,0.6,0.65,0.0,0.0,0.3631372549019608,118.49012710564384,0.21980742067638964,0.15098039215686274
2.0,0.15,0.5,0.7,0.35,1.0,1.0,1.0,0.0,0.0,0.0
2.0,0.15,0.5,0.7,0.4,0.15,0.15,0.334921568627451,102.69874978274854,0.0869071062249103,0.004901960784313725
2.0,0.15,0.5,0.7,0.45,0.0,0.0,0.3185588235294118,113.84817182574166,0.17212993767770993,0.04803921568627451
2.0,0.15,0.5,0.7,0.5,0.0,0.0,0.33557843137254906,113.38566365160884,0.18924000026422869,0.08235294117647059
2.0,0.15,0.5,0.7,0.55,0.0,0.0,0.37728431372549026,112.45702411100237,0.2084066576133105,0.08333333333333333
2.0,0.15,0.5,0.7,0.6,0.0,0.0,0.36601960784313725,110.81415951614721,0.22271476739686863,0.14509803921568626
2.0,0.15,0.5,0.7,0.65,0.0,0.0,0.35734313725490197,104.2653466221448,0.24698984485507253,0.2450980392156863
2.0,0.15,0.5,0.8,0.35,1.0,1.0,1.0,0.0,0.0,0.0
2.0,0.15,0.5,0.8,0.4,0.7,0.7,0.7845980392156863,31.369493165438286,0.044478386090558146,0.0
2.0,0.15,0.5,0.8,0.45,0.0,0.0,0.31481372549019604,104.58442946327125,0.18570125617194772,0.061764705882352944
2.0,0.15,0.5,0.8,0.5,0.0,0.0,0.316156862745098,102.13592651303239,0.2036463876626621,0.13725490196078433
2.0,0.15,0.5,0.8,0.55,0.0,0.0,0.34591176470588236,100.64351267786036,0.22281938390077868,0.1696078431372549
2.0,0.15,0.5,0.8,0.6,0.0,0.0,0.3554607843137255,94.35070784113472,0.25058445132929535,0.26960784313725494
2.0,0.15,0.5,0.8,0.65,0.0,0.0,0.3740686274509804,95.40901773385359,0.2551515264315012,0.24901960784313726
2.0,0.15,0.5,0.9,0.35,1.0,1.0,1.0,0.0,0.0,0.0
2.0,0.15,0.5,0.9,0.4,1.0,1.0,1.0,0.0,0.0,0.0
2.0,0.15,0.5,0.9,0.45,0.05,0.05,0.3513235294117647,96.32645890903788,0.17447627945218877,0.04803921568627451
2.0,0.15,0.5,0.9,0.5,0.0,0.0,0.3518823529411764,91.74944574416182,0.24251842808546784,0.15294117647058822
2.0,0.15,0.5,0.9,0.55,0.0,0.0,0.37069607843137253,92.6580216646889,0.25164065086274856,0.22549019607843138
2.0,0.15,0.5,0.9,0.6,0.0,0.0,0.3659607843137255,91.69701381867225,0.24120711052595464,0.19607843137254902
2.0,0.15,0.5,0.9,0.65,0.0,0.0,0.41713725490196085,90.9171860481465,0.2651000886088574,0.20392156862745098
2.0,0.15,0.5,1.0,0.35,1.0,1.0,1.0,0.0,0.0,0.0
2.0,0.15,0.5,1.0,0.4,1.0,1.0,1.0,0.0,0.0,0.0
2.0,0.15,0.5,1.0,0.45,0.75,0.75,0.8447549019607843,20.330375334707224,0.05782009174210091,0.019607843137254905
2.0,0.15,0.5,1.0,0.5,0.0,0.0,0.35515686274509806,88.24093124371862,0.225124277548736,0.12058823529411763
2.0,0.15,0.5,1.0,0.55,0.0,0.0,0.37093137254901964,83.76151429029844,0.24364100144991707,0.19411764705882353
2.0,0.15,0.5,1.0,0.6,0.0,0.0,0.388686274509804,82.47739932100026,0.26710487884887457,0.26176470588235295
2.0,0.15,0.5,1.0,0.65,0.0,0.0,0.4011274509803922,79.8405106032562,0.27729609409443795,0.296078431372549
2.0,0.15,0.5,1.25,0.35,1.0,1.0,1.0,4.846440218469614e-44,0.6000000000000001,1.0
2.0,0.15,0.5,1.25,0.4,1.0,1.0,1.0,8.138544292994037e-44,0.6000000000000001,1.0
2.0,0.15,0.5,1.25,0.45,1.0,1.0,1.0,1.694415934783695e-43,0.6000000000000001,1.0
2.0,0.15,0.5,1.25,0.5,1.0,1.0,1.0,6.581567457992583e-43,0.6000000000000001,1.0
2.0,0.15,0.5,1.25,0.55,1.0,1.0,1.0,6.799138888262475e-31,0.6000000000000001,1.0
2.0,0.15,0.5,1.25,0.6,0.0,0.0,0.47540196078431374,78.84948418810234,0.3040328085405693,0.1588235294117647
2.0,0.15,0.5,1.25,0.65,0.0,0.0,0.4880490196078432,75.18666781754902,0.31501677921256643,0.2176470588235294
2.0,0.15,0.5,1.5,0.35,1.0,1.0,1.0,4.323168172850423e-43,0.6000000000000001,1.0
2.0,0.15,0.5,1.5,0.4,1.0,1.0,1.0,6.034752780991396e-43,0.6000000000000001,1.0
2.0,0.15,0.5,1.5,0.45,1.0,1.0,1.0,8.932038220566977e-43,0.6000000000000001,1.0
2.0,0.15,0.5,1.5,0.5,1.0,1.0,1.0,1.481127568331644e-42,0.6000000000000001,1.0
2.0,0.15,0.5,1.5,0.55,1.0,1.0,1.0,2.823687318827405e-42,0.6000000000000001,1.0
2.0,0.15,0.5,1.5,0.6,1.0,1.0,1.0,7.069669144584985e-42,0.6000000000000001,1.0
2.0,0.15,0.5,1.5,0.65,1.0,1.0,1.0,3.5488398059448293e-41,0.6000000000000001,1.0
