point,viable,frac_seeds_collapsed,slope_raw,slope_raw_seed_sd,slope,slope_seed_sd,n_seeds,wage_led,wage_led_raw,chord_raw,chord,wage_led_chord,viable_chord,rho_star,rho_star_in_support,quad_coef,quad_coef_se,n_rho,Output_lo,Total_Capital_lo,Investment_lo,Unemployment_Rate_lo,Wage_Share_lo,Profit_Share_lo,Average_Utilization_lo,Capitalist_Consumption_lo,Tax_Rate_lo,Consumption_lo,Employment_lo,Wage_Rate_lo,Money_Buffer_lo,Output_hi,Total_Capital_hi,Investment_hi,Unemployment_Rate_hi,Wage_Share_hi,Profit_Share_hi,Average_Utilization_hi,Capitalist_Consumption_hi,Tax_Rate_hi,Consumption_hi,Employment_hi,Wage_Rate_hi,Money_Buffer_hi,sigma,draw
182,0.0,1.0,263.9429405240403,6.769845864971484,,,3,,0.0,444.3251199078289,,,0.0,0.5565032869198604,1.0,-2335.6423573937227,1189.186931943369,4,0.0,6.27946960333788e-63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799215932373308,0.0,88.86502398156581,267.6198566829755,20.209019520460597,0.4649019607843137,0.5093269775302486,0.49067302246975136,0.7017198502996975,25.778050701430587,0.09439030716981844,68.65600446110521,53.509803921568626,0.8463024951698194,0.0,0.7,22
183,1.0,0.0,1.373810106105547,3.366931525320005,1.373810106105547,3.366931525320005,3,0.0,0.0,-5.952596229764256,-5.952596229764256,1.0,1.0,0.48542961525490486,1.0,47.14392001879635,58.406416090101956,4,62.661724178625526,220.08175816350646,8.438736866868524,0.6488235294117647,0.45755956967281547,0.5424404303271846,0.5769065257246743,25.552391250325655,0.16058906730203149,54.22298731175702,35.11764705882353,0.8167098328267869,0.0,61.471204932672684,296.649651955999,11.352727838754172,0.6963398692810457,0.39990671172930714,0.6000932882706929,0.41703753372432995,24.70890312175783,0.1857653475867589,50.11847709391851,30.366013071895424,0.8106470920785233,0.0,0.7,23
184,1.0,0.0,2.3456424481120735,5.908204814364525,2.3456424481120735,5.908204814364525,3,0.0,0.0,-1.1555255929097183,-1.1555255929097183,1.0,1.0,0.4715168427424133,1.0,41.17595579254517,13.783738786887946,4,61.313360323620934,213.84823516778047,8.334482884270725,0.6549019607843136,0.4590187616957066,0.5409812383042936,0.5816061850564038,24.818554138925705,0.16579889120953148,52.97887743935021,34.509803921568626,0.8158194471475757,0.0,61.08225520503899,290.2468987412763,11.510328872789941,0.6966666666666667,0.4020557845776051,0.5979442154223948,0.42429870379524776,24.270433157097713,0.1879737933733473,49.571926332249056,30.333333333333332,0.8104904322955676,0.0,0.7,24
185,1.0,0.0,3.4862660548383437,6.195916552426517,3.4862660548383437,6.195916552426517,3,0.0,0.0,-3.6190935240915194,-3.6190935240915194,1.0,1.0,0.4740393923250945,1.0,67.14530912585866,8.739194654860261,4,71.24943188648692,249.17956353446039,9.728064103854802,0.6,0.4622197320433203,0.5377802679566798,0.5855075483652511,29.08058367804861,0.13202379293555605,61.521367782632105,40.0,0.8235649130460425,0.0,70.52561318166862,343.59650840146406,13.292591122666948,0.6531372549019608,0.40102258924382134,0.5989774107561786,0.41677477550461534,28.6265067906978,0.1535255463150467,57.233022059001655,34.68627450980392,0.8161720026310526,0.0,0.7,25
186,1.0,0.0,0.2817735195702274,5.314103307774088,0.2817735195702274,5.314103307774088,3,0.0,0.0,1.7688558383420034,1.7688558383420034,0.0,1.0,0.5280349893249545,1.0,-5.025390170828922,22.01505749364258,4,62.92732933623585,220.35071181624323,8.554030809614906,0.6465359477124183,0.4585588706004819,0.5414411293995182,0.5800036597620042,25.53833012042614,0.15995454974108667,54.37329852662094,35.34640522875817,0.8170378331794345,0.0,63.28110050390425,301.3746649799919,12.079698384591401,0.6861437908496731,0.40253403341355537,0.5974659665864448,0.42453690668214694,25.12401237337373,0.1791819883310974,51.20140211931285,31.38562091503268,0.8118473384945052,0.0,0.7,26
187,1.0,0.0,-3.828815902190655,9.167006329267547,-3.828815902190655,9.167006329267547,3,1.0,1.0,-4.374949116649429,-4.374949116649429,1.0,1.0,0.8606016148908804,0.0,5.308927836241754,0.34078639361594143,4,63.58461655716246,208.8744002115393,8.091049133508527,0.6326143790849673,0.4730661839253138,0.5269338160746863,0.6196043543645312,25.649271571017067,0.15345522601293438,55.49356742365393,36.73856209150327,0.8189446281247053,0.0,62.70962673383257,278.40219882291024,10.949443750465143,0.6805882352941176,0.4136314425541839,0.586368557445816,0.4550777977519986,25.318566644263058,0.1757788943786851,51.76018298336742,31.941176470588236,0.8124922027374518,0.0,0.7,27
188,1.0,0.0,0.16928435461530475,6.450758685376959,0.16928435461530475,6.450758685376959,3,0.0,0.0,-3.59359079861857,-3.59359079861857,1.0,1.0,0.49628140974332624,1.0,22.76189939582682,33.24329198883626,4,63.12935249967173,222.16336929738154,8.534184834533143,0.6462745098039215,0.45752998278567464,0.5424700172143253,0.5765478712845873,25.70124807638298,0.1592476162790136,54.595167665138604,35.372549019607845,0.8171261479740838,0.0,62.410634339948025,298.91539518165115,11.647750418270368,0.6907843137254902,0.40139749529996793,0.5986025047000321,0.4209093215334539,24.963169886355857,0.1822559903106221,50.762883921677656,30.92156862745098,0.8113647757714214,0.0,0.7,28
189,1.0,0.0,0.4051148504683321,5.52995328530563,0.4051148504683321,5.52995328530563,3,0.0,0.0,-7.437172329923075,-7.437172329923075,1.0,1.0,0.49676866771453343,1.0,62.685421158769906,35.19000943505981,4,63.17687639454518,220.2061267717536,8.574676008770162,0.6447058823529411,0.45947356814240337,0.5405264318575966,0.5827596706931913,25.652289830118985,0.15849609190537142,54.60220038577503,35.529411764705884,0.8172025283422079,0.0,61.68944192856057,299.72196292671214,11.381650836976016,0.6962091503267973,0.39887382608566413,0.6011261739143358,0.41445788491741425,24.90522283220844,0.18488201753168176,50.30779109158454,30.379084967320264,0.810637921560526,0.0,0.7,29
190,1.0,0.0,0.16928435461530475,6.450758685376959,0.16928435461530475,6.450758685376959,3,0.0,0.0,-3.59359079861857,-3.59359079861857,1.0,1.0,0.49628140974332624,1.0,22.76189939582682,33.24329198883626,4,63.12935249967173,222.16336929738154,8.534184834533143,0.6462745098039215,0.45752998278567464,0.5424700172143253,0.5765478712845873,25.70124807638298,0.1592476162790136,54.595167665138604,35.372549019607845,0.8171261479740838,0.0,62.410634339948025,298.91539518165115,11.647750418270368,0.6907843137254902,0.40139749529996793,0.5986025047000321,0.4209093215334539,24.963169886355857,0.1822559903106221,50.762883921677656,30.92156862745098,0.8113647757714214,0.0,0.7,30
191,1.0,0.0,0.6744144957788668,7.417158961074049,0.6744144957788668,7.417158961074049,3,0.0,0.0,-4.6585826486404125,-4.6585826486404125,1.0,1.0,0.491002341850733,1.0,37.47722377656439,35.44782141504005,4,63.19920253273806,221.52436873698562,8.573321855861604,0.6452941176470587,0.45843340233526336,0.5415665976647367,0.579109303691277,25.683912053985456,0.15874649611587188,54.625880676876456,35.470588235294116,0.8172147177750957,0.0,62.267486003009985,304.1665297671225,11.576552177027125,0.6938562091503268,0.3982460592319789,0.6017539407680209,0.41235590091119306,25.112621869216238,0.18312108761038018,50.69093382598285,30.61437908496732,0.8109307642812839,0.0,0.7,31
192,0.0,1.0,704.0995856923222,90.45787940649788,,,3,,0.0,777.3685781841797,,,0.0,227.417700782571,0.0,-1.5514426227307387,1634.8753473795364,4,0.0,6.171737299624286e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,155.473715636836,671.0835163229941,41.84829427367942,0.30823529411764705,0.3965326521318812,0.6034673478681188,0.4471965993434715,62.71784405070948,0.08648791013773137,113.62542136315658,69.17647058823529,0.8894100779468731,0.0,0.8,0
193,0.0,1.0,572.9258180782084,108.92227895384438,,,3,,0.0,678.7191911164717,,,0.0,-0.6477467502533268,0.0,249.58720987524714,2923.7057044210464,4,0.0,5.4657877305961206e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7862620788715889,0.0,135.74383822329438,491.0113912432892,30.895229446005505,0.3105228758169935,0.46439025171167053,0.5356097482883294,0.5778207923130337,53.754791442857076,0.10479919652209341,104.84860877728886,68.94771241830067,0.9080015932433391,0.0,0.8,1
194,0.0,1.0,754.6348263011636,38.34894598001259,,,3,,0.0,757.0543936073103,,,0.0,0.1961024831048205,0.0,1241.594261794312,2830.392339572475,4,0.0,4.579759087210567e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,151.41087872146213,581.7481892466568,36.31955960534549,0.25555555555555554,0.4651982771815922,0.5348017228184078,0.6219013771956862,57.51270189026675,0.11386099230457876,115.09131911611662,74.44444444444444,0.9305541641804602,0.0,0.8,2
195,0.0,1.0,349.0492679034275,5.784640788065242,,,3,,0.0,0.0,,,0.0,0.43999999999999495,1.0,2908.743899195176,1300.8298175476543,4,0.0,2.017945118579418e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,0.0,2.183879581588116e-49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,0.8,3
196,0.0,1.0,595.4037264227576,89.07609688600034,,,3,,0.0,869.7022391902759,,,0.0,0.6274666761996731,1.0,-2335.5269948751543,911.1040829258076,4,0.0,1.398785268703542e-51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,173.9404478380552,604.8383771106882,37.704930767203685,0.11732026143790847,0.5413542912929281,0.4586457087070719,0.7912536569178373,44.11501404555124,0.03293569596634475,136.23551707085156,88.26797385620914,1.0616220825631129,0.0,0.8,4
