point,viable,frac_seeds_collapsed,slope_raw,slope_raw_seed_sd,slope,slope_seed_sd,n_seeds,wage_led,wage_led_raw,chord_raw,chord,wage_led_chord,viable_chord,rho_star,rho_star_in_support,quad_coef,quad_coef_se,n_rho,Output_lo,Total_Capital_lo,Investment_lo,Unemployment_Rate_lo,Wage_Share_lo,Profit_Share_lo,Average_Utilization_lo,Capitalist_Consumption_lo,Tax_Rate_lo,Consumption_lo,Employment_lo,Wage_Rate_lo,Money_Buffer_lo,Output_hi,Total_Capital_hi,Investment_hi,Unemployment_Rate_hi,Wage_Share_hi,Profit_Share_hi,Average_Utilization_hi,Capitalist_Consumption_hi,Tax_Rate_hi,Consumption_hi,Employment_hi,Wage_Rate_hi,Money_Buffer_hi,sigma,draw
92,1.0,0.0,22.07289463271049,3.107666534244892,22.07289463271049,3.107666534244892,3,0.0,0.0,17.422022500249295,17.422022500249295,0.0,1.0,0.20812262578597102,0.0,37.81193162396909,19.44661295673774,4,62.71560489030005,249.09002409287507,9.499266173434533,0.6624836601307189,0.4383823953277772,0.561617604672223,0.648840928699978,25.50526648694264,0.16715146626268784,53.216338716865515,33.751633986928105,0.8148913561914091,0.0,66.2000093903499,352.02568574802876,13.491940304795564,0.6679738562091502,0.4083203001394275,0.5916796998605725,0.48432591636113353,25.335528046678125,0.17019978808224,52.70806908555435,33.20261437908497,0.8142929963301363,0.0,0.4,28
93,1.0,0.0,14.829069511291388,5.32812727948251,14.829069511291388,5.32812727948251,3,0.0,0.0,7.115680729604545,7.115680729604545,0.0,1.0,0.41261920593204615,1.0,84.8531400376342,17.26077270121052,4,64.04492533877313,253.14051148908743,9.819935645369888,0.6550980392156861,0.4393317493608316,0.5606682506391684,0.6515757706658685,25.967805494574094,0.16186605307343097,54.224989693403224,34.490196078431374,0.8158567027746674,0.0,65.46806148469403,348.48411329773086,13.250618571927419,0.6717647058823529,0.407939920043598,0.592060079956402,0.4833972088978789,25.134183061601046,0.1726702512398601,52.217442912766614,32.82352941176471,0.8137742445855062,0.0,0.4,29
94,1.0,0.0,22.07289463271049,3.107666534244892,22.07289463271049,3.107666534244892,3,0.0,0.0,17.422022500249295,17.422022500249295,0.0,1.0,0.20812262578597102,0.0,37.81193162396909,19.44661295673774,4,62.71560489030005,249.09002409287507,9.499266173434533,0.6624836601307189,0.4383823953277772,0.561617604672223,0.648840928699978,25.50526648694264,0.16715146626268784,53.216338716865515,33.751633986928105,0.8148913561914091,0.0,66.2000093903499,352.02568574802876,13.491940304795564,0.6679738562091502,0.4083203001394275,0.5916796998605725,0.48432591636113353,25.335528046678125,0.17019978808224,52.70806908555435,33.20261437908497,0.8142929963301363,0.0,0.4,30
95,1.0,0.0,14.331204714912948,2.5879841698822843,14.331204714912948,2.5879841698822843,3,0.0,0.0,9.606422809662604,9.606422809662604,0.0,1.0,0.3666665102103899,1.0,53.74195461896504,14.521328581547184,4,63.368695194209,248.73200405372214,9.688961659839194,0.657516339869281,0.4405597771883423,0.5594402228116576,0.6567029075824173,25.603436628628206,0.16450475917234664,53.6797335343698,34.248366013071895,0.8155618793918075,0.0,65.28997975614153,342.64459080989553,13.311520979805929,0.6716339869281045,0.40907639395925094,0.5909236060407491,0.49121626694628057,24.942517905675942,0.17326249060318474,51.97845877633558,32.83660130718955,0.8136723075635527,0.0,0.4,31
96,0.0,1.0,684.3100084517482,3.270614823049375,,,3,,0.0,923.7462376799693,,,0.0,0.6121418804007911,1.0,-3051.090306342251,1468.488482167024,4,0.0,3.789618338137707e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,184.74924753599393,558.9822620231708,34.916812193400396,0.010000000000000009,0.6113015750337764,0.3886984249662236,0.9629496460731719,58.448621621317635,0.0027581764958378185,149.83243534259353,99.0,1.1408705730770545,0.0,0.5,0
97,0.0,1.0,593.3875751945151,24.66509448692769,,,3,,0.0,851.9305598454354,,,0.0,0.5924230843611856,1.0,-3210.1697281359825,1396.9608435729217,4,0.0,4.133881756065937e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7862620788715889,0.0,170.38611196908712,527.2969582225029,32.76186352240459,0.08562091503267973,0.5861944864400287,0.4138055135599712,0.9187719217702276,57.65444838323915,0.033171065829964985,137.62424844668257,91.43790849673202,1.0995492853492952,0.0,0.5,1
98,0.0,1.0,840.1218402998921,1.3953394748701795,,,3,,0.0,924.1957592485337,,,0.0,-0.0002450643614700432,0.0,839.7102741756007,3757.5992335011483,4,0.0,2.867525021978052e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,184.83915184970678,559.6184002715694,34.9024347888679,0.009934640522875826,0.6100629325851732,0.38993706741482687,0.9609514615825053,58.56941308442566,0.00365597381836069,149.9367170608389,99.00653594771241,1.1390422063678072,0.0,0.5,2
99,0.0,1.0,437.8165713564927,30.15073225640463,,,3,,0.0,0.0,,,0.0,0.4399999999999982,1.0,3648.4714279706914,1631.646025381653,4,0.0,1.4661039050298824e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,0.0,1.0818388602703388e-49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,0.5,3
100,0.0,1.0,540.6208756596058,8.998117397657847,,,3,,0.0,816.5049804618075,,,0.0,0.5753606826742325,1.0,-3586.8894526643176,1851.5725214407735,4,0.0,6.806610733535529e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,163.30099609236154,753.4608284755319,47.02712645466343,0.2673202614379085,0.4029664853930828,0.5970335146069172,0.5315618273507215,50.96473155512562,0.07282117177666571,116.27386963769811,73.26797385620915,0.898163562322751,0.0,0.5,4
101,1.0,0.0,136.88811779805692,22.317441423610422,136.88811779805692,22.317441423610422,3,0.0,0.0,113.02147632601434,113.02147632601434,0.0,1.0,0.2482707279905347,0.0,271.89551041329963,74.3025168001829,4,152.16171770066276,565.2135387976479,27.07978254883881,0.2615032679738562,0.43672821226114306,0.563271787738857,0.6610213527210639,70.69797505330344,0.06643517743221768,125.08193515182394,73.84967320261438,0.8999413426811463,0.0,174.76601296586566,1059.5480863098685,50.811226100064744,0.27013071895424834,0.37484467867055854,0.6251553213294415,0.4044646065225737,70.29122207955402,0.06904359737816705,123.95478686580087,72.98692810457517,0.8975434102645236,0.0,0.5,5
102,0.0,1.0,684.5738133051985,2.318691032581685,,,3,,0.0,923.7481853603812,,,0.0,0.6124274127978968,1.0,-3044.5146618102403,1459.640198390388,4,0.0,3.790023204178479e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,184.7496370720763,558.8516444172986,34.84687199027348,0.009934640522875826,0.6115370626454028,0.3884629373545973,0.9633204522984053,58.41193095546793,0.002736910984386286,149.9027650818028,99.00653594771241,1.141236246418904,0.0,0.5,6
103,0.0,1.0,622.366848439425,20.019655631762507,,,3,,0.0,997.7625208324739,,,0.0,0.5774342930044325,1.0,-4018.6771538274397,591.9328762828713,4,0.0,5.9986351616237604e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,199.55250416649483,687.9878372731991,42.91753324910085,0.0,0.5818094086681489,0.4181905913318511,0.8574825819556421,62.59444242030013,0.0,156.63497091739399,100.0,1.1609826068787754,0.0,0.5,7
104,0.0,1.0,464.69552139323315,4.270363903474188,,,3,,0.0,700.7551675661257,,,0.0,0.5781949555781155,1.0,-2971.390660418266,1365.7773485322455,4,0.0,2.160922623226666e-51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,140.1510335132252,651.398810226216,40.615682379699614,0.37267973856209147,0.39149631565677506,0.6085036843432249,0.5191998375338343,54.2041996339635,0.11548328671969178,99.53535113352557,62.73202614379085,0.8746293838338417,0.0,0.5,8
105,0.0,1.0,686.1534080208804,1.042852363516112,,,3,,0.0,924.8131641059834,,,0.0,0.613230491487138,1.0,-3029.896801688389,1438.4608323865536,4,0.0,3.786800095339081e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,184.96263282119673,560.7770500436708,34.96314433012454,0.010065359477124192,0.6103615002927769,0.38963849970722303,0.9605767486018532,58.633747314701274,0.0027734654172309665,149.99948849107219,98.99346405228759,1.1405048997352052,0.0,0.5,9
106,0.0,1.0,688.9117060943881,5.583794672041097,,,3,,0.0,925.0063329134824,,,0.0,0.6149187202349842,1.0,-2997.386782091378,1423.124252716604,4,0.0,4.080606647124949e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,185.00126658269653,561.0578391990842,34.99628267642394,0.010000000000000009,0.6136096735843525,0.38639032641564747,0.9647328220572557,58.13145435401469,0.002745861601277081,150.0049839062726,99.0,1.146721346546646,0.0,0.5,10
107,0.0,1.0,684.3100084517482,3.270614823049375,,,3,,0.0,923.7462376799693,,,0.0,0.6121418804007911,1.0,-3051.090306342251,1468.488482167024,4,0.0,3.789618338137707e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,184.74924753599393,558.9822620231708,34.916812193400396,0.010000000000000009,0.6113015750337764,0.3886984249662236,0.9629496460731719,58.448621621317635,0.0027581764958378185,149.83243534259353,99.0,1.1408705730770545,0.0,0.5,11
108,0.0,1.0,661.1843115432943,9.85946067479056,,,3,,0.0,944.6180228268416,,,0.0,0.5934398371734765,1.0,-3538.021530986687,1573.486193693846,4,0.0,3.962683605408687e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,188.92360456536844,848.4380578221745,52.93797147801286,0.145359477124183,0.42675697109923255,0.5732430289007674,0.5634842292993868,70.66625321230107,0.03557263908095371,135.98563308735552,85.4640522875817,0.9433718527190852,0.0,0.5,12
109,0.0,1.0,684.3100084517482,3.270614823049375,,,3,,0.0,923.7462376799693,,,0.0,0.6121418804007911,1.0,-3051.090306342251,1468.488482167024,4,0.0,3.789618338137707e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,184.74924753599393,558.9822620231708,34.916812193400396,0.010000000000000009,0.6113015750337764,0.3886984249662236,0.9629496460731719,58.448621621317635,0.0027581764958378185,149.83243534259353,99.0,1.1408705730770545,0.0,0.5,13
110,0.0,1.0,683.1956381051064,4.368869632672848,,,3,,0.0,926.1933573243908,,,0.0,0.6100713842272134,1.0,-3103.4207614525003,1505.865599875047,4,0.0,3.789618338137707e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,185.23867146487825,562.3144817362867,35.1007332164183,0.00915032679738563,0.6108102402529605,0.3891897597470397,0.9605980888129874,58.62309490519811,0.0025209895033395844,150.13793824845993,99.08496732026144,1.141967593102603,0.0,0.5,14
111,0.0,1.0,797.1794684473122,17.716621105013,,,3,,0.0,840.5527629345275,,,0.0,0.1165478636013266,0.0,1039.477150830711,3294.19791913062,4,0.0,2.227619278224288e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,168.11055258690556,489.2366105129799,30.526541736333886,0.07241830065359477,0.580287304424069,0.4197126955759311,0.9442953563808869,58.99583785984274,0.024398395968565707,137.58401085057167,92.75816993464052,1.0553134890517477,0.0,0.5,15
112,1.0,0.0,100.79874102740882,7.294999691341358,100.79874102740882,7.294999691341358,3,0.0,0.0,75.64139175420469,75.64139175420469,0.0,1.0,0.32151278155788393,0.0,282.369633823699,68.86226492558265,4,113.43053771421889,396.30895883979036,18.981760607458003,0.373202614379085,0.47966752710218397,0.5203324728978161,0.7110369869404963,37.212814612089225,0.16143423974036675,94.44877710676089,62.6797385620915,0.8681266475597574,0.0,128.55881606505986,743.0416696931144,35.76818213716785,0.3924183006535948,0.4081984293008601,0.5918015706991399,0.42862113375367034,36.95373628640677,0.17194437141577104,92.79063392789203,60.75816993464053,0.8637259323633706,0.0,0.5,16
113,1.0,0.0,14.812202289326288,11.092152866493645,14.812202289326288,11.092152866493645,3,0.0,0.0,16.618798392482557,16.618798392482557,0.0,1.0,0.8677638533470792,0.0,-20.138197588634487,4.633661807102671,4,61.55624987879931,234.82396976035162,8.941878308502865,0.6652941176470587,0.44256086225039576,0.5574391377496043,0.6269134734008289,25.118170298211155,0.16955834352132682,52.61437157029644,33.47058823529412,0.8145432175043344,0.0,64.88000955729582,334.2211898222425,12.966757639446016,0.6785620915032681,0.40251110865975676,0.5974888913402432,0.4642895376333587,25.303499994262726,0.17493072169924026,51.913251917849806,32.1437908496732,0.8128363101593538,0.0,0.5,17
114,1.0,0.0,9.351657213530055,13.200519671076911,9.351657213530055,13.200519671076911,3,0.0,0.0,5.007439891299818,5.007439891299818,0.0,1.0,0.36012020253548876,1.0,33.42747624391677,22.393543217716182,4,64.01257339111388,243.88009689795248,9.384334394577081,0.6516339869281046,0.4521989588459279,0.547801041154072,0.6363894343489674,25.60724062735476,0.16342760820553393,54.628238996536794,34.83660130718955,0.8315830287231814,0.0,65.01406136937383,333.93160810792943,12.874884000869555,0.677908496732026,0.41052570835012464,0.5894742916498753,0.4718375888915687,25.027947234949877,0.17750197826868552,52.13917736850428,32.209150326797385,0.828668377768337,0.0,0.5,18
115,1.0,0.0,4.897644802478406,9.867045593469332,4.897644802478406,9.867045593469332,3,0.0,0.0,7.642210648768672,7.642210648768672,0.0,1.0,-0.17894843108477285,0.0,3.606787038772017,69.4353790093608,4,59.93688268145676,229.1309379072628,8.773873517599595,0.6739215686274509,0.4421563096086972,0.5578436903913028,0.6253642816488328,25.66392204998397,0.13128136337722834,51.163009163857176,32.6078431372549,0.8133880819135527,0.0,61.4653248112105,315.1893525101372,12.276878266989572,0.6949019607843137,0.4020778347204585,0.5979221652795416,0.46577232818787073,25.182519880707456,0.14057672281473435,49.18844654422093,30.50980392156863,0.810831949815532,0.0,0.5,19
116,1.0,0.0,11.978221568268205,5.716242259119919,11.978221568268205,5.716242259119919,3,0.0,0.0,10.069316191641523,10.069316191641523,0.0,1.0,0.2716237093166157,0.0,26.22474848951222,15.955898467774539,4,54.462843468128675,216.6784992185326,8.329300750789717,0.7599999999999999,0.3535063046720646,0.6464936953279353,0.5670277735317483,24.779749901673807,0.2182031436482462,46.13354271733895,24.0,0.8030781163265314,0.0,56.47670670645697,297.49424365489364,11.63725630065109,0.773267973856209,0.32171707201963834,0.6782829279803616,0.4287054574615901,24.32658532096939,0.22795983657981836,44.83945040580588,22.67320261437909,0.8015609144089341,0.0,0.5,20
117,1.0,0.0,16.690008202663154,4.408261056301879,16.690008202663154,4.408261056301879,3,0.0,0.0,15.400974607069571,15.400974607069571,0.0,1.0,-0.49095917480084816,0.0,8.421138139251491,9.99343012301129,4,65.7216745626904,247.46189180489216,9.627752466953604,0.6413071895424837,0.44624925925470876,0.5537507407452912,0.637032209146692,34.93388226294588,0.1535190892723241,56.09392209573679,35.869281045751634,0.817689289548067,0.0,68.80186948410432,357.6157518547366,13.67447263048031,0.6603267973856207,0.40242737054240846,0.5975726294575915,0.4599546456360348,35.33831909495241,0.16046011508391333,55.127396853624,33.967320261437905,0.8152187029457306,0.0,0.5,21
118,0.0,1.0,271.5769174534708,4.2844482642924575,,,3,,0.0,447.03854230762437,,,0.0,0.5603686734589741,1.0,-2249.319902962558,1106.1910000030593,4,0.0,2.1599681585948262e-63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799215932373308,0.0,89.4077084615249,296.7417662909848,22.23526489509643,0.4858169934640522,0.484227977164855,0.515772022835145,0.7372515534990431,26.015306453775107,0.10025706997874013,67.17244356642847,51.41830065359477,0.8423239717394754,0.0,0.5,22
119,1.0,0.0,14.8560412736648,11.120281905573389,14.8560412736648,11.120281905573389,3,0.0,0.0,13.577880841432853,13.577880841432853,0.0,1.0,0.14727340990680962,0.0,21.058862148301703,18.50851116631926,4,62.55837909647445,237.2064501572967,9.18121944825836,0.6588235294117646,0.44434707547663027,0.5556529245233698,0.632233248881076,25.403767916431644,0.1657072837875496,53.377159648216086,34.11764705882353,0.8153846466687509,0.0,65.27395526476101,332.53220062476385,13.13330611527214,0.6756209150326797,0.40405383913273957,0.5959461608672604,0.47056830497164137,25.338832695759,0.17369156585140277,52.14064914948889,32.43790849673203,0.8132089638037102,0.0,0.5,23
120,1.0,0.0,10.696292960677567,7.638909996765822,10.696292960677567,7.638909996765822,3,0.0,0.0,-2.644898377535499,-2.644898377535499,1.0,1.0,0.46113420961267015,1.0,137.60549900105607,9.377142513459576,4,60.24323841992689,228.69762007102804,8.844332652926001,0.6715686274509803,0.4431912265722162,0.5568087734277838,0.6306815833048985,24.377620560663853,0.17531239076869973,51.39890576700089,32.84313725490196,0.8137396152947258,0.0,59.714258744419794,304.26939725659423,11.701649690899004,0.703202614379085,0.40204465224462593,0.5979553477553741,0.4681371313116658,23.205802725996232,0.19558265955016776,48.012609053520784,29.6797385620915,0.8097477425445416,0.0,0.5,24
121,1.0,0.0,14.959525638182603,8.143666951459572,14.959525638182603,8.143666951459572,3,0.0,0.0,5.7874586690579575,5.7874586690579575,0.0,1.0,0.4219190026241166,1.0,95.7949190006846,9.110298413001564,4,70.3968795252885,267.8862909219932,10.416986542964073,0.6172549019607843,0.44623952371150016,0.5537604762884999,0.6322855865711222,28.82889497420322,0.13893109024866335,59.979892982324436,38.27450980392157,0.8210578235773133,0.0,71.5543712591001,368.1335959540784,14.220592519748301,0.6459477124183006,0.4042721529023165,0.5957278470976836,0.46556765226989355,28.27152341700787,0.15116260914218851,57.33377873935179,35.40522875816993,0.8170597578033868,0.0,0.5,25
122,1.0,0.0,6.93277926761571,18.378459627844638,6.93277926761571,18.378459627844638,3,0.0,0.0,3.824618013052435,3.824618013052435,0.0,1.0,0.3908516022610899,1.0,31.75850223755771,1.5135713643829616,4,63.41139560914937,240.03653389171248,9.431927942891036,0.6540522875816994,0.44494319918280884,0.5550568008171911,0.6338272848744181,25.636994883390276,0.16274231977791423,53.97946766625834,34.59477124183007,0.8160766169573285,0.0,64.17631921175986,330.05133018931195,12.874237008978676,0.6816339869281044,0.40279552949099995,0.5972044705089999,0.4650126139289328,24.92826558061495,0.17781462344469592,51.302082202781186,31.83660130718954,0.8124418687947689,0.0,0.5,26
123,1.0,0.0,4.280336010652671,13.379783729900243,4.280336010652671,13.379783729900243,3,0.0,0.0,-3.9482538052608604,-3.9482538052608604,1.0,1.0,0.46672010331113845,1.0,64.30813248408843,40.199506132976005,4,63.3070845142043,226.92618597322848,8.849523187480862,0.6473856209150327,0.45486626668863495,0.5451337333113649,0.6689638337488573,25.670471331148956,0.1596089624419538,54.457561326723436,35.26143790849673,0.8169030225302363,0.0,62.517433753152126,299.9084334036758,11.553894569822297,0.6844444444444443,0.409803386416225,0.590196613583775,0.4979608611809397,24.80713129217285,0.17941028821843932,50.96353918332983,31.555555555555557,0.8120619200969917,0.0,0.5,27
124,1.0,0.0,14.812202289326288,11.092152866493645,14.812202289326288,11.092152866493645,3,0.0,0.0,16.618798392482557,16.618798392482557,0.0,1.0,0.8677638533470792,0.0,-20.138197588634487,4.633661807102671,4,61.55624987879931,234.82396976035162,8.941878308502865,0.6652941176470587,0.44256086225039576,0.5574391377496043,0.6269134734008289,25.118170298211155,0.16955834352132682,52.61437157029644,33.47058823529412,0.8145432175043344,0.0,64.88000955729582,334.2211898222425,12.966757639446016,0.6785620915032681,0.40251110865975676,0.5974888913402432,0.4642895376333587,25.303499994262726,0.17493072169924026,51.913251917849806,32.1437908496732,0.8128363101593538,0.0,0.5,28
125,1.0,0.0,10.97785178623308,13.895149914812198,10.97785178623308,13.895149914812198,3,0.0,0.0,14.158091175702607,14.158091175702607,0.0,1.0,0.9352559294124739,0.0,-12.610800961439523,42.91370639528939,4,62.67615898299537,239.6243748105934,9.230710831587912,0.6595424836601307,0.4426122743010586,0.5573877256989413,0.6266333435504915,25.534159691111725,0.16562091045940233,53.44544815140747,34.045751633986924,0.8152646106842183,0.0,65.5077772181359,335.3488023631931,13.245987094413257,0.6750326797385618,0.40341780012412326,0.5965821998758768,0.46835949339269356,25.406421892631073,0.1732000760267599,52.26179012372265,32.49673202614379,0.8132760765626839,0.0,0.5,29
126,1.0,0.0,14.812202289326288,11.092152866493645,14.812202289326288,11.092152866493645,3,0.0,0.0,16.618798392482557,16.618798392482557,0.0,1.0,0.8677638533470792,0.0,-20.138197588634487,4.633661807102671,4,61.55624987879931,234.82396976035162,8.941878308502865,0.6652941176470587,0.44256086225039576,0.5574391377496043,0.6269134734008289,25.118170298211155,0.16955834352132682,52.61437157029644,33.47058823529412,0.8145432175043344,0.0,64.88000955729582,334.2211898222425,12.966757639446016,0.6785620915032681,0.40251110865975676,0.5974888913402432,0.4642895376333587,25.303499994262726,0.17493072169924026,51.913251917849806,32.1437908496732,0.8128363101593538,0.0,0.5,30
127,1.0,0.0,7.645383684201069,9.94075859475152,7.645383684201069,9.94075859475152,3,0.0,0.0,-3.040696367852847,-3.040696367852847,1.0,1.0,0.45407907084568233,1.0,83.24508916734969,52.8063359227106,4,63.16741386041969,240.70807502686066,9.330830853456028,0.6563398692810457,0.44347348807614484,0.5565265119238552,0.6291766878080959,25.648800177231237,0.1638410254582826,53.83658300696367,34.36601307189542,0.8157834120913939,0.0,62.55927458684912,324.26620043142765,12.162649379523492,0.690718954248366,0.4009658059070023,0.5990341940929977,0.45975589618150176,24.65374060043305,0.1829253012910267,50.39662520732565,30.9281045751634,0.8112750657111562,0.0,0.5,31
128,0.0,1.0,713.4911941499605,1.8402524637941573,,,3,,0.0,918.9512729236426,,,0.0,0.6376303357924122,1.0,-2592.0564316071404,1201.7873545852824,4,0.0,4.773504220698998e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,183.7902545847286,551.7947876752627,34.43044314248062,0.010784313725490206,0.6110996204908926,0.38890037950910744,0.957985950907792,58.5082860576377,0.0029951595965499876,149.35981144224797,98.92156862745098,1.1355058748870956,0.0,0.6,0
129,0.0,1.0,579.2704579237932,25.646191612269714,,,3,,0.0,774.1609572609658,,,0.0,0.6039570858207602,1.0,-2786.103772293426,1872.033380348946,4,0.0,4.639180812431655e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7862620788715889,0.0,154.8321914521932,609.4360819951738,37.671912040478325,0.2430065359477124,0.46737677397141647,0.5326232260285836,0.6506426779373998,59.49230899584336,0.07878282191354058,117.1602794117149,75.69934640522877,0.9484855167286078,0.0,0.6,1
130,0.0,1.0,858.1306755553134,1.865386631776941,,,3,,0.0,918.6028889894184,,,0.0,0.08224321434930373,0.0,1027.069703031447,3648.7974734942286,4,0.0,3.5990087530409945e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,183.72057779788375,551.6500180613382,34.39651965561672,0.01111111111111112,0.6107697504185491,0.38923024958145097,0.957160658986083,58.45311111132401,0.004119953633136873,149.32405814226703,98.8888888888889,1.1348547961619186,0.0,0.6,2
131,0.0,1.0,400.7029642167233,5.3359355012969365,,,3,,0.0,0.0,,,0.0,0.43999999999999734,1.0,3339.1913684726233,1493.3317779570727,4,0.0,1.6196107278389835e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,0.0,8.168832486058434e-49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,0.6,3
132,0.0,1.0,542.8429844524337,12.847535005418585,,,3,,0.0,792.6032565463273,,,0.0,0.5833829516347678,1.0,-3255.119744562325,1693.8595589354713,4,0.0,9.86161476729229e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,158.5206513092655,732.1254275482889,45.6330172901545,0.3007189542483661,0.39252403980658307,0.6074759601934169,0.5009415119840143,50.48906708817348,0.08362843166557844,112.88763401911102,69.9281045751634,0.8898616399977298,0.0,0.6,4
133,1.0,0.0,138.46859345874836,1.3627728351467758,138.46859345874836,1.3627728351467758,3,0.0,0.0,88.53812813103195,88.53812813103195,0.0,1.0,0.3579343010091815,1.0,487.33999284312426,26.753794058419867,4,150.56747594893085,503.64225454847247,24.41250309196235,0.21869281045751632,0.48119613228113906,0.518803867718861,0.7404652101056765,67.35709802616867,0.057236838414487214,126.15497285696848,78.13071895424837,0.9239225631789649,0.0,168.27510157513723,1024.7457704761819,49.30344357789374,0.32274509803921564,0.3560679231457613,0.6439320768542388,0.3783638027911748,69.44465477819814,0.0846636065954288,118.9716579972435,67.72549019607844,0.8847309320845133,0.0,0.6,5
134,0.0,1.0,712.4605324294258,3.8669537292774856,,,3,,0.0,918.7347893503298,,,0.0,0.6361914467791421,1.0,-2615.6581388875006,1236.3567996191166,4,0.0,4.7738641159309696e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,183.746957870066,551.2831903377729,34.38437494667897,0.010522875816993474,0.6113322531040277,0.3886677468959723,0.9583657782858009,58.465831347210575,0.0029216178505925452,149.36258292338707,98.94771241830067,1.1353706057800588,0.0,0.6,6
135,0.0,1.0,604.71285407169,6.09455087859072,,,3,,0.0,998.7797945414545,,,0.0,0.5719269630200711,1.0,-4203.659022159404,588.0626620215525,4,0.0,8.22369071222622e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,199.75595890829098,687.8757449748014,42.902850207008555,0.0,0.58134112113627,0.41865887886372993,0.8551451228451188,62.814129346405345,0.0,156.85310870128242,100.0,1.1609826068787754,0.0,0.6,7
136,0.0,1.0,469.45688767639825,3.2472849207671755,,,3,,0.0,694.9458312289876,,,0.0,0.5813661625052506,1.0,-2884.841027411646,1408.614581990889,4,0.0,3.781799342651578e-51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,138.98916624579758,651.0493346765188,40.59188753461112,0.38993464052287585,0.38247218701332386,0.6175278129866761,0.4860582993037685,54.267461073753886,0.12185813829622517,98.39727871118646,61.00653594771242,0.8714647978182098,0.0,0.6,8
137,0.0,1.0,713.8797926831472,3.9209571906809537,,,3,,0.0,919.051290769929,,,0.0,0.6370929899590827,1.0,-2603.6334640311834,1234.1272463918624,4,0.0,4.769071026842993e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,183.81025815398584,551.7462815977865,34.394389744100415,0.010522875816993474,0.6109258278087067,0.3890741721912932,0.9576012618718561,58.49283896466998,0.0029206716116573516,149.4158684098855,98.94771241830067,1.1350049324382094,0.0,0.6,9
138,0.0,1.0,713.4941855173726,3.72501891697739,,,3,,0.0,921.6887673453184,,,0.0,0.6330066411721678,1.0,-2682.1750373872583,1342.1533360068897,4,0.0,5.203206156815196e-52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082132356214394,0.0,184.33775346906373,555.5899491004828,34.679154442877675,0.010065359477124192,0.6130224262937432,0.3869775737062569,0.9594089149392079,58.19418843504969,0.002777615752907249,149.65859902618607,98.99346405228759,1.1416019197607534,0.0,0.6,10
