sigma,rho,Y,K,Investment,Consumption,Employment,Unemployment_Rate,Wage_Share,Wage_Share_Profitmax,Profit_Share,Income_Gini,Wealth_Gini,Output_Gap,Output_Gap_PM,Potential_Output,Potential_Output_PM,Average_Utilization,Money_Buffer,Cash_Constrained,Bound_Demand,Bound_Profitmax,Bound_Capital,Bound_Workforce,Wage_Rate,Wage_Floor_Binding,Y_seed_min,Y_seed_max,n_seeds,frac_seeds_collapsed,collapsed,mixed_basin,Y_band_rel,binding,eta,c0
0.3,0.6,92.26101149542652,481.3221375314436,24.076290891883495,68.18472060354301,45.63039215686275,0.5436960784313726,0.41356910801395336,0.5212993046308193,0.5864308919860466,0.7043092907207018,0.9080597734744998,0.4494070014481369,0.4494070014481369,167.51958618047271,167.51958618047271,0.5216953150470147,0.0,0.9,1.0,0.0,0.0,0.0,0.8361825092811677,0.0,87.54339678766826,98.00517108373366,20,0.0,False,False,0.1133932321626888,demand,0.1,1.0
0.3,0.65,96.09072049130008,533.6560038076866,26.67034165046009,69.42037884083999,47.19901960784314,0.5280098039215686,0.4119480092852898,0.5223740376428507,0.5880519907147101,0.6913654648767359,0.9077096900617019,0.44935031836384687,0.44935031836384687,174.4469672278471,174.4469672278471,0.49050363359116494,0.0,0.9,1.0,0.0,0.0,0.0,0.8386466333255594,0.0,89.44949835915006,104.01173963486312,20,0.0,False,False,0.15154680078636218,demand,0.1,1.0
0.4,0.35,83.84568303796979,275.93224192942,13.821720690945032,70.02396234702476,46.3843137254902,0.5361568627450981,0.4630589278611598,0.5404144388180543,0.5369410721388401,0.7022617887572294,0.9093687009873245,0.343979939818638,0.22054013706582828,127.78800438144292,107.58848267109333,0.779629315750593,0.0,0.9,0.9994117647058823,0.000588235294117647,0.0,0.0,0.8374044164053129,0.0,81.00571235244026,88.19675969365449,20,0.0,False,False,0.08576526638774878,demand,0.1,1.0
0.4,0.4,81.99932958196091,304.49249043318906,15.226211263185622,66.77311831877529,43.154901960784315,0.5684509803921569,0.4379984650927054,0.538511585631605,0.5620015349072947,0.7258902998883255,0.9093213131413714,0.3938608867094531,0.31109259516512716,135.27211382784697,119.06000588600921,0.689318710535657,0.0,0.9,1.0,0.0,0.0,0.0,0.8324939957448885,0.0,76.98452319279895,83.94217480265813,20,0.0,False,False,0.08485010359633237,demand,0.1,1.0
0.4,0.45,82.28105308941531,338.59917137760283,16.885042591997227,65.39601049741809,41.85686274509804,0.5814313725490197,0.4224492972561519,0.5377739369648118,0.5775507027438481,0.7350223034441483,0.9093001065305828,0.4255074403369535,0.37887188773236474,143.20703573848863,132.54579926745265,0.621141246373427,0.0,0.9,1.0,0.0,0.0,0.0,0.8305940269363695,0.0,77.56530847347805,87.20846750001687,20,0.0,False,False,0.1171978075688887,demand,0.1,1.0
0.4,0.5,84.94250860120856,380.2662368866871,19.145443533248685,65.79706506795986,42.23235294117647,0.5776764705882353,0.4132081155593824,0.5379771139135544,0.5867918844406176,0.7324661806978305,0.909503722261604,0.4401519599800917,0.42703583183374727,151.6837259498961,148.31253072369867,0.5718361711062341,0.0,0.9,1.0,0.0,0.0,0.0,0.8311169666621394,0.0,80.51858403291259,91.36101094889554,20,0.0,False,False,0.12764429841466549,demand,0.1,1.0
0.4,0.55,87.03108178480767,424.24052082255685,21.222228774190253,65.80885301061741,42.41078431372549,0.5758921568627451,0.40512741364774374,0.538087339326036,0.5948725863522564,0.730434027372478,0.9087076068523624,0.45438176673476854,0.4543601705159216,159.47555993670605,159.46941862222394,0.524727959236875,0.0,0.9,1.0,0.0,0.0,0.0,0.8314004696804073,0.0,83.21223701083302,91.62735122292027,20,0.0,False,False,0.09669090673714005,demand,0.1,1.0
0.4,0.6,90.19449272731774,472.31662636818885,23.688747874238604,66.50574485307914,43.311764705882354,0.5668823529411765,0.3998529843751386,0.5385836247918968,0.6001470156248614,0.7233407014400826,0.9086675726322087,0.4592703117029136,0.4592703117029136,166.77013835419368,166.77013835419368,0.48884695542710155,0.0,0.9,1.0,0.0,0.0,0.0,0.8326785312085343,0.0,84.29441712147444,95.35713209744296,20,0.0,False,False,0.12265399628571655,demand,0.1,1.0
0.4,0.65,94.32666847842388,530.496806158292,26.529077725333444,67.79759075309043,44.72941176470589,0.5527058823529412,0.3958706263972072,0.5394086699759135,0.6041293736027928,0.7123857946208889,0.9078623170174076,0.4586339215155927,0.4586339215155927,174.1950144493556,174.1950144493556,0.45554853633450565,0.0,0.9,1.0,0.0,0.0,0.0,0.8348057708953588,0.0,90.09657427568305,101.62119961550505,20,0.0,False,False,0.12217780534100085,demand,0.1,1.0
0.5,0.35,84.5411982082659,270.93008992655007,13.595216279545005,70.9459819287209,47.347058823529416,0.5265294117647059,0.46961186599902066,0.5601553150110591,0.5303881340009793,0.6947963310395875,0.909027271243648,0.35327443443941603,0.2483922530025139,130.71709901910242,112.52137492944401,0.7520703499389612,0.0,0.9,0.9986274509803922,0.0013725490196078434,0.0,0.0,0.8388892924255454,0.0,81.45121485712286,87.02909668626677,20,0.0,False,False,0.06597826796117653,demand,0.1,1.0
0.5,0.4,82.08292683805854,298.7470165586475,14.964108065562234,67.1188187724963,43.39411764705882,0.5660588235294118,0.44015708348426796,0.5581471735000324,0.559842916515732,0.7245237419656984,0.909625144258887,0.40193590175472627,0.3412030172811276,137.23128005185367,124.64508907573823,0.6589688567196391,0.0,0.9,1.0,0.0,0.0,0.0,0.8328840950831383,0.0,78.61195304802838,84.92448394145883,20,0.0,False,False,0.07690431051373746,demand,0.1,1.0
0.5,0.45,81.70587205911006,331.7902255137331,16.549392973280778,65.15647908582928,41.40686274509804,0.5859313725490196,0.42050581480511234,0.5571645298319646,0.5794941851948876,0.7388239120940573,0.9095379109150425,0.4335110156392209,0.4108224401310726,144.20448792724162,138.73953849256742,0.5891432663601541,0.0,0.9,1.0,0.0,0.0,0.0,0.8299530987815222,0.0,76.76153512063443,84.93597007718995,20,0.0,False,False,0.1000470927064058,demand,0.1,1.0
0.5,0.5,83.31841598875478,370.7122302591035,18.57253904365745,64.74587694509734,40.95980392156863,0.5904019607843137,0.4076210310513112,0.5569593315083996,0.5923789689486888,0.7419755016020767,0.9095129721434343,0.4502264381370213,0.4492621121038625,151.53145355898286,151.28674554543247,0.5378089175152101,0.0,0.9,1.0,0.0,0.0,0.0,0.8293417026897159,0.0,79.15931487764298,88.28826616069796,20,0.0,False,False,0.1095670287861339,demand,0.1,1.0
0.5,0.55,84.55135046161924,409.37671197081306,20.43581559533736,64.11553486628188,40.53235294117647,0.5946764705882354,0.397230148839636,0.5567555477025548,0.6027698511603641,0.74433032944342,0.9090898617349051,0.46485699272613734,0.46485620005971284,157.9545406159187,157.95432687277165,0.4939487214100418,0.0,0.9,1.0,0.0,0.0,0.0,0.8287350999914764,0.0,79.3202933277679,92.83514701668553,20,0.0,False,False,0.15984196130672665,demand,0.1,1.0
0.5,0.6,87.72261402398314,456.2315488365915,22.93271258881705,64.7899014351661,41.2421568627451,0.5875784313725491,0.3900629608805043,0.557085226314954,0.6099370391194957,0.7392235801262353,0.9089952537270507,0.4681146294537495,0.4681146294537495,164.86697067104507,164.86697067104507,0.46036316885114664,0.0,0.9,1.0,0.0,0.0,0.0,0.8297169745555364,0.0,81.7597912997863,94.04332027794847,20,0.0,False,False,0.14002693735054317,demand,0.1,1.0
0.5,0.65,91.12513622412698,511.8725630853037,25.61944414559061,65.50569207853637,42.03333333333333,0.5796666666666667,0.38323985903544733,0.5574635653195943,0.6167601409645528,0.733150339660204,0.9083616489132966,0.4705102482213602,0.4705102482213602,172.0438731884893,172.0438731884893,0.42643823048712903,0.0,0.9,1.0,0.0,0.0,0.0,0.8308438285061721,0.0,85.24523456055131,98.40553817095132,20,0.0,False,False,0.14442012550775848,demand,0.1,1.0
0.6,0.35,84.73568970646745,265.798997761803,13.251811620173857,71.4838780862936,47.92254901960784,0.5207745098039216,0.4748269213443872,0.5802659227659688,0.5251730786556128,0.6904202654209425,0.9091198180197925,0.3604992219410533,0.28316255947699875,132.49481201991367,118.23225972790809,0.7170929083213105,0.0,0.9,1.0,0.0,0.0,0.0,0.8398484433589207,0.0,83.04356877469729,86.84083683706487,20,0.0,False,False,0.044813089685369636,demand,0.1,1.0
0.6,0.4,81.43194287542163,291.087000156761,14.489276695367854,66.94266618005376,43.28235294117647,0.5671764705882353,0.4424420497686519,0.5782751235115695,0.5575579502313481,0.7250829183114299,0.9093513635062692,0.40979370641684953,0.37536412719823986,137.9529837148852,130.40695793892638,0.6246268678919916,0.0,0.9,1.0,0.0,0.0,0.0,0.8326624733962475,0.0,77.2142779499444,84.65387972394149,20,0.0,False,False,0.09135974792322629,demand,0.1,1.0
0.6,0.45,81.21092984024853,323.911925164185,16.15915186202787,65.05177797822066,41.2156862745098,0.587843137254902,0.420936468037583,0.5774551728506832,0.579063531962417,0.7403437135665938,0.9095572644445842,0.4377614258875093,0.4351033098594928,144.42179095135543,143.77160395205652,0.5583029073531302,0.0,0.9,1.0,0.0,0.0,0.0,0.829714100860002,0.0,78.64826135639498,84.80217774642482,20,0.0,False,False,0.07577694778443386,demand,0.1,1.0
0.6,0.5,81.43792990758632,355.94628290207623,17.81345777270956,63.62447213487676,39.89411764705882,0.6010588235294118,0.4054174842268945,0.5769337553820449,0.5945825157731055,0.7494194104792334,0.9097299083616124,0.4576989905523371,0.4576986579474106,150.1513864438156,150.1513008229004,0.508726674920054,0.0,0.9,1.0,0.0,0.0,0.0,0.8278416527913786,0.0,79.41437768216696,84.82972887859168,20,0.0,False,False,0.06649667056333486,demand,0.1,1.0
0.6,0.55,83.26007955587183,396.91092368326866,19.95109668578171,63.308982870090105,39.55,0.6045,0.39290053163683025,0.576803586165185,0.6070994683631697,0.7516159857557861,0.9092759005001201,0.46901863042676695,0.46901863042676695,156.77574323918742,156.77574323918742,0.4663797383555955,0.0,0.9,1.0,0.0,0.0,0.0,0.8273750423078587,0.0,80.41981935448895,86.79137148220244,20,0.0,False,False,0.07652589526338183,demand,0.1,1.0
0.6,0.6,85.48824110124069,443.8835970315634,22.184777029831242,63.30346407140945,39.48137254901961,0.6051862745098039,0.3819399979262316,0.5767887965317137,0.6180600020737683,0.7521056996598561,0.9089689743648407,0.47745126949589334,0.47745126949589334,163.56866008262006,163.56866008262006,0.4280675548042908,0.0,0.9,1.0,0.0,0.0,0.0,0.8273225086191038,0.0,81.96121971832663,89.5651770133781,20,0.0,False,False,0.0889474060654304,demand,0.1,1.0
0.6,0.65,88.3798689423604,493.8553159926976,24.698865979855196,63.68100296250522,39.8843137254902,0.601156862745098,0.3735714323492123,0.5769332773293474,0.6264285676507877,0.7492858021559148,0.909049533861707,0.480202080783285,0.480202080783285,169.95197485840376,169.95197485840376,0.3979400715558792,0.0,0.9,1.0,0.0,0.0,0.0,0.8278402315663225,0.0,83.13662238648071,94.39550603108792,20,0.0,False,False,0.12739194772906973,demand,0.1,1.0
0.7,0.35,85.69565926551265,258.606352836464,12.955571729421584,72.74008753609105,49.43921568627451,0.5056078431372549,0.4857467004917587,0.6012881703360413,0.5142532995082414,0.6780175462764999,0.9091408389926381,0.3564944389308151,0.3065408241422515,133.15427669270923,123.62010485721024,0.6939427696362748,0.0,0.9,1.0,0.0,0.0,0.0,0.8423390332680649,0.0,82.9074997250264,88.82293971081994,20,0.0,False,False,0.06902846697830528,demand,0.1,1.0
0.7,0.4,81.872180259218,285.5642118244391,14.192873108016196,67.6793071512018,43.97941176470589,0.5602058823529412,0.44765518822756273,0.5994421595049393,0.5523448117724372,0.7201650173670306,0.9094016150349967,0.40946826914894163,0.4042266620412221,138.63406343581852,137.4514088064529,0.5930432547121703,0.0,0.9,1.0,0.0,0.0,0.0,0.8337463895268875,0.0,79.13145546943235,83.92857555193602,20,0.0,False,False,0.05859279754509236,demand,0.1,1.0
0.7,0.45,80.64866337034755,316.0977574398647,15.710292371939087,64.93837099840846,41.068627450980394,0.5893137254901961,0.422272306328619,0.5985268526805888,0.577727693671381,0.7414272672666807,0.9094690857370017,0.44125954305287607,0.44125954305287607,144.31433205431796,144.31433205431796,0.5251172883360846,0.0,0.9,1.0,0.0,0.0,0.0,0.8295090249058628,0.0,76.22307602313832,85.5207895667687,20,0.0,False,False,0.11528664152726567,demand,0.1,1.0
0.7,0.5,80.57285948071515,346.484452231187,17.312104080445007,63.260755400270135,39.45490196078431,0.6054509803921568,0.4048998222844643,0.5980357891906192,0.5951001777155357,0.7526212784000623,0.9097464624142877,0.46121403320120635,0.46121403320120635,149.52757771996744,149.52757771996744,0.47749634107920685,0.0,0.9,1.0,0.0,0.0,0.0,0.8272427126500501,0.0,75.48149343190258,83.24018289848038,20,0.0,False,False,0.09629408111592246,demand,0.1,1.0
0.7,0.55,82.53672002917965,387.1348658191847,19.49382825437083,63.04289177480882,39.03235294117647,0.6096764705882354,0.39073067577259846,0.5979139361924941,0.6092693242274015,0.7559217518918538,0.909672209789284,0.4706504401814448,0.4706504401814448,155.88590489279954,155.88590489279954,0.43777258551406006,0.0,0.9,1.0,0.0,0.0,0.0,0.8266820802051041,0.0,79.49228354710449,87.16297698696599,20,0.0,False,False,0.09293673697173371,demand,0.1,1.0
0.7,0.6,83.27246408206827,424.4268783987924,21.28706699154515,61.98539709052312,38.14901960784314,0.6185098039215686,0.37795426536324406,0.5976582267690352,0.6220457346367559,0.7614870858954698,0.9094942863978893,0.4836067140335982,0.4836067140335982,161.22618174324447,161.22618174324447,0.40231476197683536,0.0,0.9,1.0,0.0,0.0,0.0,0.8255039926999037,0.0,79.80423465436773,87.97502552305741,20,0.0,False,False,0.09812116116363562,demand,0.1,1.0
0.7,0.65,85.41899019334717,471.71053260507017,23.5718651974576,61.847124995889565,37.98529411764706,0.6201470588235295,0.3668699140974752,0.5976086282869746,0.6331300859025248,0.76267160941739,0.9092982026054264,0.48982614806160446,0.48982614806160446,167.39432355545802,167.39432355545802,0.3709673518061952,0.0,0.9,1.0,0.0,0.0,0.0,0.8252744266260799,0.0,79.00851610086941,88.37555261371305,20,0.0,False,False,0.10965988349477337,demand,0.1,1.0
0.8,0.35,86.49659401767966,254.09868489689384,12.660391704342308,73.83620231333735,50.55882352941177,0.4944117647058823,0.49331865601910263,0.6226200919483714,0.5066813439808974,0.6693738252435353,0.9091630606019601,0.35447362742302485,0.34082937888386294,133.98279351849192,131.259119085889,0.6584964128487848,0.0,0.9,1.0,0.0,0.0,0.0,0.8442655733042141,0.0,84.16702905031981,89.80155101854437,20,0.0,False,False,0.0651415472737907,demand,0.1,1.0
0.8,0.4,83.07147668614677,280.54339919015456,14.034316988056796,69.03715969808997,45.294117647058826,0.5470588235294118,0.45546521000100454,0.6213590449348656,0.5445347899989954,0.7105399672912803,0.9091501280647718,0.402714610461867,0.402714610461867,139.07042757306434,139.07042757306434,0.5651814029305049,0.0,0.9,1.0,0.0,0.0,0.0,0.8357489258326611,0.0,80.96049953174142,85.70855743192806,20,0.0,False,False,0.057156295874278555,demand,0.1,1.0
0.8,0.45,81.12928867943965,309.6209022943595,15.45732721448626,65.6719614649534,41.72450980392157,0.5827549019607844,0.4268856205993651,0.6205680648392187,0.5731143794006349,0.7368788940494454,0.9093789233007433,0.4376101799193545,0.4376101799193545,144.23177036266208,144.23177036266208,0.4962364689994045,0.0,0.9,1.0,0.0,0.0,0.0,0.8304419981655041,0.0,77.43084853448897,84.52914247385657,20,0.0,False,False,0.08749360502117273,demand,0.1,1.0
0.8,0.5,81.0290175144268,341.5231588680872,17.139532340177006,63.8894851742498,39.825490196078434,0.6017450980392157,0.4066190715922441,0.6201662161088847,0.5933809284077559,0.7505799039860819,0.9098508121198414,0.45803032868580795,0.45803032868580795,149.48834128834858,149.48834128834858,0.4476910976075983,0.0,0.9,1.0,0.0,0.0,0.0,0.8277559998945664,0.0,77.43569911938489,84.99110644694372,20,0.0,False,False,0.09324323013312637,demand,0.1,1.0
0.8,0.55,80.50834491972675,373.46474342849876,18.610686099995117,61.89765881973163,37.918627450980395,0.6208137254901962,0.38851445954524966,0.6197798832577246,0.6114855404547503,0.7635596030848691,0.9096823129222951,0.47853632112813227,0.47853632112813227,154.36657007626087,154.36657007626087,0.4046317619554133,0.0,0.9,1.0,0.0,0.0,0.0,0.8251792391537514,0.0,77.0954035632662,84.04726653448606,20,0.0,False,False,0.08634959491654456,demand,0.1,1.0
0.8,0.6,82.52437033577314,416.93734047375636,20.867834432030648,61.65653590374249,37.462745098039214,0.6253725490196078,0.3742158544307059,0.6196853127604344,0.6257841455692941,0.7671160182340581,0.9096464646662057,0.48590676427823914,0.48590676427823914,160.50002446225182,160.50002446225182,0.37128744275491543,0.0,0.9,1.0,0.0,0.0,0.0,0.824549162605648,0.0,79.86845254984948,87.65324432496038,20,0.0,False,False,0.0943332465723317,demand,0.1,1.0
0.8,0.65,83.13259799211468,456.1887953580984,22.6525660963839,60.48003189573079,36.4578431372549,0.6354215686274509,0.3609476400005495,0.6194889082534902,0.6390523599994504,0.7734323798978502,0.9094527908930973,0.4980757223060337,0.4980757223060337,165.61145596295077,165.61145596295077,0.340929713747276,0.0,0.9,1.0,0.0,0.0,0.0,0.8232426866471789,0.0,80.86214600887659,86.87553068569139,20,0.0,False,False,0.07233485807077962,demand,0.1,1.0
0.9,0.35,87.88536732691999,248.47362171668004,12.398958441742273,75.48640888517772,52.35686274509804,0.47643137254901957,0.5046222276960391,0.64450537569467,0.49537777230396085,0.6545741724204063,0.9086511301597374,0.34561485994347085,0.34558897351768775,134.2939804081433,134.28898940633854,0.629832771091872,0.0,0.9,1.0,0.0,0.0,0.0,0.8473971514566527,0.0,84.43919492561558,91.26235572200738,20,0.0,False,False,0.0776370515811887,demand,0.1,1.0
0.9,0.4,84.21901295911815,275.86997697391325,13.826919613263588,70.39209334585456,46.59411764705882,0.5340588235294118,0.4633182609593748,0.6437729254486244,0.5366817390406252,0.701004778924941,0.9091918862156696,0.3956161185709566,0.3956161185709566,139.3405170378744,139.3405170378744,0.5338671610405894,0.0,0.9,1.0,0.0,0.0,0.0,0.8378115457892668,0.0,81.92691196325197,86.92666435494492,20,0.0,False,False,0.059366076804057845,demand,0.1,1.0
0.9,0.45,81.49329714790437,301.7574806814208,15.07592585563178,66.41737129227259,42.45882352941176,0.5754117647058824,0.4329959481764113,0.643287050747456,0.5670040518235887,0.731927293984458,0.9097916107058097,0.433270886276196,0.433270886276196,143.7787039693882,143.7787039693882,0.46628392454692646,0.0,0.9,1.0,0.0,0.0,0.0,0.8315093295176317,0.0,78.119720863018,83.6026054026513,20,0.0,False,False,0.0672801902919975,demand,0.1,1.0
0.9,0.5,80.6673522243235,333.41321831057246,16.64762897121271,64.01972325311078,39.85098039215686,0.6014901960784315,0.4087596876253232,0.6429997515831677,0.5912403123746769,0.7507167016477928,0.9097341285577016,0.45816411460597506,0.45816411460597506,148.85444606384584,148.85444606384584,0.41476898218740554,0.0,0.9,1.0,0.0,0.0,0.0,0.8278013750085979,0.0,77.64064493775201,83.68987188667292,20,0.0,False,False,0.07498977941037328,demand,0.1,1.0
0.9,0.55,80.45024756417219,366.4809999170411,18.275107647200045,62.17513991697215,37.95490196078431,0.6204509803921568,0.3891558697019068,0.6428044867180779,0.6108441302980931,0.7638481388312081,0.909747323467221,0.4769753551706706,0.4769753551706706,153.79777906138577,153.79777906138577,0.37440005900439444,0.0,0.9,1.0,0.0,0.0,0.0,0.8252904868602091,0.0,77.58186825743856,83.19269945979671,20,0.0,False,False,0.06974287055962884,demand,0.1,1.0
0.9,0.6,81.19014757125805,403.8449676154934,20.144034910568955,61.04611266068908,36.75588235294118,0.6324411764705882,0.3727287709361902,0.6426774068883075,0.6272712290638098,0.7721764765991054,0.9100782916643532,0.4894488394444694,0.4894488394444694,158.9995261265983,158.9995261265983,0.3418847674637489,0.0,0.9,1.0,0.0,0.0,0.0,0.8236594875208867,0.0,76.45844278157499,84.46508071759638,20,0.0,False,False,0.09861588105864959,demand,0.1,1.0
0.9,0.65,82.84517063344872,447.72415357740294,22.34962960044915,60.495541032999576,36.09117647058823,0.6390882352941176,0.3583431122990511,0.6426097940584231,0.6416568877009489,0.776682478662709,0.9097255872675356,0.49700534202071056,0.49700534202071056,164.6757645701312,164.6757645701312,0.3141517579831684,0.0,0.9,1.0,0.0,0.0,0.0,0.8227926663277378,0.0,78.01756287257528,87.5246354797981,20,0.0,False,False,0.11475711299198346,demand,0.1,1.0
1.0,0.35,89.721786635231,242.9173230049841,12.16548253995848,77.55630409527252,54.57352941176471,0.4542647058823529,0.5177548146090427,0.6666666666666666,0.48224518539095723,0.6364718161329531,0.9085531473855264,0.3325666881810588,0.3325666881810588,134.41875642664326,134.41875642664326,0.6027829846364674,0.0,0.9,1.0,0.0,0.0,0.0,0.8513948427118632,0.0,86.96228179383134,93.9929243333895,20,0.0,False,False,0.07836048303564923,demand,0.1,1.0
1.0,0.4,84.09830835553436,265.26375148987375,13.254596606141286,70.84371174939307,47.41274509803922,0.5258725490196079,0.4728251283778005,0.6666666666666666,0.5271748716221996,0.6939136356829831,0.9092601055369333,0.39248211500456454,0.39248211500456454,138.41583900330718,138.41583900330718,0.5026665766239579,0.0,0.9,1.0,0.0,0.0,0.0,0.8390220027261437,0.0,80.47622955704414,86.59260893619118,20,0.0,False,False,0.07272892283741805,demand,0.1,1.0
1.0,0.45,82.14962765267833,295.16382460415764,14.78159306215198,67.36803459052634,43.386274509803926,0.5661372549019609,0.4397253915939004,0.6666666666666666,0.5602746084060997,0.7252610488124603,0.9095321221178659,0.4273204910129286,0.4273204910129286,143.43544003585646,143.43544003585646,0.4346473812795694,0.0,0.9,1.0,0.0,0.0,0.0,0.8328239590412876,0.0,79.67294187795385,85.52266053787287,20,0.0,False,False,0.07120809706711191,demand,0.1,1.0
1.0,0.5,80.67151893363733,323.558513922847,16.190447336304054,64.48107159733328,40.34705882352941,0.596529411764706,0.41411203975049454,0.6666666666666666,0.5858879602495054,0.7473245860817324,0.9101355300535177,0.45458669102741406,0.45458669102741406,147.88676014574568,147.88676014574568,0.3854031164938553,0.0,0.9,1.0,0.0,0.0,0.0,0.8284831478361884,0.0,77.42212884771968,83.94346208250585,20,0.0,False,False,0.08083811140522595,demand,0.1,1.0
1.0,0.55,79.57453205259739,354.23553283735566,17.617461716585677,61.95707033601171,37.76764705882353,0.6223235294117647,0.3913744867976207,0.6666666666666666,0.6086255132023792,0.7650992979252527,0.9099448053885038,0.4779711195822062,0.4779711195822062,152.41654490572313,152.41654490572313,0.34424365594005363,0.0,0.9,1.0,0.0,0.0,0.0,0.8249738097145289,0.0,76.48695527073653,83.27116355840407,20,0.0,False,False,0.08525602491992407,demand,0.1,1.0
1.0,0.6,81.43670928808288,397.5391479408142,19.899362831039742,61.53734645704314,36.911764705882355,0.6308823529411764,0.37326670290724556,0.6666666666666666,0.6267332970927544,0.7718594176019402,0.9100520347784331,0.48592913345320027,0.48592913345320027,158.39624854616898,158.39624854616898,0.31312135831253285,0.0,0.9,1.0,0.0,0.0,0.0,0.8238620913149507,0.0,79.43419085411799,85.0070637162147,20,0.0,False,False,0.06843195053943846,demand,0.1,1.0
1.0,0.65,81.79033385153349,434.5754846291246,21.72665815561595,60.06367569591755,35.53235294117647,0.6446764705882353,0.35699290880808504,0.6666666666666666,0.643007091191915,0.7805576689850039,0.909612105808803,0.49879645302192854,0.49879645302192854,163.16997344772005,163.16997344772005,0.28634394638647565,0.0,0.9,1.0,0.0,0.0,0.0,0.8220723435581323,0.0,78.64799197816848,84.90455861195692,20,0.0,False,False,0.07649518395591111,demand,0.1,1.0
1.25,0.35,94.6469783997425,227.63241236346101,11.415166480768395,83.2318119189741,60.73039215686274,0.39269607843137255,0.5542580616154145,0.7219496961670917,0.44574193838458553,0.583134984836177,0.9075129349314507,0.2934030157270448,0.2934030157270448,133.93852789079875,133.93852789079875,0.5341674655447023,0.0,0.9,1.0,0.0,0.0,0.0,0.8640175973318179,0.0,90.44622614617161,99.45642683913891,20,0.0,False,False,0.09519797509977156,demand,0.1,1.0
1.25,0.4,87.06474757509994,248.0230891547164,12.394287539787701,74.67046003531225,51.583333333333336,0.4841666666666667,0.5010515024472864,0.7257564555778225,0.49894849755271364,0.6606400049839048,0.9089072916561465,0.3662830985658099,0.3662830985658099,137.3787350793706,137.3787350793706,0.4209390582597745,0.0,0.9,1.0,0.0,0.0,0.0,0.846023445602264,0.0,83.18111269935329,91.79853812759175,20,0.0,False,False,0.09897720568023562,demand,0.1,1.0
1.25,0.45,83.68390937242968,275.4251728550213,13.748386386834287,69.93552298559538,46.173529411764704,0.538264705882353,0.4616591084964859,0.7276774998499418,0.5383408915035142,0.7040746219949069,0.9092515515325982,0.40974029859921,0.40974029859921,141.76546988573136,141.76546988573136,0.3516935536900785,0.0,0.9,1.0,0.0,0.0,0.0,0.8371209191683068,0.0,80.2518808679128,87.41184925357007,20,0.0,False,False,0.08555967854934096,demand,0.1,1.0
1.25,0.5,80.72932400317312,301.0281920990662,14.950481734783178,65.77884226838994,41.76862745098039,0.5823137254901961,0.4295002486914906,0.729125439897704,0.5704997513085094,0.7369070308367576,0.9098416291324467,0.445786558056922,0.445786558056922,145.6387726329918,145.6387726329918,0.3020092760898927,0.0,0.9,1.0,0.0,0.0,0.0,0.830487948954976,0.0,76.37664792495346,84.56263647301752,20,0.0,False,False,0.10140043471368972,demand,0.1,1.0
1.25,0.55,79.4533392603237,328.3924939993707,16.352229589976417,63.1011096703473,38.91764705882353,0.6108235294117648,0.4046551103206987,0.7299972901235738,0.5953448896793013,0.7573833043969542,0.9102181725262222,0.46894021315270606,0.46894021315270606,149.59320425266532,149.59320425266532,0.26815280927479435,0.0,0.9,1.0,0.0,0.0,0.0,0.8265257477107486,0.0,76.60135087729705,83.58163497826645,20,0.0,False,False,0.08785387959716774,demand,0.1,1.0
1.25,0.6,79.6351145455901,365.3521156415663,18.224180962753625,61.41093358283648,36.83333333333333,0.6316666666666666,0.3808580854993499,0.730613453345357,0.61914191450065,0.7721489067902528,0.9098860961794175,0.4851372062917954,0.4851372062917954,154.6493780622938,154.6493780622938,0.23894977472574527,0.0,0.9,1.0,0.0,0.0,0.0,0.8237393356029192,0.0,76.295627960556,83.73322959918424,20,0.0,False,False,0.09339600603412586,demand,0.1,1.0
1.25,0.65,80.05075887028433,399.97849719276115,20.03545765490389,60.01530121538044,35.29117647058824,0.6470882352941176,0.3620344335948417,0.7310494737755071,0.6379655664051583,0.7822484449291814,0.9099596791610018,0.4970447449883932,0.4970447449883932,159.1459750931292,159.1459750931292,0.217725940636959,0.0,0.9,1.0,0.0,0.0,0.0,0.8217769541770377,0.0,77.63542047553673,82.5452758134621,20,0.0,False,False,0.061334275992078746,demand,0.1,1.0
1.5,0.35,34.76442833658949,74.17559083593336,3.6731613578841027,31.09126697870539,23.388235294117646,0.7661176470588236,0.20687769542128112,0.8038175829736021,0.7931223045787188,0.7780236462575162,0.8760928941450373,0.7384970847028629,0.7346274513303717,80.90209095578636,46.52604058033824,0.1621023859857354,0.0,0.8164999999999999,0.35,0.65,0.0,0.0,0.8191324132704534,0.0,4.694881313001679e-36,103.88631059961085,20,0.65,False,True,2.9882933668226244,profitmax,0.1,1.0
1.5,0.4,91.2549144562342,228.6186974993897,11.434446560126837,79.82046789610736,57.30098039215686,0.4269901960784314,0.53783671009471,0.7851308326024161,0.46216328990529,0.6123364868589897,0.9079718456196906,0.32733322288806477,0.32733322288806477,135.65562633529038,135.65562633529038,0.34015279290569794,0.0,0.9,1.0,0.0,0.0,0.0,0.8567364952215637,0.0,87.53816116962138,94.95058554591051,20,0.0,False,False,0.08122767327609662,demand,0.1,1.0
