sigma,rho,seed,Output,Total_Capital,Investment,Consumption,Employment,Unemployment_Rate,Wage_Share,Wage_Share_Profitmax,Profit_Share,Income_Gini,Wealth_Gini,Output_Gap,Output_Gap_PM,Potential_Output,Potential_Output_PM,Average_Utilization,Money_Buffer,Cash_Constrained,Bound_Demand,Bound_Profitmax,Bound_Capital,Bound_Workforce,Wage_Rate,Wage_Floor_Binding,Tax_Rate,Tax_At_Cap,Dead_Firms,TopK_Share,scenario,spread,c0,eta,benefit_replacement_rate
1.0,0.4,12,136.46371871150464,433.5246802954538,21.696967433471972,114.7667512780327,77.41176470588235,0.2258823529411765,0.5105393243063014,0.6666666666666666,0.48946067569369844,0.49464731557601765,0.908598257658394,0.16308925792398724,0.16308925792398724,163.05640589023614,163.05640589023614,0.5941760918002987,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.3288766192074329,S1_anchor,0.1,2.0,0.0,0.0
1.0,0.4,13,136.97656282937646,425.70495327999964,21.41894941429247,115.557613415084,79.2156862745098,0.20784313725490192,0.5203967550813686,0.6666666666666666,0.47960324491863143,0.47634003107226114,0.9086359401760559,0.15484661403385863,0.15484661403385863,162.06835168026512,162.06835168026512,0.6073743469672861,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.3559308833145778,S1_anchor,0.1,2.0,0.0,0.0
1.0,0.4,14,134.87505531013284,421.82998189692074,21.06106165334454,113.8139936567883,77.45098039215686,0.22549019607843138,0.5166650835977414,0.6666666666666666,0.48333491640225845,0.49033447092185467,0.9076924611967848,0.1652699193119858,0.1652699193119858,161.57498946195506,161.57498946195506,0.6031640739285088,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.3401871896694464,S1_anchor,0.1,2.0,0.0,0.0
1.0,0.4,15,133.30712760844855,418.4319881281144,20.856188994618396,112.4509386138301,76.01960784313725,0.23980392156862743,0.5131588702599185,0.6666666666666666,0.48684112974008154,0.5026315945393248,0.910065977898805,0.17273372894995515,0.17273372894995515,161.14133451029898,161.14133451029898,0.6023399890078363,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.3467159017519295,S1_anchor,0.1,2.0,0.0,0.0
1.0,0.4,16,134.19755440196198,416.29203767706315,20.88202951335055,113.31552488861144,77.09803921568627,0.22901960784313724,0.5170501501336945,0.6666666666666666,0.48294984986630557,0.4939308389795172,0.9119307448580729,0.16578779068229904,0.16578779068229904,160.86607828161033,160.86607828161033,0.6085322365464587,0.0,0.9099999999999998,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.3566297871127157,S1_anchor,0.1,2.0,0.0,0.0
1.0,0.4,17,134.02819567790348,417.6078187745562,20.754157238432608,113.2740384394709,77.19607843137256,0.22803921568627444,0.5182492288715902,0.6666666666666666,0.48175077112840975,0.4934092329506027,0.9156673771440663,0.1676917653785757,0.1676917653785757,161.03385423179787,161.03385423179787,0.6048955095873894,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.3842571088088705,S1_anchor,0.1,2.0,0.0,0.0
1.0,0.4,18,128.93773129133956,402.0981778064849,20.127140365064655,108.81059092627488,72.7843137254902,0.27215686274509804,0.5079731716337652,0.6666666666666666,0.4920268283662348,0.5291361417441514,0.9183901773389849,0.18915653044518121,0.18915653044518121,159.0164945109367,159.0164945109367,0.610660323142007,0.0,0.9099999999999998,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.38264668210676644,S1_anchor,0.1,2.0,0.0,0.0
1.0,0.4,19,135.53717698163774,428.1963178711191,21.437006574342348,114.10017040729541,77.09803921568627,0.22901960784313724,0.5119379850814613,0.6666666666666666,0.48806201491853873,0.49610321732367824,0.9099828244156017,0.165337903764364,0.165337903764364,162.3855490479372,162.3855490479372,0.5978322872695854,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.34432447951136924,S1_anchor,0.1,2.0,0.0,0.0
1.0,0.4,0,0.0,2.807967659590392e-22,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9501125281253433,1.0,1.0,1.3304458998931892e-06,1.8384999446010408e-22,0.0,0.0,0.9,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7206878007670006,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,1,0.0,8.095713502962872e-24,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9623495202281382,1.0,1.0,4.079606068766497e-07,5.293580848085798e-24,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.6746982704373758,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,2,0.0,3.87339697354155e-19,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9454584213815658,1.0,1.0,1.481029998265929e-05,2.6089295855878017e-19,0.0,0.0,0.9099999999999998,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7682440274115528,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,3,0.0,1.6402845428059673e-21,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.950571322091574,1.0,1.0,2.3961072307822226e-06,1.0874173362668758e-21,0.0,0.0,0.9200000000000002,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7452730836614413,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,4,0.0,2.4005505404141056e-23,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.956730220932987,1.0,1.0,5.860978616970004e-07,1.5918921374901337e-23,0.0,0.0,0.9399999999999997,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.722951978212522,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,5,0.0,2.138545551623624e-22,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9542345361005383,1.0,1.0,1.214989954959509e-06,1.417653826488204e-22,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7579079235108068,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,6,0.0,1.2823115145633658e-18,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.949511847387939,1.0,1.0,2.2073152628487597e-05,8.521352584124172e-19,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7444608271207644,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,7,0.0,3.678281877547913e-24,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.968570039411075,1.0,1.0,3.1362801891310543e-07,2.398867403431196e-24,0.0,0.0,0.9399999999999997,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7349008386163121,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,8,0.0,1.5470925261487737e-25,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9657675933475094,1.0,1.0,1.0906999209270488e-07,1.0281464838774353e-25,0.0,0.0,0.9200000000000002,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.8076204903707985,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,9,0.0,2.758066762698284e-26,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9579613958137189,1.0,1.0,6.138582691444786e-08,1.8194605840429835e-26,0.0,0.0,0.9399999999999997,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.6952134643205761,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,10,0.0,1.4788890441289513e-22,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9607812388412142,1.0,1.0,1.074430635116579e-06,9.847800825714261e-23,0.0,0.0,0.9099999999999998,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7593052733316665,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,11,0.0,2.688254767039066e-22,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9486211265297516,1.0,1.0,1.3112635644710524e-06,1.7556588826812651e-22,0.0,0.0,0.9099999999999998,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.6699160691238905,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,12,0.0,8.653389435526869e-21,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9684302163064045,1.0,1.0,4.171208850414158e-06,5.815081559790859e-21,0.0,0.0,0.9399999999999997,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.8251730209871044,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,13,0.0,2.6275943977956518e-20,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9628817916659367,1.0,1.0,6.040218206255033e-06,1.689454483611312e-20,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.6530616419767671,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,14,0.0,5.869143383353526e-20,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9635051034742728,1.0,1.0,7.895714301600426e-06,3.9203577866159583e-20,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7433258676222629,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,15,0.0,5.868004568012012e-20,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9578170140774963,1.0,1.0,7.89520358867213e-06,3.870509882143679e-20,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7119731893515149,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,16,0.0,1.3756320420384074e-23,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.955876076278396,1.0,1.0,4.868187310557016e-07,9.201087144467512e-24,0.0,0.0,0.9099999999999998,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7998282495821897,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,17,0.0,6.422795438071736e-23,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9623216349998012,1.0,1.0,8.136567201168146e-07,4.213452096237111e-23,0.0,0.0,0.9399999999999997,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7144619035123969,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,18,0.0,3.2125136429714622e-18,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9644432948809043,1.0,1.0,2.99788414904203e-05,2.1522514661397217e-18,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7895738699090873,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,19,0.0,1.4139992906882765e-17,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9416309783153329,1.0,1.0,4.9130318867508575e-05,9.402907744544095e-18,0.0,0.0,0.89,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.749990497080567,S1_anchor,0.125,2.0,0.0,0.0
1.0,0.4,0,0.0,9.328036195170189e-32,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9491686330946695,1.0,1.0,9.214319346897768e-10,6.304993730520534e-32,0.0,0.0,0.89,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7444106903878784,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,1,0.0,1.2973644521878597e-32,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9639198489334947,1.0,1.0,4.77405242342633e-10,8.840667906217792e-33,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7269256393225004,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,2,0.0,9.568413713215546e-30,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9499359529847372,1.0,1.0,4.313334779483744e-09,6.658139189514047e-30,0.0,0.0,0.9200000000000002,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.760027391431216,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,3,0.0,3.469324021265345e-30,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9532744736967739,1.0,1.0,3.0757295135857036e-09,2.388673508371595e-30,0.0,0.0,0.9099999999999998,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.779260227292203,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,4,0.0,4.3500016463514285e-32,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9562311964240139,1.0,1.0,7.145451230350035e-10,2.9925724239838055e-32,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7454418317767749,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,5,0.0,1.8237260590354008e-32,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9541936718179218,1.0,1.0,5.347938284831275e-10,1.2566956361476003e-32,0.0,0.0,0.9200000000000002,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7863743154025493,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,6,0.0,1.5480236986350716e-31,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9488860859016138,1.0,1.0,1.0909187025111838e-09,1.065857500692039e-31,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7595830121523597,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,7,0.0,2.1318164409128164e-32,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9685442159537959,1.0,1.0,5.633562558671257e-10,1.4308936986585538e-32,0.0,0.0,0.9200000000000002,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7528972623626711,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,8,0.0,2.5496813307778866e-32,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9649092170263347,1.0,1.0,5.979916965588053e-10,1.7670481729426837e-32,0.0,0.0,0.9200000000000002,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.8471935117774194,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,9,0.0,1.0587760258059531e-32,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9583431159209057,1.0,1.0,4.4613663291314204e-10,7.216908810147472e-33,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7054987205525505,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,10,0.0,2.1750223077017034e-30,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9612791629373402,1.0,1.0,2.6324154080169006e-09,1.5008487864118008e-30,0.0,0.0,0.9200000000000002,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7819697675075108,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,11,0.0,5.647603685158728e-32,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9494275495806801,1.0,1.0,7.795092204070802e-10,3.7962553256760823e-32,0.0,0.0,0.9099999999999998,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.6715115705191433,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,12,0.0,8.047610584607005e-32,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9698571103958545,1.0,1.0,8.771802335193872e-10,5.59899388026104e-32,0.0,0.0,0.9399999999999997,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.855132864206765,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,13,0.0,7.866502239464851e-32,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9639044649463069,1.0,1.0,8.705500453871938e-10,5.202402992672489e-32,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.6775963788426713,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,14,0.0,2.7637371268753285e-31,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9656115289747893,1.0,1.0,1.32342325942535e-09,1.9239590297872084e-31,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7761619294092287,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,15,0.0,2.931347604110626e-29,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9598082414649763,1.0,1.0,6.26453672015398e-09,2.0018391319553222e-29,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.74468030305876,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,16,0.0,7.938612944101748e-31,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9572140030617032,1.0,1.0,1.881256708415825e-09,5.512778320920524e-31,0.0,0.0,0.9200000000000002,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.8237974404619192,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,17,0.0,8.986093818574227e-30,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9613623602664496,1.0,1.0,4.223996034249544e-09,6.147028067402841e-30,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.766198122123391,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,18,0.0,2.946242181274633e-28,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9639868604486036,1.0,1.0,1.3519355864524172e-08,2.0510874023534936e-28,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.8260443087105293,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,19,0.0,2.218917026553551e-31,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9425973451774305,1.0,1.0,1.2300238709813397e-09,1.5264074952421271e-31,0.0,0.0,0.9099999999999998,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7585979758883784,S1_anchor,0.15,2.0,0.0,0.0
1.0,0.4,0,0.0,5.5594416734723435e-34,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9503092516951636,1.0,1.0,1.6706170587357527e-10,3.874361657183104e-34,0.0,0.0,0.9,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7639299846226596,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,1,0.0,2.8279463016828017e-34,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.966783838023205,1.0,1.0,1.3335938125163234e-10,1.978879598894406e-34,0.0,0.0,0.9200000000000002,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7521587259298042,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,2,0.0,5.112132810313916e-34,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9493229336828124,1.0,1.0,1.6245530391539489e-10,3.704755570119322e-34,0.0,0.0,0.9099999999999998,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7974598655871281,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,3,0.0,8.370060466978062e-34,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9517644091614255,1.0,1.0,1.9147381220864748e-10,5.9866653896429265e-34,0.0,0.0,0.9099999999999998,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.8141118706978305,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,4,0.0,6.879144601990748e-34,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9549137665758721,1.0,1.0,1.7935410941297917e-10,4.9282440412350644e-34,0.0,0.0,0.9200000000000002,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7729057943448038,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,5,0.0,9.034897484177853e-35,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9485376298946306,1.0,1.0,9.116768534920585e-11,6.458294578834653e-35,0.0,0.0,0.9200000000000002,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7969631883448076,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,6,0.0,1.2770002496960993e-33,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9501297114764921,1.0,1.0,2.2042635188057947e-10,9.135356011129325e-34,0.0,0.0,0.9200000000000002,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7969486269684407,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,7,0.0,9.599687718208691e-35,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9704758915691505,1.0,1.0,9.302911456738343e-11,6.656894768162589e-35,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7808932410841513,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,8,0.0,1.303801152836769e-34,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9681092946745677,1.0,1.0,1.0302365953404759e-10,9.327290240961279e-35,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.8592544513372583,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,9,0.0,1.847093800882595e-34,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9595389617120859,1.0,1.0,1.1570785318570882e-10,1.3057535002044009e-34,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7339211666500429,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,10,0.0,4.450581328533666e-33,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9628977916679906,1.0,1.0,3.341992206752624e-10,3.1802387337503035e-33,0.0,0.0,0.9200000000000002,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.807342624076374,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,11,0.0,1.4027443017066428e-34,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9542004951197396,1.0,1.0,1.0556647577617555e-10,9.839407992296042e-35,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7071026649301112,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,12,0.0,7.300562267198206e-34,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9715406932045365,1.0,1.0,1.8294419022062095e-10,5.294946744096451e-34,0.0,0.0,0.9399999999999997,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.8822899944834811,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,13,0.0,1.0447454407982796e-34,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9663718513605948,1.0,1.0,9.56907621905591e-11,7.139360434483895e-35,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7110970185784344,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,14,0.0,4.132419245056903e-34,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.964510178141361,1.0,1.0,1.5133334934705926e-10,2.991876706414058e-34,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.825455901271973,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,15,0.0,6.992069601868981e-33,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9610567392875046,1.0,1.0,3.8850961068316553e-10,4.9449569625257124e-33,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7550296329088013,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,16,0.0,1.741681574565252e-33,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9571511559159154,1.0,1.0,2.444496603044945e-10,1.2525199770714196e-33,0.0,0.0,0.9200000000000002,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.8281444721054172,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,17,0.0,5.072557954206302e-34,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9635412952506517,1.0,1.0,1.6203500920713884e-10,3.547564056140361e-34,0.0,0.0,0.9399999999999997,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.753944282719645,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,18,0.0,3.5535599972516365e-32,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9631732644732152,1.0,1.0,6.679660706889996e-10,2.572198050587635e-32,0.0,0.0,0.93,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.8618735118690031,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,19,0.0,1.1184840409024267e-33,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.944996491489759,1.0,1.0,2.1089993676929747e-10,8.002944000057078e-34,0.0,0.0,0.89,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.8021374709841737,S1_anchor,0.175,2.0,0.0,0.0
1.0,0.4,0,0.0,6.562508693646181e-35,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9561871290970372,1.0,1.0,8.195141994836204e-11,4.7657543829509427e-35,0.0,0.0,0.9099999999999998,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.796140745232158,S1_anchor,0.2,2.0,0.0,0.0
1.0,0.4,1,0.0,2.419653829971483e-35,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9692848545155711,1.0,1.0,5.876484543254609e-11,1.772683293662077e-35,0.0,0.0,0.9500000000000002,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.7951991550840813,S1_anchor,0.2,2.0,0.0,0.0
1.0,0.4,2,0.0,1.5661916870891264e-35,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9502635074137774,1.0,1.0,5.0833282787580926e-11,1.1843602409667133e-35,0.0,0.0,0.9200000000000002,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.8294100480712652,S1_anchor,0.2,2.0,0.0,0.0
1.0,0.4,3,0.0,4.441602541029833e-35,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.9552395878022022,1.0,1.0,7.195258754768626e-11,3.2867822667933715e-35,0.0,0.0,0.9099999999999998,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,0.8291600817036127,S1_anchor,0.2,2.0,0.0,0.0
