point,viable,frac_seeds_collapsed,slope_raw,slope_raw_seed_sd,slope,slope_seed_sd,n_seeds,wage_led,wage_led_raw,chord_raw,chord,wage_led_chord,viable_chord,rho_star,rho_star_in_support,quad_coef,quad_coef_se,n_rho,Output_lo,Total_Capital_lo,Investment_lo,Unemployment_Rate_lo,Wage_Share_lo,Profit_Share_lo,Average_Utilization_lo,Capitalist_Consumption_lo,Tax_Rate_lo,Consumption_lo,Employment_lo,Wage_Rate_lo,Money_Buffer_lo,Output_hi,Total_Capital_hi,Investment_hi,Unemployment_Rate_hi,Wage_Share_hi,Profit_Share_hi,Average_Utilization_hi,Capitalist_Consumption_hi,Tax_Rate_hi,Consumption_hi,Employment_hi,Wage_Rate_hi,Money_Buffer_hi
10,0.0,1.0,483.42860092750476,9.138927868123332,,,3,,0.0,691.0913403147956,,,0.0,0.5903383936624633,1.0,-2675.6541782986915,1339.4646103195603,4,0.0,1.9012556801600397e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,138.21826806295917,628.1495934135819,43.89283619296407,0.39163398692810464,0.3881293838663747,0.6118706161336253,0.5214974090353842,35.17654972967974,0.21988155391354325,94.3254318699951,60.83660130718955,0.8818398662983403,0.0
11,0.0,1.0,484.55387219444674,8.29428912985625,,,3,,0.0,692.3611281307425,,,0.0,0.5904039542620052,1.0,-2679.937377463141,1345.8106465379126,4,0.0,1.8924425588658302e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,138.47222562614854,628.1246450632043,44.011361995166304,0.3900653594771242,0.3885115613273911,0.6114884386726088,0.5226266099677749,35.21749224708851,0.2187365649302256,94.46086363098225,60.993464052287585,0.8820452773104547,0.0
12,0.0,1.0,428.6787856221711,9.99215676469567,,,3,,0.0,609.6215061076997,,,0.0,0.5919790751388665,1.0,-2330.3060232720077,1164.7204460196187,4,0.0,4.7552809021862164e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,121.92430122153998,556.3273397874885,38.90106892296544,0.46431372549019606,0.38418346843113965,0.6158165315688603,0.5165402012079436,36.57692137590163,0.09786029213159726,83.02323229857453,53.56862745098039,0.8744007792613254,0.0
13,0.0,1.0,428.6787856221711,9.99215676469567,,,3,,0.0,609.6215061076997,,,0.0,0.5919790751388665,1.0,-2330.3060232720077,1164.7204460196187,4,0.0,4.7552809021862164e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,121.92430122153998,556.3273397874885,38.90106892296544,0.46431372549019606,0.38418346843113965,0.6158165315688603,0.5165402012079436,36.57692137590163,0.09786029213159726,83.02323229857453,53.56862745098039,0.8744007792613254,0.0
14,0.0,1.0,348.13177054527864,5.572381226661162,,,3,,0.0,552.7976335637186,,,0.0,0.56674319939975,1.0,-2607.994325086035,1255.184771997285,4,0.0,9.541930348452357e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,110.55952671274376,398.0573005755682,27.747610326784994,0.46640522875816987,0.42184810857171945,0.5781518914282806,0.6542454829124017,36.51849187414742,0.09858237205420635,82.81191638595878,53.359477124183,0.874219766577153,0.0
15,0.0,1.0,436.8981543664763,7.4909552747669785,,,3,,0.0,705.7446901925445,,,0.0,0.5632778767018256,1.0,-3452.218825429737,1707.8046706412692,4,0.0,1.8617582718272972e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,141.14893803850893,504.11043141078767,35.33922592310311,0.31633986928104574,0.4316520623329114,0.5683479376670886,0.6683384663312651,46.74970940272286,0.05337004103895923,105.80971211540582,68.36601307189544,0.8913048504158523,0.0
16,0.0,1.0,436.8981543664763,7.4909552747669785,,,3,,0.0,705.7446901925445,,,0.0,0.5632778767018256,1.0,-3452.218825429737,1707.8046706412692,4,0.0,1.8617582718272972e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,141.14893803850893,504.11043141078767,35.33922592310311,0.31633986928104574,0.4316520623329114,0.5683479376670886,0.6683384663312651,46.74970940272286,0.05337004103895923,105.80971211540582,68.36601307189544,0.8913048504158523,0.0
17,0.0,1.0,443.493346617367,11.416941854861555,,,3,,0.0,710.3545295310688,,,0.0,0.5648304960623474,1.0,-3420.4068575294878,1681.064788632191,4,0.0,1.8230527181646135e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,142.07090590621382,509.265392015342,35.6684693879991,0.3131372549019607,0.43111909931201514,0.5688809006879848,0.6659941402142343,47.006490943606735,0.05256072286336431,106.4024365182147,68.68627450980392,0.8918254721737072,0.0
18,1.0,0.0,11.168687542891726,5.500853367623483,11.168687542891726,5.500853367623483,3,0.0,0.0,3.60796737026554,3.60796737026554,0.0,1.0,0.4414238970567744,1.0,95.33484630861834,44.11235432212067,4,79.30994521444052,220.59665970598917,15.434163979812817,0.5971895424836603,0.4383501839714004,0.5616498160285995,0.8681264920905343,27.985103535918338,0.16170616127432122,63.87578123462769,40.28104575163399,0.8634716701174289,0.0,80.03153868849363,299.84677933801646,21.149863449198687,0.6499346405228758,0.37577883099006665,0.6242211690099333,0.6448983661790172,26.780492800859644,0.19040701486790299,58.88167523929494,35.006535947712415,0.8598038128965011,0.0
19,0.0,1.0,303.53494897182037,9.991635818320773,,,3,,0.0,483.1593628640067,,,0.0,0.566934180269213,1.0,-2267.413657349333,1053.5670721297927,4,0.0,2.4925982910960686e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,96.63187257280136,352.5672583346161,24.648987665547377,0.4883006535947712,0.4618346172577199,0.53816538274228,0.7168972059854393,27.921908684334067,0.11862595707765307,71.982884907254,51.169934640522875,0.8722440024479123,0.0
20,0.0,1.0,324.76468329516484,13.44020015387692,,,3,,0.0,498.50340678244714,,,0.0,0.5739400417129175,1.0,-2196.135380583785,1025.7920383618539,4,0.0,8.888686823720166e-59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,99.70068135648945,386.96659201699475,27.19044111941608,0.48379084967320257,0.45177118541729655,0.5482288145827033,0.674278939954403,28.1297181403237,0.11658064290940988,72.51024023707335,51.62091503267974,0.8725790308810165,0.0
21,0.0,1.0,325.9358800057204,12.04301320178408,,,3,,0.0,494.73403593910183,,,0.0,0.5753469333934061,1.0,-2162.900766670304,1061.9516314247066,4,0.0,8.766267020965057e-59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,98.9468071878204,384.89048128277835,26.92821604399735,0.4882352941176471,0.45114377158654523,0.5488562284134547,0.6727906814492534,27.981597710394507,0.11852744123162977,72.01859114382303,51.1764705882353,0.8721960333085157,0.0
22,0.0,1.0,242.87388703917463,4.880382526808139,,,3,,0.0,373.28902183903546,,,0.0,0.5725107739130686,1.0,-1674.743447989837,828.6691275048724,4,0.0,1.2395551673775037e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,74.65780436780712,284.42070708462364,20.02180351604487,0.6103267973856208,0.44998252880191636,0.5500174711980836,0.6838790694552773,20.441762418367556,0.19326608122437205,54.636000851762255,38.96732026143791,0.8625214727372753,0.0
23,0.0,1.0,247.7718037197303,11.538415534681494,,,3,,0.0,369.88647487263705,,,0.0,0.5770332931140412,1.0,-1608.2124605068057,865.5053264762329,4,0.0,1.2288912721663706e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,73.97729497452742,283.51081251801435,19.735148587034885,0.6147058823529411,0.44882675650647896,0.5511732434935211,0.6788395662328686,20.367710095337213,0.19607736117166255,54.24214638749256,38.529411764705884,0.8622032391145176,0.0
