point,viable,frac_seeds_collapsed,slope_raw,slope_raw_seed_sd,slope,slope_seed_sd,n_seeds,wage_led,wage_led_raw,chord_raw,chord,wage_led_chord,viable_chord,rho_star,rho_star_in_support,quad_coef,quad_coef_se,n_rho,Output_lo,Total_Capital_lo,Investment_lo,Unemployment_Rate_lo,Wage_Share_lo,Profit_Share_lo,Average_Utilization_lo,Capitalist_Consumption_lo,Tax_Rate_lo,Consumption_lo,Employment_lo,Wage_Rate_lo,Money_Buffer_lo,Output_hi,Total_Capital_hi,Investment_hi,Unemployment_Rate_hi,Wage_Share_hi,Profit_Share_hi,Average_Utilization_hi,Capitalist_Consumption_hi,Tax_Rate_hi,Consumption_hi,Employment_hi,Wage_Rate_hi,Money_Buffer_hi
24,0.0,1.0,287.377195844343,5.961801149440826,,,3,,0.0,428.6651064483501,,,0.0,0.5774754133297858,1.0,-1854.63480279307,987.7957673877066,4,0.0,1.632509971719021e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,85.73302128967005,328.50461007164586,22.922905858547765,0.5539869281045752,0.45088795609490795,0.549112043905092,0.6807258734854296,31.468282835102247,0.15304025850195924,62.81011543112226,44.60130718954249,0.8666902872022813,0.0
25,0.0,1.0,631.8493868211632,6.568636993283787,,,3,,0.0,725.4425173348955,,,0.0,-0.23620135237566817,0.0,429.1281079437166,3052.3656409751416,4,0.0,2.613774581602573e-59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,145.08850346697912,557.0032514791882,38.93865459562613,0.2464705882352941,0.46874322741558155,0.5312567725844185,0.6931749906025568,49.50579924475826,0.04197560423063951,106.14984887135302,75.35294117647058,0.9025981971734974,0.0
26,0.0,1.0,576.8735182478787,2.5057770916215327,,,3,,0.0,0.0,,,0.0,0.43999999999999473,1.0,4807.279318732194,2149.8806687028364,4,0.0,1.510063886466077e-59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,0.0,3.8075716710198755e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0
27,1.0,0.0,145.88521771522846,8.085197635558776,145.88521771522846,8.085197635558776,3,0.0,0.0,122.53502747451155,122.53502747451155,0.0,1.0,0.027812988323454187,0.0,154.47821954827785,176.70232670491743,4,122.84815693055474,687.0460496593369,20.45178845692129,0.41692810457516344,0.4172514105749337,0.5827485894250662,0.4695160113566974,59.692119742554986,0.07164667155463857,102.39636847363344,58.30718954248366,0.8791493290302522,0.0,147.35516242545705,1258.3234855410992,37.75515940731626,0.3350980392156862,0.4010244231174738,0.5989755768825261,0.3092109587421929,60.36817826987206,0.05436335859629634,109.60000301814081,66.49019607843137,0.8887457578816851,0.0
28,1.0,0.0,145.88521771522846,8.085197635558776,145.88521771522846,8.085197635558776,3,0.0,0.0,122.53502747451155,122.53502747451155,0.0,1.0,0.027812988323454187,0.0,154.47821954827785,176.70232670491743,4,122.84815693055474,687.0460496593369,20.45178845692129,0.41692810457516344,0.4172514105749337,0.5827485894250662,0.4695160113566974,59.692119742554986,0.07164667155463857,102.39636847363344,58.30718954248366,0.8791493290302522,0.0,147.35516242545705,1258.3234855410992,37.75515940731626,0.3350980392156862,0.4010244231174738,0.5989755768825261,0.3092109587421929,60.36817826987206,0.05436335859629634,109.60000301814081,66.49019607843137,0.8887457578816851,0.0
29,1.0,0.0,146.0742635414644,5.123816989727772,146.0742635414644,5.123816989727772,3,0.0,0.0,122.49667775559719,122.49667775559719,0.0,1.0,0.034505168204217784,0.0,156.9021324876685,176.36701156836915,4,122.79674503419379,686.7626334927845,20.44395810347895,0.41718954248366025,0.41720967658005104,0.5827903234199491,0.4694179332942681,59.680241471692334,0.07170400957756641,102.35278693071486,58.28104575163399,0.8790889890267094,0.0,147.29608058531323,1259.2374064829753,37.7255338118706,0.3354248366013071,0.4009647348602347,0.5990352651397653,0.3088864087671924,60.36837218455509,0.054429389087079165,109.57054677344263,66.45751633986929,0.8886953170058346,0.0
30,1.0,0.0,155.43864484781136,14.959350116540042,155.43864484781136,14.959350116540042,3,0.0,0.0,131.5358643433663,131.5358643433663,0.0,1.0,0.01679187521233519,0.0,160.84026413678217,174.83265646309786,4,120.7160437510476,683.6676950338824,20.509763123496857,0.42836601307189554,0.4021507090481797,0.5978492909518204,0.4558539868745262,59.72241297198624,0.07261546228624577,100.20628062755073,57.16339869281046,0.8492553814235574,0.0,147.02321661972087,1272.4749740511713,38.173150697088154,0.33732026143790844,0.39363271767843117,0.6063672823215688,0.3024124755441315,60.603348958396566,0.05414794849027086,108.85006592263271,66.26797385620915,0.8733187476072842,0.0
31,1.0,0.0,140.2692444195034,26.235244125731356,140.2692444195034,26.235244125731356,3,0.0,0.0,133.24848472779271,133.24848472779271,0.0,1.0,-0.44151349359079844,0.0,74.49136171405367,9.578789285702415,4,119.85531014856592,655.3320831787804,19.65259892022947,0.4290849673202615,0.40445074717342777,0.5955492528265722,0.47211201701314387,59.775149557283974,0.07272676066053775,100.20271122833644,57.091503267973856,0.849089956317631,0.0,146.50500709412447,1232.5009833121223,36.96912758047211,0.33810457516339865,0.3944322511633814,0.6055677488366186,0.31105444952847766,61.34760993160457,0.053916470274753346,109.53587951365239,66.18954248366013,0.8730408628384492,0.0
32,1.0,0.0,140.2692444195034,26.235244125731356,140.2692444195034,26.235244125731356,3,0.0,0.0,133.24848472779271,133.24848472779271,0.0,1.0,-0.44151349359079844,0.0,74.49136171405367,9.578789285702415,4,119.85531014856592,655.3320831787804,19.65259892022947,0.4290849673202615,0.40445074717342777,0.5955492528265722,0.47211201701314387,59.775149557283974,0.07272676066053775,100.20271122833644,57.091503267973856,0.849089956317631,0.0,146.50500709412447,1232.5009833121223,36.96912758047211,0.33810457516339865,0.3944322511633814,0.6055677488366186,0.31105444952847766,61.34760993160457,0.053916470274753346,109.53587951365239,66.18954248366013,0.8730408628384492,0.0
33,1.0,0.0,117.25145457122748,13.013268434230275,117.25145457122748,13.013268434230275,3,0.0,0.0,100.88211864641313,100.88211864641313,0.0,1.0,0.17285967880228387,0.0,179.2066690861071,34.68881535356068,4,138.2153829358054,763.7229294035441,22.88177937378846,0.3428104575163398,0.41446105250428006,0.5855389474957199,0.4732498466183564,60.06041061860021,0.1554992357187086,115.33360356201695,65.718954248366,0.8716654687815594,0.0,158.39180666508804,1313.8914684663275,39.425283928314684,0.2834640522875817,0.4031628241018888,0.5968371758981111,0.31876537196315596,59.74669979976357,0.1274919920248724,118.96652273677334,71.65359477124183,0.8911985878813672,0.0
34,1.0,0.0,117.25145457122748,13.013268434230275,117.25145457122748,13.013268434230275,3,0.0,0.0,100.88211864641313,100.88211864641313,0.0,1.0,0.17285967880228387,0.0,179.2066690861071,34.68881535356068,4,138.2153829358054,763.7229294035441,22.88177937378846,0.3428104575163398,0.41446105250428006,0.5855389474957199,0.4732498466183564,60.06041061860021,0.1554992357187086,115.33360356201695,65.718954248366,0.8716654687815594,0.0,158.39180666508804,1313.8914684663275,39.425283928314684,0.2834640522875817,0.4031628241018888,0.5968371758981111,0.31876537196315596,59.74669979976357,0.1274919920248724,118.96652273677334,71.65359477124183,0.8911985878813672,0.0
35,1.0,0.0,102.5860303660774,7.2185907219246115,102.5860303660774,7.2185907219246115,3,0.0,0.0,92.97498159901083,92.97498159901083,0.0,1.0,-0.04592200990779788,0.0,93.95667192773546,4.816078412438739,4,136.4233812766203,770.7870821663361,23.021056295320445,0.37686274509803924,0.39379544475737377,0.6062045552426262,0.42491296578154675,60.10909389146523,0.17212196861446072,113.4023249812998,62.31372549019608,0.8622111056424485,0.0,155.01837759642245,1346.312104295368,40.36789158928522,0.35130718954248374,0.36370203639700954,0.6362979636029905,0.2779521337141842,59.913299216262054,0.1598114339660196,114.65048600713722,64.86928104575163,0.869144625478247,0.0
36,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.8243632504891053e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692725938725804,0.0,0.0,7.239785775516045e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692725938725804,0.0
37,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.8243632504891053e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692725938725804,0.0,0.0,7.239785775516045e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692725938725804,0.0
38,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.609081537257207e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692725938725804,0.0,0.0,5.803652311689072e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692725938725804,0.0
39,0.0,1.0,408.31121846848845,4.697005411705469,,,3,,0.0,648.1884169028193,,,0.0,0.5671518586088039,1.0,-3040.207873077823,1434.294250418706,4,0.0,1.120312612138823e-39,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692725938725804,0.0,129.63768338056389,563.1671756707088,28.172846704279646,0.2953594771241831,0.4821173428658327,0.5178826571341674,0.6049216223824546,40.40706169990847,0.1550037672978487,101.46483667628426,70.4640522875817,0.887013474906722,0.0
40,0.0,1.0,409.81706025457873,4.559124506723113,,,3,,0.0,651.733504238427,,,0.0,0.5670002011054774,1.0,-3058.327090761415,1429.2111361430816,4,0.0,4.452307609031335e-40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,130.34670084768547,563.9247430486575,28.19127937670433,0.29065359477124186,0.48712079132654534,0.5128792086734547,0.6112663140207619,40.32433194807442,0.15290403141556727,102.15542147098112,70.93464052287581,0.895144058183662,0.0
41,0.0,1.0,411.21160885161834,4.188722324975222,,,3,,0.0,651.9721282075686,,,0.0,0.5676621340005465,1.0,-3038.712973850015,1411.1998978587426,4,0.0,4.3955388798687054e-40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,130.39442564151378,563.4611068719264,28.218319928021632,0.2901960784313726,0.4872566350176932,0.5127433649823068,0.6120821793993184,40.337778531909514,0.15264444961187132,102.17610571349213,70.98039215686275,0.8951504527925035,0.0
42,0.0,1.0,411.2332605001143,3.009997665167933,,,3,,0.0,653.940129443948,,,0.0,0.5673762882924414,1.0,-3051.765472113894,1396.864471388097,4,0.0,5.180121951511709e-40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,130.78802588878963,566.4050772394595,28.3547302265803,0.28843137254901957,0.4871733822327971,0.5128266177672028,0.6109050340823581,48.04773783536249,0.15143205914541089,102.43329566220933,71.15686274509802,0.8955023298795505,0.0
43,0.0,1.0,411.2924593373679,3.1296747055456113,,,3,,0.0,652.8040813920433,,,0.0,0.5674347357893096,1.0,-3049.559359306735,1418.6579861258176,4,0.0,4.9152388570291366e-40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,130.56081627840874,564.2760550487296,28.279223814936625,0.289281045751634,0.4873482570839284,0.5126517429160716,0.6120971475533423,47.966313703914864,0.15204169692459021,102.28159246347211,71.07189542483661,0.8953181188106099,0.0
44,0.0,1.0,411.2924593373679,3.1296747055456113,,,3,,0.0,652.8040813920433,,,0.0,0.5674347357893096,1.0,-3049.559359306735,1418.6579861258176,4,0.0,2.2852117038515978e-40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,130.56081627840874,564.2760550487296,28.279223814936625,0.289281045751634,0.4873482570839284,0.5126517429160716,0.6120971475533423,47.966313703914864,0.15204169692459021,102.28159246347211,71.07189542483661,0.8953181188106099,0.0
45,0.0,1.0,411.2924593373679,3.1296747055456113,,,3,,0.0,652.8040813920433,,,0.0,0.5674347357893096,1.0,-3049.559359306735,1418.6579861258176,4,0.0,2.2852117038515978e-40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,130.56081627840874,564.2760550487296,28.279223814936625,0.289281045751634,0.4873482570839284,0.5126517429160716,0.6120971475533423,47.966313703914864,0.15204169692459021,102.28159246347211,71.07189542483661,0.8953181188106099,0.0
46,0.0,1.0,568.7433962681129,12.854262815776792,,,3,,0.0,899.5840476452973,,,0.0,0.5724766837675426,1.0,-3923.63010214652,1375.6817649677419,4,0.0,4.883155124730815e-41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,179.91680952905952,725.6291235391777,36.285177764857316,6.535947712418307e-05,0.5686939665234453,0.4313060334765548,0.7283360731753815,61.7753099680826,2.8143859316573957e-05,143.63163176420218,99.99346405228759,1.0232426111095125,0.0
47,0.0,1.0,628.0530518358593,0.624114808062957,,,3,,0.0,948.1164348172393,,,0.0,0.5861086341552479,1.0,-3646.8645565993957,997.8022387421571,4,0.0,3.960196432261775e-41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,189.62328696344795,921.4818112812872,46.081038269224585,6.535947712418307e-05,0.53958381205779,0.4604161879422101,0.6045065149628849,61.68590953973839,2.8183133037711853e-05,143.5422486942234,99.99346405228759,1.0232426111095125,0.0
48,0.0,1.0,627.1798443519011,2.223007375644618,,,3,,0.0,947.9300957361978,,,0.0,0.5855206831175727,1.0,-3666.831352888025,1027.0905081310148,4,0.0,1.3247714741556372e-40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,189.58601914723963,921.1339912186568,46.069999323049636,0.00019607843137254917,0.5396190937043711,0.46038090629562883,0.6046154807903075,61.6746702115249,2.8193446915347157e-05,143.51601982418995,99.98039215686275,1.0232426111095125,0.0
49,0.0,1.0,444.0807786992522,20.711946875440567,,,3,,0.0,598.8138983942491,,,0.0,0.607155360172198,1.0,-2072.1351595739916,1173.4973352888496,4,0.0,1.2185799026355955e-37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,119.76277967884988,684.2476124135725,34.20101685332358,0.39052287581699346,0.448900961184203,0.5510990388157969,0.4583234639318385,45.45633437062552,0.08070317693829122,85.56176282552629,60.947712418300654,0.8820206616039966,0.0
50,0.0,1.0,769.5857791742106,1.7104205820319653,,,3,,0.0,926.7395217287516,,,0.0,-1.1377556138183296,0.0,234.95134826007023,4039.431698819254,4,0.0,6.548182343869289e-41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,185.34790434575038,825.0943051295799,41.25471525647912,0.0,0.5520733423370059,0.44792665766299394,0.6599521992723872,62.23378020051019,0.0,144.09318908927125,100.0,1.0232426111095125,0.0
51,0.0,1.0,668.0871730817668,2.5138146866279825,,,3,,0.0,947.2539585467439,,,0.0,0.6168027878217244,1.0,-2859.8939526231957,152.55819290831076,4,0.0,9.970939480138731e-41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,189.45079170934886,878.7269348894516,43.93634674447745,0.0,0.5401224517082138,0.45987754829178623,0.6062915455704988,63.655036076110264,0.0,145.5144449648714,100.0,1.0232426111095125,0.0
52,1.0,0.0,203.73092510806165,10.627728486124496,203.73092510806165,10.627728486124496,3,0.0,0.0,142.67848365660407,142.67848365660407,0.0,1.0,0.34018418672811074,0.0,637.3928866521886,60.07973015114643,4,143.92316935390812,572.9245663285529,28.63841339836311,0.33901960784313717,0.40793642520118994,0.59206357479881,0.5775286758732346,70.45528450201078,0.052252524331186344,115.284755955545,66.09803921568628,0.8882239428431817,0.0,172.45886608522895,1186.1255471680606,59.241913297003805,0.3433986928104575,0.3379777756765545,0.6620222243234456,0.3341124605319632,68.76204992105149,0.053901916674189476,113.21695278822517,65.66013071895425,0.8876921692940051,0.0
53,1.0,0.0,203.0788364334111,10.148794695059946,203.0788364334111,10.148794695059946,3,0.0,0.0,141.59166919885317,141.59166919885317,0.0,1.0,0.34204237733897774,0.0,642.8269589408258,62.509921157608574,4,144.1405322454583,573.531346969327,28.671132331265472,0.3379084967320261,0.40807304127890776,0.5919269587210922,0.5778681048866393,70.55072697204166,0.05200966034748139,115.46939991419283,66.20915032679738,0.8883626715496917,0.0,172.45886608522895,1186.1255471680604,59.241913297003805,0.3433986928104575,0.3379777756765545,0.6620222243234456,0.3341124605319632,68.76204992105149,0.053901916674189476,113.21695278822517,65.66013071895425,0.8876921692940051,0.0
54,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,3.0994871544690707e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0,0.0,8.112845496734776e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0
55,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.1892371353104164e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0,0.0,3.8558503178970173e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0
56,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.0672492296338167e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0,0.0,3.2995872007110905e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0
57,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.5526019188886113e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0,0.0,5.375371789308161e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0
58,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.5526019188886113e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0,0.0,5.375371789308161e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0
59,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.553094203975679e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0,0.0,5.376283359785667e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0
60,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.5173095704176926e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0,0.0,5.237086101650164e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0
61,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.2192415737785477e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0,0.0,3.8377659209516607e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0
62,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.285663577631292e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0,0.0,4.0766837867819555e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0
63,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.286069872917083e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0,0.0,4.078859253344295e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0
64,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.107085347054622e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0,0.0,3.461400258110398e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0
65,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.107085347054622e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0,0.0,3.461400258110398e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045539822642084,0.0
66,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.2815438251432027e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7355383687469126,0.0,0.0,4.1206426221454347e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7355383687469126,0.0
67,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.2815438251432027e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7355383687469126,0.0,0.0,4.1206426221454347e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7355383687469126,0.0
68,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.1334566244556215e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7355383687469126,0.0,0.0,3.542463310359418e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7355383687469126,0.0
69,0.0,1.0,480.47707253511936,2.600424730884687,,,3,,0.0,621.6970148224954,,,0.0,2.207802327917593,0.0,-140.67116102394888,2843.223628808233,4,0.0,4.788063369080948e-41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7355383687469126,0.0,124.33940296449909,359.5712650349942,17.676771528359634,0.20000000000000004,0.6123618340572077,0.3876381659427923,0.9597111878646745,48.085336133777766,0.03957229067195548,106.66263143613945,80.0,0.9580384906226804,0.0
70,0.0,1.0,480.47707253511936,2.600424730884687,,,3,,0.0,621.6970148224954,,,0.0,2.207802327917593,0.0,-140.67116102394888,2843.223628808233,4,0.0,4.788063369080948e-41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7355383687469126,0.0,124.33940296449909,359.5712650349942,17.676771528359634,0.20000000000000004,0.6123618340572077,0.3876381659427923,0.9597111878646745,48.085336133777766,0.03957229067195548,106.66263143613945,80.0,0.9580384906226804,0.0
71,1.0,0.0,386.6274911562793,3.8524854887104523,386.6274911562793,3.8524854887104523,3,0.0,0.0,512.2933677717556,512.2933677717556,0.0,1.0,0.6698726146788155,0.0,-1137.9924065081027,265.3460468122449,4,124.04814592099802,319.47962890777984,15.964374039198958,0.27150326797385627,0.5258018390582438,0.47419816094175604,0.9600491539142659,57.982541235063316,0.045406866805378525,108.08377188179905,72.84967320261438,0.89627997735216,0.0,226.50681947534918,1060.642889898908,53.03214449494553,0.0,0.5369303841478189,0.46306961585218115,0.6492317032465493,76.18088693041103,0.0,173.47467498040362,100.0,1.2161723506249074,0.0
72,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.6152630575577665e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,0.0,6.343788224629653e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0
73,0.0,1.0,0.0,0.0,,,3,,0.0,0.0,,,0.0,,0.0,,,4,0.0,2.6152630575577665e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0,0.0,6.343788224629653e-78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521827,0.0
74,1.0,0.0,180.10726666763344,12.214221747948878,180.10726666763344,12.214221747948878,3,0.0,0.0,135.9470268838251,135.9470268838251,0.0,1.0,0.32563452557774947,0.0,516.4648198402839,167.39746455732183,4,133.6413755070322,463.52247580220546,23.198032082428824,0.2800653594771242,0.48308145400162905,0.5169185459983711,0.712517767738743,49.842831953242694,0.09110719064479877,110.44334342460336,71.99346405228759,0.8968399315002663,0.0,160.8307808837972,1019.7518951479647,50.98661968146924,0.2855555555555556,0.39803657442374485,0.6019634255762552,0.3895343500746445,49.67948516124628,0.0933426569745442,109.84416120232798,71.44444444444446,0.8959735222178683,0.0
75,1.0,0.0,184.58593407912656,13.878587327971532,184.58593407912656,13.878587327971532,3,0.0,0.0,132.93917500533692,132.93917500533692,0.0,1.0,0.3344445296800691,0.0,557.4745845680277,91.69442575687938,4,133.36273686743326,459.92257751940036,23.013311994554712,0.2787581699346405,0.4850795082223429,0.5149204917776572,0.7692714757520133,49.67478149372071,0.09073449054249698,110.34942487287854,72.12418300653594,0.8970014058197924,0.0,159.95057186850065,964.3797020915302,48.16715708748342,0.2499346405228758,0.42292456829105535,0.5770754317089447,0.44127094062428746,48.86465871169176,0.08067297611475022,111.78341478101721,75.00653594771242,0.9018830069776298,0.0
76,1.0,0.0,184.58593407912656,13.878587327971532,184.58593407912656,13.878587327971532,3,0.0,0.0,132.93917500533692,132.93917500533692,0.0,1.0,0.3344445296800691,0.0,557.4745845680277,91.69442575687938,4,133.36273686743326,459.92257751940036,23.013311994554712,0.2787581699346405,0.4850795082223429,0.5149204917776572,0.7692714757520133,49.67478149372071,0.09073449054249698,110.34942487287854,72.12418300653594,0.8970014058197924,0.0,159.95057186850065,964.3797020915302,48.16715708748342,0.2499346405228758,0.42292456829105535,0.5770754317089447,0.44127094062428746,48.86465871169176,0.08067297611475022,111.78341478101721,75.00653594771242,0.9018830069776298,0.0
77,1.0,0.0,181.3417288209655,9.265116099275266,181.3417288209655,9.265116099275266,3,0.0,0.0,127.70862981050118,127.70862981050118,0.0,1.0,0.3431049453874136,0.0,577.9077271389081,92.9684102911671,4,134.34739330896537,460.5155167233225,23.158361785987143,0.27124183006535946,0.48724506577237175,0.5127549342276282,0.7752565043897333,49.8821801963976,0.08781095941448804,111.18903152297821,72.87581699346406,0.8983530359621451,0.0,159.8891192710656,961.8266690179813,48.091333450899185,0.25,0.4230342835940653,0.5769657164059349,0.4422220020053997,48.88797589787152,0.08066781129412838,111.79778582016644,75.0,0.901847522632846,0.0
78,1.0,0.0,181.3417288209655,9.265116099275266,181.3417288209655,9.265116099275266,3,0.0,0.0,127.70862981050118,127.70862981050118,0.0,1.0,0.3431049453874136,0.0,577.9077271389081,92.9684102911671,4,134.34739330896537,460.5155167233225,23.158361785987143,0.27124183006535946,0.48724506577237175,0.5127549342276282,0.7752565043897333,49.8821801963976,0.08781095941448804,111.18903152297821,72.87581699346406,0.8983530359621451,0.0,159.8891192710656,961.8266690179813,48.091333450899185,0.25,0.4230342835940653,0.5769657164059349,0.4422220020053997,48.88797589787152,0.08066781129412838,111.79778582016644,75.0,0.901847522632846,0.0
