sigma,rho,Y,K,Investment,Consumption,Employment,Unemployment_Rate,Wage_Share,Wage_Share_Profitmax,Profit_Share,Income_Gini,Wealth_Gini,Output_Gap,Output_Gap_PM,Potential_Output,Potential_Output_PM,Average_Utilization,Money_Buffer,Cash_Constrained,Bound_Demand,Bound_Profitmax,Bound_Capital,Bound_Workforce,Wage_Rate,Wage_Floor_Binding,Tax_Rate,Tax_At_Cap,Y_seed_min,Y_seed_max,n_seeds,frac_seeds_collapsed,collapsed,mixed_basin,Y_band_rel,binding,c0,eta,rr
1.0,0.6,119.36647501218627,593.3219787677656,29.639666013777344,89.72680899840893,53.576470588235296,0.46423529411764697,0.40390627504917853,0.6666666666666666,0.5960937249508215,0.38824725742385546,0.9048205354347194,0.3406366995855914,0.3406366995855914,181.02823200067948,181.02823200067948,0.36673647246035035,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.23301886266569896,0.0,117.88823795312203,122.14250989930524,20,0.0,False,False,0.03564042538534279,demand,1.0,0.0,0.5
1.0,0.65,122.240669929868,662.4294142519655,33.07810813317338,89.1625617966946,52.55098039215686,0.4744901960784314,0.386842640387441,0.6666666666666666,0.613157359612559,0.3890327935481893,0.9046836534121878,0.34911197153819495,0.34911197153819495,187.79818946423921,187.79818946423921,0.33638647220733847,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.23973293232013604,0.0,119.32469307126685,125.07784537733018,20,0.0,False,False,0.04706414247700074,demand,1.0,0.0,0.5
1.25,0.35,114.89907060133127,278.4231899683824,13.92954616925422,100.96952443207705,73.44803921568628,0.2655196078431373,0.575290277970231,0.7146177813721907,0.42470972202976887,0.34245654586469515,0.9046787323346409,0.19220587690033616,0.19220587690033616,142.23611883181044,142.23611883181044,0.6031221645881841,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.11843537665122712,0.0,113.46941867651991,117.20958850230365,20,0.0,False,False,0.032551784850907255,demand,1.0,0.0,0.5
1.25,0.4,112.3806204341895,321.9278941881867,16.091314831677728,96.28930560251179,66.37254901960785,0.3362745098039215,0.5315167805951297,0.7146177813721907,0.46848321940487025,0.3616888939170603,0.9042693077109396,0.24420434934482066,0.24420434934482066,148.69002935534624,148.69002935534624,0.5102170973944941,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.15725846700517432,0.0,110.19679223317186,113.6960220110281,20,0.0,False,False,0.03113730609723235,demand,1.0,0.0,0.5
1.25,0.45,112.9568737155674,376.7975234075427,18.856353409019356,94.10052030654803,61.87450980392157,0.3812549019607843,0.49292616011211426,0.7146177813721907,0.5070738398878858,0.3742973606104653,0.9050604332376111,0.27674217693256914,0.27674217693256914,156.17501460697835,156.17501460697835,0.43818160251468175,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.1825280884013951,0.0,111.42084523361412,114.98815861489912,20,0.0,False,False,0.03158119788502403,demand,1.0,0.0,0.5
1.25,0.5,112.96363122051908,426.2574013853632,21.315026974484955,91.64860424603413,58.05588235294117,0.4194411764705883,0.4624875398862277,0.7146177813721907,0.5375124601137723,0.3798052435723528,0.9046489658672128,0.3045364442311579,0.3045364442311579,162.42573106972844,162.42573106972844,0.3873286394256313,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.2061234693792004,0.0,111.18391904886128,114.74880286315027,20,0.0,False,False,0.031557801176999106,demand,1.0,0.0,0.5
1.25,0.55,114.83483323963796,488.28538605184474,24.404764511139227,90.43006872849875,55.35294117647059,0.4464705882352941,0.4338023757530628,0.7146177813721907,0.5661976242469372,0.3850398185990912,0.9048062730506908,0.32343047380994633,0.32343047380994633,169.72697348158604,169.72697348158604,0.3437663630559769,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.22230030243883253,0.0,113.20531692042493,118.17151591298233,20,0.0,False,False,0.04324645103279685,demand,1.0,0.0,0.5
1.25,0.6,117.91422963291177,558.8551790172971,27.986611286195387,89.92761834671639,53.51960784313726,0.4648039215686274,0.40843975711258224,0.7146177813721907,0.5915602428874178,0.38952758488661815,0.9050890857976028,0.3355408624422084,0.3355408624422084,177.45523913005624,177.45523913005624,0.3084276647639638,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.23278708884655636,0.0,116.55385573688753,120.09851280910989,20,0.0,False,False,0.030061317308839822,demand,1.0,0.0,0.5
1.25,0.65,120.24324321382748,626.1514015071372,31.30737622950062,88.93586698432688,51.71470588235294,0.48285294117647054,0.3869954625342887,0.7146177813721907,0.6130045374657114,0.390922206834171,0.9049441674400773,0.3477638753801714,0.3477638753801714,184.34842776663058,184.34842776663058,0.2806890229054702,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.2445992470432476,0.0,117.6340054802928,122.61146508645247,20,0.0,False,False,0.04139492143694343,demand,1.0,0.0,0.5
1.5,0.35,115.84844606699725,247.10145717909927,12.358636889370974,103.48980917762628,77.91470588235293,0.22085294117647059,0.6052538918972321,0.7660178601799682,0.39474610810276783,0.3246792124843262,0.9037945959547485,0.163939644281412,0.163939644281412,138.56404430678788,138.56404430678788,0.5152302983364166,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.09616380229436915,0.0,114.24914273651379,116.83996118433201,20,0.0,False,False,0.02236386016192142,demand,1.0,0.0,0.5
1.5,0.4,113.39970147196053,291.6896503992342,14.57727902389325,98.82242244806727,70.35882352941177,0.2964117647058824,0.558342776460452,0.7660178601799682,0.44165722353954795,0.3510850694634209,0.9044788841313256,0.21883184562081115,0.21883184562081115,145.16525394181969,145.16525394181969,0.4272170024972993,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.13514458778156438,0.0,110.93749198393142,114.74159732619474,20,0.0,False,False,0.03354599079966648,demand,1.0,0.0,0.5
1.5,0.45,112.84589211484906,341.2644745363674,17.07526338641481,95.77062872843426,64.89607843137256,0.3510392156862745,0.517547616755663,0.7660178601799682,0.48245238324433704,0.36717409915217475,0.9047972392220796,0.2574140419342304,0.2574140419342304,151.9611379698911,151.9611379698911,0.3634217413901846,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.16505881837680256,0.0,110.98651661570425,114.20928581700808,20,0.0,False,False,0.02855902984952129,demand,1.0,0.0,0.5
1.5,0.5,112.86029086845524,391.9407742587834,19.6162758093047,93.24401505915054,60.537254901960786,0.39462745098039215,0.4826813170954677,0.7660178601799682,0.5173186829045323,0.3764671174032599,0.9049750979800697,0.2877107373915392,0.2877107373915392,158.44422621943366,158.44422621943366,0.31647653768552425,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.19067088034399976,0.0,110.46090818577662,114.53082979975751,20,0.0,False,False,0.036061590685820655,demand,1.0,0.0,0.5
1.5,0.55,113.25513869473416,445.3239826778302,22.245736704992165,91.00940198974199,56.804901960784306,0.43195098039215696,0.4513685293972426,0.7660178601799682,0.5486314706027574,0.38197182699410526,0.9046817317692039,0.31306152975441215,0.31306152975441215,164.86660843770113,164.86660843770113,0.27951050842483954,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.21374194476181346,0.0,111.37068375769715,115.35408035185498,20,0.0,False,False,0.035171883943337874,demand,1.0,0.0,0.5
1.5,0.6,115.94300154110317,515.3237696677045,25.76150478836255,90.18149675274063,54.195098039215694,0.4580490196078431,0.420636575139721,0.7660178601799682,0.579363424860279,0.38829701957273804,0.9050524642164328,0.3289619786334364,0.3289619786334364,172.77921799373138,172.77921799373138,0.24727369382592057,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.22873367579274415,0.0,114.16958283377596,117.63111972639126,20,0.0,False,False,0.02985550526211057,demand,1.0,0.0,0.5
1.5,0.65,118.22636227842868,584.0497188026859,29.1651272551192,89.0612350233095,51.811764705882354,0.48188235294117643,0.39432880111891533,0.7660178601799682,0.6056711988810848,0.3912430660139004,0.9051055338137465,0.3435321453518712,0.3435321453518712,180.08783353570124,180.08783353570124,0.22248411121352465,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,0.24377693292720176,0.0,115.3638866287825,120.35705842049582,20,0.0,False,False,0.04223399667795044,demand,1.0,0.0,0.5
0.05,0.35,79.5654722874116,271.21334509366824,13.559705660814217,66.00576662659738,43.94117647058823,0.5605882352941177,0.4604312983149984,0.4760837484670241,0.5395687016850015,0.7161302626075143,0.9099298045030446,0.11936177639120134,0.08888762202192493,90.45539423410032,87.4289333641544,0.9111156339179509,0.0,0.9,0.4780392156862745,0.15696078431372545,0.365,0.0,0.8336456460463108,0.0,0.0,0.0,72.06615567618793,86.70222177258468,20,0.0,False,False,0.18394996819132037,demand,1.0,0.1,0.0
0.05,0.4,84.92036987951182,320.55446216251414,16.03353176995428,68.88683810955754,46.6843137254902,0.5331568627450981,0.4605828327604538,0.47834432533692317,0.5394171672395461,0.6957741385770941,0.908880957838414,0.2053749045720265,0.17768101841614922,106.91142268491608,103.310449708206,0.822380881316902,0.0,0.9,0.9578431372549019,0.012156862745098038,0.029999999999999992,0.0,0.8378127971069432,0.0,0.0,0.0,78.33557147232065,89.17531250304337,20,0.0,False,False,0.12764594697482534,demand,1.0,0.1,0.0
0.05,0.45,89.8921976811563,369.5461816081136,18.48526110060628,71.40693658055002,49.37647058823529,0.5062352941176471,0.46261675412142955,0.4807314724848094,0.5373832458785704,0.6742987228152977,0.9081681664061294,0.27019595655905615,0.2446140932154261,123.24519454773,119.07029910019908,0.7554240230159373,0.0,0.9,1.0,0.0,0.0,0.0,0.8422146872915919,0.0,0.0,0.0,83.74030579272828,96.49327928836834,20,0.0,False,False,0.14186963746146583,demand,1.0,0.1,0.0
0.05,0.5,94.64983209040903,418.6380374460564,20.925612198227036,73.72421989218199,51.984313725490196,0.48015686274509795,0.46503183942146353,0.48316387723236043,0.5349681605785365,0.6526919568736751,0.9076505807356894,0.3213863365617582,0.29777423298079964,139.5467151408461,134.85707808374568,0.7022042300767238,0.0,0.9,1.0,0.0,0.0,0.0,0.8467010846898674,0.0,0.0,0.0,87.39400883210047,103.78335747624463,20,0.0,False,False,0.17315771493909404,demand,1.0,0.1,0.0
0.05,0.55,99.86988507105882,471.74230207240146,23.587115103620103,76.28276996743871,54.85,0.45149999999999996,0.4678785904837383,0.48598449404055133,0.5321214095162616,0.6284000958137133,0.9072356984316132,0.36243951478125935,0.3423902581519331,156.67763827495583,151.919298757168,0.6576097418480668,0.0,0.9,1.0,0.0,0.0,0.0,0.8519048141769897,0.0,0.0,0.0,94.68031872169209,105.60559284096512,20,0.0,False,False,0.10939508052401925,demand,1.0,0.1,0.0
0.05,0.6,108.51934226405581,548.2802027914362,27.41401013957185,81.10533212448397,59.6,0.404,0.47315207657973984,0.4911897126144872,0.5268479234202601,0.588480977135805,0.9060837461517071,0.3800941310368988,0.3759504004419439,174.9950617944707,173.85742581042916,0.615165157695994,0.0,0.9,1.0,0.0,0.0,0.0,0.8615126083081158,0.0,0.0,0.0,101.96439081526476,116.53091147146756,20,0.0,False,False,0.1342297175074897,demand,1.0,0.1,0.0
0.05,0.65,114.98335293059384,611.895833826965,30.594791691348302,84.38856123924553,63.15,0.3685,0.4775406540081798,0.49551750553292717,0.5224593459918202,0.5565501161198315,0.9059050093438511,0.36378932093644867,0.36378932093644867,180.70038827097932,180.70038827097932,0.5842434903785471,0.0,0.9,1.0,0.0,0.0,0.0,0.8695047562992245,0.0,0.0,0.0,105.60621785495327,123.81425040986691,20,0.0,False,False,0.15835364068661628,demand,1.0,0.1,0.0
0.3,0.35,83.16746747040276,280.409833379258,13.992431549634748,69.17503592076801,45.543137254901964,0.5445686274509804,0.4577326707804004,0.521264701225175,0.5422673292195996,0.7085399133820336,0.9093197677493094,0.32271448752383647,0.19310777006889474,122.78930205939537,103.08600303957455,0.8071421975309363,0.0,0.9,0.9843137254901961,0.015686274509803918,0.0,0.0,0.8361039593589806,0.0,0.0,0.0,80.46994210094829,86.00857701786096,20,0.0,False,False,0.06659617138015815,demand,1.0,0.1,0.0
0.3,0.4,82.15976077777995,309.29762094802544,15.476739832303394,66.68302094547656,43.29509803921569,0.5670490196078432,0.43869097330287554,0.5197668230984653,0.5613090266971245,0.7243689366757191,0.9094789615696243,0.37504382589478846,0.2781736546310274,131.4602800606586,113.84959664277321,0.7222065705142626,0.0,0.9,0.9999019607843138,9.80392156862745e-05,0.0,0.0,0.8326734295682627,0.0,0.0,0.0,79.94991501444206,84.55251940508825,20,0.0,False,False,0.056020177603669015,demand,1.0,0.1,0.0
0.3,0.45,84.29461771180391,350.8149311554487,17.53981714937009,66.75480056243381,43.266666666666666,0.5673333333333334,0.42735594215814904,0.5197489614588356,0.572644057841851,0.7248048198632157,0.9093688527924613,0.40824483336194806,0.34700681244776777,142.42916505363814,129.13534115780482,0.6530271851674581,0.0,0.9,1.0,0.0,0.0,0.0,0.8326321685971049,0.0,0.0,0.0,80.33335256450687,88.86178103718228,20,0.0,False,False,0.10117405718397565,demand,1.0,0.1,0.0
0.3,0.5,85.90149537813885,388.5712294079719,19.40457356897856,66.49692180916028,43.37549019607843,0.5662450980392157,0.4205135105030659,0.5198196092442979,0.579486489496934,0.7227876218624245,0.9087768311696804,0.4313774724007443,0.399155955891679,151.0426212454554,143.02864947727977,0.6009501739243505,0.0,0.9,1.0,0.0,0.0,0.0,0.8327937835801921,0.0,0.0,0.0,81.57333031227064,91.42978610611722,20,0.0,False,False,0.11474137615949997,demand,1.0,0.1,0.0
0.3,0.55,89.38013942241943,436.5284767707297,21.843808172452913,67.53633124996651,44.57941176470588,0.5542058823529412,0.4162627018966981,0.5205945110567938,0.5837372981033019,0.7133110254178787,0.9084012861759831,0.44259632469855614,0.4378233222205716,160.3110821943666,158.97952041868106,0.5570233900872242,0.0,0.9,1.0,0.0,0.0,0.0,0.8345678255004693,0.0,0.0,0.0,86.069001854735,95.06112201681954,20,0.0,False,False,0.10060534946792685,demand,1.0,0.1,0.0
0.3,0.6,92.26101149542652,481.3221375314436,24.076290891883495,68.18472060354301,45.63039215686275,0.5436960784313726,0.41356910801395336,0.5212993046308193,0.5864308919860466,0.7043092907207018,0.9080597734744998,0.4494070014481369,0.4494070014481369,167.51958618047271,167.51958618047271,0.5216953150470147,0.0,0.9,1.0,0.0,0.0,0.0,0.8361825092811677,0.0,0.0,0.0,87.54339678766826,98.00517108373366,20,0.0,False,False,0.1133932321626888,demand,1.0,0.1,0.0
0.3,0.65,96.09072049130008,533.6560038076866,26.67034165046009,69.42037884083999,47.19901960784314,0.5280098039215686,0.4119480092852898,0.5223740376428507,0.5880519907147101,0.6913654648767359,0.9077096900617019,0.44935031836384687,0.44935031836384687,174.4469672278471,174.4469672278471,0.49050363359116494,0.0,0.9,1.0,0.0,0.0,0.0,0.8386466333255594,0.0,0.0,0.0,89.44949835915006,104.01173963486312,20,0.0,False,False,0.15154680078636218,demand,1.0,0.1,0.0
0.4,0.35,83.84568303796979,275.93224192942,13.821720690945032,70.02396234702476,46.3843137254902,0.5361568627450981,0.4630589278611598,0.5404144388180543,0.5369410721388401,0.7022617887572294,0.9093687009873245,0.343979939818638,0.22054013706582828,127.78800438144292,107.58848267109333,0.779629315750593,0.0,0.9,0.9994117647058823,0.000588235294117647,0.0,0.0,0.8374044164053129,0.0,0.0,0.0,81.00571235244026,88.19675969365449,20,0.0,False,False,0.08576526638774878,demand,1.0,0.1,0.0
0.4,0.4,81.99932958196091,304.49249043318906,15.226211263185622,66.77311831877529,43.154901960784315,0.5684509803921569,0.4379984650927054,0.538511585631605,0.5620015349072947,0.7258902998883255,0.9093213131413714,0.3938608867094531,0.31109259516512716,135.27211382784697,119.06000588600921,0.689318710535657,0.0,0.9,1.0,0.0,0.0,0.0,0.8324939957448885,0.0,0.0,0.0,76.98452319279895,83.94217480265813,20,0.0,False,False,0.08485010359633237,demand,1.0,0.1,0.0
0.4,0.45,82.28105308941531,338.59917137760283,16.885042591997227,65.39601049741809,41.85686274509804,0.5814313725490197,0.4224492972561519,0.5377739369648118,0.5775507027438481,0.7350223034441483,0.9093001065305828,0.4255074403369535,0.37887188773236474,143.20703573848863,132.54579926745265,0.621141246373427,0.0,0.9,1.0,0.0,0.0,0.0,0.8305940269363695,0.0,0.0,0.0,77.56530847347805,87.20846750001687,20,0.0,False,False,0.1171978075688887,demand,1.0,0.1,0.0
0.4,0.5,84.94250860120856,380.2662368866871,19.145443533248685,65.79706506795986,42.23235294117647,0.5776764705882353,0.4132081155593824,0.5379771139135544,0.5867918844406176,0.7324661806978305,0.909503722261604,0.4401519599800917,0.42703583183374727,151.6837259498961,148.31253072369867,0.5718361711062341,0.0,0.9,1.0,0.0,0.0,0.0,0.8311169666621394,0.0,0.0,0.0,80.51858403291259,91.36101094889554,20,0.0,False,False,0.12764429841466549,demand,1.0,0.1,0.0
0.4,0.55,87.03108178480767,424.24052082255685,21.222228774190253,65.80885301061741,42.41078431372549,0.5758921568627451,0.40512741364774374,0.538087339326036,0.5948725863522564,0.730434027372478,0.9087076068523624,0.45438176673476854,0.4543601705159216,159.47555993670605,159.46941862222394,0.524727959236875,0.0,0.9,1.0,0.0,0.0,0.0,0.8314004696804073,0.0,0.0,0.0,83.21223701083302,91.62735122292027,20,0.0,False,False,0.09669090673714005,demand,1.0,0.1,0.0
0.4,0.6,90.19449272731774,472.31662636818885,23.688747874238604,66.50574485307914,43.311764705882354,0.5668823529411765,0.3998529843751386,0.5385836247918968,0.6001470156248614,0.7233407014400826,0.9086675726322087,0.4592703117029136,0.4592703117029136,166.77013835419368,166.77013835419368,0.48884695542710155,0.0,0.9,1.0,0.0,0.0,0.0,0.8326785312085343,0.0,0.0,0.0,84.29441712147444,95.35713209744296,20,0.0,False,False,0.12265399628571655,demand,1.0,0.1,0.0
0.4,0.65,94.32666847842388,530.496806158292,26.529077725333444,67.79759075309043,44.72941176470589,0.5527058823529412,0.3958706263972072,0.5394086699759135,0.6041293736027928,0.7123857946208889,0.9078623170174076,0.4586339215155927,0.4586339215155927,174.1950144493556,174.1950144493556,0.45554853633450565,0.0,0.9,1.0,0.0,0.0,0.0,0.8348057708953588,0.0,0.0,0.0,90.09657427568305,101.62119961550505,20,0.0,False,False,0.12217780534100085,demand,1.0,0.1,0.0
0.5,0.35,84.5411982082659,270.93008992655007,13.595216279545005,70.9459819287209,47.347058823529416,0.5265294117647059,0.46961186599902066,0.5601553150110591,0.5303881340009793,0.6947963310395875,0.909027271243648,0.35327443443941603,0.2483922530025139,130.71709901910242,112.52137492944401,0.7520703499389612,0.0,0.9,0.9986274509803922,0.0013725490196078434,0.0,0.0,0.8388892924255454,0.0,0.0,0.0,81.45121485712286,87.02909668626677,20,0.0,False,False,0.06597826796117653,demand,1.0,0.1,0.0
0.5,0.4,82.08292683805854,298.7470165586475,14.964108065562234,67.1188187724963,43.39411764705882,0.5660588235294118,0.44015708348426796,0.5581471735000324,0.559842916515732,0.7245237419656984,0.909625144258887,0.40193590175472627,0.3412030172811276,137.23128005185367,124.64508907573823,0.6589688567196391,0.0,0.9,1.0,0.0,0.0,0.0,0.8328840950831383,0.0,0.0,0.0,78.61195304802838,84.92448394145883,20,0.0,False,False,0.07690431051373746,demand,1.0,0.1,0.0
0.5,0.45,81.70587205911006,331.7902255137331,16.549392973280778,65.15647908582928,41.40686274509804,0.5859313725490196,0.42050581480511234,0.5571645298319646,0.5794941851948876,0.7388239120940573,0.9095379109150425,0.4335110156392209,0.4108224401310726,144.20448792724162,138.73953849256742,0.5891432663601541,0.0,0.9,1.0,0.0,0.0,0.0,0.8299530987815222,0.0,0.0,0.0,76.76153512063443,84.93597007718995,20,0.0,False,False,0.1000470927064058,demand,1.0,0.1,0.0
0.5,0.5,83.31841598875478,370.7122302591035,18.57253904365745,64.74587694509734,40.95980392156863,0.5904019607843137,0.4076210310513112,0.5569593315083996,0.5923789689486888,0.7419755016020767,0.9095129721434343,0.4502264381370213,0.4492621121038625,151.53145355898286,151.28674554543247,0.5378089175152101,0.0,0.9,1.0,0.0,0.0,0.0,0.8293417026897159,0.0,0.0,0.0,79.15931487764298,88.28826616069796,20,0.0,False,False,0.1095670287861339,demand,1.0,0.1,0.0
0.5,0.55,84.55135046161924,409.37671197081306,20.43581559533736,64.11553486628188,40.53235294117647,0.5946764705882354,0.397230148839636,0.5567555477025548,0.6027698511603641,0.74433032944342,0.9090898617349051,0.46485699272613734,0.46485620005971284,157.9545406159187,157.95432687277165,0.4939487214100418,0.0,0.9,1.0,0.0,0.0,0.0,0.8287350999914764,0.0,0.0,0.0,79.3202933277679,92.83514701668553,20,0.0,False,False,0.15984196130672665,demand,1.0,0.1,0.0
0.5,0.6,87.72261402398314,456.2315488365915,22.93271258881705,64.7899014351661,41.2421568627451,0.5875784313725491,0.3900629608805043,0.557085226314954,0.6099370391194957,0.7392235801262353,0.9089952537270507,0.4681146294537495,0.4681146294537495,164.86697067104507,164.86697067104507,0.46036316885114664,0.0,0.9,1.0,0.0,0.0,0.0,0.8297169745555364,0.0,0.0,0.0,81.7597912997863,94.04332027794847,20,0.0,False,False,0.14002693735054317,demand,1.0,0.1,0.0
0.5,0.65,91.12513622412698,511.8725630853037,25.61944414559061,65.50569207853637,42.03333333333333,0.5796666666666667,0.38323985903544733,0.5574635653195943,0.6167601409645528,0.733150339660204,0.9083616489132966,0.4705102482213602,0.4705102482213602,172.0438731884893,172.0438731884893,0.42643823048712903,0.0,0.9,1.0,0.0,0.0,0.0,0.8308438285061721,0.0,0.0,0.0,85.24523456055131,98.40553817095132,20,0.0,False,False,0.14442012550775848,demand,1.0,0.1,0.0
0.6,0.35,84.73568970646745,265.798997761803,13.251811620173857,71.4838780862936,47.92254901960784,0.5207745098039216,0.4748269213443872,0.5802659227659688,0.5251730786556128,0.6904202654209425,0.9091198180197925,0.3604992219410533,0.28316255947699875,132.49481201991367,118.23225972790809,0.7170929083213105,0.0,0.9,1.0,0.0,0.0,0.0,0.8398484433589207,0.0,0.0,0.0,83.04356877469729,86.84083683706487,20,0.0,False,False,0.044813089685369636,demand,1.0,0.1,0.0
0.6,0.4,81.43194287542163,291.087000156761,14.489276695367854,66.94266618005376,43.28235294117647,0.5671764705882353,0.4424420497686519,0.5782751235115695,0.5575579502313481,0.7250829183114299,0.9093513635062692,0.40979370641684953,0.37536412719823986,137.9529837148852,130.40695793892638,0.6246268678919916,0.0,0.9,1.0,0.0,0.0,0.0,0.8326624733962475,0.0,0.0,0.0,77.2142779499444,84.65387972394149,20,0.0,False,False,0.09135974792322629,demand,1.0,0.1,0.0
0.6,0.45,81.21092984024853,323.911925164185,16.15915186202787,65.05177797822066,41.2156862745098,0.587843137254902,0.420936468037583,0.5774551728506832,0.579063531962417,0.7403437135665938,0.9095572644445842,0.4377614258875093,0.4351033098594928,144.42179095135543,143.77160395205652,0.5583029073531302,0.0,0.9,1.0,0.0,0.0,0.0,0.829714100860002,0.0,0.0,0.0,78.64826135639498,84.80217774642482,20,0.0,False,False,0.07577694778443386,demand,1.0,0.1,0.0
0.6,0.5,81.43792990758632,355.94628290207623,17.81345777270956,63.62447213487676,39.89411764705882,0.6010588235294118,0.4054174842268945,0.5769337553820449,0.5945825157731055,0.7494194104792334,0.9097299083616124,0.4576989905523371,0.4576986579474106,150.1513864438156,150.1513008229004,0.508726674920054,0.0,0.9,1.0,0.0,0.0,0.0,0.8278416527913786,0.0,0.0,0.0,79.41437768216696,84.82972887859168,20,0.0,False,False,0.06649667056333486,demand,1.0,0.1,0.0
0.6,0.55,83.26007955587183,396.91092368326866,19.95109668578171,63.308982870090105,39.55,0.6045,0.39290053163683025,0.576803586165185,0.6070994683631697,0.7516159857557861,0.9092759005001201,0.46901863042676695,0.46901863042676695,156.77574323918742,156.77574323918742,0.4663797383555955,0.0,0.9,1.0,0.0,0.0,0.0,0.8273750423078587,0.0,0.0,0.0,80.41981935448895,86.79137148220244,20,0.0,False,False,0.07652589526338183,demand,1.0,0.1,0.0
0.6,0.6,85.48824110124069,443.8835970315634,22.184777029831242,63.30346407140945,39.48137254901961,0.6051862745098039,0.3819399979262316,0.5767887965317137,0.6180600020737683,0.7521056996598561,0.9089689743648407,0.47745126949589334,0.47745126949589334,163.56866008262006,163.56866008262006,0.4280675548042908,0.0,0.9,1.0,0.0,0.0,0.0,0.8273225086191038,0.0,0.0,0.0,81.96121971832663,89.5651770133781,20,0.0,False,False,0.0889474060654304,demand,1.0,0.1,0.0
0.6,0.65,88.3798689423604,493.8553159926976,24.698865979855196,63.68100296250522,39.8843137254902,0.601156862745098,0.3735714323492123,0.5769332773293474,0.6264285676507877,0.7492858021559148,0.909049533861707,0.480202080783285,0.480202080783285,169.95197485840376,169.95197485840376,0.3979400715558792,0.0,0.9,1.0,0.0,0.0,0.0,0.8278402315663225,0.0,0.0,0.0,83.13662238648071,94.39550603108792,20,0.0,False,False,0.12739194772906973,demand,1.0,0.1,0.0
0.7,0.35,85.69565926551265,258.606352836464,12.955571729421584,72.74008753609105,49.43921568627451,0.5056078431372549,0.4857467004917587,0.6012881703360413,0.5142532995082414,0.6780175462764999,0.9091408389926381,0.3564944389308151,0.3065408241422515,133.15427669270923,123.62010485721024,0.6939427696362748,0.0,0.9,1.0,0.0,0.0,0.0,0.8423390332680649,0.0,0.0,0.0,82.9074997250264,88.82293971081994,20,0.0,False,False,0.06902846697830528,demand,1.0,0.1,0.0
0.7,0.4,81.872180259218,285.5642118244391,14.192873108016196,67.6793071512018,43.97941176470589,0.5602058823529412,0.44765518822756273,0.5994421595049393,0.5523448117724372,0.7201650173670306,0.9094016150349967,0.40946826914894163,0.4042266620412221,138.63406343581852,137.4514088064529,0.5930432547121703,0.0,0.9,1.0,0.0,0.0,0.0,0.8337463895268875,0.0,0.0,0.0,79.13145546943235,83.92857555193602,20,0.0,False,False,0.05859279754509236,demand,1.0,0.1,0.0
0.7,0.45,80.64866337034755,316.0977574398647,15.710292371939087,64.93837099840846,41.068627450980394,0.5893137254901961,0.422272306328619,0.5985268526805888,0.577727693671381,0.7414272672666807,0.9094690857370017,0.44125954305287607,0.44125954305287607,144.31433205431796,144.31433205431796,0.5251172883360846,0.0,0.9,1.0,0.0,0.0,0.0,0.8295090249058628,0.0,0.0,0.0,76.22307602313832,85.5207895667687,20,0.0,False,False,0.11528664152726567,demand,1.0,0.1,0.0
0.7,0.5,80.57285948071515,346.484452231187,17.312104080445007,63.260755400270135,39.45490196078431,0.6054509803921568,0.4048998222844643,0.5980357891906192,0.5951001777155357,0.7526212784000623,0.9097464624142877,0.46121403320120635,0.46121403320120635,149.52757771996744,149.52757771996744,0.47749634107920685,0.0,0.9,1.0,0.0,0.0,0.0,0.8272427126500501,0.0,0.0,0.0,75.48149343190258,83.24018289848038,20,0.0,False,False,0.09629408111592246,demand,1.0,0.1,0.0
0.7,0.55,82.53672002917965,387.1348658191847,19.49382825437083,63.04289177480882,39.03235294117647,0.6096764705882354,0.39073067577259846,0.5979139361924941,0.6092693242274015,0.7559217518918538,0.909672209789284,0.4706504401814448,0.4706504401814448,155.88590489279954,155.88590489279954,0.43777258551406006,0.0,0.9,1.0,0.0,0.0,0.0,0.8266820802051041,0.0,0.0,0.0,79.49228354710449,87.16297698696599,20,0.0,False,False,0.09293673697173371,demand,1.0,0.1,0.0
0.7,0.6,83.27246408206827,424.4268783987924,21.28706699154515,61.98539709052312,38.14901960784314,0.6185098039215686,0.37795426536324406,0.5976582267690352,0.6220457346367559,0.7614870858954698,0.9094942863978893,0.4836067140335982,0.4836067140335982,161.22618174324447,161.22618174324447,0.40231476197683536,0.0,0.9,1.0,0.0,0.0,0.0,0.8255039926999037,0.0,0.0,0.0,79.80423465436773,87.97502552305741,20,0.0,False,False,0.09812116116363562,demand,1.0,0.1,0.0
