c0,eta,rr,sigma,rho,Y,U,Wage_Rate,collapsed,binding,frac_seeds_collapsed,mixed_basin
1.0,0.0,0.0,0.05,0.35,54.071624441922985,0.6966666666666667,0.9,False,capital,0.3333333333333333,True
1.0,0.0,0.0,0.05,0.4,84.77289607883479,0.5333333333333334,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.05,0.45,97.087785453484,0.46666666666666656,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.05,0.5,99.83832403312073,0.4516339869281045,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.05,0.55,101.96260757918088,0.44,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.05,0.6,114.7098980544251,0.36999999999999994,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.05,0.65,118.95870198977538,0.3466666666666666,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.3,0.35,89.67759653627944,0.4936601307189543,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.3,0.4,87.19203021593047,0.5344444444444445,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.3,0.45,90.10480971967233,0.5333333333333334,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.3,0.5,91.08918542628815,0.5366666666666667,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.3,0.55,93.65049846146718,0.5298039215686275,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.3,0.6,94.15594362035431,0.5311764705882354,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.3,0.65,104.06024288456724,0.48725490196078436,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.4,0.35,91.40705582913886,0.4869281045751634,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.4,0.4,87.05222124480264,0.534248366013072,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.4,0.45,86.99056473473775,0.5508496732026144,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.4,0.5,88.18527327225468,0.55718954248366,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.4,0.55,93.10695120999634,0.5433333333333333,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.4,0.6,94.77790272399602,0.541764705882353,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.4,0.65,95.49863068716711,0.5433333333333333,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.5,0.35,92.5237638364252,0.4683006535947713,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.5,0.4,87.70332621374764,0.5279084967320262,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.5,0.45,86.17371680230366,0.5571895424836601,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.5,0.5,88.71209956537716,0.560718954248366,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.5,0.55,90.36257149815594,0.5622222222222223,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.5,0.6,91.82804377329279,0.5652941176470588,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.5,0.65,94.94759454612284,0.5586928104575163,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.6,0.35,93.68732905871444,0.4566666666666666,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.6,0.4,88.67757740992751,0.5175163398692811,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.6,0.45,87.9669136281765,0.5443790849673203,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.6,0.5,88.1764551286925,0.5644444444444444,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.6,0.55,89.40030384983955,0.5716993464052288,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.6,0.6,91.50438211764265,0.575359477124183,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.6,0.65,93.74800762444364,0.573921568627451,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.7,0.35,93.78953310526576,0.4524183006535947,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.7,0.4,90.01699971275468,0.5047712418300653,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.7,0.45,87.33165290791509,0.5486928104575163,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.7,0.5,86.06037036773178,0.5737908496732027,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.7,0.55,89.49359015395557,0.5754248366013073,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.7,0.6,90.42162778798559,0.5843790849673204,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.7,0.65,90.06723409082262,0.5973856209150328,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.8,0.35,95.6521767166181,0.4276470588235293,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.8,0.4,88.8299436290506,0.5099346405228758,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.8,0.45,87.66161272244864,0.5447712418300653,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.8,0.5,87.50759336821761,0.5676470588235295,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.8,0.55,90.03781486285408,0.5758823529411766,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.8,0.6,90.18024130756596,0.5883660130718954,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.8,0.65,90.27138136747719,0.6013071895424836,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.9,0.35,95.26780268223605,0.42150326797385623,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.9,0.4,90.53560187473163,0.4902614379084967,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.9,0.45,88.08922053044506,0.5358823529411766,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.9,0.5,86.50661638121987,0.5690849673202615,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.9,0.55,87.41936128822853,0.5850326797385622,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.9,0.6,88.32083594097122,0.5976470588235294,0.9,False,demand,0.0,False
1.0,0.0,0.0,0.9,0.65,89.05502743743172,0.605686274509804,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.0,0.35,95.27839643944351,0.41339869281045755,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.0,0.4,90.6229179690544,0.48496732026143796,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.0,0.45,88.65060147339209,0.5265359477124184,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.0,0.5,87.8471438038744,0.5605882352941177,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.0,0.55,86.92807969841209,0.5866666666666666,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.0,0.6,88.51941141614073,0.5932026143790851,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.0,0.65,84.91835949856143,0.6271241830065359,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.25,0.35,100.35499845559457,0.35274509803921567,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.25,0.4,95.46862304436458,0.4275163398692811,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.25,0.45,89.7102284269453,0.5045098039215686,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.25,0.5,86.75650572451882,0.5469934640522877,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.25,0.55,87.17939032513027,0.5751633986928105,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.25,0.6,88.00770603365642,0.5883660130718955,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.25,0.65,86.72339809232373,0.6189542483660131,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.5,0.35,104.26755527128687,0.2966666666666667,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.5,0.4,96.81587825663037,0.39686274509803915,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.5,0.45,90.65861821452899,0.47771241830065353,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.5,0.5,88.0939947239931,0.5224836601307189,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.5,0.55,86.552467017697,0.5584313725490196,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.5,0.6,84.11072737779386,0.6013725490196078,0.9,False,demand,0.0,False
1.0,0.0,0.0,1.5,0.65,82.04333545338785,0.6377124183006535,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.05,0.35,0.0,1.0,0.9,True,collapsed,1.0,False
1.0,0.0,0.5,0.05,0.4,97.78737426434611,0.45771241830065357,0.9,False,capital,0.0,False
1.0,0.0,0.5,0.05,0.45,117.71631624027718,0.35333333333333333,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.05,0.5,120.45827420192552,0.33836601307189534,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.05,0.55,126.24022841493134,0.30666666666666664,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.05,0.6,130.69144314601644,0.2822222222222222,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.05,0.65,135.95281295375793,0.25333333333333335,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.3,0.35,112.9301801484258,0.37437908496732025,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.3,0.4,113.74199023079582,0.39718954248366006,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.3,0.45,115.86778804826935,0.4022222222222223,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.3,0.5,118.60303273267277,0.39882352941176463,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.3,0.55,121.70754608517404,0.39143790849673193,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.3,0.6,125.64751300254215,0.3773202614379085,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.3,0.65,129.16426792438227,0.3641830065359477,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.4,0.35,113.08370279406172,0.36686274509803923,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.4,0.4,113.45877031948379,0.39862745098039215,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.4,0.45,115.10633130127138,0.41084967320261434,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.4,0.5,117.49467670594743,0.4132679738562092,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.4,0.55,120.11416101238171,0.4126143790849674,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.4,0.6,124.37466751285088,0.4015686274509804,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.4,0.65,128.68555413957947,0.3881045751633987,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.5,0.35,113.00680614110598,0.36013071895424836,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.5,0.4,113.37821717819804,0.3967973856209149,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.5,0.45,114.7232365468031,0.4136601307189543,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.5,0.5,116.11022557358892,0.4259477124183007,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.5,0.55,118.72860584698593,0.4275816993464053,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.5,0.6,121.2713725108797,0.4284313725490196,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.5,0.65,126.03964525924282,0.41627450980392156,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.6,0.35,112.95369803449164,0.35058823529411764,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.6,0.4,113.4943579686449,0.3918300653594771,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.6,0.45,114.17955741118006,0.4162745098039216,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.6,0.5,115.71558140266329,0.43078431372549025,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.6,0.55,117.76131156220772,0.43901960784313737,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.6,0.6,120.4794512730458,0.44071895424836605,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.6,0.65,123.85626203338983,0.4386274509803922,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.7,0.35,113.12503576995736,0.33895424836601307,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.7,0.4,113.1886446417762,0.3877777777777778,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.7,0.45,113.43514868011503,0.41928104575163405,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.7,0.5,115.22001516285361,0.4337254901960785,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.7,0.55,116.84473457914025,0.4469281045751634,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.7,0.6,120.25483786622955,0.44908496732026143,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.7,0.65,123.25899038728829,0.4515686274509803,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.8,0.35,112.77379188980518,0.33117647058823524,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.8,0.4,113.05245262031025,0.3802614379084967,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.8,0.45,113.51287382203041,0.41267973856209156,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.8,0.5,114.43775586508464,0.4366666666666667,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.8,0.55,116.40800218170365,0.4508496732026144,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.8,0.6,119.90352419641572,0.4558169934640522,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.8,0.65,123.19730615036595,0.4594771241830065,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.9,0.35,112.73903802166001,0.3205882352941176,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.9,0.4,112.87949153658555,0.3739869281045752,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.9,0.45,113.19603972110087,0.40947712418300664,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.9,0.5,113.77341858742936,0.43784313725490204,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.9,0.55,116.05106831388537,0.45254901960784305,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.9,0.6,119.24384402169467,0.46222222222222215,0.9,False,demand,0.0,False
1.0,0.0,0.5,0.9,0.65,122.82023893963475,0.4677124183006536,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.0,0.35,113.82031870461223,0.3028104575163399,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.0,0.4,113.0461992992545,0.3635294117647059,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.0,0.45,113.0958870486722,0.4041830065359477,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.0,0.5,113.59300623488757,0.4337254901960785,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.0,0.55,115.6565293037899,0.4527450980392156,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.0,0.6,118.90205542227675,0.46464052287581686,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.0,0.65,122.91698107985593,0.4712418300653595,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.25,0.35,114.49381156533087,0.26810457516339875,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.25,0.4,112.6013845652616,0.3358169934640522,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.25,0.45,112.95140561660367,0.3822222222222222,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.25,0.5,113.49174365838319,0.41640522875817004,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.25,0.55,114.2067611318097,0.4467320261437908,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.25,0.6,117.44622256334922,0.4658169934640523,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.25,0.65,120.93112362637407,0.48104575163398694,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.5,0.35,116.14151448015696,0.21993464052287579,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.5,0.4,113.45362574581306,0.2959477124183007,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.5,0.45,113.01934100367255,0.3493464052287582,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.5,0.5,113.05702989216343,0.3950326797385621,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.5,0.55,113.51414294489585,0.42901960784313725,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.5,0.6,115.36806757295,0.4580392156862745,0.9,False,demand,0.0,False
1.0,0.0,0.5,1.5,0.65,118.95874521741075,0.47986928104575166,0.9,False,demand,0.0,False
1.0,0.1,0.0,0.05,0.35,81.39964725957226,0.5511111111111111,0.8350355289716563,False,demand,0.0,False
1.0,0.1,0.0,0.05,0.4,84.9104304248506,0.5333333333333334,0.8377601724278009,False,demand,0.0,False
1.0,0.1,0.0,0.05,0.45,86.77711006428525,0.5233333333333334,0.8393931178543307,False,demand,0.0,False
1.0,0.1,0.0,0.05,0.5,98.32048587954291,0.45999999999999996,0.8502555372458472,False,demand,0.0,False
1.0,0.1,0.0,0.05,0.55,100.14301527701757,0.44999999999999996,0.8521571953460191,False,demand,0.0,False
1.0,0.1,0.0,0.05,0.6,107.42683958174395,0.4100000000000001,0.8603316987167134,False,demand,0.0,False
1.0,0.1,0.0,0.05,0.65,114.71022849979737,0.36999999999999994,0.8691228858296839,False,demand,0.0,False
1.0,0.1,0.0,0.3,0.35,83.76761517698024,0.5422875816993464,0.8365561225800082,False,demand,0.0,False
1.0,0.1,0.0,0.3,0.4,82.63006292155696,0.5645751633986928,0.8329761627446718,False,demand,0.0,False
1.0,0.1,0.0,0.3,0.45,84.76084285517182,0.5653594771241831,0.8329246391833358,False,demand,0.0,False
1.0,0.1,0.0,0.3,0.5,87.96503232662866,0.5566666666666668,0.8342001627447919,False,demand,0.0,False
1.0,0.1,0.0,0.3,0.55,91.62184254980544,0.5433333333333333,0.8362258795351939,False,demand,0.0,False
1.0,0.1,0.0,0.3,0.6,93.01698082296888,0.54,0.8367270526432665,False,demand,0.0,False
1.0,0.1,0.0,0.3,0.65,96.35867982028621,0.5264705882352941,0.8388721291339225,False,demand,0.0,False
1.0,0.1,0.0,0.4,0.35,84.28519225157136,0.5339215686274511,0.837683580355803,False,demand,0.0,False
1.0,0.1,0.0,0.4,0.4,82.84045548494719,0.5641830065359477,0.8331464612778108,False,demand,0.0,False
1.0,0.1,0.0,0.4,0.45,84.18526880838631,0.5731372549019609,0.8317517203176178,False,demand,0.0,False
1.0,0.1,0.0,0.4,0.5,85.70012709984877,0.5745098039215687,0.8315492096101043,False,demand,0.0,False
1.0,0.1,0.0,0.4,0.55,88.90602022230091,0.5676470588235295,0.8326425162659579,False,demand,0.0,False
1.0,0.1,0.0,0.4,0.6,90.78098440926412,0.563202614379085,0.8331910931086224,False,demand,0.0,False
1.0,0.1,0.0,0.4,0.65,93.13872492034079,0.558169934640523,0.8339747277964694,False,demand,0.0,False
1.0,0.1,0.0,0.5,0.35,84.97664234837153,0.524640522875817,0.8391922187227515,False,demand,0.0,False
1.0,0.1,0.0,0.5,0.4,82.50643909824991,0.5622222222222223,0.8334580027164525,False,demand,0.0,False
1.0,0.1,0.0,0.5,0.45,82.88932520904221,0.581764705882353,0.8305283269671935,False,demand,0.0,False
1.0,0.1,0.0,0.5,0.5,84.68415905177028,0.5854248366013073,0.8300247192570346,False,demand,0.0,False
1.0,0.1,0.0,0.5,0.55,84.07570905993481,0.5961437908496733,0.8285610544169512,False,demand,0.0,False
1.0,0.1,0.0,0.5,0.6,89.75220530095409,0.5776470588235295,0.8310867589596592,False,demand,0.0,False
1.0,0.1,0.0,0.5,0.65,90.16460881663886,0.583202614379085,0.8303015563209369,False,demand,0.0,False
1.0,0.1,0.0,0.6,0.35,85.06568281212327,0.5201960784313725,0.8401208769828917,False,demand,0.0,False
1.0,0.1,0.0,0.6,0.4,81.69645393289558,0.5682352941176471,0.8325138708250881,False,demand,0.0,False
1.0,0.1,0.0,0.6,0.45,81.1235605105026,0.5888235294117647,0.8295719851594332,False,demand,0.0,False
1.0,0.1,0.0,0.6,0.5,81.27794905202757,0.6019607843137255,0.8276931448273127,False,demand,0.0,False
1.0,0.1,0.0,0.6,0.55,84.84247507656214,0.5976470588235294,0.828297177656248,False,demand,0.0,False
1.0,0.1,0.0,0.6,0.6,85.86472907455614,0.6045751633986928,0.827377862419684,False,demand,0.0,False
1.0,0.1,0.0,0.6,0.65,89.1313369205983,0.5988888888888889,0.8281332589869844,False,demand,0.0,False
1.0,0.1,0.0,0.7,0.35,85.52864802373081,0.5041830065359477,0.8425050572802223,False,demand,0.0,False
1.0,0.1,0.0,0.7,0.4,82.38796237237396,0.5592156862745098,0.8338480575550519,False,demand,0.0,False
1.0,0.1,0.0,0.7,0.45,79.67397766802627,0.5955555555555555,0.8286070351769353,False,demand,0.0,False
1.0,0.1,0.0,0.7,0.5,81.56386191036133,0.6002614379084967,0.8279634793134466,False,demand,0.0,False
1.0,0.1,0.0,0.7,0.55,84.45181617078231,0.5977777777777779,0.8282471492034844,False,demand,0.0,False
1.0,0.1,0.0,0.7,0.6,83.43704508191841,0.6166013071895424,0.8257631540038983,False,demand,0.0,False
1.0,0.1,0.0,0.7,0.65,85.72539400562874,0.6201307189542483,0.8254308112498759,False,demand,0.0,False
1.0,0.1,0.0,0.8,0.35,84.84593327419525,0.5075816993464052,0.8421016868106862,False,demand,0.0,False
1.0,0.1,0.0,0.8,0.4,82.65244847362962,0.549607843137255,0.8352750336898601,False,demand,0.0,False
1.0,0.1,0.0,0.8,0.45,80.91490654598363,0.5851633986928105,0.8300346082421691,False,demand,0.0,False
1.0,0.1,0.0,0.8,0.5,80.39891783985225,0.6043790849673202,0.8273724983396488,False,demand,0.0,False
1.0,0.1,0.0,0.8,0.55,80.12598010084976,0.6242483660130719,0.8247685786562672,False,demand,0.0,False
1.0,0.1,0.0,0.8,0.6,82.56584676807462,0.6253594771241829,0.8245004696354937,False,demand,0.0,False
1.0,0.1,0.0,0.8,0.65,82.41604435391571,0.6380392156862745,0.8229275805560669,False,demand,0.0,False
1.0,0.1,0.0,0.9,0.35,88.08484242203276,0.4731372549019608,0.8478514073031894,False,demand,0.0,False
1.0,0.1,0.0,0.9,0.4,84.3181494117456,0.534248366013072,0.8378159985241812,False,demand,0.0,False
1.0,0.1,0.0,0.9,0.45,80.65405031489063,0.578562091503268,0.8309803482493877,False,demand,0.0,False
1.0,0.1,0.0,0.9,0.5,80.12631244728222,0.6033333333333334,0.8275564255102824,False,demand,0.0,False
1.0,0.1,0.0,0.9,0.55,80.06908148314496,0.6245751633986928,0.8248580118847842,False,demand,0.0,False
1.0,0.1,0.0,0.9,0.6,80.02078916684958,0.6396732026143791,0.8227525434036487,False,demand,0.0,False
1.0,0.1,0.0,0.9,0.65,81.77199156811527,0.6426797385620914,0.8223304317729352,False,demand,0.0,False
1.0,0.1,0.0,1.0,0.35,90.68211551331693,0.44993464052287574,0.8522229548182216,False,demand,0.0,False
1.0,0.1,0.0,1.0,0.4,83.96789301745112,0.5254248366013072,0.8389881058249129,False,demand,0.0,False
1.0,0.1,0.0,1.0,0.45,82.26756009006026,0.5671895424836602,0.8327432955548901,False,demand,0.0,False
1.0,0.1,0.0,1.0,0.5,81.14952160252564,0.591045751633987,0.8292613997592602,False,demand,0.0,False
1.0,0.1,0.0,1.0,0.55,78.7002547548748,0.6224183006535947,0.8249408867059769,False,demand,0.0,False
1.0,0.1,0.0,1.0,0.6,81.6641878852855,0.6294771241830065,0.8241434978365968,False,demand,0.0,False
1.0,0.1,0.0,1.0,0.65,80.72698763615243,0.6480392156862744,0.8216509790195876,False,demand,0.0,False
1.0,0.1,0.0,1.25,0.35,98.06886161703619,0.3663398692810457,0.8701830070621474,False,demand,0.0,False
1.0,0.1,0.0,1.25,0.4,87.62652914103626,0.47699346405228754,0.8472332206416895,False,demand,0.0,False
1.0,0.1,0.0,1.25,0.45,81.93958170861187,0.5507843137254903,0.8350719401004151,False,demand,0.0,False
1.0,0.1,0.0,1.25,0.5,80.96215362850585,0.5789542483660131,0.8308646863828456,False,demand,0.0,False
1.0,0.1,0.0,1.25,0.55,78.93984088387573,0.6081045751633987,0.8268237658575943,False,demand,0.0,False
1.0,0.1,0.0,1.25,0.6,78.72864335028747,0.6362091503267974,0.8232586435601439,False,demand,0.0,False
1.0,0.1,0.0,1.25,0.65,79.81008642274355,0.6465359477124183,0.8218212009216307,False,demand,0.0,False
1.0,0.1,0.0,1.5,0.35,4.951933511244761e-06,1.0,0.7867155323539139,True,collapsed,1.0,False
1.0,0.1,0.0,1.5,0.4,90.84487613283663,0.4306535947712418,0.8559821283614685,False,demand,0.0,False
1.0,0.1,0.0,1.5,0.45,86.74908538914737,0.48960784313725486,0.8451135680739884,False,demand,0.0,False
1.0,0.1,0.0,1.5,0.5,83.02912189551074,0.5458169934640523,0.8358518340944915,False,demand,0.0,False
1.0,0.1,0.0,1.5,0.55,80.18215959323756,0.592483660130719,0.8290027441197272,False,demand,0.0,False
1.0,0.1,0.0,1.5,0.6,79.49381571630144,0.6173202614379085,0.8255786315994063,False,demand,0.0,False
1.0,0.1,0.0,1.5,0.65,78.34941591120422,0.6451633986928105,0.8219926859793216,False,demand,0.0,False
1.0,0.1,0.5,0.05,0.35,0.0,1.0,0.7867155323539139,True,collapsed,1.0,False
1.0,0.1,0.5,0.05,0.4,113.38746912570566,0.37686274509803913,0.8674151979959824,False,demand,0.0,False
