sigma,rho,seed,Output,Total_Capital,Investment,Consumption,Employment,Unemployment_Rate,Wage_Share,Wage_Share_Profitmax,Profit_Share,Income_Gini,Wealth_Gini,Output_Gap,Output_Gap_PM,Potential_Output,Potential_Output_PM,Average_Utilization,Money_Buffer,Cash_Constrained,Bound_Demand,Bound_Profitmax,Bound_Capital,Bound_Workforce,c0
0.3,0.4,13,68.06704866744637,242.1794538699697,12.165521446590926,55.90152722085544,36.568627450980394,0.6343137254901962,0.483411412007416,0.5488409715364094,0.5165885879925841,0.7480611256163827,0.9092988392228207,0.38104198294332176,0.21555758410439987,109.97494455709814,86.7812807073107,0.7853273157347401,0.0,0.9,1.0,0.0,0.0,0.0,0.5
0.3,0.4,14,68.78849972342329,248.08135923368036,12.413387122727453,56.37511260069584,36.705882352941174,0.6329411764705882,0.4802122247476776,0.5488409715364094,0.5197877752523223,0.7467255382645533,0.9066440922377796,0.3861596088924434,0.22628054200299028,112.06222969833316,88.90631453246772,0.7739322517341121,0.0,0.9,1.0,0.0,0.0,0.0,0.5
0.3,0.4,15,66.77768750113904,234.6324462493625,11.792500363145033,54.985187137994004,36.0,0.64,0.48497675882322633,0.5488409715364094,0.5150232411767737,0.7496802627821636,0.9061794572747006,0.3774699759262952,0.20578509120049798,107.25917745046951,84.07565365717709,0.7946832355355313,0.0,0.9,0.9980392156862745,0.00196078431372549,0.0,0.0,0.5
0.3,0.4,16,67.44822294213623,232.81273811755844,11.543301208263543,55.90492173387267,36.64705882352941,0.6335294117647059,0.4887423095080052,0.5488409715364094,0.5112576904919948,0.7478978378449176,0.91054076543085,0.3672746051745792,0.19179910004608852,106.59484569537214,83.45620762268517,0.8091613178429702,0.0,0.9,0.8980392156862744,0.013725490196078433,0.08823529411764704,0.0,0.5
0.3,0.4,17,68.51209531816268,247.8544584943301,12.266825357158313,56.24526996100439,36.549019607843135,0.6345098039215685,0.47984568415903167,0.5488409715364094,0.5201543158409683,0.7516945986872087,0.9150834042495651,0.38827161369804153,0.2290749480847982,111.97037937460593,88.85284701070005,0.7716477055457795,0.0,0.9,1.0,0.0,0.0,0.0,0.5
0.3,0.4,18,70.24184975330449,254.17209727458686,12.638150678130406,57.6036990751741,37.431372549019606,0.625686274509804,0.4795824608408367,0.5488409715364094,0.5204175391591634,0.7448701861683176,0.9116890144779795,0.38476635654650015,0.22898892889432362,114.17244431233422,91.10564555898068,0.7706777182268976,0.0,0.9,1.0,0.0,0.0,0.0,0.5
0.3,0.4,19,68.12980422618621,241.8720974649784,12.136658174307113,55.9931460518791,36.6078431372549,0.6339215686274511,0.483515312744925,0.5488409715364094,0.5164846872550749,0.7477715309124143,0.9089363815845343,0.3799119194544139,0.2139590008482879,109.86748205870605,86.67395098100806,0.7877873813898736,0.0,0.9,0.9960784313725489,0.00392156862745098,0.0,0.0,0.5
0.3,0.45,0,69.45893675916584,271.5198297390018,13.713201542332577,55.74573521683327,36.333333333333336,0.6366666666666666,0.4704750960722826,0.5488409715364094,0.5295249039277173,0.7502893333326635,0.9100075415170779,0.4206901155991686,0.2855109546878976,119.91467946350284,97.27910473045841,0.7160320388803916,0.0,0.9,1.0,0.0,0.0,0.0,0.5
0.3,0.45,1,69.02135141529517,263.8465323949165,13.660159441250164,55.36119197404499,36.372549019607845,0.6362745098039216,0.4738172675266931,0.5488409715364094,0.5261827324733069,0.747522589732727,0.907175964935987,0.41155394390789074,0.2683739849435322,117.31057923617813,94.46036142779907,0.733775965451584,0.0,0.9,1.0,0.0,0.0,0.0,0.5
0.3,0.45,2,67.92576416170168,266.20856181681285,13.317384141694538,54.60838002000713,35.372549019607845,0.6462745098039215,0.46862448944413754,0.5488409715364094,0.5313755105558624,0.7570628212456484,0.9104356725398867,0.42546459797297537,0.28800788065986793,118.22618265860272,95.40323996934312,0.712462467370433,0.0,0.9,1.0,0.0,0.0,0.0,0.5
