sigma,rho,seed,Output,Total_Capital,Investment,Consumption,Employment,Unemployment_Rate,Wage_Share,Wage_Share_Profitmax,Profit_Share,Income_Gini,Wealth_Gini,Output_Gap,Output_Gap_PM,Potential_Output,Potential_Output_PM,Average_Utilization,Money_Buffer,Cash_Constrained,Bound_Demand,Bound_Profitmax,Bound_Capital,Bound_Workforce,c0,anchor
0.3,0.5,9,91.06935310252722,445.93870300714195,22.503411221702226,68.56594188082501,42.11764705882353,0.5788235294117647,0.41619653058541073,0.5017438362023238,0.5838034694145893,0.7257742381546896,0.9072725653218667,0.3830158615353155,0.29415974603745915,147.60219537434142,129.0240626162891,0.7063747252749123,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.5,10,83.8841296375034,403.24188661549044,19.898663883850702,63.9854657536527,39.19607843137255,0.6080392156862745,0.41973042696375923,0.5017438362023238,0.5802695730362408,0.7434016047420924,0.9098498936698548,0.3892476892093593,0.2805367627971213,137.39668268650448,116.73781898462194,0.7186479058921839,0.0,0.9,0.9901960784313726,0.00980392156862745,0.0,0.0,1.0,rho050
0.3,0.5,11,88.02243466429508,427.44593108514414,21.421761486558722,66.60067317773635,40.8235294117647,0.591764705882353,0.4173171620436802,0.5017438362023238,0.5826828379563198,0.7326918819268345,0.9055733621067955,0.38588487728927034,0.2883502587882643,143.33030782140364,123.69615212234494,0.7118556451755227,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.5,12,84.23322290681963,403.5345220579474,20.15631542756,64.07690747925963,39.21568627450981,0.607843137254902,0.4189316950809591,0.5017438362023238,0.581068304919041,0.7407273033826071,0.9025927563847083,0.38760059794968754,0.2787232781522002,137.5450941882429,116.78686571693416,0.7215290168840273,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.5,13,86.73672172758025,420.0782492049284,20.890410426076016,65.8463113015042,40.31372549019608,0.5968627450980392,0.418170353359768,0.5017438362023238,0.581829646640232,0.7377534775195079,0.910092950606248,0.3873625266861076,0.28658991117519544,141.57204862416378,121.58869913335997,0.7133858025740462,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.5,14,88.39273752825375,415.84667949857743,21.506965020294608,66.88577250795913,41.6078431372549,0.583921568627451,0.42314587614756294,0.5017438362023238,0.5768541238524371,0.7262155231419982,0.9072642325825442,0.3699553448678704,0.26319101569921255,140.39011981499686,120.23621669581748,0.7390156078351735,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.5,15,87.76043720989632,429.96283450522685,21.288269043696364,66.47216816619994,40.549019607843135,0.5945098039215688,0.41580887906768554,0.5017438362023238,0.5841911209323145,0.7358012028333177,0.9070904394444652,0.3902541878884438,0.29487768679936643,143.92997684134153,124.46429021201556,0.7044625750580163,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.5,16,93.67615112801035,463.8479350359261,23.209887361766945,70.4662637662434,43.13725490196079,0.5686274509803922,0.41443824055961437,0.5017438362023238,0.5855617594403857,0.7218434217682423,0.9101908480496329,0.38192115017724576,0.3021522454123897,151.56015015804164,134.23602244916538,0.6982132127805348,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.5,17,90.01509290555327,440.0019560784667,21.66442308359231,68.35066982196093,41.64705882352941,0.5835294117647059,0.41636810629790205,0.5017438362023238,0.583631893702098,0.7343905064560691,0.9178804301360328,0.38449246359072864,0.2933083558833534,146.25162187178822,127.38880157148482,0.7040621153314919,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.5,18,88.80787365170359,432.469553145212,21.45506511148413,67.35280854021947,41.13725490196079,0.5886274509803922,0.4168610079411114,0.5017438362023238,0.5831389920588886,0.7343634062428323,0.9117036579210193,0.38545052296432025,0.29051899459296715,144.513659777178,125.18337138332461,0.7086560298383043,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.5,19,86.48653854081621,419.24621450380573,20.876101499993638,65.61043704082255,40.13725490196079,0.5986274509803923,0.417556282374464,0.5017438362023238,0.582443717625536,0.737615954054933,0.9073615242757538,0.38828299900412144,0.28723110327557755,141.37480786762714,121.34375596153036,0.7127475893921584,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,0,91.81799225885727,485.0128227837748,24.34358264025482,67.47440961860245,41.6078431372549,0.583921568627451,0.40783175549582396,0.5017438362023238,0.592168244504176,0.7286433401784386,0.9098091081859284,0.41148800192132956,0.34579068257940093,156.01658131627877,140.34964850671668,0.654699069122929,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,1,95.28088331611562,511.2194164889526,25.56097082444789,69.71991249166771,43.0,0.5700000000000002,0.4061675191612584,0.5017438362023238,0.5938324808387417,0.7202387272365394,0.9076725570040994,0.4089997520875085,0.3559845731005356,161.21970109600306,147.94813809792424,0.6440154268994646,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,2,90.09706946905821,478.7871231289672,23.58327125561221,66.513798213446,40.8235294117647,0.5917647058823529,0.40759391058763533,0.5017438362023238,0.5924060894123646,0.734796978284799,0.9111755511619254,0.417652298544204,0.3500414351930651,154.66745939405627,138.61586722868697,0.6489657920131251,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,3,88.34419324285872,466.40820497561066,23.004693029955444,65.33950021290329,40.11764705882353,0.5988235294117648,0.4085157423902288,0.5017438362023238,0.5914842576097712,0.7360192202651856,0.9043739459842247,0.4192196803167125,0.34582933943220473,152.06637496909835,135.02739600191072,0.6539180849844579,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,4,88.61828745422181,464.08907959755277,23.1630262856288,65.455261168593,40.27450980392157,0.5972549019607843,0.4089741855732876,0.5017438362023238,0.5910258144267125,0.7360044166151727,0.9074993638983808,0.4154666640031881,0.3401795059885605,151.6041461812093,134.3146479220937,0.6595075113848622,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,5,93.26919014188547,497.46918042872665,24.85957798479811,68.40961215708738,42.15686274509804,0.5784313725490197,0.40678714857586157,0.5017438362023238,0.5932128514241385,0.7248814438597065,0.9075728963299439,0.4116726777266581,0.35216565587275306,158.53261852666165,143.970896019817,0.6478436281347453,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,6,87.50018105809573,456.26008357079974,22.726034322382084,64.77414673571367,39.76470588235294,0.6023529411764708,0.4090023310655754,0.5017438362023238,0.5909976689344247,0.7393849458641233,0.9080541309553319,0.41629431550842927,0.33739537186263846,149.90461508704033,132.0560142702204,0.662074158680259,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,7,86.79665648976042,457.9144498838557,22.493015543258956,64.30364094650149,39.35294117647059,0.6064705882352941,0.40803221830232617,0.5017438362023238,0.5919677816976738,0.7427079478592296,0.909548544806075,0.4223282486573598,0.34526608877839476,150.25500926875603,132.58302300488864,0.6542894398414397,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,8,87.12314884068812,453.0960868378518,22.538134612026578,64.58501422866155,39.745098039215684,0.6025490196078431,0.4103871043960531,0.5017438362023238,0.589612895603947,0.7393629283811407,0.908331418805027,0.41602461052668205,0.33561868814612394,149.17125824539562,131.144458831088,0.6644523992073573,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,9,92.93315644441475,495.40784718374164,24.770392359187138,68.1627640852276,42.0,0.58,0.4067439592736631,0.5017438362023238,0.5932560407263369,0.7257241578580379,0.9073719661589874,0.4122693037887528,0.3518050504356332,158.12200561158355,143.37223162086107,0.6481949495643667,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,10,97.70552564305842,529.4912132996158,26.474560664980846,71.23096497807758,44.0,0.5599999999999999,0.4052994929341893,0.5017438362023238,0.5947005070658107,0.7144124691971235,0.9078410907454736,0.40657622842654384,0.3623854714444028,164.64713805446883,153.23604037755072,0.6376145285555973,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,11,89.42445705847993,467.3293201372211,23.410301006205174,66.01415605227476,40.666666666666664,0.5933333333333334,0.4092200925005395,0.5017438362023238,0.5907799074994606,0.7326843648307172,0.9052530362123979,0.4128525359194733,0.3387413081150861,152.29933045652533,135.23936209658262,0.661311019590969,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,12,87.63165587578766,454.496819278157,22.803174132138444,64.82848174364919,39.94117647058823,0.6005882352941175,0.4100924301409849,0.5017438362023238,0.5899075698590152,0.7356258537019494,0.9027481098143735,0.41382958153119404,0.3336006142510104,149.49929773501196,131.52016199685949,0.6667860055167717,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,13,89.48373015060889,461.5599560343514,23.351287693960817,66.13244245664808,40.90196078431372,0.5909803921568627,0.4111646254268496,0.5017438362023238,0.5888353745731504,0.7325263185024938,0.910089543163693,0.40749120879264544,0.3296510251424787,151.02979698975844,133.53400867891665,0.6717057735741533,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,14,90.48456996501625,451.4302065838957,23.782757686713257,66.70181227830298,41.76470588235294,0.5823529411764706,0.4151103306237939,0.5017438362023238,0.5848896693762061,0.7248072978805692,0.9078878012046712,0.39133873908420724,0.30585940988485555,148.57116388865126,130.45842916651932,0.6957380309522537,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,15,95.77461198708801,514.1583264069543,25.657614198785467,70.11699778830257,43.23529411764706,0.5676470588235295,0.4062782990276329,0.5017438362023238,0.5937217009723671,0.7187611722750239,0.9071669065070443,0.4080006017015958,0.3563786205570694,161.78145579661853,148.80632947437297,0.6433679630883945,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,16,92.11687977874976,483.80319777009146,24.242026580721337,67.87485319802845,41.84313725490196,0.5815686274509804,0.40877233944840197,0.5017438362023238,0.591227660551598,0.7280322949663502,0.9102397395399441,0.408622551059085,0.34204046973700064,155.76331117122515,140.00575410996464,0.658348375566454,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,17,93.52310453749618,491.07608035131517,24.441702576387616,69.08140196110857,42.450980392156865,0.5754901960784314,0.40850853403951926,0.5017438362023238,0.5914914659604809,0.7278738358245852,0.9168287028972403,0.40526077057169757,0.342007636455916,157.25091672883292,142.13568117066512,0.6574873970826749,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,18,90.78160759087491,469.5404095691705,23.737112756959604,67.04449483391532,41.431372549019606,0.5856862745098039,0.4106181859437453,0.5017438362023238,0.5893818140562548,0.7303342852895521,0.9109491479787992,0.4056992119801003,0.331603527656798,152.74723868069887,135.84592100285252,0.6695487165016756,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.55,19,93.22344904612811,495.2509130122702,24.780057219618975,68.44339182650913,42.1764705882353,0.5782352941176471,0.4071752887975616,0.5017438362023238,0.5928247112024384,0.7247878865917367,0.9067935817582278,0.4103159066356959,0.34956084176219554,158.09035568207747,143.32412421965776,0.6504854974666634,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,0,94.12055115326594,534.1472137314357,26.707360686571867,67.41319046669408,42.0,0.58,0.40161260783998676,0.5017438362023238,0.5983873921600132,0.7241253070751766,0.9084570633240322,0.4312786160629903,0.39113455021137356,165.4950100552057,154.5834981865711,0.6088654497886264,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,1,96.44699803612178,549.9886171215949,27.49943085607972,68.94756718004204,43.0,0.5700000000000002,0.4012566568998435,0.5017438362023238,0.5987433431001565,0.7181390871276802,0.9074175981111721,0.42694793749361626,0.3940554975002744,168.30407627238475,159.16803872012264,0.6059445024997255,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,2,96.62217215951587,542.5440657750856,27.49969624863567,69.12247591088021,43.31372549019608,0.5668627450980391,0.4033205114769669,0.5017438362023238,0.5966794885230331,0.7169057257129348,0.9108534994278646,0.42113225078809335,0.38395208429518235,166.94154587858858,156.9557240600075,0.6169564835106429,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,3,96.37911404079843,547.5053841670345,27.376624016137978,69.00249002466043,43.0,0.5700000000000002,0.4015392794019709,0.5017438362023238,0.5984607205980291,0.7182898757130303,0.9071913900609996,0.4258752551944657,0.39173484289959837,167.87138151063317,158.44917800415124,0.6082652755432346,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,4,94.14559566873679,535.05725138598,26.75286256929904,67.39273309943776,42.0,0.58,0.40150577126309867,0.5017438362023238,0.5984942287369014,0.7236512634460416,0.907259825105221,0.4316922732905097,0.3920083852338005,165.6595383874879,154.84686528931823,0.6079916147661995,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,5,93.19558606658009,522.5905763879379,26.181427431598806,67.01415863498129,41.76470588235294,0.5823529411764706,0.4032610054189754,0.5017438362023238,0.5967389945810246,0.7256568733986122,0.9079097469275063,0.4294995402262772,0.38368506597348706,163.3552169436967,151.23069803017347,0.6166038966966134,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,6,89.28853286607489,496.4483461598085,24.82241730799046,64.46611555808443,40.0,0.6000000000000001,0.4031872721438587,0.5017438362023238,0.5968127278561413,0.736002666144672,0.9076391476965859,0.43605941647331176,0.3785310216492487,158.32968130737368,143.67335454623654,0.6214689783507513,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,7,94.83638728660249,538.1611548046072,26.835997659876842,68.00038962672564,42.333333333333336,0.5766666666666665,0.40173808670235867,0.5017438362023238,0.5982619132976412,0.7230401349886981,0.9097214229979536,0.4294444080912121,0.3911217531672936,166.21705760580488,155.75613079887222,0.6089318460064422,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,8,91.61698686229845,512.147340363598,25.607368505099135,66.00961835719933,41.0,0.59,0.4027637369853824,0.5017438362023238,0.5972362630146176,0.7306867435098622,0.9098491033140763,0.4323524399540512,0.3818712842196492,161.3976581787517,148.2166812888439,0.6181287166844659,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,9,94.06985926547931,532.3184715146358,26.615923575731777,67.45393568974755,42.0,0.58,0.4018290268014827,0.5017438362023238,0.5981709731985173,0.7238177498151389,0.9071092064846384,0.43044301770222326,0.3893718884736685,165.16320963351401,154.05425575698024,0.6106281115263316,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,10,98.85437329785087,568.9291381311289,28.44645690655654,70.40791639129434,44.0,0.5599999999999999,0.4005892574998593,0.5017438362023238,0.5994107425001407,0.7121526739353871,0.9075825959283916,0.4236336058133318,0.39960710195334365,171.51307622185007,164.64947140358902,0.6003928980466562,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,11,91.95307941832739,511.8336091350063,25.781990062509283,66.17108935581813,41.254901960784316,0.587450980392157,0.4037048386266598,0.5017438362023238,0.5962951613733403,0.7270064422205498,0.904881586691403,0.43001209843404103,0.37905922122164826,161.31439813680987,148.09651574329655,0.6213560434274017,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,12,86.40473245606725,476.8651560536723,23.67789550321257,62.72683695285468,38.78431372549019,0.6121568627450981,0.40397618220099746,0.5017438362023238,0.5960238177990027,0.7412500535303126,0.9019294270579635,0.4401266099601917,0.3740213496851701,154.3282284533505,138.03117322213473,0.625762026924155,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,13,95.91477703111279,547.5488546815515,27.295546641442566,68.61923038967021,42.78431372549019,0.5721568627450981,0.4014499261227444,0.5017438362023238,0.5985500738772557,0.7196187165545641,0.9079487475641086,0.4286645951612719,0.3947564888738909,167.87800716471654,158.4744225953238,0.6052310882003379,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,14,98.17088110655536,569.4008798497199,28.124132046587864,70.0467490599675,43.666666666666664,0.5633333333333334,0.4003133824182481,0.5017438362023238,0.5996866175817519,0.7141039129455274,0.9061078168836237,0.4278609780379387,0.4044231914426405,171.58424878872347,164.8387725392144,0.5950926280523005,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,15,96.72989806301254,550.2943325415417,27.496150473895234,69.23374758911729,43.15686274509804,0.5684313725490197,0.4015381663218492,0.5017438362023238,0.5984618336781509,0.7172134472207873,0.9072887039100551,0.42544693016235413,0.3926243094893091,168.35663068872154,159.25933144996517,0.6072942552699581,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,16,97.26439752799793,553.579994609123,27.680587708731828,69.5838098192661,43.411764705882355,0.5658823529411766,0.40168672627413354,0.5017438362023238,0.5983132737258664,0.7164446978276813,0.9089511841404081,0.424214245880965,0.39287981093637636,168.92450143727532,160.20707050429746,0.6071617086203661,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,17,96.02359827088515,540.0944966037447,26.99745001037987,69.02614826050527,42.98039215686274,0.5701960784313727,0.40282182698757313,0.5017438362023238,0.5971781730124269,0.7218522566737441,0.9155895273083765,0.4234517489671543,0.385602963979561,166.54944654540776,156.305529714895,0.6146017124898177,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,18,95.43386543786514,540.5637850820242,27.008439812687623,68.42542562517752,42.627450980392155,0.5737254901960785,0.4019969889282909,0.5017438362023238,0.5980030110717093,0.721480843760846,0.9097734408458847,0.42732316645216084,0.38996941141176134,166.64532750391746,156.4434231117149,0.6099671971655339,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.6,19,94.23053648299228,533.0654680324368,26.665690496552138,67.56484598644015,42.07843137254902,0.5792156862745099,0.4018903694152346,0.5017438362023238,0.5981096305847654,0.7234193545552663,0.906895092725219,0.42993880104936005,0.3891786360968444,165.2989111226596,154.26853729823344,0.6107772376410339,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,0,95.45523288114383,570.4752226780054,28.535285492828475,66.91994738831535,42.23529411764706,0.5776470588235294,0.39820397869948293,0.5017438362023238,0.6017960213005171,0.7206429913308373,0.9081851945204038,0.4442776265413113,0.4218161966905283,171.76740881842085,165.09513729319448,0.5781730509114987,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,1,97.30617219218415,584.4760916116464,29.223804580582286,68.08236761160185,43.0,0.5700000000000002,0.39771372286195505,0.5017438362023238,0.602286277138045,0.715730447523171,0.907158551476094,0.4408640964432723,0.4247303340220789,174.02955448435418,169.1487974196761,0.5752696659779211,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,2,102.09552084621548,623.5249125946143,31.17624562973078,70.91927521648469,45.0,0.55,0.39668733421718255,0.5017438362023238,0.6033126657828175,0.704223507878126,0.9094513308245933,0.4325109047457217,0.4325109047457217,179.9074584868788,179.9074584868788,0.5657840696251,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,3,102.1007477101004,623.7670310563166,31.18835155281593,70.91239615728449,45.0,0.55,0.39666702652358254,0.5017438362023238,0.6033329734764175,0.7024880979553262,0.9060138015619771,0.43259082794080783,0.43259082794080783,179.94201140521787,179.94201140521787,0.5655934120916117,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,4,93.98909108473708,564.6400633430319,28.020913579630392,65.96817750510671,41.549019607843135,0.5845098039215686,0.39784162370883286,0.5017438362023238,0.6021583762911672,0.7236843975341808,0.9051419471334546,0.4497026319651312,0.4249353729019303,170.7895930754873,163.44036930466348,0.5746355449327127,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,5,102.09291366623489,623.4042445780001,31.17021222889998,70.92270143733492,45.0,0.55,0.39669746455080884,0.5017438362023238,0.6033025354491912,0.7025176042625783,0.9051045274582157,0.432471046394435,0.432471046394435,179.89022941936082,179.89022941936082,0.5658791334661679,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,6,91.48868906675152,541.7366507121226,26.844497692833613,64.64419137391789,40.568627450980394,0.594313725490196,0.3990654924914906,0.5017438362023238,0.6009345075085094,0.7310196343535422,0.9070323636764811,0.45166195641016255,0.41654160665306306,166.85215738211627,156.81685937602649,0.5831540448916219,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,7,94.88797248279205,564.1972114388183,28.209860571940887,66.67811191085114,42.0,0.58,0.3983645030128033,0.5017438362023238,0.6016354969871966,0.7227158804592658,0.9094425075932866,0.4442100695402391,0.41886361444457065,170.72632532996553,163.28004035077151,0.5811363855554293,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,8,102.68808230092881,611.9287012097731,31.5215559351517,71.16652636577712,45.490196078431374,0.5450980392156863,0.3986790649987436,0.5017438362023238,0.6013209350012564,0.6992700650505239,0.9076805019146978,0.4236671372743766,0.4188858249410023,178.19550043819567,176.78407006718422,0.5812961877235165,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,9,97.75424807049157,588.1495181588658,29.450698483103732,68.30354958738785,43.23529411764706,0.5676470588235295,0.3980042950149996,0.5017438362023238,0.6019957049850003,0.7138908217054006,0.9067167554747964,0.4401208231496204,0.4256251713362555,174.59415260584723,170.20500156351795,0.574509540818034,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,10,99.72072690539929,604.8176071776506,30.24088035888253,69.47984654651671,44.0,0.5599999999999999,0.3971090186453094,0.5017438362023238,0.6028909813546904,0.7095403065142575,0.9073110243600189,0.43714140554630393,0.43028343620243775,177.1683472332639,175.035681323166,0.5697165637975625,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,11,97.96786510325732,591.3825835442345,29.328306534588766,68.63955856866856,43.27450980392157,0.5672549019607844,0.39754302808550923,0.5017438362023238,0.6024569719144909,0.7145721594376565,0.9067047483853241,0.44052771133715096,0.4276733338466849,175.1090820467027,171.18431323001982,0.5717656477952114,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,12,97.04491101859378,578.8365567313324,29.13890094589606,67.90601007269773,43.01960784313726,0.5698039215686275,0.3988432916806985,0.5017438362023238,0.6011567083193016,0.7142870937867711,0.9047709335359528,0.43931920521437007,0.4203632896370209,173.08544951734015,167.48579825217945,0.5799893413623272,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,13,98.90171091546097,598.8429235522754,30.01307717822414,68.88863373723683,43.666666666666664,0.5633333333333332,0.3973594064827128,0.5017438362023238,0.6026405935172873,0.7107198466620971,0.9061964710167284,0.4388990933647651,0.42928766637615223,176.2630386290171,173.29570744522616,0.5709292559679143,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,14,100.95024280220714,616.3502037017337,30.743816406358373,70.20642639584878,44.509803921568626,0.5549019607843138,0.39681222787773857,0.5017438362023238,0.6031877721222615,0.7054771571285215,0.9050407851432019,0.4356296859127612,0.43407346597881086,178.8720452016608,178.3818686157378,0.5659716675293724,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,15,98.12815477507529,588.6894422130881,29.46996619947896,68.65818857559633,43.3921568627451,0.5660784313725491,0.39797018229125825,0.5017438362023238,0.6020298177087419,0.713135995856145,0.9065727838623985,0.4382833686179597,0.42400199989253534,174.69264432044807,170.36267246301804,0.5761299681806797,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,16,99.78587062140811,607.7855591226313,30.38927795613162,69.39659266527644,44.0,0.5599999999999999,0.3968497719506212,0.5017438362023238,0.6031502280493788,0.7093025450692823,0.9074577181640269,0.4381811289361599,0.4326951322696583,177.61217317684108,175.89461380902443,0.5673048677303415,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,17,100.76383744709307,611.9228830006923,30.69196641525822,70.07187103183486,44.470588235294116,0.5552941176470588,0.3971899798420393,0.5017438362023238,0.6028100201579607,0.708639389177264,0.9130617026168143,0.4346262882894098,0.4309622556381932,178.22410106584167,177.07727146128434,0.5690758279492658,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,18,99.18544274065299,592.4685917620249,29.98625996555582,69.19918277509716,43.94117647058823,0.5605882352941176,0.39867499451858984,0.5017438362023238,0.6013250054814102,0.7106608535197723,0.9104124034742676,0.43396655880083357,0.4210949087057023,175.23464901004348,171.4058648408246,0.5800239821331041,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.3,0.65,19,94.93439455899959,566.172745567677,28.30863727838391,66.62575728061569,42.0,0.58,0.3981697063071083,0.5017438362023238,0.6018302936928918,0.7215389630224995,0.9065320415548366,0.44500980074378227,0.4206080433503167,171.05598384661204,163.85176471546978,0.5793919566496833,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.4,0.35,0,0.0,2.1396547456876522e-39,0.0,0.0,0.0,1.0,0.0,0.522533851782417,0.0,0.0,0.9151226181748714,1.0,1.0,1.0841997453757174e-39,6.799816497351784e-40,0.0,0.0,0.9,0.0,0.0,1.0,0.0,1.0,rho050
0.4,0.35,1,0.0,2.4943971999321908e-39,0.0,0.0,0.0,1.0,0.0,0.522533851782417,0.0,0.0,0.912171769953896,1.0,1.0,1.2639538292254823e-39,7.927186975016319e-40,0.0,0.0,0.9,0.0,0.0,1.0,0.0,1.0,rho050
0.4,0.35,2,0.0,5.991830527530627e-39,0.0,0.0,0.0,1.0,0.0,0.522533851782417,0.0,0.0,0.9172952335505385,1.0,1.0,3.036163262029142e-39,1.904201981770873e-39,0.0,0.0,0.9,0.0,0.0,1.0,0.0,1.0,rho050
0.4,0.35,3,0.0,9.499696823480644e-39,0.0,0.0,0.0,1.0,0.0,0.522533851782417,0.0,0.0,0.9097705128619173,1.0,1.0,4.813659258776398e-39,3.019000860317948e-39,0.0,0.0,0.9,0.0,0.0,1.0,0.0,1.0,rho050
0.4,0.35,4,0.0,3.2355877858282926e-39,0.0,0.0,0.0,1.0,0.0,0.522533851782417,0.0,0.0,0.9112973053277256,1.0,1.0,1.639527807281073e-39,1.0282688480021212e-39,0.0,0.0,0.9,0.0,0.0,1.0,0.0,1.0,rho050
0.4,0.35,5,0.0,3.1128159112921095e-39,0.0,0.0,0.0,1.0,0.0,0.522533851782417,0.0,0.0,0.9148293439815528,1.0,1.0,1.577317193452042e-39,9.89251982334214e-40,0.0,0.0,0.9,0.0,0.0,1.0,0.0,1.0,rho050
0.4,0.35,6,0.0,6.352200457373842e-39,0.0,0.0,0.0,1.0,0.0,0.522533851782417,0.0,0.0,0.914876191600763,1.0,1.0,3.218768884251392e-39,2.0187274396297208e-39,0.0,0.0,0.9,0.0,0.0,1.0,0.0,1.0,rho050
0.4,0.35,7,0.0,2.8295625456269434e-39,0.0,0.0,0.0,1.0,0.0,0.522533851782417,0.0,0.0,0.9168786062361486,1.0,1.0,1.433787856511145e-39,8.992341459210132e-40,0.0,0.0,0.9,0.0,0.0,1.0,0.0,1.0,rho050
0.4,0.35,8,0.0,4.071443795996897e-39,0.0,0.0,0.0,1.0,0.0,0.522533851782417,0.0,0.0,0.9131796182470904,1.0,1.0,2.0630703789141953e-39,1.2939036425319512e-39,0.0,0.0,0.9,0.0,0.0,1.0,0.0,1.0,rho050
