sigma,rho,seed,Output,Total_Capital,Investment,Consumption,Employment,Unemployment_Rate,Wage_Share,Wage_Share_Profitmax,Profit_Share,Income_Gini,Wealth_Gini,Output_Gap,Output_Gap_PM,Potential_Output,Potential_Output_PM,Average_Utilization,Money_Buffer,Cash_Constrained,Bound_Demand,Bound_Profitmax,Bound_Capital,Bound_Workforce,c0,anchor
0.7,0.65,2,89.21210294230613,503.3851543033676,25.248946527065602,63.96315641524051,38.19607843137255,0.6180392156862745,0.3850877579794696,0.5902168255719908,0.6149122420205304,0.7531209688199576,0.9100543610360774,0.4730184947519525,0.4730184947519525,169.28232061422204,169.28232061422204,0.4496246489097504,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,3,90.34767344137875,503.56530368273803,25.71998914161932,64.62768429975944,38.88235294117647,0.6111764705882353,0.38718335055599173,0.5902168255719908,0.6128166494440084,0.7459493976191672,0.9047973907097699,0.4663911543147016,0.4663911543147016,169.29260323967966,169.29260323967966,0.4558883612381256,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,4,89.51056854977769,503.13494278656304,25.344332620922486,64.1662359288552,38.3921568627451,0.616078431372549,0.3857211430612663,0.5902168255719908,0.6142788569387336,0.750785633820582,0.9081877309327918,0.4711943028071456,0.4711943028071456,169.24359345688526,169.24359345688526,0.4517315385251205,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,5,89.16704952224161,516.0776208877468,25.3375784709448,63.82947105129681,37.76470588235294,0.6223529411764706,0.3809338421662791,0.5902168255719908,0.619066157833721,0.7553037735090773,0.9062304483209549,0.47830595960773403,0.47830595960773403,170.88378249925933,170.88378249925933,0.43747226219569724,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,6,89.60646799237054,511.54558687877187,25.422678847148813,64.18378914522174,38.15686274509804,0.6184313725490196,0.3832050922211232,0.5902168255719908,0.6167949077788769,0.7535516894133678,0.9083266412464158,0.47393495108951667,0.47393495108951667,170.33350565536114,170.33350565536114,0.44366438369368527,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,7,87.88671618820027,497.3280078182815,24.737782726426808,63.148933461773446,37.568627450980394,0.6243137254901961,0.38458698486531523,0.5902168255719908,0.6154130151346847,0.7572167881212917,0.9101242608368103,0.47843575717671344,0.47843575717671344,168.50039694092084,168.50039694092084,0.44804355805914337,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,8,89.71446595783134,515.1705911884355,25.452714199797168,64.26175175803415,38.09803921568628,0.6190196078431371,0.3820381000476049,0.5902168255719908,0.617961899952395,0.7539751452058938,0.9079405521984872,0.47474817810817427,0.47474817810817427,170.78089092195103,170.78089092195103,0.44092294139263166,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,9,92.03811926780122,524.0492538445501,26.3777083630987,65.6604109047025,39.254901960784316,0.607450980392157,0.3837136608906418,0.5902168255719908,0.6162863391093583,0.745788549145208,0.9068027352825512,0.4645985135762782,0.4645985135762782,171.89978758856952,171.89978758856952,0.44574884515251084,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,10,85.1806042992192,503.36956821055753,23.765716622431523,61.414887676787664,35.78431372549019,0.6421568627450981,0.3779341720803556,0.5902168255719908,0.6220658279196445,0.7692083159999329,0.9089937682255724,0.4964645449424301,0.4964645449424301,169.2107446180063,169.2107446180063,0.4283003396340384,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,11,92.64045213945661,533.835432014583,26.75557001531808,65.88488212413853,39.27450980392157,0.6072549019607844,0.3815412489100319,0.5902168255719908,0.6184587510899683,0.7457532558446257,0.9062046137822758,0.4648472918681247,0.4648472918681247,173.1097160059026,173.1097160059026,0.4402258591098051,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,12,89.49945676458313,508.02836934103334,25.400133311859655,64.09932345272348,38.15686274509804,0.6184313725490196,0.38369536804683585,0.5902168255719908,0.6163046319531642,0.7512620232976225,0.9045925016226479,0.4731815851494609,0.4731815851494609,169.88656512474017,169.88656512474017,0.4466984598696541,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,13,91.7172053095882,523.7525439316995,26.18762719658506,65.52957811300313,39.0,0.6099999999999999,0.3826980977181019,0.5902168255719908,0.6173019022818981,0.7500236112253961,0.9114849552691381,0.46634884305789526,0.46634884305789526,171.8673408957652,171.8673408957652,0.44401470940956306,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,14,88.96214429853516,503.78825563628374,25.21533848632536,63.7468058122098,38.0,0.62,0.38438211064477645,0.5902168255719908,0.6156178893552235,0.7539878332283542,0.9090313541312303,0.4746641089924952,0.4746641089924952,169.34146415317974,169.34146415317974,0.4479106827534269,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,15,87.67540225163856,503.3164734370589,24.75463001410141,62.92077223753713,37.294117647058826,0.6270588235294117,0.3823640362602388,0.5902168255719908,0.6176359637397613,0.7573626331583813,0.906416931029654,0.4821647748140894,0.4821647748140894,169.25258951742268,169.25258951742268,0.44187078873186847,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,16,89.55025662758747,526.3154639788069,25.332601271774625,64.21765535581285,37.64705882352941,0.6235294117647059,0.37830407383670406,0.5902168255719908,0.621695926163296,0.7589682414399012,0.909947918032085,0.47988769925900043,0.47988769925900043,172.14806021100907,172.14806021100907,0.4304026572778676,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,17,92.3235428771395,522.3817625522057,26.365859363829202,65.9576835133103,39.568627450980394,0.604313725490196,0.38492016482268737,0.5902168255719908,0.6150798351773127,0.7464758184185223,0.9145561354152669,0.46219003358087163,0.46219003358087163,171.6520799656694,171.6520799656694,0.4489436178897337,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,18,88.39997591762035,504.4984957943718,24.86555160042246,63.53442431719792,37.64705882352941,0.623529411764706,0.3832127980027071,0.5902168255719908,0.616787201997293,0.7582617841160634,0.9119164190378899,0.4782606184775952,0.4782606184775952,169.42324571236364,169.42324571236364,0.44390066708870374,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.7,0.65,19,92.59247171809632,529.900293370566,26.51499775339008,66.07747396470623,39.35294117647059,0.6064705882352941,0.3824993424775398,0.5902168255719908,0.6175006575224603,0.746860188600406,0.9087761948112519,0.46362853872705867,0.46362853872705867,172.6272421926627,172.6272421926627,0.4431598454897602,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,0,96.42117710933663,282.99350748567434,14.144072041525567,82.27710506781105,57.0,0.43,0.5318291264375032,0.6146727652645451,0.46817087356249676,0.6100739507464217,0.9077790061814504,0.29532513730855636,0.21671249213972507,136.8277225833114,123.10353022426752,0.7826772567390923,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,1,95.55865460920239,280.44388351785693,14.014597491291793,81.5440571179106,56.450980392156865,0.4354901960784313,0.5315749108308433,0.6146727652645451,0.4684250891691566,0.6134125641507948,0.9068697041254212,0.2991216384472128,0.21669284665602825,136.34022412039056,121.99503202092617,0.7832243079472084,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,2,93.10827771246329,274.57740211017716,13.561211363957787,79.54706634850551,54.86274509803921,0.4513725490196079,0.5300370377421013,0.6146727652645451,0.4699629622578987,0.624877700287854,0.9083879964713086,0.3112698982787688,0.22052094473186598,135.19861412882682,119.4881399619728,0.7790438896839317,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,3,93.2780392763838,273.62075959661274,13.560672470612694,79.71736680577109,55.09803921568628,0.44901960784313716,0.5315973021237536,0.6146727652645451,0.4684026978762465,0.6217966327554655,0.9049542721649209,0.30911198656523226,0.2164891607584212,135.0138054026163,119.0587211519248,0.7836995309202582,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,4,96.56440191575658,279.6100747437885,14.091338051243183,82.47306386451342,57.490196078431374,0.4250980392156864,0.53579261961324,0.6146727652645451,0.46420738038676,0.6051815722332187,0.9075412446570899,0.2908886963370499,0.2058143725870201,136.17924102766992,121.59899671974308,0.7936516715359754,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,5,93.18211095475745,281.1429771614447,13.6880914115851,79.49401954317233,54.21568627450981,0.457843137254902,0.5229708551066752,0.6146727652645451,0.4770291448933248,0.6313438612910425,0.9066905718830808,0.3174393751580705,0.23915590749643306,136.45853472006993,122.40075789308413,0.7596638699678817,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,6,93.74300215454927,276.51715952000654,13.682040624361244,80.06096153018805,55.1764705882353,0.44823529411764695,0.5297313159971468,0.6146727652645451,0.47026868400285315,0.6226429231698586,0.9065617712926072,0.3085685024605344,0.2208720854105319,135.57919055641767,120.32525587435988,0.7785790401605096,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,7,95.12866922128467,280.124195663321,13.927948635041636,81.20072058624302,56.09803921568628,0.43901960784313715,0.5305296769357325,0.6146727652645451,0.4694703230642675,0.6169966014271949,0.9092919469509975,0.3019852061321334,0.21950834141069925,136.27724681505296,121.87583740874062,0.7804180102320979,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,8,99.60370113658112,282.576186761094,14.577606342531185,85.02609479404997,60.05882352941177,0.39941176470588247,0.5426666675269702,0.6146727652645451,0.4573333324730298,0.5850053092313954,0.9083012493441073,0.27149816185736797,0.18833495390786895,136.7382663202301,122.79408347288805,0.812514203545588,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,9,94.92591741373779,275.73190215923563,13.763127918842516,81.16278949489526,56.431372549019606,0.43568627450980396,0.5348438115057599,0.6146727652645451,0.4651561884942401,0.6124297463948859,0.9067280465664231,0.29907309136882576,0.2086151368996015,135.42581192059396,119.94977749547867,0.790968605466457,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,10,92.64494611086324,272.9031952402629,13.486004455228429,79.15894165563482,54.588235294117645,0.4541176470588235,0.5302916901476667,0.6146727652645451,0.4697083098523332,0.6260128617787233,0.9060631839348999,0.3130885221419993,0.21984453087379868,134.87237917969966,118.75749874823144,0.7801493279597523,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,11,96.09238290274929,278.72267237164203,14.03177750683646,82.06060539591283,57.21568627450981,0.42784313725490203,0.5358160770602748,0.6146727652645451,0.4641839229397252,0.6057552020912742,0.9042421487382294,0.2934827896796986,0.2072541974968389,136.00739901344602,121.21724661441503,0.7934385420775945,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,12,94.2008942081382,281.39813280247006,13.843243854216013,80.35765035392221,55.11764705882353,0.4488235294117646,0.526162164479548,0.6146727652645451,0.473837835520452,0.6232674764890023,0.9039834684781629,0.3100695188509416,0.23088449529079155,136.51259527403948,122.47172866775534,0.7689970584918885,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,13,95.60012126350662,281.7931711257817,14.0738350321918,81.52628623131484,56.31372549019608,0.43686274509803924,0.5301382007780072,0.6146727652645451,0.46986179922199284,0.6152335860116805,0.9080483889761563,0.3001471858449073,0.22012588841007097,136.60029992833984,122.58429633643853,0.7800846647876359,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,14,95.1252841740284,280.5080564017618,14.026222995664316,81.0990611783641,56.0,0.44,0.529827589491541,0.6146727652645451,0.470172410508459,0.6164256610528464,0.9053888822998617,0.3023615803848094,0.22041612949349976,136.35327628449767,122.0205905960725,0.779584798190661,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,15,96.338287779513,283.7489513055546,14.162907451403209,82.17538032810977,56.88235294117647,0.4311764705882352,0.5305737513529729,0.6146727652645451,0.4694262486470271,0.6103607316218456,0.906736880243518,0.2966973319781573,0.21950764034983922,136.96887085810366,123.4374222968864,0.7803760500565283,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,16,97.10908351949647,277.16608266046916,14.090169265855053,83.01891425364138,58.372549019607845,0.41627450980392167,0.5406846981325862,0.6146727652645451,0.45931530186741376,0.5974666384851549,0.9092565098089571,0.28432812873633506,0.19374792134504495,135.6971933926401,120.50174937416993,0.8068911551191073,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,17,96.76231155380985,277.46842171721477,13.999851928074671,82.76245962573518,58.01960784313726,0.4198039215686275,0.5394473712727348,0.6146727652645451,0.46055262872726527,0.6021820954894388,0.9140401796671621,0.28724807942893404,0.19791734922158488,135.7610487199076,120.66296261853475,0.8037071887367871,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,18,95.36986847948691,271.33324769457084,13.719148164585597,81.6507203149013,57.470588235294116,0.42529411764705893,0.5413057120964334,0.6146727652645451,0.45869428790356653,0.6032092984472774,0.9110070754560142,0.2914020642933021,0.1919498489656142,134.55652714728257,117.98676505664261,0.8078069063365407,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.35,19,94.98974733247624,273.85800689065474,13.779966118040527,81.20978121443574,56.72549019607843,0.43274509803921585,0.5373303252954199,0.6146727652645451,0.46266967470458015,0.6091834372692,0.9070717796982166,0.29670938521363727,0.20249137396202946,135.05904219295846,119.1035312245844,0.7986835917370663,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,0,88.96786694099787,300.17313543412195,14.985517644686702,73.98234929631116,48.68627450980392,0.5131372549019607,0.4924539588542031,0.6146727652645451,0.5075460411457968,0.6751528530480887,0.9098212095826718,0.36471330607208685,0.31867023970406116,140.04369683368725,130.58161255792902,0.680917415327272,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,1,89.12421783591597,307.11537664667577,15.169617487857359,73.9546003480586,48.23529411764706,0.5176470588235295,0.48689502393595163,0.6146727652645451,0.5131049760640484,0.6784603522250924,0.9065897312180564,0.3693048969644899,0.3331775579823204,141.29603443357377,133.64733556505783,0.6664677547299155,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,2,91.2472321203142,312.30313541573383,15.685109148528928,75.56212297178529,49.529411764705884,0.5047058823529413,0.48845800267935413,0.6146727652645451,0.511541997320646,0.6714528071354723,0.9115395137017462,0.35845448401725044,0.3282323184542855,142.22905213405554,135.83195254137777,0.6724566562829117,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,3,88.34873955033484,297.95799617590905,14.862298812733739,73.48644073760111,48.333333333333336,0.5166666666666666,0.4923345391942092,0.6146727652645451,0.5076654608057908,0.6757657951557092,0.9057191093449515,0.36729892062739494,0.31840400447171885,139.637105462413,129.6215467337851,0.6818021774855488,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,4,91.69964826041378,307.6788438055674,15.62940010169925,76.07024815871452,50.35294117647059,0.4964705882352941,0.4940096184732873,0.6146727652645451,0.5059903815267127,0.6634045321999442,0.9094169882730745,0.3514917309449595,0.31436841750626043,141.39397155791954,133.77094826131983,0.6857710274208967,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,5,89.9218422534896,304.5936679064681,15.282762919393944,74.63907933409568,49.07843137254902,0.50921568627451,0.49118095984097154,0.6146727652645451,0.5088190401590285,0.6723052247410948,0.9079430597119006,0.36156522642414385,0.3212387031193922,140.84718741030937,132.48309663112653,0.6792733731955449,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,6,92.25727050201391,314.4513105322037,15.862555199810014,76.39471530220388,50.19607843137255,0.4980392156862746,0.4896079035238208,0.6146727652645451,0.5103920964761792,0.6659393950570627,0.9090078935885428,0.3530711853490265,0.3252879267313202,142.60677058607104,136.74669202598562,0.6755402236785522,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,7,88.34830453511483,299.7261906370665,14.88642336114719,73.46188117396764,48.13725490196079,0.5186274509803921,0.49036526807085484,0.6146727652645451,0.5096347319291452,0.6791202463963885,0.9092522489808822,0.3687702646283783,0.3225246125361196,139.9613677191147,130.40880778631734,0.677178405080065,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,8,90.63767133622092,306.3587083866027,15.4212454373309,75.21642589889001,49.549019607843135,0.5045098039215687,0.4918455876930918,0.6146727652645451,0.5081544123069083,0.6685123444435562,0.906859839148075,0.3579175750367269,0.3196334091497799,141.16462304938528,133.23671670769644,0.680843044526449,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,9,87.82653926207898,300.3981970900984,14.810702096620028,73.01583716545893,47.666666666666664,0.5233333333333332,0.48837166237447854,0.6146727652645451,0.5116283376255214,0.6822422626525492,0.9076971658871854,0.3730039297683073,0.32804439953182246,140.0828373441562,130.73187558996707,0.6713737120160738,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,10,90.69102375208197,308.35320971600555,15.425944859415695,75.26507889266628,49.411764705882355,0.5058823529411764,0.49020542075643386,0.6146727652645451,0.5097945792435661,0.6708652710484397,0.9083675726020258,0.35918979839437415,0.32384402980153343,141.52345181634965,134.13108084832413,0.6762857150334642,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,11,90.99829771917182,303.14726010870385,15.46873019043882,75.52956752873301,50.1764705882353,0.498235294117647,0.4960243123673752,0.6146727652645451,0.5039756876326248,0.6619449916286652,0.9049405083174549,0.35281603124082916,0.30965583674120795,140.57651207669088,131.78115587456028,0.691017601194638,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,12,89.60201977564883,301.4291987044901,15.17460733181963,74.4274124438292,49.11764705882353,0.5088235294117647,0.49318403682307954,0.6146727652645451,0.5068159631769205,0.6695293017351531,0.9035971353805575,0.3612298180739002,0.316464876259738,140.2718971052046,131.09243603223263,0.6835906416748598,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,13,88.26135727903068,296.57213512429564,14.799361178217797,73.46199610081288,48.35294117647059,0.5164705882352941,0.49304255239813666,0.6146727652645451,0.5069574476018633,0.6766318727893691,0.9083003979618781,0.3667679411809085,0.3158941110565105,139.3818329827871,129.01691307155951,0.6839807060825562,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,14,87.07908495286351,297.91443261112335,14.7105580946314,72.36852685823209,47.254901960784316,0.5274509803921569,0.48837016939359695,0.6146727652645451,0.5116298306064031,0.6844444874758203,0.9078378039928023,0.37635442276712666,0.3282913516915951,139.62588109481288,129.64468224046811,0.6721628379578759,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,15,91.16612172936662,312.3680262191061,15.660664591701888,75.50545713766473,49.470588235294116,0.5052941176470588,0.48822193864972346,0.6146727652645451,0.5117780613502765,0.670537669420407,0.9079026531163286,0.3590694810616061,0.32896972237815497,142.23928322494217,135.8679534076161,0.6713164093026034,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,16,90.28797203703012,307.2132010038361,15.440864532103575,74.84710750492654,49.15686274509804,0.5084313725490196,0.4899535846534554,0.6146727652645451,0.5100464153465445,0.6728096322782795,0.9108377018982782,0.3611161770446243,0.3242682930905769,141.31951108822022,133.61495337924643,0.6763159298096786,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,17,92.36058483753241,310.8935803059296,15.669570986629202,76.69101385090319,50.6078431372549,0.49392156862745096,0.49309521687797925,0.6146727652645451,0.5069047831220207,0.6649315383133537,0.9153306525929155,0.34947943735685616,0.3168684593753007,141.97763273497097,135.20333737181087,0.6843448311527749,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,18,88.96701350036403,293.3776819302111,14.81552726638005,74.151486233984,49.31372549019608,0.5068627450980392,0.4984474994318801,0.6146727652645451,0.5015525005681198,0.6697448966845928,0.912786208703739,0.35903879314608433,0.302732070509969,138.7833915200821,127.57774275396037,0.6982590276491214,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.4,19,91.21161528453514,308.4530771989433,15.60594350896871,75.60567177556642,49.86274509803921,0.5013725490196078,0.49190057181355473,0.6146727652645451,0.5080994281864453,0.6659737221507981,0.9059452399514857,0.3555934882447352,0.31991117225361365,141.53765842005714,134.12526310602144,0.6804345167978317,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,0,89.88810703906283,340.64787795349156,17.380220270266317,72.50788676879651,46.333333333333336,0.5366666666666666,0.46361898674097735,0.6146727652645451,0.5363810132590228,0.6954160670554521,0.9106696480130603,0.388860784244968,0.3851037855758075,147.07312465539636,146.18218305185698,0.6086213912213438,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,1,85.59945106192913,330.75962739077585,16.406728206995833,69.19272285493328,43.588235294117645,0.5641176470588235,0.4582313529170433,0.6146727652645451,0.5417686470829566,0.7129055209078005,0.9074324331092205,0.411405271313748,0.4051042982636277,145.4326395565494,143.90460925522513,0.5948613643943579,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,2,89.30543371098611,351.84150702743386,17.592075351372735,71.7133583596134,45.0,0.55,0.45349984113024694,0.6146727652645451,0.5465001588697531,0.7064971528660946,0.910011306579252,0.4003581183519589,0.4003581183519589,148.93128122662355,148.93128122662355,0.5835018085407518,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,3,86.84823150365726,334.8291604020829,16.71553001106203,70.13270149259525,44.31372549019608,0.5568627450980393,0.4589766638358273,0.6146727652645451,0.5410233361641726,0.7072046912716377,0.9049739953574788,0.40564519164785645,0.4024507821747774,146.11860174738618,145.34647856733304,0.5963893222052047,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,4,89.2802644882576,355.39095813086595,17.558342263584596,71.721922224673,44.78431372549019,0.5521568627450981,0.45134916801762726,0.6146727652645451,0.5486508319823727,0.7081804965150975,0.9086922627625967,0.4028614606240953,0.4028614606240953,149.50202666536543,149.50202666536543,0.577445588298012,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,5,87.08943174248766,337.92355663672924,16.850632953651772,70.2387987888359,44.27450980392157,0.5572549019607843,0.4573966150084078,0.6146727652645451,0.5426033849915921,0.7085408253376209,0.9067353809321494,0.4061152209923465,0.40488852182367746,146.63847426975224,146.33628995725414,0.592062310044335,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,6,89.52884795586151,344.2686413515553,17.38799994655347,72.14084800930803,45.78431372549019,0.5421568627450981,0.4598861223936995,0.6146727652645451,0.5401138776063005,0.6996617617352007,0.9099656439500068,0.3937814574233444,0.3926571954054142,147.68170986986246,147.41031351920464,0.5991946017667876,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,7,88.2453936375289,337.2363744452087,16.925010472281294,71.3203831652476,45.21568627450981,0.5478431372549019,0.4610750089650731,0.6146727652645451,0.538924991034927,0.7037210984998091,0.9104082425758148,0.39774891634319504,0.3966227716162284,146.52495723828116,146.25229465491566,0.6017500736281746,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,8,89.05096132507713,345.80188460159644,17.342620440574745,71.70834088450239,45.27450980392157,0.5472549019607843,0.45739224912290055,0.6146727652645451,0.5426077508770994,0.7031654124326729,0.9083052174067726,0.39807071937251404,0.3980580622264762,147.9430048306182,147.9400064971971,0.5923293954231162,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,9,84.05055540167737,326.41481964684516,16.059585310988876,67.99097009068849,42.666666666666664,0.5733333333333335,0.45684116422452115,0.6146727652645451,0.5431588357754789,0.7190043318953071,0.9076889779584248,0.41907985484373383,0.408260991367667,144.69018707851097,142.0637089575787,0.5917557802545963,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,10,85.98026001248901,328.3149992367142,16.390843264661353,69.58941674782767,44.11764705882353,0.5588235294117648,0.461466686815996,0.6146727652645451,0.5385333131840041,0.7094508852767337,0.9094284366508445,0.4071028952947885,0.39791425845125633,145.01141910701133,142.8237007369035,0.6015822264110317,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,11,86.88777567228153,340.2276226077713,16.77937761901639,70.10839805326513,43.94117647058823,0.5605882352941178,0.45500712259809256,0.6146727652645451,0.5449928774019075,0.7116352707148825,0.9063271950554536,0.4090584478579914,0.4079187360136101,147.0183636889954,146.7361929777158,0.5860522142239095,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,12,87.37135065131511,338.1707618884854,16.854043679073587,70.51730697224151,44.529411764705884,0.5547058823529412,0.4583886532962008,0.6146727652645451,0.5416113467037992,0.7058476193945867,0.9040380107374013,0.40437259095558037,0.4024849141215981,146.67664816845095,146.2149987710403,0.5939829992032173,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,13,89.23307875251466,350.1712718585732,17.443746687304607,71.78933206521005,45.09803921568628,0.5490196078431373,0.45483366720044416,0.6146727652645451,0.5451663327995558,0.7059347933823675,0.9102450886837502,0.39974716446389985,0.39974716446389985,148.6591141177453,148.6591141177453,0.5853599619834835,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,14,88.57899590435493,342.0067362241112,17.152892570490906,71.426103333864,45.15686274509804,0.5484313725490196,0.45875068334384733,0.6146727652645451,0.5412493166561526,0.7039914011182206,0.9089702435505336,0.3987346045365216,0.3987346045365216,147.31912424851225,147.31912424851225,0.595872022775955,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,15,90.43049973434218,359.43720979959267,17.93268230277406,72.49781743156811,45.372549019607845,0.5462745098039217,0.45155400563143455,0.6146727652645451,0.5484459943685656,0.7031606303070305,0.9055846988097386,0.3977389298193549,0.3977389298193549,150.1515831611815,150.1515831611815,0.5783617522577923,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,16,87.51064058055991,335.1346406327366,16.78660769736129,70.72403288319862,44.80392156862745,0.5519607843137256,0.4606310930996301,0.6146727652645451,0.5393689069003699,0.7058891776275736,0.9097473674245145,0.40132141442479163,0.39836677073170856,146.17062862471457,145.45941627282792,0.600762645666073,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,17,89.2882414787049,336.3351286072216,17.118686952974812,72.16955452573012,46.15686274509804,0.5384313725490196,0.4649823680353676,0.6146727652645451,0.5350176319646325,0.6989596718862363,0.9174029245067606,0.39005932787692127,0.3859178605570169,146.3628658873512,145.37129440975937,0.6126799723115753,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
0.8,0.45,18,87.5372341743679,335.38949934041096,16.73266822209444,70.80456595227342,44.80392156862745,0.5519607843137255,0.4605408983395073,0.6146727652645451,0.5394591016604927,0.7070296569869985,0.9120933141452767,0.4013153277953837,0.3992257333688495,146.21521466275777,145.71099111882236,0.5995602442810442,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
