sigma,rho,seed,Output,Total_Capital,Investment,Consumption,Employment,Unemployment_Rate,Wage_Share,Wage_Share_Profitmax,Profit_Share,Income_Gini,Wealth_Gini,Output_Gap,Output_Gap_PM,Potential_Output,Potential_Output_PM,Average_Utilization,Money_Buffer,Cash_Constrained,Bound_Demand,Bound_Profitmax,Bound_Capital,Bound_Workforce,Wage_Rate,Wage_Floor_Binding,Price,c0,eta,enable_prices,prices
0.4,0.45,0,91.43211230962682,361.7605025157514,18.088025125787563,73.34408718383924,47.0,0.5300000000000001,0.46263833276381916,0.5643032549995192,0.5373616672361807,0.6919219092506268,0.9123291844813847,0.3829070615950062,0.32837212332311116,148.16587035650142,136.13507640870833,0.6716278766768887,0.0,0.9,1.0,0.0,0.0,0.0,0.8685929970223129,0.0,0.965103330024792,1.0,0.05,True,on
0.4,0.45,1,89.15199198207922,348.62102938167914,17.43105146908394,71.72094051299526,46.0,0.54,0.4643754904357267,0.5643032549995192,0.5356245095642732,0.6967898293664936,0.9105553873886393,0.38702447976849946,0.32043879264372443,145.44135783499064,131.19052561712695,0.6795612073562755,0.0,0.9,1.0,0.0,0.0,0.0,0.8677815834659411,0.0,0.964201759406601,1.0,0.05,True,on
0.4,0.45,2,90.31167812216904,355.4241495164662,17.733798260827268,72.57787986134177,46.529411764705884,0.5347058823529413,0.46366805768761876,0.5643032549995192,0.5363319423123813,0.6941172165191037,0.9103095154751224,0.3850777471525554,0.3248081241479497,146.86695849891177,133.75896717354976,0.6748627484085687,0.0,0.9,1.0,0.0,0.0,0.0,0.8682130655781549,0.0,0.9646811839757273,1.0,0.05,True,on
0.4,0.45,3,89.24304391002903,347.99167224376345,17.567844655119245,71.67519925490981,46.15686274509804,0.5384313725490197,0.46542846456382003,0.5643032549995192,0.53457153543618,0.6926614250079782,0.9047435804700116,0.3858419538691205,0.31833891465943126,145.3030938853029,130.91601019523657,0.6821709757788742,0.0,0.9,1.0,0.0,0.0,0.0,0.8679353846687334,0.0,0.9643726496319257,1.0,0.05,True,on
0.4,0.45,4,90.05312562302338,365.37622808430666,17.77312468865378,72.2800009343696,46.0,0.54,0.45964312396770174,0.5643032549995192,0.5403568760322982,0.6972573389768438,0.9078448453615542,0.39496302435137737,0.34512832260014137,148.84960663702932,137.6062561798367,0.6546311451540439,0.0,0.9,1.0,0.0,0.0,0.0,0.8678047669070548,0.0,0.9642275187856166,1.0,0.05,True,on
0.4,0.45,5,91.23921209721033,363.253444437863,18.160132495752215,73.0790796014581,46.90196078431372,0.5309803921568628,0.46243499138887467,0.5643032549995192,0.5375650086111253,0.68991377855546,0.9069373516676302,0.3854258624351505,0.3324683337027935,148.44812338262585,136.6971798205602,0.6676377876332359,0.0,0.9,1.0,0.0,0.0,0.0,0.8685626247354397,0.0,0.9650695830393775,1.0,0.05,True,on
0.4,0.45,6,93.5105388135573,374.70520699088274,18.701028942118278,74.80950987143905,47.94117647058823,0.5205882352941177,0.4613738760753219,0.5643032549995192,0.5386261239246781,0.6846924168961896,0.9076411688373316,0.37961231195438455,0.336856236462932,150.728696298842,141.0139414670213,0.6631270472647671,0.0,0.9,1.0,0.0,0.0,0.0,0.86938029228907,0.0,0.965978102543411,1.0,0.05,True,on
0.4,0.45,7,90.95296918027994,358.86619422152415,17.998003116677275,72.95496606360265,46.92156862745098,0.5307843137254902,0.46416163399672783,0.5643032549995192,0.5358383660032722,0.6901495147553635,0.9083682906066856,0.38360972463996384,0.3262727790714965,147.55454106312652,135.0333870868234,0.6735014490235847,0.0,0.9,1.0,0.0,0.0,0.0,0.8685777100650617,0.0,0.9650863445167355,1.0,0.05,True,on
0.4,0.45,8,91.68556063004947,362.23276539611163,18.17294305586319,73.51261757418627,47.31372549019608,0.5268627450980392,0.46399353427487416,0.5643032549995192,0.536006465725126,0.6876689182412887,0.9087307686213212,0.38146765350041145,0.3270273164064383,148.2195541942714,136.29843243886944,0.6729336201468307,0.0,0.9,1.0,0.0,0.0,0.0,0.8690392676309977,0.0,0.965599186256664,1.0,0.05,True,on
0.4,0.45,9,90.78423642448503,361.4416547900137,18.035262221080995,72.74897420340405,46.588235294117645,0.5341176470588235,0.4618491285843058,0.5643032549995192,0.5381508714156941,0.6933245737378363,0.9096415745745395,0.3870123165888356,0.3325823737630619,148.10094992358498,136.02330865616116,0.6676016266807987,0.0,0.9,1.0,0.0,0.0,0.0,0.8682747956276573,0.0,0.964749772919619,1.0,0.05,True,on
0.4,0.45,10,88.37692672599825,347.6656287822858,17.33400793951244,71.04291878648583,45.529411764705884,0.5447058823529412,0.4636461980338574,0.5643032549995192,0.5363538019661426,0.6990138650002226,0.9086955067901507,0.3915033421184142,0.324549719920737,145.23792150221755,130.84199506637742,0.6754711425898688,0.0,0.9,1.0,0.0,0.0,0.0,0.8674070954073956,0.0,0.9637856615637727,1.0,0.05,True,on
0.4,0.45,11,90.329307722925,355.9686698185214,17.813444000649106,72.51586372227587,46.627450980392155,0.5337254901960784,0.46432817532322557,0.5643032549995192,0.5356718246767745,0.6909872904791365,0.9058127916253544,0.38537502167487236,0.3255358650417979,146.9544176180372,133.95182856285365,0.6742004908398515,0.0,0.9,1.0,0.0,0.0,0.0,0.8683436904430669,0.0,0.9648263227145187,1.0,0.05,True,on
0.4,0.5,0,93.33848459818222,400.7951142386543,20.13560539972459,73.20287919845764,46.86274509803921,0.5313725490196078,0.4518621002499227,0.5643032549995192,0.5481378997500773,0.692888112953056,0.9119297339760187,0.39999177955898096,0.3810369710732736,155.56292885585302,150.8028563021076,0.6186661374251642,0.0,0.9,1.0,0.0,0.0,0.0,0.8684975366039162,0.0,0.9649972628932401,1.0,0.05,True,on
0.4,0.5,1,91.72063871137038,395.01606034003584,19.75080301700176,71.96983569436863,46.0,0.54,0.451370602970602,0.5643032549995192,0.548629397029398,0.6975301869644908,0.9106943457555414,0.40645578815148603,0.3829740549226276,154.53042398597188,148.649565618945,0.6170259450773723,0.0,0.9,1.0,0.0,0.0,0.0,0.8677815834659411,0.0,0.964201759406601,1.0,0.05,True,on
0.4,0.5,2,93.94906634516785,407.8483240443179,20.390207246687954,73.55885909847991,47.01960784313726,0.5298039215686277,0.45043102528477247,0.5643032549995192,0.5495689747152275,0.6923467572985547,0.9117417537188454,0.40083088261589134,0.3878701198276209,156.7989065413992,153.4790021267429,0.6121341455496825,0.0,0.9,1.0,0.0,0.0,0.0,0.8686092254636171,0.0,0.9651213616262411,1.0,0.05,True,on
0.4,0.5,3,92.40356570915723,398.1142361493482,20.135694501904993,72.26787120725223,46.3921568627451,0.5360784313725491,0.451836151913195,0.5643032549995192,0.5481638480868051,0.6919972446269747,0.904924130189071,0.40418357642062874,0.3830161961371854,155.08102125405873,149.7639939013537,0.6172922234676195,0.0,0.9,1.0,0.0,0.0,0.0,0.8680729163302112,0.0,0.9645254625891235,1.0,0.05,True,on
0.4,0.5,4,91.75826848820812,397.2726590022737,19.810921276908932,71.9473472112992,45.98039215686274,0.5401960784313725,0.4509661145793015,0.5643032549995192,0.5490338854206985,0.6966525188137102,0.9082321430117453,0.4077685725546165,0.3862770351020361,154.93280100751045,149.51048481069583,0.61361746677188,0.0,0.9,1.0,0.0,0.0,0.0,0.8677889370809824,0.0,0.9642099300899802,1.0,0.05,True,on
0.4,0.5,5,91.44667335429153,398.9491896399992,19.814101210240302,71.63257214405124,45.72549019607843,0.5427450980392157,0.45000765827940387,0.5643032549995192,0.5499923417205962,0.69773010324185,0.9063799467917267,0.4109076050933942,0.3909750692471416,155.23472511428196,150.15942938118906,0.6093564056147983,0.0,0.9,1.0,0.0,0.0,0.0,0.867580267770696,0.0,0.9639780753007731,1.0,0.05,True,on
0.4,0.5,6,96.38375348669372,426.43293079701675,21.32164653985089,75.06210694684286,48.0,0.52,0.4482083176597181,0.5643032549995192,0.5517916823402816,0.6843078120994027,0.9070626767581675,0.3972825874919799,0.3972825874919799,159.91532928445335,159.91532928445335,0.6006261115045477,0.0,0.9,1.0,0.0,0.0,0.0,0.8694206475288286,0.0,0.9660229416986985,1.0,0.05,True,on
0.4,0.5,7,91.00990461334622,389.30096403669467,19.560937455627457,71.44896715771877,45.80392156862745,0.5419607843137255,0.45287447603018094,0.5643032549995192,0.5471255239698192,0.6975274864648776,0.9086603733328367,0.40706729084082965,0.3786997820228047,153.48283118098962,146.477291352611,0.6219317672950858,0.0,0.9,1.0,0.0,0.0,0.0,0.867564370277394,0.0,0.9639604114193266,1.0,0.05,True,on
0.4,0.5,8,89.5233090770832,382.32390697732126,19.116195348866036,70.40711372821714,45.0,0.55,0.4523961459593485,0.5643032549995192,0.5476038540406514,0.7027298638191832,0.9085614839908186,0.4117546410909266,0.37776307440966,152.18702148897196,143.8733469444119,0.6222369255903399,0.0,0.9,1.0,0.0,0.0,0.0,0.8669857963415317,0.0,0.963317551490591,1.0,0.05,True,on
0.4,0.5,9,91.95423336185851,397.3901912480483,19.88494427304854,72.06928908880997,46.11764705882353,0.5388235294117648,0.45135352726895367,0.5643032549995192,0.5486464727310463,0.6960568679727784,0.9091051511702873,0.40658361778635055,0.38508017903463043,154.9562988041564,149.53949514575447,0.6150400670020828,0.0,0.9,1.0,0.0,0.0,0.0,0.8678336032839133,0.0,0.964259559204348,1.0,0.05,True,on
0.4,0.5,10,91.3242382051303,395.5632133234232,19.725569123586755,71.59866908154356,45.745098039215684,0.5425490196078431,0.4508091774504846,0.5643032549995192,0.5491908225495156,0.6981267858400594,0.9082939961684783,0.40939543574623016,0.38653240492459384,154.62807465036553,148.86720653906536,0.6135984382504838,0.0,0.9,1.0,0.0,0.0,0.0,0.8675793485688157,0.0,0.9639770539653506,1.0,0.05,True,on
0.4,0.5,11,91.34758704133884,395.14061309871477,19.74434203932806,71.60324500201077,45.86274509803921,0.5413725490196079,0.45167905003617337,0.5643032549995192,0.5483209499638266,0.6961819149425009,0.9060041844298035,0.4089077964387468,0.3855872330352484,154.5260151561563,148.6988729499441,0.6148308286800269,0.0,0.9,1.0,0.0,0.0,0.0,0.867764536076935,0.0,0.9641828178632611,1.0,0.05,True,on
0.4,0.55,0,94.4677622044198,439.58141368728207,22.0279819713138,72.439780233106,46.490196078431374,0.5350980392156862,0.4429067477980168,0.5643032549995192,0.5570932522019831,0.6945590914158138,0.9120387727404742,0.416888421819857,0.416888421819857,162.00624453823656,162.00624453823656,0.5712525749847938,0.0,0.9,1.0,0.0,0.0,0.0,0.8681793352092606,0.0,0.9646437057880671,1.0,0.05,True,on
0.4,0.55,1,93.53348325974437,435.7878387267859,21.789391936339268,71.7440913234051,46.0,0.54,0.4426222413318164,0.5643032549995192,0.5573777586681834,0.6968589098898625,0.9106251584403318,0.420531534521447,0.420531534521447,161.41255103933895,161.41255103933895,0.5703521860596509,0.0,0.9,1.0,0.0,0.0,0.0,0.8677815834659411,0.0,0.964201759406601,1.0,0.05,True,on
0.4,0.55,2,96.3793398960368,456.63800172323573,22.67042490023218,73.70891499580462,47.23529411764706,0.5276470588235296,0.44107531695046215,0.5643032549995192,0.5589246830495378,0.690361778590638,0.9111872402277513,0.4144026639319474,0.4144026639319474,164.58486387912438,164.58486387912438,0.560318970730426,0.0,0.9,1.0,0.0,0.0,0.0,0.8687566056429662,0.0,0.9652851173810738,1.0,0.05,True,on
0.4,0.55,3,94.82860024937588,442.2588901165103,22.390898075681154,72.43770217369475,46.705882352941174,0.5329411764705881,0.44317237518738295,0.5643032549995192,0.556827624812617,0.6894320254229178,0.9048591675485854,0.41606463827820656,0.41606463827820656,162.3892794816633,162.3892794816633,0.5703799439685301,0.0,0.9,1.0,0.0,0.0,0.0,0.8684005616108749,0.0,0.9648895129009721,1.0,0.05,True,on
0.4,0.55,4,95.86250819529162,452.7274749862563,22.636373749312895,73.22613444597876,47.0,0.5300000000000001,0.4412569710133831,0.5643032549995192,0.5587430289866168,0.6899490537968986,0.9088217800770995,0.41550521043521155,0.41550521043521155,164.0091749434932,164.0091749434932,0.5626820293616047,0.0,0.9,1.0,0.0,0.0,0.0,0.8685929970223129,0.0,0.965103330024792,1.0,0.05,True,on
0.4,0.55,5,94.90946564325498,443.9804784706507,22.389728060990503,72.51973758226447,46.705882352941174,0.5329411764705883,0.4427590181360958,0.5643032549995192,0.5572409818639041,0.6903069319531759,0.9065973217561156,0.41651962280237387,0.41651962280237387,162.6584729719712,162.6584729719712,0.5685595474368165,0.0,0.9,1.0,0.0,0.0,0.0,0.8683922718148993,0.0,0.9648803020165551,1.0,0.05,True,on
0.4,0.55,6,95.39342902618554,450.22664219786026,22.45865189481052,72.93477713137504,46.80392156862745,0.5319607843137255,0.44155584024724837,0.5643032549995192,0.5584441597527516,0.6910033428941692,0.9076458965172532,0.4170329998385904,0.4170329998385904,163.6333595687924,163.6333595687924,0.5630319589999075,0.0,0.9,1.0,0.0,0.0,0.0,0.8684383535269853,0.0,0.9649315039188724,1.0,0.05,True,on
0.4,0.55,7,94.30970284085122,441.5760258626302,22.14710854864118,72.16259429221004,46.411764705882355,0.5358823529411766,0.44279287836422054,0.5643032549995192,0.5572071216357795,0.6930635683299028,0.9080816883000821,0.4189041101922458,0.4189041101922458,162.28914156270642,162.28914156270642,0.5679010913750077,0.0,0.9,1.0,0.0,0.0,0.0,0.8681479211829989,0.0,0.9646088013144433,1.0,0.05,True,on
0.4,0.55,8,93.19304014521478,434.27608813904845,21.7833187175064,71.40972142770836,45.90196078431372,0.5409803921568628,0.44326939764086754,0.5643032549995192,0.5567306023591324,0.696215995816373,0.9079520884512635,0.4217822917867713,0.4217822917867713,161.1722795264699,161.1722795264699,0.5706155787334382,0.0,0.9,1.0,0.0,0.0,0.0,0.8677234583982908,0.0,0.9641371759981009,1.0,0.05,True,on
0.4,0.55,9,98.19295414987853,469.9537588554302,23.497687942771567,74.69526620710697,48.0,0.52,0.439950100025109,0.5643032549995192,0.5600498999748912,0.6842678501093282,0.9094438908141795,0.4102778971004348,0.4102778971004348,166.50716272474807,166.50716272474807,0.555234325757688,0.0,0.9,1.0,0.0,0.0,0.0,0.8694206475288286,0.0,0.9660229416986985,1.0,0.05,True,on
0.4,0.55,10,93.68071388651857,439.47442927280565,21.973721463640334,71.70699242287822,46.0,0.54,0.4419266066882292,0.5643032549995192,0.5580733933117711,0.6960131433770875,0.9087985766636117,0.4216882642739492,0.4216882642739492,161.98999276558968,161.98999276558968,0.5664579673287445,0.0,0.9,1.0,0.0,0.0,0.0,0.8677815834659411,0.0,0.964201759406601,1.0,0.05,True,on
0.4,0.55,11,93.78847472642978,446.48178408263544,21.983395215930628,71.80507951049913,45.98039215686274,0.5401960784313726,0.4411050551683912,0.5643032549995192,0.5588949448316088,0.6957350094402573,0.9064085543167707,0.42478228145694114,0.42478228145694114,163.01827939851276,163.01827939851276,0.5586424486454928,0.0,0.9,1.0,0.0,0.0,0.0,0.8678106955778015,0.0,0.9642341061975571,1.0,0.05,True,on
0.4,0.6,0,97.70888423937151,491.611147668051,24.576487451203615,73.1323967881679,47.27450980392157,0.5272549019607844,0.43544162078497417,0.5643032549995192,0.5645583792150258,0.6883580982092643,0.9120136222679218,0.42340495707944553,0.42340495707944553,169.45810301993507,169.45810301993507,0.5281745607062726,0.0,0.9,1.0,0.0,0.0,0.0,0.8688201952005721,0.0,0.9653557724450801,1.0,0.05,True,on
0.4,0.6,1,94.90407914573775,472.77020598972507,23.638510299486267,71.26556884625153,46.0,0.54,0.4362299320814737,0.5643032549995192,0.5637700679185262,0.6954219058697931,0.9104615758359174,0.43138038252501487,0.43138038252501487,166.90257639574463,166.90257639574463,0.5334403817407366,0.0,0.9,1.0,0.0,0.0,0.0,0.8677815834659411,0.0,0.964201759406601,1.0,0.05,True,on
0.4,0.6,2,99.3403888853194,502.60197548926124,25.13009877446312,74.21029011085632,48.0,0.52,0.43486844056822616,0.5643032549995192,0.5651315594317738,0.6838400536655439,0.9113178805440115,0.4186576299830602,0.4186576299830602,170.88104017332287,170.88104017332287,0.5252339296306232,0.0,0.9,1.0,0.0,0.0,0.0,0.8694206475288286,0.0,0.9660229416986985,1.0,0.05,True,on
0.4,0.6,3,93.91956071391081,471.6606412607066,23.460312933296755,70.45924778061408,45.470588235294116,0.5452941176470589,0.4357107892204166,0.5643032549995192,0.5642892107795834,0.6962293544908325,0.9044073551154617,0.4367438135122481,0.4367438135122481,166.744379620867,166.744379620867,0.5290320412987778,0.0,0.9,1.0,0.0,0.0,0.0,0.8673945557445567,0.0,0.9637717286050629,1.0,0.05,True,on
0.4,0.6,4,95.03259124516067,476.5730568826523,23.8286528441326,71.20393840102808,46.0,0.54,0.4356400205188365,0.5643032549995192,0.5643599794811636,0.6943254875064541,0.9084997882680194,0.43240697017072754,0.43240697017072754,167.4308637541686,167.4308637541686,0.52990033529322,0.0,0.9,1.0,0.0,0.0,0.0,0.8677815834659411,0.0,0.964201759406601,1.0,0.05,True,on
0.4,0.6,5,96.87594525451472,477.78978895401195,24.46103140161681,72.41491385289791,47.13725490196079,0.5286274509803922,0.43786181295126164,0.5643032549995192,0.5621381870487384,0.685672557638531,0.9063250418414668,0.4218820681559458,0.4218820681559458,167.5511252893659,167.5511252893659,0.5391778218737101,0.0,0.9,1.0,0.0,0.0,0.0,0.868700425270441,0.0,0.9652226947449342,1.0,0.05,True,on
0.4,0.6,6,99.03300662085734,503.8421917869668,25.243572699320147,73.7894339215372,47.8235294117647,0.5217647058823529,0.43460239247416466,0.5643032549995192,0.5653976075258353,0.6824268310863445,0.9067796949899707,0.4209863364170587,0.4209863364170587,171.03695768379836,171.03695768379836,0.5223855284306019,0.0,0.9,1.0,0.0,0.0,0.0,0.8692772399723129,0.0,0.9658635999692364,1.0,0.05,True,on
0.4,0.6,7,96.50120014186885,486.03615271868324,24.36062331205107,72.1405768298178,46.745098039215684,0.5325490196078432,0.43589230693084674,0.5643032549995192,0.5641076930691533,0.6895044835184537,0.9078245318610554,0.42799523103155174,0.42799523103155174,168.70200936915677,168.70200936915677,0.5278397876770823,0.0,0.9,1.0,0.0,0.0,0.0,0.8684223766821184,0.0,0.9649137518690205,1.0,0.05,True,on
0.4,0.6,8,98.68295491430956,505.11263235062876,25.271209699633435,73.41174521467613,47.588235294117645,0.5241176470588236,0.43400390196800676,0.5643032549995192,0.5659960980319932,0.6835051954503342,0.9058547000417315,0.423577703894769,0.423577703894769,171.1988500579065,171.1988500579065,0.519207782902455,0.0,0.9,1.0,0.0,0.0,0.0,0.8690798502614399,0.0,0.9656442780682661,1.0,0.05,True,on
0.4,0.6,9,101.63744508827683,520.1112686994642,26.005562678660624,75.63188240961622,49.0,0.51,0.4338952042890992,0.5643032549995192,0.5661047957109007,0.6760843540841222,0.9079216088350863,0.4126671786898961,0.4126671786898961,173.0491493078226,173.0491493078226,0.5192883538845532,0.0,0.9,1.0,0.0,0.0,0.0,0.8702651816823868,0.0,0.9669613129804299,1.0,0.05,True,on
0.4,0.6,10,94.29646906804592,468.9580735889187,23.59532823371261,70.70114083433333,45.745098039215684,0.5425490196078432,0.43659069988957544,0.5643032549995192,0.5634093001104246,0.6951811530738499,0.9068631313071455,0.4332045025522864,0.4332045025522864,166.3634876532461,166.3634876532461,0.5345396515096472,0.0,0.9,1.0,0.0,0.0,0.0,0.8675671153066035,0.0,0.9639634614517815,1.0,0.05,True,on
0.4,0.6,11,100.6292044722622,499.4969403053787,25.850709776549547,74.77849469571264,48.88235294117647,0.5111764705882353,0.43708210351746,0.5643032549995192,0.56291789648254,0.6743201021904017,0.9070735362506375,0.4097758552799798,0.4097758552799798,170.43237072856178,170.43237072856178,0.5370320854551099,0.0,0.9,1.0,0.0,0.0,0.0,0.8701772105191131,0.0,0.9668635672434593,1.0,0.05,True,on
0.4,0.65,0,102.20815582137442,543.9084557189975,27.778882407916953,74.42927341345747,49.0,0.51,0.43141823027406445,0.5643032549995192,0.5685817697259355,0.6735832311524753,0.910812008323209,0.41863024774294244,0.41863024774294244,175.7789043403318,175.7789043403318,0.5016994181083837,0.0,0.9,1.0,0.0,0.0,0.0,0.8702960907774294,0.0,0.9669956564193662,1.0,0.05,True,on
0.4,0.65,1,96.63633523289516,511.6391958130783,25.61937791068657,71.01695732220858,46.31372549019608,0.5368627450980392,0.43132031634851103,0.5643032549995192,0.568679683651489,0.6912294785316353,0.909865356494328,0.43820974478103936,0.43820974478103936,172.01403369461886,172.01403369461886,0.5021872422914674,0.0,0.9,1.0,0.0,0.0,0.0,0.8680052795569142,0.0,0.9644503106187935,1.0,0.05,True,on
0.4,0.65,2,100.72812780457065,542.0823795668206,27.11367441458238,73.61445338998827,48.11764705882353,0.5188235294117647,0.4299251391147207,0.5643032549995192,0.5700748608852793,0.6806657176129152,0.9110642213135597,0.42641128288898456,0.42641128288898456,175.61031731543363,175.61031731543363,0.4938834840666743,0.0,0.9,1.0,0.0,0.0,0.0,0.8695200044880709,0.0,0.9661333383200786,1.0,0.05,True,on
0.4,0.65,3,105.95830037157093,576.9151740792005,29.333169739487666,76.62513063208327,50.529411764705884,0.49470588235294116,0.42918776827107413,0.5643032549995192,0.570812231728926,0.6617335785477507,0.9050429220879525,0.40914415077655575,0.40914415077655575,179.3320614854529,179.3320614854529,0.48845473163303255,0.0,0.9,1.0,0.0,0.0,0.0,0.8716279054761011,0.0,0.9684754505290016,1.0,0.05,True,on
0.4,0.65,4,103.45415986658347,566.2370636826478,28.331422576780742,75.12273728980271,49.27450980392157,0.5072549019607843,0.4286589943070116,0.5643032549995192,0.5713410056929883,0.6711511990833249,0.9070024941953164,0.41957134163119914,0.41957134163119914,178.23732845938247,178.23732845938247,0.4855953725703444,0.0,0.9,1.0,0.0,0.0,0.0,0.8704849335752135,0.0,0.9672054817502371,1.0,0.05,True,on
0.4,0.65,5,109.51610598197996,611.2950866502501,30.67030915264753,78.84579682933246,51.98039215686274,0.4801960784313725,0.4271729787789226,0.5643032549995192,0.5728270212210773,0.6533244651269843,0.9054671787516476,0.40046463092403695,0.40046463092403695,182.6684212516051,182.6684212516051,0.4762474846046783,0.0,0.9,1.0,0.0,0.0,0.0,0.8728895220426455,0.0,0.9698772467140506,1.0,0.05,True,on
0.4,0.65,6,100.47151238904056,547.1924762013766,27.132840706911043,73.33867168212952,47.90196078431372,0.5209803921568626,0.4290890531002057,0.5643032549995192,0.5709109468997944,0.6801859207984225,0.9059991961714338,0.42971908662164177,0.42971908662164177,176.17915226983612,176.17915226983612,0.48693661029575214,0.0,0.9,1.0,0.0,0.0,0.0,0.8693408295299185,0.0,0.9659342550332429,1.0,0.05,True,on
0.4,0.65,7,98.55256653716003,534.7958723784379,26.739793618921965,71.8127729182381,47.0,0.5300000000000001,0.4292125663115067,0.5643032549995192,0.5707874336884933,0.6849437916035211,0.9060272274271503,0.436132965615534,0.436132965615534,174.7797982989783,174.7797982989783,0.4897010113749966,0.0,0.9,1.0,0.0,0.0,0.0,0.8685929970223129,0.0,0.965103330024792,1.0,0.05,True,on
0.4,0.65,8,101.38912075360581,557.0203319418051,27.608919385894854,73.78020136771094,48.27450980392157,0.5172549019607843,0.4284727548257009,0.5643032549995192,0.5715272451742991,0.6775797894951985,0.9064651950385781,0.4280047776237799,0.4280047776237799,177.240832081571,177.240832081571,0.48362212881206684,0.0,0.9,1.0,0.0,0.0,0.0,0.8697074413005343,0.0,0.9663416014450381,1.0,0.05,True,on
0.4,0.65,9,102.83216662000322,560.6928891129601,28.034644455648255,74.79752216435496,49.0,0.51,0.42885413630312,0.5643032549995192,0.57114586369688,0.6734932563051674,0.9079078761011028,0.4211567987545201,0.4211567987545201,177.65116079577734,177.65116079577734,0.48736579631566884,0.0,0.9,1.0,0.0,0.0,0.0,0.8702651816823868,0.0,0.9669613129804299,1.0,0.05,True,on
0.4,0.65,10,95.31111293295501,523.0579878577694,25.293431969651504,70.0176809633035,45.372549019607845,0.5462745098039216,0.4284339603853952,0.5643032549995192,0.5715660396146047,0.6970639071896972,0.9069819808561785,0.45020505732638083,0.45020505732638083,173.37330413897666,173.37330413897666,0.48385166672244745,0.0,0.9,1.0,0.0,0.0,0.0,0.8672666623854409,0.0,0.963629624872712,1.0,0.05,True,on
0.4,0.65,11,100.46051265845696,552.1157411388282,27.178569567423967,73.28194309103299,47.8235294117647,0.521764705882353,0.4284233543392263,0.5643032549995192,0.5715766456607737,0.6805624569988933,0.9054114539841538,0.43152335001973113,0.43152335001973113,176.71084343896692,176.71084343896692,0.4822862350063322,0.0,0.9,1.0,0.0,0.0,0.0,0.8693329984059989,0.0,0.965925553784443,1.0,0.05,True,on
0.5,0.35,0,93.18954418040163,290.2393648292944,14.344962423752973,78.84458175664868,52.88235294117647,0.4711764705882353,0.5105999908906577,0.580201151367446,0.4894000091093424,0.644961008390735,0.909231513731147,0.31142707041199785,0.19033882625256282,135.32961702816868,115.10203684633572,0.8094996638485544,0.0,0.9,1.0,0.0,0.0,0.0,0.8737363050966778,0.0,0.9708181167740865,1.0,0.05,True,on
0.5,0.35,1,93.71272828951867,292.99112178673886,14.521471352540079,79.19125693697859,53.03921568627451,0.46960784313725484,0.5093584341217083,0.580201151367446,0.49064156587829166,0.6439615291556803,0.9080567033404622,0.31076627332222,0.1933651849968602,135.96797884277257,116.18356329802415,0.8063398122063095,0.0,0.9,1.0,0.0,0.0,0.0,0.8739059832702386,0.0,0.9710066480780426,1.0,0.05,True,on
0.5,0.35,2,94.86162050743893,292.0384607873301,14.665492631876104,80.19612787556281,54.1764705882353,0.4582352941176471,0.5138517162818911,0.580201151367446,0.4861482837181089,0.6349834763393044,0.9090809524268724,0.3011898798951954,0.1804534133608358,135.7480988523564,115.75945921474157,0.8195107208991863,0.0,0.9,1.0,0.0,0.0,0.0,0.8749774287390667,0.0,0.9721971430434074,1.0,0.05,True,on
0.5,0.35,3,94.92703861423239,294.2136554741702,14.710086669573082,80.2169519446593,54.0,0.45999999999999985,0.5119412460970625,0.580201151367446,0.4880587539029376,0.6356942197816915,0.9051002189519797,0.3032778524104097,0.18613248607554356,136.2477045579323,116.63735570984532,0.8137151184678566,0.0,0.9,1.0,0.0,0.0,0.0,0.8748125335839221,0.0,0.972013926204358,1.0,0.05,True,on
0.5,0.35,4,92.97042953425162,285.63688765014876,14.248978248002578,78.72145128624905,53.11764705882353,0.46882352941176464,0.5141738311218703,0.580201151367446,0.4858261688781297,0.6411844424235532,0.9065439831453741,0.30759116583006624,0.17903015182258838,134.27061410697092,113.2450164214561,0.8209585129710424,0.0,0.9,1.0,0.0,0.0,0.0,0.8739076124953092,0.0,0.9710084583281212,1.0,0.05,True,on
0.5,0.35,5,95.3113324062097,287.9040480431841,14.687221621498702,80.62411078471098,55.01960784313726,0.4498039215686274,0.5193289070654019,0.580201151367446,0.48067109293459803,0.6261864539431756,0.9064443233358234,0.29301312676130664,0.164582736622056,134.7825925983901,114.06505278496171,0.8359018045478634,0.0,0.9,1.0,0.0,0.0,0.0,0.8757156438718551,0.0,0.9730173820798389,1.0,0.05,True,on
0.5,0.35,6,94.73233664807655,282.71007234022625,14.424523172542669,80.30781347553386,55.09803921568628,0.44901960784313727,0.5231031450704656,0.580201151367446,0.4768968549295344,0.6245032073197491,0.9072168565431081,0.2908758316009415,0.15430793155242306,133.55769982264295,112.00666391149778,0.84731195791284,0.0,0.9,0.9960784313725489,0.00392156862745098,0.0,0.0,0.8758027682904795,0.0,0.9731141869894219,1.0,0.05,True,on
0.5,0.35,7,94.95443445847677,293.53416825087464,14.663643854816033,80.29079060366074,54.07843137254902,0.4592156862745097,0.5125228192310338,0.580201151367446,0.4874771807689662,0.6366053689723853,0.9092159995000676,0.30228675128290833,0.184035976610493,136.09317839715877,116.37099813903133,0.816046531040958,0.0,0.9,1.0,0.0,0.0,0.0,0.8748910100301744,0.0,0.9721011222557492,1.0,0.05,True,on
