point,beta,lambda_u,rho,seed,Output,Unemployment_Rate,Total_Capital,Investment,Average_Utilization,Util_Effect_mean,Util_Effect_sd,Util_Effect_min,Util_Effect_max,Expected_Utilization_mean
0,0.05,1.0,0.45,12,80.6798070639981,0.6119607843137256,385.2608996051922,19.25240983155368,0.49937609944579575,0.9799799495360828,0.00043566406520875517,0.9793623519156869,0.9806916010385486,0.49937609944579575
0,0.05,1.0,0.45,13,83.98485825967488,0.5964705882352942,404.6455069884026,20.279736205981703,0.4964814751073584,0.979836956848138,0.0013828708766026661,0.9780727022826919,0.9823609512934321,0.4964814751073584
0,0.05,1.0,0.45,14,90.58092803544064,0.559607843137255,418.77271124894446,22.285706491092313,0.521975178905453,0.981159654942314,0.0010782897518866875,0.9796948898070763,0.9833618521997011,0.521975178905453
0,0.05,1.0,0.45,15,86.92519098042325,0.5845098039215688,425.6926766791206,21.38834191575737,0.48881860363173235,0.9794466947405416,0.0009899690200169497,0.9782219174945123,0.9811984041002286,0.48881860363173235
0,0.05,1.0,0.45,16,90.54230990491338,0.5700000000000002,451.3719374404292,22.568596873951304,0.480489283763466,0.9790244641882606,1.2975752373690713e-12,0.9790244641865167,0.9790244641909336,0.480489283763466
0,0.05,1.0,0.45,17,85.70828983771503,0.5903921568627453,418.3992117990912,20.48145241408255,0.487214609419124,0.9793301785477939,0.00047175170100364713,0.9786230091646152,0.9811291460507385,0.487214609419124
0,0.05,1.0,0.45,18,86.59013857071083,0.5849019607843138,417.95197456724566,20.952268567346955,0.4958240117345982,0.9798066012671094,0.00029906855994314577,0.9793925165728721,0.9802002094157192,0.4958240117345982
0,0.05,1.0,0.45,19,83.43014856099737,0.5996078431372549,402.47206761283087,20.165539057370495,0.49538402743620846,0.9797308941448034,0.0009620189219275386,0.9782662029922738,0.9811508970760967,0.49538402743620846
0,0.05,1.0,0.55,0,93.86461098617433,0.5760784313725489,578.9918380947233,28.658016843646653,0.3884348310779653,0.9744280945017912,0.00020322229295116083,0.9741224515603957,0.9748166554319297,0.3884348310779653
0,0.05,1.0,0.55,1,95.08401419891912,0.5700000000000002,582.3161331479934,29.115806657399617,0.39112482036331503,0.9745562410181656,1.1212702919885052e-16,0.9745562410181657,0.9745562410181657,0.39112482036331503
0,0.05,1.0,0.55,2,99.87305368141102,0.55,622.6154527575422,31.13077263787722,0.38510215828216315,0.9742551079141083,1.1212702919885052e-16,0.9742551079141082,0.9742551079141082,0.38510215828216315
0,0.05,1.0,0.55,3,98.64777414732212,0.5550980392156863,612.8006114079554,30.60697064715146,0.386262672820236,0.9743122106912189,0.00019636437686887457,0.9740247460295016,0.9745776069194131,0.386262672820236
0,0.05,1.0,0.55,4,92.50634046509998,0.5803921568627451,560.6254630718073,28.120570104719935,0.395035120452213,0.9747546957469261,0.0005623639656150753,0.9740956684869737,0.9758022381934055,0.395035120452213
0,0.05,1.0,0.55,5,97.62506433874601,0.5599999999999999,607.7318431220353,30.38659215610187,0.3852135638715727,0.9742606781935788,2.2425405839770103e-16,0.9742606781935785,0.9742606781935785,0.3852135638715727
0,0.05,1.0,0.55,6,93.24271540883026,0.5776470588235295,570.154673858702,28.3235790999614,0.3912940582090578,0.9746016368885559,0.0009674035640840241,0.9734341691555317,0.9765002956712412,0.3912940582090578
0,0.05,1.0,0.55,7,97.90974583945717,0.5564705882352942,595.7718328085951,29.854482906931477,0.3945689760704367,0.9747307574307541,0.00024571657785874896,0.9744617381145056,0.9751147812504881,0.3945689760704367
0,0.05,1.0,0.55,8,98.66511234322095,0.5547058823529413,611.100040116734,30.564271047684986,0.3874901054998732,0.9743748448239405,0.0002474395853043337,0.9740499909228927,0.974670097668119,0.3874901054998732
0,0.05,1.0,0.55,9,95.01705343660306,0.57,581.3967950866593,29.183856769591383,0.39150883020423166,0.9745782019206715,0.00028261709715307214,0.9741445576475339,0.975060089377215,0.39150883020423166
0,0.05,1.0,0.55,10,97.675041012852,0.559607843137255,607.0259058111518,30.27629337892608,0.3857906156787283,0.9742868439815148,9.278373723711785e-05,0.9741808996368816,0.9747048743592621,0.3857906156787283
0,0.05,1.0,0.55,11,95.31057791613254,0.5686274509803922,581.8939947724416,29.09952236018833,0.39244688601727634,0.9746225139784566,0.00018317443366358495,0.9744629162104521,0.9751208225891087,0.39244688601727634
0,0.05,1.0,0.55,12,91.7973213459988,0.5833333333333334,555.2630755504405,27.75860697730884,0.3956915121482374,0.9748271504052144,0.0008148783362557474,0.9737038807155927,0.9762898614454516,0.3956915121482374
0,0.05,1.0,0.55,13,98.74763232367351,0.5550980392156862,616.3199702800348,30.802934681524675,0.38446653653721247,0.974229252844355,0.00015096768123918947,0.9740345436643085,0.9744353097646175,0.38446653653721247
0,0.05,1.0,0.55,14,99.75166379971498,0.5501960784313725,619.7591496712109,31.12130765466791,0.38656094854961476,0.9743230548981902,8.99824409459301e-05,0.9739891057766121,0.9744647300219208,0.38656094854961476
0,0.05,1.0,0.55,15,96.07270430106793,0.5652941176470588,587.7839307331636,29.4199350676462,0.3918689502446388,0.9745843451974856,0.0002480695983561241,0.9742650511853757,0.9749261983253849,0.3918689502446388
0,0.05,1.0,0.55,16,97.68856979176562,0.5599999999999999,610.0632921212252,30.503164606061368,0.3839910372235155,0.9741995518611758,1.1212702919885052e-16,0.9741995518611757,0.9741995518611757,0.3839910372235155
0,0.05,1.0,0.55,17,98.90310915044748,0.5545098039215687,618.347840489892,30.76648003292157,0.38399123730317225,0.9742020467732774,0.00024774850717010154,0.9738564617150842,0.974572971711227,0.38399123730317225
0,0.05,1.0,0.55,18,95.17551346264764,0.5700000000000002,585.5719280067266,29.278596400336276,0.38932444277919837,0.9744662221389598,1.1212702919885052e-16,0.97446622213896,0.97446622213896,0.38932444277919837
0,0.05,1.0,0.55,19,93.76649292437303,0.5749019607843138,569.7524133080539,28.56574863491455,0.394026538579627,0.9746891463884867,0.0004225726735684436,0.9741345132574475,0.9755353654252442,0.394026538579627
0,0.05,1.0,0.65,0,119.32803761532264,0.48,891.9256096314085,44.59628048157054,0.3239935111093401,0.971199675555467,0.0,0.971199675555467,0.971199675555467,0.3239935111093401
0,0.05,1.0,0.65,1,113.10048224459119,0.5056862745098039,831.6931859499797,41.679698743491855,0.3283789655381369,0.9714138153726829,0.00017193603194139883,0.9711977086786066,0.9716671653772195,0.3283789655381369
0,0.05,1.0,0.65,2,120.04240465344601,0.4766666666666666,895.5627203043903,44.671097160932725,0.324751806260882,0.9712414445078489,0.0001341953752299416,0.9710945792358153,0.9714764343125932,0.324751806260882
0,0.05,1.0,0.65,3,120.71450893933327,0.4745098039215686,908.6026308291501,45.32195106548612,0.3219865729995184,0.9710919766000888,0.00011105121421212543,0.9709087110524057,0.971319552677406,0.3219865729995184
0,0.05,1.0,0.65,4,116.90602058474843,0.49,868.1035645630076,43.405178228150476,0.32569586520035315,0.9712847932600177,0.0,0.9712847932600177,0.9712847932600177,0.32569586520035315
0,0.05,1.0,0.65,5,119.31811965584133,0.48,891.4026007542443,44.57013003771236,0.32415666190494286,0.9712078330952474,1.1212702919885052e-16,0.9712078330952473,0.9712078330952473,0.32415666190494286
0,0.05,1.0,0.65,6,113.2867574830188,0.5052941176470588,836.6977460699737,41.758883751427746,0.3268388275924923,0.9713463473602454,0.00012076276250924306,0.971160406027958,0.9715200579901209,0.3268388275924923
0,0.05,1.0,0.65,7,112.05939940023717,0.51,820.6025549484835,41.03012774742413,0.3294196723165718,0.9714709836158288,2.2425405839770103e-16,0.9714709836158286,0.9714709836158286,0.3294196723165718
0,0.05,1.0,0.65,8,114.48530798336768,0.5,844.4387063469086,42.22193531734555,0.3274657867970785,0.9713732893398538,1.1212702919885052e-16,0.9713732893398539,0.9713732893398539,0.3274657867970785
