c0,eta,sigma,rho,Y,U,Wage_Rate,Wage_Floor_Binding,collapsed,floored,binding,frac_seeds_collapsed,mixed_basin
1.0,0.1,0.5,0.65,90.16460881663886,0.583202614379085,0.8303015563209369,0.0,False,False,demand,0.0,False
1.0,0.1,0.6,0.35,85.06568281212327,0.5201960784313725,0.8401208769828917,0.0,False,False,demand,0.0,False
1.0,0.1,0.6,0.4,81.69645393289558,0.5682352941176471,0.8325138708250881,0.0,False,False,demand,0.0,False
1.0,0.1,0.6,0.45,81.1235605105026,0.5888235294117647,0.8295719851594332,0.0,False,False,demand,0.0,False
1.0,0.1,0.6,0.5,81.27794905202757,0.6019607843137255,0.8276931448273127,0.0,False,False,demand,0.0,False
1.0,0.1,0.6,0.55,84.84247507656214,0.5976470588235294,0.828297177656248,0.0,False,False,demand,0.0,False
1.0,0.1,0.6,0.6,85.86472907455614,0.6045751633986928,0.827377862419684,0.0,False,False,demand,0.0,False
1.0,0.1,0.6,0.65,89.1313369205983,0.5988888888888889,0.8281332589869844,0.0,False,False,demand,0.0,False
1.0,0.1,0.7,0.35,85.52864802373081,0.5041830065359477,0.8425050572802223,0.0,False,False,demand,0.0,False
1.0,0.1,0.7,0.4,82.38796237237396,0.5592156862745098,0.8338480575550519,0.0,False,False,demand,0.0,False
1.0,0.1,0.7,0.45,79.67397766802627,0.5955555555555555,0.8286070351769353,0.0,False,False,demand,0.0,False
1.0,0.1,0.7,0.5,81.56386191036133,0.6002614379084967,0.8279634793134466,0.0,False,False,demand,0.0,False
1.0,0.1,0.7,0.55,84.45181617078231,0.5977777777777779,0.8282471492034844,0.0,False,False,demand,0.0,False
1.0,0.1,0.7,0.6,83.43704508191841,0.6166013071895424,0.8257631540038983,0.0,False,False,demand,0.0,False
1.0,0.1,0.7,0.65,85.72539400562874,0.6201307189542483,0.8254308112498759,0.0,False,False,demand,0.0,False
1.0,0.1,0.8,0.35,84.84593327419525,0.5075816993464052,0.8421016868106862,0.0,False,False,demand,0.0,False
1.0,0.1,0.8,0.4,82.65244847362962,0.549607843137255,0.8352750336898601,0.0,False,False,demand,0.0,False
1.0,0.1,0.8,0.45,80.91490654598363,0.5851633986928105,0.8300346082421691,0.0,False,False,demand,0.0,False
1.0,0.1,0.8,0.5,80.39891783985225,0.6043790849673202,0.8273724983396488,0.0,False,False,demand,0.0,False
1.0,0.1,0.8,0.55,80.12598010084976,0.6242483660130719,0.8247685786562672,0.0,False,False,demand,0.0,False
1.0,0.1,0.8,0.6,82.56584676807462,0.6253594771241829,0.8245004696354937,0.0,False,False,demand,0.0,False
1.0,0.1,0.8,0.65,82.41604435391571,0.6380392156862745,0.8229275805560669,0.0,False,False,demand,0.0,False
1.0,0.1,0.9,0.35,88.08484242203276,0.4731372549019608,0.8478514073031894,0.0,False,False,demand,0.0,False
1.0,0.1,0.9,0.4,84.3181494117456,0.534248366013072,0.8378159985241812,0.0,False,False,demand,0.0,False
1.0,0.1,0.9,0.45,80.65405031489063,0.578562091503268,0.8309803482493877,0.0,False,False,demand,0.0,False
1.0,0.1,0.9,0.5,80.12631244728222,0.6033333333333334,0.8275564255102824,0.0,False,False,demand,0.0,False
1.0,0.1,0.9,0.55,80.06908148314496,0.6245751633986928,0.8248580118847842,0.0,False,False,demand,0.0,False
1.0,0.1,0.9,0.6,80.02078916684958,0.6396732026143791,0.8227525434036487,0.0,False,False,demand,0.0,False
1.0,0.1,0.9,0.65,81.77199156811527,0.6426797385620914,0.8223304317729352,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.35,90.68211551331693,0.44993464052287574,0.8522229548182216,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.4,83.96789301745112,0.5254248366013072,0.8389881058249129,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.45,82.26756009006026,0.5671895424836602,0.8327432955548901,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.5,81.14952160252564,0.591045751633987,0.8292613997592602,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.55,78.7002547548748,0.6224183006535947,0.8249408867059769,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.6,81.6641878852855,0.6294771241830065,0.8241434978365968,0.0,False,False,demand,0.0,False
1.0,0.1,1.0,0.65,80.72698763615243,0.6480392156862744,0.8216509790195876,0.0,False,False,demand,0.0,False
1.0,0.1,1.25,0.35,98.06886161703619,0.3663398692810457,0.8701830070621474,0.0,False,False,demand,0.0,False
1.0,0.1,1.25,0.4,87.62652914103626,0.47699346405228754,0.8472332206416895,0.0,False,False,demand,0.0,False
1.0,0.1,1.25,0.45,81.93958170861187,0.5507843137254903,0.8350719401004151,0.0,False,False,demand,0.0,False
1.0,0.1,1.25,0.5,80.96215362850585,0.5789542483660131,0.8308646863828456,0.0,False,False,demand,0.0,False
1.0,0.1,1.25,0.55,78.93984088387573,0.6081045751633987,0.8268237658575943,0.0,False,False,demand,0.0,False
1.0,0.1,1.25,0.6,78.72864335028747,0.6362091503267974,0.8232586435601439,0.0,False,False,demand,0.0,False
1.0,0.1,1.25,0.65,79.81008642274355,0.6465359477124183,0.8218212009216307,0.0,False,False,demand,0.0,False
1.0,0.1,1.5,0.35,4.951933511244761e-06,1.0,0.7867155323539139,0.0,True,False,collapsed,1.0,False
1.0,0.1,1.5,0.4,90.84487613283663,0.4306535947712418,0.8559821283614685,0.0,False,False,demand,0.0,False
1.0,0.1,1.5,0.45,86.74908538914737,0.48960784313725486,0.8451135680739884,0.0,False,False,demand,0.0,False
1.0,0.1,1.5,0.5,83.02912189551074,0.5458169934640523,0.8358518340944915,0.0,False,False,demand,0.0,False
1.0,0.1,1.5,0.55,80.18215959323756,0.592483660130719,0.8290027441197272,0.0,False,False,demand,0.0,False
1.0,0.1,1.5,0.6,79.49381571630144,0.6173202614379085,0.8255786315994063,0.0,False,False,demand,0.0,False
1.0,0.1,1.5,0.65,78.34941591120422,0.6451633986928105,0.8219926859793216,0.0,False,False,demand,0.0,False
1.0,0.15,0.05,0.35,82.40111194134228,0.5462745098039216,0.805393294269814,0.0,False,False,demand,0.0,False
1.0,0.15,0.05,0.4,83.89123848551098,0.5390196078431373,0.806985627753483,0.0,False,False,demand,0.0,False
1.0,0.15,0.05,0.45,85.038016796219,0.5328758169934642,0.808380265712124,0.0,False,False,demand,0.0,False
1.0,0.15,0.05,0.5,93.46550241577722,0.48666666666666675,0.8198559528664355,0.0,False,False,demand,0.0,False
1.0,0.15,0.05,0.55,100.14334408774094,0.44999999999999996,0.829201138971133,0.0,False,False,demand,0.0,False
1.0,0.15,0.05,0.6,107.42693730737487,0.4100000000000001,0.8411750648468198,0.0,False,False,demand,0.0,False
1.0,0.15,0.05,0.65,114.71025892183894,0.36999999999999994,0.8539470122224176,0.0,False,False,demand,0.0,False
1.0,0.15,0.3,0.35,80.37662034458951,0.5655555555555556,0.8012044492133739,0.0,False,False,demand,0.0,False
1.0,0.15,0.3,0.4,82.13831677192523,0.5712418300653596,0.7999850023879121,0.0,False,False,demand,0.0,False
1.0,0.15,0.3,0.45,82.87584479708683,0.5759477124183007,0.7989977505360567,0.0,False,False,demand,0.0,False
