point,viable,frac_seeds_collapsed,slope_raw,slope_raw_seed_sd,slope,slope_seed_sd,n_seeds,wage_led,wage_led_raw,Output_lo,Total_Capital_lo,Investment_lo,Unemployment_Rate_lo,Wage_Share_lo,Profit_Share_lo,Average_Utilization_lo,Capitalist_Consumption_lo,Tax_Rate_lo,Consumption_lo,Employment_lo,Wage_Rate_lo,Money_Buffer_lo,Output_hi,Total_Capital_hi,Investment_hi,Unemployment_Rate_hi,Wage_Share_hi,Profit_Share_hi,Average_Utilization_hi,Capitalist_Consumption_hi,Tax_Rate_hi,Consumption_hi,Employment_hi,Wage_Rate_hi,Money_Buffer_hi
10,0.0,1.0,689.0698051453791,9.065550500840594,,,5,,0.0,0.0,1.8832362051708552e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521828,0.0,137.81396102907587,624.6698185457673,43.67451544432687,0.3929019607843138,0.3883942835646449,0.6116057164353549,0.522741118862269,35.07400984045863,0.2209604901369664,94.139445584749,60.70980392156863,0.8817073011333669,0.0
11,0.0,1.0,690.3786299178689,10.643074986518842,,,5,,0.0,0.0,1.8725537471312732e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521828,0.0,138.07572598357388,625.174900563877,43.8037935562957,0.39149019607843133,0.3886419286275501,0.61135807137245,0.5234678273583915,35.11908784924187,0.21992199078081157,94.27193242727814,60.85098039215687,0.881900241719638,0.0
12,0.0,1.0,607.8692818966941,12.83012635846608,,,5,,0.0,0.0,4.9614236837544336e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521828,0.0,121.57385637933885,555.710177454473,38.80286549731361,0.4661176470588234,0.38390685118923495,0.616093148810765,0.5155625540574327,36.47445353338778,0.09855611911463485,82.77099088202525,53.38823529411765,0.874226892854584,0.0
13,0.0,1.0,607.8692818966941,12.83012635846608,,,5,,0.0,0.0,4.9614236837544336e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521828,0.0,121.57385637933885,555.710177454473,38.80286549731361,0.4661176470588234,0.38390685118923495,0.616093148810765,0.5155625540574327,36.47445353338778,0.09855611911463485,82.77099088202525,53.38823529411765,0.874226892854584,0.0
14,0.0,1.0,554.777587465227,4.808337069781095,,,5,,0.0,0.0,1.0188820628045505e-57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521828,0.0,110.95551749304543,399.66261639182176,27.896316629917855,0.4646274509803921,0.42183760833791073,0.5781623916620893,0.6540917745079897,36.62791638112934,0.09790798850619871,83.05920086312759,53.537254901960786,0.8743726039745148,0.0
15,0.0,1.0,710.8284720103361,8.945706087898508,,,5,,0.0,0.0,1.7587015537079653e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521828,0.0,142.16569440206726,509.2536279869605,35.715260864656365,0.3124313725490196,0.4313041920424367,0.5686958079575634,0.6666248926121963,47.01623838961135,0.05241814029612968,106.45043353741089,68.75686274509805,0.8918704655120031,0.0
16,0.0,1.0,710.8284720103361,8.945706087898508,,,5,,0.0,0.0,1.7587015537079653e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521828,0.0,142.16569440206726,509.2536279869605,35.715260864656365,0.3124313725490196,0.4313041920424367,0.5686958079575634,0.6666248926121963,47.01623838961135,0.05241814029612968,106.45043353741089,68.75686274509805,0.8918704655120031,0.0
17,0.0,1.0,713.2577118525513,9.001081902790718,,,5,,0.0,0.0,1.7352729726375822e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521828,0.0,142.6515423705103,512.4518915803037,35.882337336970664,0.3110196078431372,0.43085460975184875,0.5691453902481511,0.6646983388471936,47.16484145063181,0.05204888644185104,106.76920503353963,68.89803921568628,0.8921573875541284,0.0
18,1.0,0.0,5.557083265092258,7.365698526291105,5.557083265092258,7.365698526291105,5,0.0,0.0,78.49571023749517,216.46366570862853,15.188275199067485,0.5988235294117648,0.4410776144831622,0.5589223855168377,0.8758732315064612,27.584579445888874,0.16359006312535954,63.307435038427684,40.11764705882353,0.8633404705343013,0.0,79.60712689051363,299.09994414620235,20.98238172707288,0.6523921568627451,0.37513374029689955,0.6248662597031004,0.6424543603449195,26.69947900025496,0.1917803455209923,58.62474516344075,34.760784313725495,0.8596417123186537,0.0
19,0.0,1.0,479.52105848691616,11.632947378086884,,,5,,0.0,0.0,2.678465427713639e-58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414534919521828,0.0,95.90421169738326,349.38907728165077,24.42053792588755,0.491764705882353,0.4619404863147595,0.5380595136852404,0.7180060853154854,27.732701003479075,0.12032940601186312,71.48367377149572,50.82352941176471,0.8719116283383471,0.0
