point,sigma,delta,pi0,c0,beta,viable,n_rho,quad_coef,quad_coef_se,convex,curvature_resolved,rho_star,rho_star_committed,rho_star_in_support,rho_star_resolved,rho_anchored_max,anchored_left_of_turn
1327,0.4566712906584144,0.0742749595083296,0.3354465244337916,0.5055368300527334,0.3975990107282996,0.0,4,-727.3725934460313,1092.6988681071791,False,False,0.7863900159244074,0.7863900159244074,False,False,0.36322167826597684,
1328,0.5097172824665904,0.0742749595083296,0.3354465244337916,0.5055368300527334,0.3975990107282996,0.0,4,184.45445102482168,2342.567987911837,True,False,-0.7359208159592806,-0.7359208159592806,False,False,0.36322167826597684,
1329,0.5097172824665904,0.0742749595083296,0.3803689894266426,0.5055368300527334,0.3975990107282996,0.0,4,-2149.795573765612,1033.015076437681,False,False,0.5745522734738089,0.5745522734738089,True,False,0.36322167826597684,
1330,0.5097172824665904,0.0742749595083296,0.3354465244337916,0.5055368300527334,0.3975990107282996,0.0,4,-2518.716259356114,1263.9632411215707,False,False,0.5665306606158302,0.5665306606158284,True,False,0.36322167826597684,
1331,0.5097172824665904,0.0687288519367575,0.3354465244337916,0.5055368300527334,0.3975990107282996,0.0,4,-2323.9098755505647,1137.8630864042873,False,False,0.5722380196694622,0.5722380196694622,True,False,0.36322167826597684,
1332,0.5097172824665904,0.0742749595083296,0.3354465244337916,0.5055368300527334,0.3975990107282996,0.0,4,-2541.5015957053133,1327.3920775336735,False,False,0.5668543986481948,0.5668543986481948,True,False,0.36322167826597684,
1333,0.5097172824665904,0.0742749595083296,0.3354465244337916,0.5055368300527334,0.3975990107282996,0.0,4,180.06734281486573,2382.743405593025,True,False,-0.7835519188668961,-0.7835519188668961,False,False,0.36322167826597684,
1334,0.5097172824665904,0.0742749595083296,0.3354465244337916,0.5055368300527334,0.3975990107282996,0.0,4,-2324.113760847502,1218.9325223419162,False,False,0.5694396965653742,0.5694396965653742,True,False,0.36322167826597684,
1335,0.5097172824665904,0.0742749595083296,0.3354465244337916,0.5055368300527334,0.3413906833156943,0.0,4,-704.7085788834113,1116.4912784585215,False,False,0.7966009644285759,0.7966009644285563,False,False,0.36322167826597684,
1336,0.5097172824665904,0.0742749595083296,0.3354465244337916,0.5055368300527334,0.3975990107282996,0.0,4,161.6402926184469,2312.515578293335,True,False,-0.8796170925764936,-0.8796170925763352,False,False,0.36322167826597684,
1337,0.5097172824665904,0.0742749595083296,0.3354465244337916,1.2365038227289915,0.3975990107282996,0.0,4,1203.981095105215,2257.8288184538023,True,False,0.23226784074447354,0.2322678407444735,False,False,0.36322167826597684,
1338,0.4566712906584144,0.0687288519367575,0.3803689894266426,1.2365038227289915,0.3413906833156943,0.0,4,-2484.8930047391673,1156.2974193881505,False,False,0.5768814669681382,0.5768814669681382,True,False,0.36322167826597684,
1339,0.4966189777478575,0.0361590582132339,0.3619340212084353,1.7825092375278473,0.6914378376677632,1.0,4,114.48647575325764,35.60063734354619,True,True,0.2601248655781395,0.2601248655781395,False,False,0.36322167826597684,
1340,0.5851315984502434,0.0361590582132339,0.3619340212084353,1.7825092375278473,0.6914378376677632,1.0,4,150.30827060399884,34.53681159032936,True,True,0.3764049009317391,0.3764049009318349,True,True,0.36322167826597684,1.0
1341,0.4966189777478575,0.0361590582132339,0.3619340212084353,1.7825092375278473,0.6914378376677632,1.0,4,42.64316389037873,53.155145369975166,True,False,-0.11842857114143156,-0.1184285711422757,False,False,0.36322167826597684,
1342,0.4966189777478575,0.0361590582132339,0.3183358560316264,1.7825092375278473,0.6914378376677632,1.0,4,-37.513501560780654,3.181309617321243,False,False,1.134494465305237,1.134494465305237,False,False,0.36322167826597684,
1343,0.4966189777478575,0.0361590582132339,0.3619340212084353,1.7825092375278473,0.6914378376677632,1.0,4,114.48647575325764,35.60063734354619,True,True,0.2601248655781395,0.2601248655781395,False,False,0.36322167826597684,
1344,0.4966189777478575,0.0355975458584725,0.3619340212084353,1.7825092375278473,0.6914378376677632,1.0,4,125.94783223075281,57.73528400023801,True,True,0.2808599692623629,0.2808599692621542,False,False,0.36322167826597684,
1345,0.4966189777478575,0.0361590582132339,0.3619340212084353,1.7825092375278473,0.6914378376677632,1.0,4,119.34606655378946,38.25234541115849,True,True,0.27242496539598415,0.2724249653959841,False,False,0.36322167826597684,
1346,0.4966189777478575,0.0361590582132339,0.3619340212084353,1.7825092375278473,0.6914378376677632,1.0,4,119.72794460264429,46.56974641079833,True,True,0.30735954703987084,0.3073595470398708,False,False,0.36322167826597684,
1347,0.4966189777478575,0.0361590582132339,0.3619340212084353,1.7825092375278473,0.6914378376677632,1.0,4,102.7035998307591,1.9859624550892043,True,True,0.31893148647934416,0.3189314864793441,False,False,0.36322167826597684,
1348,0.4966189777478575,0.0361590582132339,0.3619340212084353,1.7825092375278473,0.6305044339969754,1.0,4,38.911130202551846,34.609063763741744,True,False,-0.2900717541512768,-0.2900717541512768,False,False,0.36322167826597684,
1349,0.4966189777478575,0.0361590582132339,0.3619340212084353,1.7825092375278473,0.6914378376677632,1.0,4,103.78453686163462,59.22195602484667,True,False,0.2631831911122623,0.2631831911125279,False,False,0.36322167826597684,
1350,0.4966189777478575,0.0361590582132339,0.3619340212084353,1.6547997798770666,0.6914378376677632,1.0,4,138.72924069973274,34.57554812756484,True,True,0.3147241071291776,0.3147241071291776,False,False,0.36322167826597684,
1351,0.5851315984502434,0.0355975458584725,0.3183358560316264,1.6547997798770666,0.6305044339969754,1.0,4,104.74399539184543,29.971931486164074,True,True,0.3030426877041904,0.3030426877041904,False,False,0.36322167826597684,
1352,0.4839156476780772,0.0668191062659025,0.3283798437565565,1.944342510774732,0.8713305536657572,0.0,4,3597.1809703536037,1608.7082354158745,True,True,0.4399999999999991,0.4399999999999991,True,True,0.36322167826597684,1.0
1353,0.5591001730412245,0.0668191062659025,0.3283798437565565,1.944342510774732,0.8713305536657572,0.0,4,3192.030879719863,1427.5196066664253,True,True,0.4400000000000008,0.4400000000000008,True,True,0.36322167826597684,1.0
1354,0.4839156476780772,0.0668191062659025,0.3283798437565565,1.944342510774732,0.8713305536657572,0.0,4,3344.1156814615365,1495.5339976742287,True,True,0.43999999999999706,0.439999999999997,True,True,0.36322167826597684,1.0
1355,0.4839156476780772,0.0668191062659025,0.3815835827030241,1.944342510774732,0.8713305536657572,0.0,4,-3234.275738932779,889.4199950718063,False,False,0.6097152198772676,0.6097152198772676,True,False,0.36322167826597684,
1356,0.4839156476780772,0.0668191062659025,0.3283798437565565,1.944342510774732,0.8713305536657572,0.0,4,-42.875856675621606,3011.003680084226,False,False,6.681212254353738,6.681212254353738,False,False,0.36322167826597684,
1357,0.4839156476780772,0.0762564976885914,0.3283798437565565,1.944342510774732,0.8713305536657572,0.0,4,,,False,False,,,False,False,0.36322167826597684,
1358,0.4839156476780772,0.0668191062659025,0.3283798437565565,1.944342510774732,0.8713305536657572,0.0,4,3597.180970484948,1608.7082354746335,True,True,0.43999999999999734,0.4399999999999973,True,True,0.36322167826597684,1.0
1359,0.4839156476780772,0.0668191062659025,0.3283798437565565,1.944342510774732,0.8713305536657572,0.0,4,3435.4701966792923,1536.3889788899114,True,True,0.4399999999999976,0.4399999999999976,True,True,0.36322167826597684,1.0
1360,0.4839156476780772,0.0668191062659025,0.3283798437565565,1.944342510774732,0.8713305536657572,0.0,4,3370.165127177374,1507.1836639535784,True,True,0.4399999999999941,0.4399999999999941,True,True,0.36322167826597684,1.0
1361,0.4839156476780772,0.0668191062659025,0.3283798437565565,1.944342510774732,0.4333673734217882,0.0,4,3423.1895737540603,1530.8969173565317,True,True,0.4399999999999983,0.4399999999999983,True,True,0.36322167826597684,1.0
1362,0.4839156476780772,0.0668191062659025,0.3283798437565565,1.944342510774732,0.8713305536657572,0.0,4,3383.510056369025,1513.1516977190738,True,True,0.4399999999999931,0.4399999999999931,True,True,0.36322167826597684,1.0
1363,0.4839156476780772,0.0668191062659025,0.3283798437565565,0.7697835955768824,0.8713305536657572,0.0,4,887.1113850518116,2626.465359927649,True,False,0.13518747772566145,0.1351874777256614,False,False,0.36322167826597684,
1364,0.5591001730412245,0.0762564976885914,0.3815835827030241,0.7697835955768824,0.4333673734217882,0.0,4,-2969.0349560116993,1507.445151910464,False,False,0.5711615520303306,0.5711615520303306,True,False,0.36322167826597684,
1365,0.522428241930902,0.0439957314915955,0.3549135970883071,0.7225372977554798,0.0459686145186424,1.0,4,108.84271183255082,36.432690438678264,True,True,0.20669207703179995,0.2066920770317999,False,False,0.36322167826597684,
1366,0.4873781397938728,0.0439957314915955,0.3549135970883071,0.7225372977554798,0.0459686145186424,1.0,4,92.38821176775173,19.7273071787606,True,True,0.17186589244286948,0.1718658924428694,False,False,0.36322167826597684,
1367,0.522428241930902,0.0439957314915955,0.3549135970883071,0.7225372977554798,0.0459686145186424,1.0,4,127.42338088734154,37.624567295319096,True,True,0.24359580117659813,0.2435958011765981,False,False,0.36322167826597684,
1368,0.522428241930902,0.0439957314915955,0.320148594584316,0.7225372977554798,0.0459686145186424,1.0,4,302.9848140877871,53.33414263870786,True,True,0.3757371516858431,0.3757371516858431,True,True,0.36322167826597684,1.0
1369,0.522428241930902,0.0439957314915955,0.3549135970883071,0.7225372977554798,0.0459686145186424,1.0,4,47.01542127854416,26.904181147686597,True,False,-0.1654174461535738,-0.1654174461535738,False,False,0.36322167826597684,
1370,0.522428241930902,0.0580081221275031,0.3549135970883071,0.7225372977554798,0.0459686145186424,1.0,4,161.3785836819529,33.67933681806966,True,True,0.3496043113542581,0.3496043113542581,False,False,0.36322167826597684,
1371,0.522428241930902,0.0439957314915955,0.3549135970883071,0.7225372977554798,0.0459686145186424,1.0,4,118.72121158396081,35.00227264812903,True,True,0.23383865732724476,0.2338386573272447,False,False,0.36322167826597684,
1372,0.522428241930902,0.0439957314915955,0.3549135970883071,0.7225372977554798,0.0459686145186424,1.0,4,65.32127391400367,4.156595420640237,True,True,-0.01156473615279689,-0.0115647361527968,False,False,0.36322167826597684,
1373,0.522428241930902,0.0439957314915955,0.3549135970883071,0.7225372977554798,0.0459686145186424,1.0,4,73.95183584362017,3.0110910332579146,True,True,0.06679583957186304,0.066795839571863,False,False,0.36322167826597684,
1374,0.522428241930902,0.0439957314915955,0.3549135970883071,0.7225372977554798,0.5976098850369453,1.0,4,37.16464293026138,0.2988792741220363,True,True,0.18156534296468407,0.181565342964684,False,False,0.36322167826597684,
1375,0.522428241930902,0.0439957314915955,0.3549135970883071,0.7225372977554798,0.0459686145186424,1.0,4,101.69424336219974,47.000264729532105,True,True,0.17951611943861026,0.1795161194386102,False,False,0.36322167826597684,
1376,0.522428241930902,0.0439957314915955,0.3549135970883071,2.368102984502912,0.0459686145186424,1.0,4,148.40770397709093,119.54504259427131,True,False,0.08116842718223881,0.0811684271822388,False,False,0.36322167826597684,
1377,0.4873781397938728,0.0580081221275031,0.320148594584316,2.368102984502912,0.5976098850369453,0.0,4,-3832.8924829888915,2225.1768341900615,False,False,0.5594730822374179,0.5594730822374179,True,False,0.36322167826597684,
1378,0.572522047162056,0.0513254528492689,0.3174547801725566,1.3388197794556618,0.4710939899086952,0.0,4,-1771.8925533187028,824.809591260436,False,False,0.5804289143625143,0.5804289143625143,True,False,0.36322167826597684,
1379,0.4388426639139652,0.0513254528492689,0.3174547801725566,1.3388197794556618,0.4710939899086952,1.0,4,312.0066542791718,33.53726762981533,True,True,0.4160454379949642,0.4160454379949642,True,True,0.36322167826597684,1.0
1380,0.572522047162056,0.0513254528492689,0.3174547801725566,1.3388197794556618,0.4710939899086952,0.0,4,-2821.2785089304703,1344.418609048749,False,False,0.5726918632357778,0.5726918632357778,True,False,0.36322167826597684,
1381,0.572522047162056,0.0513254528492689,0.3501254818402231,1.3388197794556618,0.4710939899086952,1.0,4,84.08688651787793,48.810521205016464,True,False,0.12400979939348537,0.1240097993928059,False,False,0.36322167826597684,
1382,0.572522047162056,0.0513254528492689,0.3174547801725566,1.3388197794556618,0.4710939899086952,0.0,4,-1732.331136611236,844.931504484901,False,False,0.5827641339381348,0.5827641339381292,True,False,0.36322167826597684,
1383,0.572522047162056,0.0712851443700492,0.3174547801725566,1.3388197794556618,0.4710939899086952,0.0,4,17.61948367097738,2702.662031259446,True,False,-13.319666557672154,-13.319666557672154,False,False,0.36322167826597684,
1384,0.572522047162056,0.0513254528492689,0.3174547801725566,1.3388197794556618,0.4710939899086952,0.0,4,-646.0913939138114,342.48366306587957,False,False,0.620429940879077,0.620429940879077,True,False,0.36322167826597684,
1385,0.572522047162056,0.0513254528492689,0.3174547801725566,1.3388197794556618,0.4710939899086952,1.0,4,331.8701573325615,44.377893843252274,True,True,0.438198192711584,0.438198192711584,True,True,0.36322167826597684,1.0
1386,0.572522047162056,0.0513254528492689,0.3174547801725566,1.3388197794556618,0.4710939899086952,1.0,4,315.6342596509438,39.55490000922072,True,True,0.43669225822704955,0.4366922582271255,True,True,0.36322167826597684,1.0
1387,0.572522047162056,0.0513254528492689,0.3174547801725566,1.3388197794556618,0.1493170894682407,0.0,4,-2582.311077745543,1359.7894188933815,False,False,0.5919183001054906,0.5919183001054906,True,False,0.36322167826597684,
1388,0.572522047162056,0.0513254528492689,0.3174547801725566,1.3388197794556618,0.4710939899086952,0.0,4,-2849.432777471404,1307.6889965642245,False,False,0.5697350553404622,0.5697350553404622,True,False,0.36322167826597684,
1389,0.572522047162056,0.0513254528492689,0.3174547801725566,1.5032969657331705,0.4710939899086952,0.0,4,-3390.6160971966774,771.3469165501133,False,False,0.5654969733420149,0.5654969733420149,True,False,0.36322167826597684,
1390,0.4388426639139652,0.0712851443700492,0.3501254818402231,1.5032969657331705,0.1493170894682407,0.0,4,-2509.508128639617,1328.7833508349406,False,False,0.5832848355711489,0.5832848355711489,True,False,0.36322167826597684,
1391,0.4336188040673733,0.0891378545947372,0.3908630687743425,2.123119277879596,0.673133859410882,0.0,4,122.42324158561334,3096.958239200284,True,False,-1.8626452482838654,-1.8626452482838651,False,False,0.36322167826597684,
1392,0.5170229751616716,0.0891378545947372,0.3908630687743425,2.123119277879596,0.673133859410882,0.0,4,142.9361976173337,3075.7206567029198,True,False,-1.5246406670479278,-1.5246406670479278,False,False,0.36322167826597684,
1393,0.4336188040673733,0.0891378545947372,0.3908630687743425,2.123119277879596,0.673133859410882,0.0,4,120.57794198921358,3104.6483982145837,True,False,-1.9029767302761147,-1.9029767302761147,False,False,0.36322167826597684,
1394,0.4336188040673733,0.0891378545947372,0.3387149126268923,2.123119277879596,0.673133859410882,0.0,4,,,False,False,,,False,False,0.36322167826597684,
1395,0.4336188040673733,0.0891378545947372,0.3908630687743425,2.123119277879596,0.673133859410882,0.0,4,4715.041364737189,2108.6306016551807,True,True,0.4400000000000034,0.4400000000000034,True,True,0.36322167826597684,1.0
1396,0.4336188040673733,0.0306979598477482,0.3908630687743425,2.123119277879596,0.673133859410882,1.0,4,15.034420970503328,0.8297420716308527,True,True,-0.7016525572473806,-0.7016525572473806,False,False,0.36322167826597684,
1397,0.4336188040673733,0.0891378545947372,0.3908630687743425,2.123119277879596,0.673133859410882,0.0,4,115.99840013422482,3106.9980203117266,True,False,-1.9957084826465163,-1.9957084826465163,False,False,0.36322167826597684,
1398,0.4336188040673733,0.0891378545947372,0.3908630687743425,2.123119277879596,0.673133859410882,0.0,4,138.80586898283175,3165.0011494981704,True,False,-1.63944048504696,-1.63944048504696,False,False,0.36322167826597684,
1399,0.4336188040673733,0.0891378545947372,0.3908630687743425,2.123119277879596,0.673133859410882,0.0,4,177.69757412476255,2873.3102343177266,True,False,-1.0462587992044106,-1.0462587992044106,False,False,0.36322167826597684,
1400,0.4336188040673733,0.0891378545947372,0.3908630687743425,2.123119277879596,0.8133006822317839,0.0,4,87.36098530406656,3114.276346306471,True,False,-2.788486753817089,-2.788486753817089,False,False,0.36322167826597684,
1401,0.4336188040673733,0.0891378545947372,0.3908630687743425,2.123119277879596,0.673133859410882,0.0,4,140.21392256286973,3110.301379936832,True,False,-1.5840669710760882,-1.5840669710760882,False,False,0.36322167826597684,
1402,0.4336188040673733,0.0891378545947372,0.3908630687743425,1.1091827768832443,0.673133859410882,0.0,4,113.66541761034824,2501.0578753044515,True,False,-1.5680692834874503,-1.5680692834874503,False,False,0.36322167826597684,
1403,0.5170229751616716,0.0306979598477482,0.3387149126268923,1.1091827768832443,0.8133006822317839,1.0,4,-25.985514091249584,15.02733922998278,False,False,0.9958398875153462,0.9958398875153462,False,False,0.36322167826597684,
1404,0.4162771053612232,0.0771497842669487,0.373321289755404,1.1554689146578312,0.3341721286997199,0.0,4,-2550.6899126563335,1285.4659691312793,False,False,0.5801135036081737,0.5801135036081737,True,False,0.36322167826597684,
1405,0.5314510246738792,0.0771497842669487,0.373321289755404,1.1554689146578312,0.3341721286997199,0.0,4,-2558.6421382203657,1332.9644759867954,False,False,0.5778447892148566,0.5778447892148566,True,False,0.36322167826597684,
1406,0.4162771053612232,0.0771497842669487,0.373321289755404,1.1554689146578312,0.3341721286997199,0.0,4,-2566.19688536563,1298.282433066252,False,False,0.579472235640309,0.579472235640309,True,False,0.36322167826597684,
1407,0.4162771053612232,0.0771497842669487,0.3047647289000451,1.1554689146578312,0.3341721286997199,0.0,4,,,False,False,,,False,False,0.36322167826597684,
1408,0.4162771053612232,0.0771497842669487,0.373321289755404,1.1554689146578312,0.3341721286997199,0.0,4,-2644.0260106518094,1419.7362795777374,False,False,0.5790299228651579,0.5790299228651579,True,False,0.36322167826597684,
1409,0.4162771053612232,0.0433462572656571,0.373321289755404,1.1554689146578312,0.3341721286997199,1.0,4,153.47821802932975,66.9168375156649,True,True,0.2653679366668042,0.2653679366668042,False,False,0.36322167826597684,
1410,0.4162771053612232,0.0771497842669487,0.373321289755404,1.1554689146578312,0.3341721286997199,0.0,4,-2554.7937859360295,1301.7994580887794,False,False,0.5797651053906155,0.5797651053906155,True,False,0.36322167826597684,
1411,0.4162771053612232,0.0771497842669487,0.373321289755404,1.1554689146578312,0.3341721286997199,0.0,4,-2440.539295753403,1304.2138901688058,False,False,0.5774103537783389,0.5774103537783524,True,False,0.36322167826597684,
1412,0.4162771053612232,0.0771497842669487,0.373321289755404,1.1554689146578312,0.3341721286997199,0.0,4,-2363.3944333439204,1147.6845654588687,False,False,0.5765466961835582,0.5765466961835582,True,False,0.36322167826597684,
1413,0.4162771053612232,0.0771497842669487,0.373321289755404,1.1554689146578312,0.293708274140954,0.0,4,-2555.7478736427865,1253.3103125417545,False,False,0.5806051882946095,0.5806051882946095,True,False,0.36322167826597684,
1414,0.4162771053612232,0.0771497842669487,0.373321289755404,1.1554689146578312,0.3341721286997199,0.0,4,-2570.880283052705,1268.8363013336796,False,False,0.5784710908201179,0.5784710908201179,True,False,0.36322167826597684,
1415,0.4162771053612232,0.0771497842669487,0.373321289755404,0.6050077266991138,0.3341721286997199,0.0,4,-2268.317428232247,1111.3656905726507,False,False,0.576319364932983,0.5763193649329854,True,False,0.36322167826597684,
1416,0.5314510246738792,0.0433462572656571,0.3047647289000451,0.6050077266991138,0.293708274140954,1.0,4,53.88361486898583,19.77734951150279,True,True,0.02922263295935078,0.0292226329593507,False,False,0.36322167826597684,
1417,0.5773730918765068,0.0561359926499426,0.3498061676509678,2.433419557288289,0.5049944194033742,0.0,4,-4233.714780060261,2349.4001937205026,False,False,0.5617790556326849,0.561779055632683,True,False,0.36322167826597684,
1418,0.409558860398829,0.0561359926499426,0.3498061676509678,2.433419557288289,0.5049944194033742,0.0,4,-3829.5646987073283,2680.5878850518175,False,False,0.5808439292695725,0.5808439292695725,True,False,0.36322167826597684,
1419,0.5773730918765068,0.0561359926499426,0.3498061676509678,2.433419557288289,0.5049944194033742,0.0,4,-3979.582506237374,1957.170277573982,False,False,0.5671984017269807,0.5671984017269807,True,False,0.36322167826597684,
1420,0.5773730918765068,0.0561359926499426,0.39354946622625,2.433419557288289,0.5049944194033742,1.0,4,278.65774274943516,14.335755857121045,True,True,0.39311806843220515,0.3931180684322051,True,True,0.36322167826597684,1.0
1421,0.5773730918765068,0.0561359926499426,0.3498061676509678,2.433419557288289,0.5049944194033742,0.0,4,-4216.40219588827,2372.4877927136563,False,False,0.5619510946037661,0.5619510946037661,True,False,0.36322167826597684,
1422,0.5773730918765068,0.0623854803666472,0.3498061676509678,2.433419557288289,0.5049944194033742,0.0,4,-1862.3530589356901,1073.1827914602864,False,False,0.6998046574015653,0.6998046574015653,False,False,0.36322167826597684,
1423,0.5773730918765068,0.0561359926499426,0.3498061676509678,2.433419557288289,0.5049944194033742,0.0,4,-4156.183403080086,2346.2768874891563,False,False,0.5637296302333018,0.5637296302333018,True,False,0.36322167826597684,
1424,0.5773730918765068,0.0561359926499426,0.3498061676509678,2.433419557288289,0.5049944194033742,0.0,4,-4148.440903895563,1037.936437495663,False,False,0.5815146986171503,0.5815146986171503,True,False,0.36322167826597684,
1425,0.5773730918765068,0.0561359926499426,0.3498061676509678,2.433419557288289,0.5049944194033742,0.0,4,-3770.476151911949,1042.5735698351325,False,False,0.5938529063840997,0.5938529063841015,True,False,0.36322167826597684,
1426,0.5773730918765068,0.0561359926499426,0.3498061676509678,2.433419557288289,0.7392222285270691,0.0,4,-4327.691386500696,2312.904860021453,False,False,0.5575077888358131,0.5575077888358131,True,False,0.36322167826597684,
1427,0.5773730918765068,0.0561359926499426,0.3498061676509678,2.433419557288289,0.5049944194033742,0.0,4,-4419.971341631089,2742.3512359436677,False,False,0.5598133781181643,0.5598133781181643,True,False,0.36322167826597684,
1428,0.5773730918765068,0.0561359926499426,0.3498061676509678,2.0069999508559704,0.5049944194033742,0.0,4,-3389.9929052364846,1667.4919578308081,False,False,0.5706931821096556,0.5706931821096556,True,False,0.36322167826597684,
1429,0.409558860398829,0.0623854803666472,0.39354946622625,2.0069999508559704,0.7392222285270691,1.0,4,337.4881760835043,162.20164194982456,True,True,0.43368947533601515,0.4336894753360291,True,True,0.36322167826597684,1.0
1430,0.5276636412367225,0.0334657278656959,0.3873962325043976,1.5026896875351667,0.945714277215302,1.0,4,57.850467654818424,13.045074136091813,True,True,0.3081084827648729,0.3081084827648719,False,False,0.36322167826597684,
1431,0.4643183724954724,0.0334657278656959,0.3873962325043976,1.5026896875351667,0.945714277215302,1.0,4,38.17301393063413,30.141869076394432,True,False,0.26082787958294185,0.2608278795829418,False,False,0.36322167826597684,
1432,0.5276636412367225,0.0334657278656959,0.3873962325043976,1.5026896875351667,0.945714277215302,1.0,4,-1.5548378428990268,31.482413157665807,False,False,6.020332798685183,6.020332798685183,False,False,0.36322167826597684,
1433,0.5276636412367225,0.0334657278656959,0.3362216793932021,1.5026896875351667,0.945714277215302,1.0,4,6.774402176436505,4.920457085845416,True,False,-0.9976833519506858,-0.9976833519506858,False,False,0.36322167826597684,
1434,0.5276636412367225,0.0334657278656959,0.3873962325043976,1.5026896875351667,0.945714277215302,1.0,4,36.18384595171384,10.564570455590992,True,True,0.2709549077324866,0.2709549077324866,False,False,0.36322167826597684,
1435,0.5276636412367225,0.0481747096404433,0.3873962325043976,1.5026896875351667,0.945714277215302,1.0,4,105.56345018978587,3.772337854413813,True,True,0.46661670587164034,0.4666167058716515,True,True,0.36322167826597684,1.0
1436,0.5276636412367225,0.0334657278656959,0.3873962325043976,1.5026896875351667,0.945714277215302,1.0,4,45.61987067623842,8.35618559322825,True,True,0.27181244286287154,0.2718124428622892,False,False,0.36322167826597684,
1437,0.5276636412367225,0.0334657278656959,0.3873962325043976,1.5026896875351667,0.945714277215302,1.0,4,105.65106096396816,2.208524625219219,True,True,0.4689052468722345,0.4689052468722345,True,True,0.36322167826597684,1.0
1438,0.5276636412367225,0.0334657278656959,0.3873962325043976,1.5026896875351667,0.945714277215302,1.0,4,4.6283215375154105,21.913812481778805,True,False,-1.3817650422675496,-1.381765042302305,False,False,0.36322167826597684,
1439,0.5276636412367225,0.0334657278656959,0.3873962325043976,1.5026896875351667,0.0155177228152751,1.0,4,404.1144257607168,62.31888621249204,True,True,0.28648475915109756,0.2864847591510975,False,False,0.36322167826597684,
1440,0.5276636412367225,0.0334657278656959,0.3873962325043976,1.5026896875351667,0.945714277215302,1.0,4,22.03491881778238,12.338060016650099,True,False,0.07257537131203819,0.0725753713116547,False,False,0.36322167826597684,
1441,0.5276636412367225,0.0334657278656959,0.3873962325043976,1.87172419205308,0.945714277215302,1.0,4,-31.796459638411392,13.094666616761904,False,False,0.703493486313827,0.703493486313827,False,False,0.36322167826597684,
1442,0.4643183724954724,0.0481747096404433,0.3362216793932021,1.87172419205308,0.0155177228152751,1.0,4,403.82055841348097,151.48776675779882,True,True,0.32313093565143974,0.3231309356514142,False,False,0.36322167826597684,
1443,0.466177005879581,0.0694685187377035,0.3107556449249387,0.7872333154082298,0.1516309520229697,0.0,4,240.87976035211955,1921.2850601121959,True,False,-0.3134055584055892,-0.313405558405573,False,False,0.36322167826597684,
1444,0.5923285527154802,0.0694685187377035,0.3107556449249387,0.7872333154082298,0.1516309520229697,0.0,4,-1986.9177084129672,1063.47208810733,False,False,0.5756024668127652,0.5756024668127666,True,False,0.36322167826597684,
1445,0.466177005879581,0.0694685187377035,0.3107556449249387,0.7872333154082298,0.1516309520229697,0.0,4,213.937513520427,1965.7034054775688,True,False,-0.42181873873775416,-0.4218187387377541,False,False,0.36322167826597684,
1446,0.466177005879581,0.0694685187377035,0.3749820097349584,0.7872333154082298,0.1516309520229697,0.0,4,-1668.6501289939008,847.0034100037224,False,False,0.5858152373861739,0.5858152373861739,True,False,0.36322167826597684,
1447,0.466177005879581,0.0694685187377035,0.3107556449249387,0.7872333154082298,0.1516309520229697,0.0,4,221.45031912801747,1892.947003252902,True,False,-0.36455219278888135,-0.3645521927888813,False,False,0.36322167826597684,
1448,0.466177005879581,0.0898458248935639,0.3107556449249387,0.7872333154082298,0.1516309520229697,0.0,4,2797.1607908564574,1250.928334470433,True,True,0.43999999999999845,0.4399999999999984,True,True,0.36322167826597684,1.0
1449,0.466177005879581,0.0694685187377035,0.3107556449249387,0.7872333154082298,0.1516309520229697,0.0,4,232.91738223650444,1923.042407965512,True,False,-0.3384684657772627,-0.3384684657768859,False,False,0.36322167826597684,
1450,0.466177005879581,0.0694685187377035,0.3107556449249387,0.7872333154082298,0.1516309520229697,0.0,4,286.3385374631889,2826.462907875074,True,False,-0.4828938296443123,-0.4828938296443123,False,False,0.36322167826597684,
1451,0.466177005879581,0.0694685187377035,0.3107556449249387,0.7872333154082298,0.1516309520229697,0.0,4,256.1687905820041,1991.1075854207988,True,False,-0.29520598530387504,-0.295205985303875,False,False,0.36322167826597684,
1452,0.466177005879581,0.0694685187377035,0.3107556449249387,0.7872333154082298,0.96077180467546,0.0,4,-2157.2434029721717,1021.4905712853794,False,False,0.5638203728641988,0.5638203728641988,True,False,0.36322167826597684,
1453,0.466177005879581,0.0694685187377035,0.3107556449249387,0.7872333154082298,0.1516309520229697,0.0,4,229.5811681598359,1918.3330226246987,True,False,-0.34736496489737123,-0.3473649648971767,False,False,0.36322167826597684,
1454,0.466177005879581,0.0694685187377035,0.3107556449249387,1.2656578980386255,0.1516309520229697,0.0,4,297.4535410153622,2305.9624536412093,True,False,-0.29339081085443747,-0.2933908108544374,False,False,0.36322167826597684,
1455,0.5923285527154802,0.0898458248935639,0.3749820097349584,1.2656578980386255,0.96077180467546,0.0,4,31.214159007961538,3173.369846975983,True,False,-8.693143523458861,-8.693143523458861,False,False,0.36322167826597684,
1456,0.4741470264270901,0.0450266851857304,0.3523372675292194,0.8571125231683254,0.0005180453881621,1.0,4,440.188374452116,40.53121059877638,True,True,0.34187714119800455,0.3418771411980045,False,False,0.36322167826597684,
1457,0.5493788816034794,0.0450266851857304,0.3523372675292194,0.8571125231683254,0.0005180453881621,1.0,4,284.73614686493147,35.59554752112916,True,True,0.2745378875380217,0.2745378875380497,False,False,0.36322167826597684,
