point,sigma,delta,pi0,c0,beta,viable,n_rho,quad_coef,quad_coef_se,convex,curvature_resolved,rho_star,rho_star_committed,rho_star_in_support,rho_star_resolved,rho_anchored_max,anchored_left_of_turn
961,0.542974291741848,0.0552068748325109,0.3683931548148393,0.7055668029934168,0.4150429954752326,1.0,4,81.43012996613963,14.4414905725191,True,True,0.3067553381733608,0.3067553381733608,False,False,0.36322167826597684,
962,0.5626676646992564,0.0552926967479288,0.3790653172880411,0.7646998260170221,0.8828232465311885,1.0,4,17.559970396626213,13.544818788357144,True,False,0.16249201883456982,0.1624920188345698,False,False,0.36322167826597684,
963,0.5823676057159901,0.0552926967479288,0.3790653172880411,0.7646998260170221,0.8828232465311885,1.0,4,29.43406448543207,52.635807375757366,True,False,0.3688056398299412,0.3688056398299412,True,False,0.36322167826597684,
964,0.5626676646992564,0.0552926967479288,0.3790653172880411,0.7646998260170221,0.8828232465311885,1.0,4,59.16599820495218,21.862254889904396,True,True,0.4248658461202783,0.4248658461202783,True,True,0.36322167826597684,1.0
965,0.5626676646992564,0.0552926967479288,0.311255706474185,0.7646998260170221,0.8828232465311885,1.0,4,141.8440505065615,45.828414372688734,True,True,0.46642380114936677,0.4664238011493667,True,True,0.36322167826597684,1.0
966,0.5626676646992564,0.0552926967479288,0.3790653172880411,0.7646998260170221,0.8828232465311885,1.0,4,41.9530142133892,20.203663054956515,True,True,0.41789131741497254,0.4178913174149725,True,True,0.36322167826597684,1.0
967,0.5626676646992564,0.0703514834493398,0.3790653172880411,0.7646998260170221,0.8828232465311885,1.0,4,92.65689214090659,20.98055824847106,True,True,0.45896866312719947,0.4589686631271994,True,True,0.36322167826597684,1.0
968,0.5626676646992564,0.0552926967479288,0.3790653172880411,0.7646998260170221,0.8828232465311885,1.0,4,48.30512366162369,23.77395314821848,True,True,0.38470006589642897,0.3847000658964289,True,True,0.36322167826597684,1.0
969,0.5626676646992564,0.0552926967479288,0.3790653172880411,0.7646998260170221,0.8828232465311885,1.0,4,65.24673556623458,33.80793382183225,True,False,0.32343270816390735,0.3234327081633038,False,False,0.36322167826597684,
970,0.5626676646992564,0.0552926967479288,0.3790653172880411,0.7646998260170221,0.8828232465311885,1.0,4,22.527496423646884,2.2387498637381116,True,True,0.16442716720404668,0.1644271672040466,False,False,0.36322167826597684,
971,0.5626676646992564,0.0552926967479288,0.3790653172880411,0.7646998260170221,0.8301555393263698,1.0,4,92.05410209329102,22.384269216189402,True,True,0.4165054600655302,0.4165054600655302,True,True,0.36322167826597684,1.0
972,0.5626676646992564,0.0552926967479288,0.3790653172880411,0.7646998260170221,0.8828232465311885,1.0,4,19.192282920517158,13.117376400547673,True,False,0.4209524418406568,0.4209524418406568,True,False,0.36322167826597684,
973,0.5626676646992564,0.0552926967479288,0.3790653172880411,1.4150986690074203,0.8828232465311885,1.0,4,61.37141048143551,16.09660138784576,True,True,0.3853928285883391,0.3853928285883391,True,True,0.36322167826597684,1.0
974,0.5823676057159901,0.0703514834493398,0.311255706474185,1.4150986690074203,0.8301555393263698,0.0,4,-81.18499426977122,2708.277978608543,False,False,3.3837502442932488,3.3837502442932488,False,False,0.36322167826597684,
975,0.431185189448297,0.0781100638210773,0.3056077028624713,1.5428927056491375,0.2140451529994607,0.0,4,,,False,False,,,False,False,0.36322167826597684,
976,0.4602168072015047,0.0781100638210773,0.3056077028624713,1.5428927056491375,0.2140451529994607,0.0,4,,,False,False,,,False,False,0.36322167826597684,
977,0.431185189448297,0.0781100638210773,0.3056077028624713,1.5428927056491375,0.2140451529994607,0.0,4,,,False,False,,,False,False,0.36322167826597684,
978,0.431185189448297,0.0781100638210773,0.3998512441292405,1.5428927056491375,0.2140451529994607,0.0,4,-3063.4006310270265,1668.4397340494652,False,False,0.585333357712141,0.585333357712141,True,False,0.36322167826597684,
979,0.431185189448297,0.0781100638210773,0.3056077028624713,1.5428927056491375,0.2140451529994607,0.0,4,,,False,False,,,False,False,0.36322167826597684,
980,0.431185189448297,0.0372570856846869,0.3056077028624713,1.5428927056491375,0.2140451529994607,1.0,4,402.3925862543755,19.241036802993744,True,True,0.31151099775042856,0.3115109977504285,False,False,0.36322167826597684,
981,0.431185189448297,0.0781100638210773,0.3056077028624713,1.5428927056491375,0.2140451529994607,0.0,4,,,False,False,,,False,False,0.36322167826597684,
982,0.431185189448297,0.0781100638210773,0.3056077028624713,1.5428927056491375,0.2140451529994607,0.0,4,,,False,False,,,False,False,0.36322167826597684,
983,0.431185189448297,0.0781100638210773,0.3056077028624713,1.5428927056491375,0.2140451529994607,0.0,4,,,False,False,,,False,False,0.36322167826597684,
984,0.431185189448297,0.0781100638210773,0.3056077028624713,1.5428927056491375,0.1349000269547104,0.0,4,,,False,False,,,False,False,0.36322167826597684,
985,0.431185189448297,0.0781100638210773,0.3056077028624713,1.5428927056491375,0.2140451529994607,0.0,4,,,False,False,,,False,False,0.36322167826597684,
986,0.431185189448297,0.0781100638210773,0.3056077028624713,1.943002635613084,0.2140451529994607,0.0,4,,,False,False,,,False,False,0.36322167826597684,
987,0.4602168072015047,0.0372570856846869,0.3998512441292405,1.943002635613084,0.1349000269547104,1.0,4,342.2094292676692,193.74462724905956,True,False,0.294752245895477,0.294752245895477,False,False,0.36322167826597684,
988,0.4189189007505774,0.0881793917901813,0.3365062837488949,0.6980508025735617,0.8089201487600803,0.0,4,1046.5511138628633,2093.2861777210323,True,False,0.2210988406493224,0.2210988406493224,False,False,0.36322167826597684,
989,0.4879642298445105,0.0881793917901813,0.3365062837488949,0.6980508025735617,0.8089201487600803,0.0,4,725.3736794562928,2454.213677214606,True,False,0.0973814314478701,0.0973814314478701,False,False,0.36322167826597684,
990,0.4189189007505774,0.0881793917901813,0.3365062837488949,0.6980508025735617,0.8089201487600803,0.0,4,2319.551527922542,423.09009839031165,True,True,0.38368549766247073,0.3836854976624707,True,True,0.36322167826597684,1.0
991,0.4189189007505774,0.0881793917901813,0.3565188091248273,0.6980508025735617,0.8089201487600803,0.0,4,138.44105994413013,2553.751096406192,True,False,-1.2499038801011688,-1.2499038801011688,False,False,0.36322167826597684,
992,0.4189189007505774,0.0881793917901813,0.3365062837488949,0.6980508025735617,0.8089201487600803,0.0,4,1014.5058951731694,2127.0215250183537,True,False,0.21247364881070085,0.2124736488107048,False,False,0.36322167826597684,
993,0.4189189007505774,0.0386694556474685,0.3365062837488949,0.6980508025735617,0.8089201487600803,1.0,4,63.14346503798788,47.99884750587759,True,False,0.3067776139919584,0.3067776139919584,False,False,0.36322167826597684,
994,0.4189189007505774,0.0881793917901813,0.3365062837488949,0.6980508025735617,0.8089201487600803,0.0,4,1046.735406572591,2093.038923221648,True,False,0.22115146645505093,0.2211514664550509,False,False,0.36322167826597684,
995,0.4189189007505774,0.0881793917901813,0.3365062837488949,0.6980508025735617,0.8089201487600803,0.0,4,3638.1287250628725,1627.0206280270759,True,True,0.43999999999999556,0.4399999999999955,True,True,0.36322167826597684,1.0
996,0.4189189007505774,0.0881793917901813,0.3365062837488949,0.6980508025735617,0.8089201487600803,0.0,4,77.53635335725494,2165.275621537571,True,False,-2.097772087615519,-2.097772087615519,False,False,0.36322167826597684,
997,0.4189189007505774,0.0881793917901813,0.3365062837488949,0.6980508025735617,0.7248039813712239,0.0,4,2924.917405924229,437.7384200055599,True,True,0.41338585303657976,0.4133858530365797,True,True,0.36322167826597684,1.0
998,0.4189189007505774,0.0881793917901813,0.3365062837488949,0.6980508025735617,0.8089201487600803,0.0,4,3729.90898164242,1668.0660065679144,True,True,0.4399999999999977,0.4399999999999977,True,True,0.36322167826597684,1.0
999,0.4189189007505774,0.0881793917901813,0.3365062837488949,2.4393644742667675,0.8089201487600803,0.0,4,,,False,False,,,False,False,0.36322167826597684,
1000,0.4879642298445105,0.0386694556474685,0.3565188091248273,2.4393644742667675,0.7248039813712239,1.0,4,7.569987216210447,50.61265847940096,True,False,-1.992732665245641,-1.992732665214996,False,False,0.36322167826597684,
1001,0.5874371958896518,0.0521669320017099,0.3598753774538636,1.982592523097992,0.1088634487241506,1.0,4,230.7495705772652,50.38674069818756,True,True,0.21333671312010744,0.2133367131201074,False,False,0.36322167826597684,
1002,0.5663268813863397,0.0521669320017099,0.3598753774538636,1.982592523097992,0.1088634487241506,1.0,4,207.86024822269002,72.76175155260276,True,True,0.19324828410210865,0.1932482841021086,False,False,0.36322167826597684,
1003,0.5874371958896518,0.0521669320017099,0.3598753774538636,1.982592523097992,0.1088634487241506,1.0,4,224.98974619438536,17.552896942345228,True,True,0.21457717114535169,0.2145771711453516,False,False,0.36322167826597684,
1004,0.5874371958896518,0.0521669320017099,0.3453096533194184,1.982592523097992,0.1088634487241506,1.0,4,468.87885966214515,10.27354840760484,True,True,0.36006354719160144,0.3600635471916014,True,True,0.36322167826597684,0.0
1005,0.5874371958896518,0.0521669320017099,0.3598753774538636,1.982592523097992,0.1088634487241506,1.0,4,362.5521691099861,10.645476854988857,True,True,0.32979863561023387,0.3297986356102338,False,False,0.36322167826597684,
1006,0.5874371958896518,0.0651868170686066,0.3598753774538636,1.982592523097992,0.1088634487241506,0.0,4,-2809.173500992712,1518.231360636102,False,False,0.5899605708121376,0.5899605708121376,True,False,0.36322167826597684,
1007,0.5874371958896518,0.0521669320017099,0.3598753774538636,1.982592523097992,0.1088634487241506,1.0,4,250.37291941516332,75.13834716127303,True,True,0.234799807410203,0.234799807410203,False,False,0.36322167826597684,
1008,0.5874371958896518,0.0521669320017099,0.3598753774538636,1.982592523097992,0.1088634487241506,1.0,4,438.62397137690823,26.136056434394053,True,True,0.35030452231490067,0.3503045223149006,True,True,0.36322167826597684,0.0
1009,0.5874371958896518,0.0521669320017099,0.3598753774538636,1.982592523097992,0.1088634487241506,1.0,4,404.08281626797606,9.023929366737734,True,True,0.31119544968704405,0.311195449687044,False,False,0.36322167826597684,
1010,0.5874371958896518,0.0521669320017099,0.3598753774538636,1.982592523097992,0.3105638539418578,1.0,4,253.60586821547466,7.458432079702085,True,True,0.3279018078802458,0.3279018078802458,False,False,0.36322167826597684,
