sigma,rho,Y,K,Investment,Consumption,Employment,Unemployment_Rate,Wage_Share,Wage_Share_Profitmax,Profit_Share,Income_Gini,Wealth_Gini,Output_Gap,Output_Gap_PM,Potential_Output,Potential_Output_PM,Average_Utilization,Money_Buffer,Cash_Constrained,Bound_Demand,Bound_Profitmax,Bound_Capital,Bound_Workforce,Wage_Rate,Wage_Floor_Binding,Expected_Demand,Y_seed_min,Y_seed_max,n_seeds,frac_seeds_collapsed,collapsed,mixed_basin,Y_band_rel,binding,c0,eta,lambda_e
0.5,0.65,91.44167378719894,515.1872639133461,25.73558303223931,65.70609075495965,42.13921568627451,0.5786078431372549,0.3829681971524256,0.5575147443981145,0.6170318028475744,0.7326278225341609,0.9085272402636363,0.46988213101685217,0.46988213101685217,172.41280591321714,172.41280591321714,0.42525494280821485,0.0,0.9,1.0,0.0,0.0,0.0,0.8309966150050391,0.0,99.1436871943841,83.51174052718508,99.2253371350224,20,0.0,False,False,0.17184283660867425,demand,1.0,0.1,0.25
0.6,0.35,84.00261212492077,264.1603583883625,13.104126260781566,70.89848586413922,47.45,0.5255000000000001,0.47380899141597344,0.580046840230433,0.5261910085840266,0.6937465618838711,0.90930377549637,0.36419542910406044,0.2854587352392738,132.1164467271874,117.6137885142563,0.7144117354977313,0.0,0.9,1.0,0.0,0.0,0.0,0.8390558825952212,0.0,89.79512968632714,81.55642483621881,87.333597852544,20,0.0,False,False,0.06877373060416175,demand,1.0,0.1,0.25
0.6,0.4,82.21265783066822,293.9421691533363,14.681713563279294,67.53094426738892,43.68921568627451,0.5631078431372549,0.44275809723906034,0.5784478872754821,0.5572419027609397,0.7228071171085497,0.9097363767673802,0.40663564572242816,0.3749844474856817,138.54166783605677,131.5928725464981,0.625075486559502,0.0,0.9,1.0,0.0,0.0,0.0,0.8332834018216986,0.0,88.38131509181116,79.52033109539519,86.3313594199959,20,0.0,False,False,0.08284646798099209,demand,1.0,0.1,0.25
0.6,0.45,81.53377625698258,324.6113949760092,16.24210564592054,65.29167061106203,41.40588235294118,0.5859411764705882,0.42139135258282734,0.5775298557154039,0.5786086474171728,0.7392183638440264,0.9097421987494709,0.43601959959414105,0.43281733748809026,144.53572361512,143.7517903994547,0.5594743138961975,0.0,0.9,1.0,0.0,0.0,0.0,0.8299821940034121,0.0,88.18412112868126,76.05538720138046,85.78520069965613,20,0.0,False,False,0.11933475848841738,demand,1.0,0.1,0.25
0.6,0.5,81.8807580466773,359.10030361157675,17.972701289164828,63.90805675751246,40.055882352941175,0.5994411764705883,0.4050143725026545,0.5769970257490686,0.5949856274973455,0.7486310512192003,0.9098562295575837,0.456700625827252,0.456700625827252,150.6854003347241,150.6854003347241,0.5071041298504309,0.0,0.9,1.0,0.0,0.0,0.0,0.8280682436734811,0.0,88.9668901851075,77.30126885717364,84.58080907959692,20,0.0,False,False,0.08890416254174727,demand,1.0,0.1,0.25
0.6,0.55,82.87317108457465,396.533472401137,19.80303949348611,63.07013159108855,39.32156862745098,0.6067843137254902,0.39237267422691324,0.5767206406181898,0.6076273257730868,0.7534171671408272,0.9097059588648385,0.47123737105554414,0.47123737105554414,156.69204089552187,156.69204089552187,0.46454326190667655,0.0,0.9,1.0,0.0,0.0,0.0,0.827077222083906,0.0,90.47038898453363,78.73205815725015,90.4133058294218,20,0.0,False,False,0.14095330876443202,demand,1.0,0.1,0.25
0.6,0.6,84.78188140354722,440.8907051783726,21.946641857876678,62.83523954567055,39.114705882352936,0.6088529411764706,0.3814125493028554,0.5766376353397368,0.6185874506971446,0.7544563200474762,0.9090575067521038,0.4804695336149072,0.4804695336149072,163.13036366298257,163.13036366298257,0.42693191049187174,0.0,0.9,1.0,0.0,0.0,0.0,0.8267794163170349,0.0,92.64359055345935,77.99808133278265,94.08615131750078,20,0.0,False,False,0.18975835070398683,demand,1.0,0.1,0.25
0.6,0.65,88.04068588833542,493.368253891279,24.5673350787956,63.47335080953981,39.71666666666667,0.6028333333333333,0.3732947624002481,0.5768725152342715,0.6267052375997519,0.7503843702129167,0.9090242544398215,0.48200933387221917,0.48200933387221917,169.90946893258396,169.90946893258396,0.3966966168109135,0.0,0.9,1.0,0.0,0.0,0.0,0.8276223731940991,0.0,96.01787523515479,82.7851061439811,96.28971231703258,20,0.0,False,False,0.15339051526904018,demand,1.0,0.1,0.25
0.7,0.35,85.43331956828244,259.18050670672545,12.924644579511526,72.50867498877092,49.13823529411765,0.5086176470588235,0.48404125787821606,0.6011765556661122,0.5159587421217839,0.6806237408427178,0.9091259943783537,0.3590343746706729,0.31075112913920977,133.27638657246965,123.99495384672586,0.6893607071591997,0.0,0.9,1.0,0.0,0.0,0.0,0.8418154916331076,0.0,91.01500451621706,82.51862779324955,89.93813043452853,20,0.0,False,False,0.08684553847107575,demand,1.0,0.1,0.25
0.7,0.4,82.77270522133522,286.91103752641317,14.39346574757533,68.37923947375988,44.5921568627451,0.5540784313725491,0.44952114154733913,0.5996365925990979,0.5504788584526609,0.7159742676958946,0.9095417347155157,0.4040868595761621,0.39859632306310494,138.88924450827776,137.6601426473839,0.5983513073437587,0.0,0.9,1.0,0.0,0.0,0.0,0.8346471986542335,0.0,88.82443733958118,80.43794133088291,85.84371021024587,20,0.0,False,False,0.0653085925476022,demand,1.0,0.1,0.25
0.7,0.45,81.67999361181509,318.6751314382561,15.975951960246153,65.70404165156893,41.69117647058824,0.5830882352941177,0.4237130428490111,0.5987159966612566,0.5762869571509889,0.7373875606003704,0.909593097437944,0.435879916490656,0.4358790377100563,144.76279207992087,144.76257576860326,0.5287727010487144,0.0,0.9,1.0,0.0,0.0,0.0,0.8303835692375261,0.0,87.97964874962113,76.48178177711948,85.76441136860751,20,0.0,False,False,0.11364630653136205,demand,1.0,0.1,0.25
0.7,0.5,81.04263990184617,351.0415611002699,17.46736917533719,63.57527072650898,39.56764705882353,0.6043235294117647,0.4038110403274061,0.5980758596227864,0.5961889596725939,0.7523127419457365,0.9096404967448318,0.46076738454505534,0.46076738454505534,150.2674787970779,150.2674787970779,0.4739393403550226,0.0,0.9,1.0,0.0,0.0,0.0,0.8274274435775061,0.0,88.05079303135064,76.45532973245807,85.04775217754828,20,0.0,False,False,0.10602347672159763,demand,1.0,0.1,0.25
0.7,0.55,81.19022436958133,380.117060970393,19.04311594476666,62.147108424814654,38.404901960784315,0.6159509803921569,0.390477102944919,0.5977178669916705,0.609522897055081,0.7597798932676194,0.9098012724083475,0.47575422989798255,0.47575422989798255,154.8409167754764,154.8409167754764,0.4377688093507688,0.0,0.9,1.0,0.0,0.0,0.0,0.8257769458515284,0.0,88.74404763031251,76.06260954210734,85.78615190332066,20,0.0,False,False,0.11976247678478315,demand,1.0,0.1,0.25
0.7,0.6,83.2068149558959,426.4216923296286,21.285802237529825,61.92101271836607,38.00980392156863,0.6199019607843137,0.3769570459430499,0.5976121711341463,0.6230429540569501,0.7626412257186689,0.9093571520022611,0.48487098852348953,0.48487098852348953,161.49277897705718,161.49277897705718,0.3997363806746167,0.0,0.9,1.0,0.0,0.0,0.0,0.8252891553783703,0.0,90.97437725026275,77.40664124269155,86.55606230611025,20,0.0,False,False,0.10995999628478012,demand,1.0,0.1,0.25
0.7,0.65,86.17127395480377,478.87049643173543,23.879400401374202,62.29187355342956,38.220588235294116,0.6177941176470588,0.3660965263190349,0.5976769172420832,0.6339034736809651,0.7615026207432467,0.9092609737608177,0.48805867762356553,0.48805867762356553,168.28108847038436,168.28108847038436,0.3686659062833834,0.0,0.9,1.0,0.0,0.0,0.0,0.8255882085372054,0.0,93.91351178893242,82.10100029275053,90.87428459693133,20,0.0,False,False,0.10181216896923599,demand,1.0,0.1,0.25
0.8,0.35,87.03835063871492,255.94213855180632,12.770833029678117,74.2675176090368,50.853921568627456,0.49146078431372553,0.493458444475643,0.6226920002638385,0.506541555524357,0.6674220267927606,0.9088278221963325,0.3521865071970066,0.3402896235913058,134.34822096999045,131.96666840270103,0.6584913014634787,0.0,0.9,1.0,0.0,0.0,0.0,0.8447508595034858,0.0,92.38668962333841,83.0706811770453,89.71836542510529,20,0.0,False,False,0.0763764960994456,demand,1.0,0.1,0.25
0.8,0.4,82.63660986804356,278.1325999701917,13.92182582488152,68.71478404316204,45.13235294117647,0.5486764705882353,0.45612121931341437,0.6213157389239259,0.5438787806865857,0.7113405654762102,0.9092560951709878,0.40391372049442315,0.40391372049442315,138.6165852627768,138.6165852627768,0.5669450027417191,0.0,0.9,1.0,0.0,0.0,0.0,0.8354565441028182,0.0,88.72820606063729,79.49379910343772,85.97872162085815,20,0.0,False,False,0.07847517616920315,demand,1.0,0.1,0.25
0.8,0.45,81.20293184184032,308.210834005357,15.444112058651916,65.7588197831884,41.85980392156863,0.5814019607843137,0.428050646639098,0.6205875394393694,0.571949353360902,0.7360442256908589,0.9098050622065553,0.43616618383926165,0.43616618383926165,143.99079335371317,143.99079335371317,0.4990572750141625,0.0,0.9,1.0,0.0,0.0,0.0,0.8305702482828752,0.0,87.49624134895484,76.5514583835435,84.0013507927171,20,0.0,False,False,0.09174413090999993,demand,1.0,0.1,0.25
0.8,0.5,80.1985468493758,339.8621412776055,16.900940897359458,63.297605952016355,39.30882352941176,0.6069117647058824,0.4052354862033578,0.6200602759398264,0.5947645137966422,0.7541131972672844,0.9099022236551875,0.462633103358644,0.462633103358644,149.22547401897637,149.22547401897637,0.44433256935238263,0.0,0.9,1.0,0.0,0.0,0.0,0.8270476031622123,0.0,87.18210039161673,76.34315274618875,84.43715284830311,20,0.0,False,False,0.10092452320010287,demand,1.0,0.1,0.25
0.8,0.55,80.81193534377513,375.4589595032521,18.70318821568698,62.108747128088154,38.030392156862746,0.6196960784313725,0.3883141909696589,0.6198019858935762,0.6116858090303412,0.7632574802144865,0.9102312282693299,0.47755568449251407,0.47755568449251407,154.6608099125754,154.6608099125754,0.4042916844898863,0.0,0.9,1.0,0.0,0.0,0.0,0.8253255346313602,0.0,88.13284502279089,75.56778069798375,83.56512610314716,20,0.0,False,False,0.09896242889299202,demand,1.0,0.1,0.25
0.8,0.6,82.90383266714238,418.26420063161777,20.980074403397538,61.923758263744844,37.65882352941177,0.6234117647058823,0.37460056072865533,0.6197222261192581,0.6253994392713447,0.765974334647592,0.9097765036942906,0.48409533447101377,0.48409533447101377,160.66537272073364,160.66537272073364,0.37202431249409224,0.0,0.9,1.0,0.0,0.0,0.0,0.824794638759775,0.0,90.15606804652683,78.44086730198916,86.65692753635206,20,0.0,False,False,0.09910350305938515,demand,1.0,0.1,0.25
0.8,0.65,83.68898977127965,456.3127650251974,22.841509380482222,60.84748039079742,36.79803921568627,0.6320196078431373,0.36213450725176877,0.6195577031555783,0.6378654927482312,0.7712370106746086,0.909746202342818,0.4947678357194062,0.4947678357194062,165.61253969450607,165.61253969450607,0.3436473086448061,0.0,0.9,1.0,0.0,0.0,0.0,0.8236998839354852,0.0,91.61988232320358,79.97493516843514,88.597486805895,20,0.0,False,False,0.10303089643004566,demand,1.0,0.1,0.25
0.9,0.35,87.76851391849964,246.37682131685938,12.341244434892,75.42726948360765,52.477450980392156,0.4752254901960784,0.506612939106566,0.6445151080593536,0.493387060893434,0.6531007932460329,0.9085420896014412,0.3445189656459568,0.34436699533353365,133.8869215366114,133.85763649754173,0.6347808211665649,0.0,0.9,1.0,0.0,0.0,0.0,0.8475223210793702,0.0,93.17257332562647,83.84745992586565,91.77391211478374,20,0.0,False,False,0.09031088524842133,demand,1.0,0.1,0.25
0.9,0.4,83.7684733800875,274.22923198726653,13.725012600708158,70.04346077937933,46.35980392156863,0.5364019607843138,0.4633149322445941,0.6437369755702064,0.5366850677554059,0.7026783099274097,0.9095147985798997,0.39759910868153164,0.39759910868153164,139.04603455299707,139.04603455299707,0.533533548428664,0.0,0.9,1.0,0.0,0.0,0.0,0.8373406648579247,0.0,89.50783532453055,81.17001367177049,86.60048241615678,20,0.0,False,False,0.06482711842850844,demand,1.0,0.1,0.25
0.9,0.45,81.77438051125894,304.1108281904234,15.17752938880086,66.59685112245808,42.50686274509804,0.5749313725490197,0.4321406842987576,0.6432927820720706,0.5678593157012424,0.7318934116607312,0.9097964950189634,0.4328433737210159,0.4328433737210159,144.1641224275695,144.1641224275695,0.4643955937843052,0.0,0.9,1.0,0.0,0.0,0.0,0.831581187916736,0.0,87.95775878757925,79.21163749645837,85.60011412281115,20,0.0,False,False,0.07812320419196817,demand,1.0,0.1,0.25
0.9,0.5,81.03868380250198,332.5993227746926,16.73722788612571,64.30145591637627,40.18235294117647,0.5981764705882353,0.4105283179694711,0.6430339267802092,0.5894716820305289,0.7484408677054873,0.9101909088823534,0.4551705138145941,0.4551705138145941,148.7239955501905,148.7239955501905,0.4184375644600967,0.0,0.9,1.0,0.0,0.0,0.0,0.8282408910576524,0.0,87.52171834599031,77.0614379395321,83.88011634070911,20,0.0,False,False,0.08414103094017046,demand,1.0,0.1,0.25
0.9,0.55,80.05653741638345,365.9168109198992,18.19206572389694,61.864471692486504,37.69803921568628,0.6230196078431373,0.3883004178626486,0.6427713940130361,0.6116995821373514,0.7654931276288596,0.9098721643241519,0.4792337244142296,0.4792337244142296,153.7087458322658,153.7087458322658,0.372790066834115,0.0,0.9,1.0,0.0,0.0,0.0,0.8248645109755234,0.0,87.10687708706548,77.50081990564514,84.7203172243695,20,0.0,False,False,0.0901799846922544,demand,1.0,0.1,0.25
0.9,0.6,81.06720137326766,403.78557401723424,20.115747519301408,60.95145385396626,36.66470588235294,0.6333529411764706,0.37236495558755306,0.6426649759904965,0.627635044412447,0.7727561266983967,0.9098787326691896,0.49017802510707253,0.49017802510707253,158.99411139233348,158.99411139233348,0.34125447608097753,0.0,0.9,1.0,0.0,0.0,0.0,0.823498700207064,0.0,88.44237631497509,77.14718097080232,84.76264356863194,20,0.0,False,False,0.09394011966399099,demand,1.0,0.1,0.25
0.9,0.65,82.13240964339063,442.0347266275486,22.079853853105227,60.05255579028541,35.84803921568628,0.6415196078431372,0.35891567495808147,0.642583966912845,0.6410843250419185,0.777859306339214,0.9096541098613938,0.4991624764342161,0.4991624764342161,163.95271528051023,163.95271528051023,0.31527103347798363,0.0,0.9,1.0,0.0,0.0,0.0,0.822461629288666,0.0,89.93177612687255,78.37489697456517,88.67397603000484,20,0.0,False,False,0.12539604158890583,demand,1.0,0.1,0.25
1.0,0.35,88.71110371830333,241.86496221626277,12.014917902352696,76.69618581595064,53.7686274509804,0.46231372549019606,0.5150504974232243,0.6666666666666666,0.4849495025767757,0.6426669950002599,0.908320311215926,0.3391210338593558,0.3391210338593558,134.2219990379386,134.2219990379386,0.5962657684703967,0.0,0.9,1.0,0.0,0.0,0.0,0.8499633270287072,0.0,94.24353709099735,85.11098510343287,91.71419812119761,20,0.0,False,False,0.07443502268591813,demand,1.0,0.1,0.25
1.0,0.4,84.43397474412924,265.9034303441812,13.307503637056755,71.12647110707249,47.63039215686275,0.5236960784313726,0.47336469428489336,0.6666666666666666,0.5266353057151066,0.6925808532891082,0.9094174063762317,0.3905398059260864,0.3905398059260864,138.52664327101638,138.52664327101638,0.5035491284889929,0.0,0.9,1.0,0.0,0.0,0.0,0.8393340340002837,0.0,90.1497874313807,81.61907482993412,88.24646437542164,20,0.0,False,False,0.07849197631132869,demand,1.0,0.1,0.25
1.0,0.45,82.62155166387986,294.7514994032196,14.839069244849473,67.78248241903039,43.81372549019608,0.5618627450980392,0.44184001688085556,0.6666666666666666,0.5581599831191444,0.7220816406440942,0.90942099577102,0.42371995572176696,0.42371995572176696,143.36536554328387,143.36536554328387,0.4385557139213553,0.0,0.9,1.0,0.0,0.0,0.0,0.8334753223099909,0.0,88.6017298745491,79.42139028428564,85.50307351169401,20,0.0,False,False,0.07360892049267989,demand,1.0,0.1,0.25
1.0,0.5,80.45859248383961,322.3071110581817,16.139980829116293,64.31861165472331,40.25686274509804,0.5974313725490197,0.4143372270230544,0.6666666666666666,0.5856627729769456,0.7475832775688864,0.9096373930246013,0.45532233222433394,0.45532233222433394,147.6924729691941,147.6924729691941,0.3858149983993895,0.0,0.9,1.0,0.0,0.0,0.0,0.8283505888752998,0.0,87.02094895529706,74.78221970092252,84.74204960949659,20,0.0,False,False,0.12378826923394828,demand,1.0,0.1,0.25
1.0,0.55,80.41182078353793,354.9525097178169,17.83887943967474,62.57294134386319,38.33725490196078,0.6166274509803922,0.3935306372065272,0.6666666666666666,0.6064693627934729,0.7614490721979897,0.9102063848921166,0.4728606378671095,0.4728606378671095,152.5219193087949,152.5219193087949,0.34803137405527823,0.0,0.9,1.0,0.0,0.0,0.0,0.8257215031021294,0.0,87.22979302966269,76.84180934242559,84.72150282262751,20,0.0,False,False,0.09799173061151563,demand,1.0,0.1,0.25
1.0,0.6,80.74466521319604,394.7359113862428,19.695957612438555,61.04870760075748,36.562745098039215,0.6343725490196078,0.372796153197074,0.6666666666666666,0.627203846802926,0.773780723649756,0.9098576560738947,0.48910741665654456,0.48910741665654456,158.00876329401507,158.00876329401507,0.31215975175466987,0.0,0.9,1.0,0.0,0.0,0.0,0.8233931824790203,0.0,87.83404746747026,75.83719805414083,85.249431871973,20,0.0,False,False,0.11656787223007693,demand,1.0,0.1,0.25
1.0,0.65,81.55476175305277,430.8368191324379,21.578108444300288,59.976653308752496,35.53235294117647,0.6446764705882353,0.3580338086238137,0.6666666666666666,0.6419661913761863,0.7804214308410717,0.9096709760626116,0.4987983396109776,0.4987983396109776,162.70086048485064,162.70086048485064,0.2880564401352361,0.0,0.9,1.0,0.0,0.0,0.0,0.8220290820724536,0.0,88.9761697658798,77.01216351699546,84.97461356845754,20,0.0,False,False,0.09763317162978571,demand,1.0,0.1,0.25
1.25,0.35,95.11247117286018,229.0518957050769,11.4972189945177,83.6152521783425,61.00980392156863,0.3899019607843138,0.5545151995283228,0.7218110313401159,0.4454848004716771,0.5810899771691559,0.9075459292176736,0.2911952413883894,0.2911952413883894,134.18013539013444,134.18013539013444,0.534911584593281,0.0,0.9,1.0,0.0,0.0,0.0,0.8646838016275803,0.0,100.12630439491429,90.83613171505286,99.86518814768304,20,0.0,False,False,0.09493031062373003,demand,1.0,0.1,0.25
1.25,0.4,87.56401807935019,250.9961564701834,12.508531806529858,75.05548627282033,51.71666666666666,0.48283333333333334,0.49970502134287037,0.7257033598741506,0.5002949786571296,0.6604632770339577,0.9088484124044609,0.36493598051762877,0.36493598051762877,137.865293189919,137.865293189919,0.41833343076427126,0.0,0.9,1.0,0.0,0.0,0.0,0.8462668213932616,0.0,92.9628482547956,84.81764252331351,92.59662632891896,20,0.0,False,False,0.08883767529439048,demand,1.0,0.1,0.25
1.25,0.45,84.00585351081186,276.93975946558623,13.84233129580835,70.1635222150035,46.29705882352941,0.537029411764706,0.4613741004121897,0.7276508715361468,0.5386258995878104,0.703630575799945,0.9094929450533072,0.40846777208918433,0.40846777208918433,141.99298880546525,141.99298880546525,0.3511913908382411,0.0,0.9,1.0,0.0,0.0,0.0,0.8372373663834244,0.0,89.51646848811612,80.68998741657734,89.29814573409779,20,0.0,False,False,0.10247093455710854,demand,1.0,0.1,0.25
1.25,0.5,82.42204603601911,303.9203896036627,15.312740353546612,67.10930568247251,42.91470588235294,0.5708529411764707,0.43308779158053,0.7287649479510085,0.56691220841947,0.729187811755461,0.9096591127431989,0.4357966892081551,0.4357966892081551,146.0668148387959,146.0668148387959,0.3078356487173082,0.0,0.9,1.0,0.0,0.0,0.0,0.8321327159078867,0.0,88.16848313944652,78.29050728387932,85.52940830371342,20,0.0,False,False,0.08782724244276396,demand,1.0,0.1,0.25
1.25,0.55,80.11743073832811,332.9990390377371,16.585251518983068,63.53217921934504,39.135294117647064,0.6086470588235294,0.4036982403371546,0.7299248167220862,0.5963017596628454,0.7562937179248141,0.9100322034896493,0.4668273056592616,0.4668273056592616,150.24099757333852,150.24099757333852,0.26701856653587097,0.0,0.9,1.0,0.0,0.0,0.0,0.8268546102124225,0.0,86.64868611040718,75.68428017147087,84.17317306699037,20,0.0,False,False,0.10595563059485905,demand,1.0,0.1,0.25
1.25,0.6,79.5819631310173,363.33772895563334,18.154378997983333,61.427584133033974,36.92058823529412,0.6307941176470588,0.3820361528228795,0.7305888987811718,0.6179638471771205,0.7714942366450873,0.9101375247191429,0.4845860118684867,0.4845860118684867,154.38032523523705,154.38032523523705,0.2403130009012256,0.0,0.9,1.0,0.0,0.0,0.0,0.8238508355709383,0.0,86.40645972884963,75.35236005277409,83.66046122210963,20,0.0,False,False,0.10439678593574976,demand,1.0,0.1,0.25
1.25,0.65,80.22822289110147,403.0923004786269,20.15278422842984,60.07543866267163,35.24411764705882,0.6475588235294116,0.36086344452605523,0.7310726591992927,0.6391365554739448,0.7832917505600606,0.910162293501615,0.4971759661743569,0.4971759661743569,159.53471233070118,159.53471233070118,0.21633883537618953,0.0,0.9,1.0,0.0,0.0,0.0,0.8216700522100817,0.0,87.08609037734769,77.12676523130503,84.15163918972883,20,0.0,False,False,0.08756113129863384,demand,1.0,0.1,0.25
1.5,0.35,101.3112156908538,214.607493366909,10.714443881796312,90.59677180905749,68.33823529411765,0.3166176470588235,0.5955102860952467,0.7734036323483472,0.4044897139047533,0.5139063655783683,0.9062950968339638,0.24045716521384636,0.24045716521384636,133.37609454644758,133.37609454644758,0.4720469453916646,0.0,0.9,1.0,0.0,0.0,0.0,0.8829399975460168,0.0,106.39552517406494,96.5775634473015,105.74353698196143,20,0.0,False,False,0.09047343349061612,demand,1.0,0.1,0.25
1.5,0.4,91.31217696459552,228.48604008667135,11.425828282956129,79.88634868163939,57.3578431372549,0.426421568627451,0.5381240315779819,0.7850983504213352,0.46187596842201806,0.6120084485555933,0.9080344441311606,0.32683398951190723,0.32683398951190723,135.6364587086037,135.6364587086037,0.3405460187792414,0.0,0.9,1.0,0.0,0.0,0.0,0.8567994143417759,0.0,96.87960698335469,87.97006759453478,96.29989323211578,20,0.0,False,False,0.09122360143500598,demand,1.0,0.1,0.25
1.5,0.45,86.50127422322922,251.85545771345974,12.623156722213787,73.87811750101542,50.68921568627451,0.493107843137255,0.4947138267304803,0.7908135209240894,0.5052861732695197,0.6681525419930214,0.9092097544424776,0.37901560048064764,0.37901560048064764,139.28929683147234,139.28929683147234,0.2700578441010579,0.0,0.9,1.0,0.0,0.0,0.0,0.8444593259270243,0.0,92.11405507958557,83.90417910627417,89.52618109687913,20,0.0,False,False,0.06499328525608256,demand,1.0,0.1,0.25
1.5,0.5,82.8612748350723,277.9203441088335,13.861602847701267,68.99967198737104,45.26862745098039,0.5473137254901961,0.4564324658214833,0.7949621154753813,0.5435675341785167,0.7107813618472336,0.9092858576368096,0.42132852047336994,0.42132852047336994,143.17083570528285,143.17083570528285,0.2206002609824186,0.0,0.9,1.0,0.0,0.0,0.0,0.8356652580628143,0.0,88.76443277344116,78.87277279354848,88.61513718687414,20,0.0,False,False,0.11757439663723415,demand,1.0,0.1,0.25
1.5,0.55,81.12560002373908,304.1808737727616,15.24593648332105,65.87966354041802,41.79509803921569,0.5820490196078432,0.4277312036781806,0.7974191994188377,0.5722687963218195,0.7371179537679635,0.9100986248933871,0.44789013770178165,0.44789013770178165,146.91700948029865,146.91700948029865,0.1903992771632859,0.0,0.9,1.0,0.0,0.0,0.0,0.8305219756201112,0.0,87.34364842053819,76.48937209561036,85.01867818242002,20,0.0,False,False,0.10513704779149612,demand,1.0,0.1,0.25
1.5,0.6,79.75372151172147,335.283350732166,16.76006007752587,62.99366143419559,38.5343137254902,0.614656862745098,0.39896385636966386,0.7995973874225137,0.6010361436303361,0.7605899602018711,0.9099780457113095,0.4724434125721223,0.4724434125721223,151.15897489719683,151.15897489719683,0.16432050404537227,0.0,0.9,1.0,0.0,0.0,0.0,0.8260009767692044,0.0,86.23123396799403,75.01748837624336,82.5975832786196,20,0.0,False,False,0.09504377675043263,demand,1.0,0.1,0.25
1.5,0.65,79.31885063140638,371.19990146231737,18.53959756812346,60.77925306328291,35.96470588235294,0.6403529411764706,0.37287137568885764,0.8012298082781137,0.6271286243111424,0.7785514874134951,0.9103030691272218,0.49104454062504077,0.49104454062504077,155.8314663806779,155.8314663806779,0.14416820171640937,0.0,0.9,1.0,0.0,0.0,0.0,0.8226378809841046,0.0,85.9761476685662,76.02206669171998,82.84209503336352,20,0.0,False,False,0.08598244033232547,demand,1.0,0.1,0.25
0.05,0.35,80.09249330569438,273.67949451756317,13.682976372970506,66.40951693272388,44.213725490196076,0.5578627450980392,0.4604451162131701,0.4762975586020467,0.5395548837868299,0.7144635012465109,0.9099077567616348,0.1217684019467955,0.09135807902372502,91.2779062691181,88.22220016607021,0.9086423794794923,0.0,0.9,0.5227450980392156,0.14970588235294116,0.3275490196078431,0.0,0.8340397116828621,0.0,88.46729909909143,73.55312468966633,86.73703337493477,20,0.0,False,False,0.16460854371143782,demand,1.0,0.1,0.5
0.05,0.4,84.48115481674482,318.6662062242177,15.932726173326406,68.5484286434184,46.4421568627451,0.5355784313725491,0.460368118350415,0.4781394510620685,0.539631881649585,0.6972887544570998,0.9087302252970858,0.204816025811584,0.17712755739051336,106.28167450597172,102.70502369568055,0.8229058589430588,0.0,0.9,0.9632352941176471,0.008627450980392156,0.028137254901960777,0.0,0.8374350834891701,0.0,92.71197474140337,78.42467698341034,89.97850334354854,20,0.0,False,False,0.13676217359008147,demand,1.0,0.1,0.5
0.05,0.45,89.07629416978703,365.3901681473295,18.26581040729046,70.81048376249657,48.92843137254902,0.5107156862745098,0.46220163977335826,0.48032067519893323,0.5377983602266417,0.6773497679417263,0.9083984455606988,0.2686878716227189,0.24308873736277561,121.86051948916077,117.73825487854508,0.7569062031114946,0.0,0.9,1.0,0.0,0.0,0.0,0.8414570539436917,0.0,97.36169203538358,83.74030579272828,96.49327928836834,20,0.0,False,False,0.14316910705032032,demand,1.0,0.1,0.5
0.05,0.5,94.58733222561895,418.15340760814354,20.907670380407207,73.67966184521175,51.95,0.4805,0.4650044044970361,0.483136648870545,0.5349955955029639,0.6529270896962351,0.9076551671797903,0.32101867070679846,0.2974055487896609,139.38136847518257,134.70013633421323,0.7025944512103391,0.0,0.9,1.0,0.0,0.0,0.0,0.8466509149610457,0.0,102.90853881071537,87.39410852530446,103.78335747624463,20,0.0,False,False,0.17327107727118185,demand,1.0,0.1,0.5
0.05,0.55,100.05195973596398,472.76829619690005,23.64744636399336,76.40451337197062,54.95,0.4505,0.4679911862312057,0.48609554154794576,0.5320088137687944,0.6275640664798312,0.9071232155472554,0.3623981661789617,0.3425986319322231,156.94742438001887,152.24624910526484,0.6574382270940007,0.0,0.9,1.0,0.0,0.0,0.0,0.8521097974916365,0.0,108.61886526171745,96.5012016713695,107.42639240643192,20,0.0,False,False,0.10919516982869575,demand,1.0,0.1,0.5
0.05,0.6,108.15517824980714,545.9674345630705,27.29837172815357,80.85680652165357,59.4,0.406,0.4729232057906064,0.49096395126366515,0.5270767942093936,0.5900128990457735,0.9061867050292257,0.38064030242170915,0.3761595614121025,174.56095524693026,173.3447338884029,0.6157061729458297,0.0,0.9,1.0,0.0,0.0,0.0,0.8610958389459101,0.0,116.13843542725355,100.14361216850727,116.53091353506393,20,0.0,False,False,0.1515165675073526,demand,1.0,0.1,0.5
0.05,0.65,115.34751205665448,613.7356965208077,30.686784826040416,84.66072723061404,63.35,0.3665,0.4777812222833795,0.4957547338036556,0.5222187777166205,0.5551779484958959,0.9060567483049491,0.36217009996661514,0.36217009996661514,180.8177935708606,180.8177935708606,0.5843261058539755,0.0,0.9,1.0,0.0,0.0,0.0,0.8699427803472901,0.0,123.67364291969345,105.60621785495327,123.81425005200872,20,0.0,False,False,0.15785370548878702,demand,1.0,0.1,0.5
