token,kind,occurrences,files,category,false_positive_note
0.456,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.457,decimal,1,paper/sections/08_fiscal.tex,LITERATURE_OR_DESIGN,
0.459,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.46,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.462,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.468,decimal,1,paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
0.473,decimal,1,paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
0.475,decimal,1,paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
0.48,decimal,2,paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
0.480,decimal,2,paper/sections/09_sensitivity.tex,COVERED_RESULT,
0.481,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.483,decimal,2,paper/sections/08_fiscal.tex;paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
0.489,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.49,decimal,4,paper/sections/07_stress.tex;paper/sections/08_fiscal.tex,LITERATURE_OR_DESIGN,
0.5,decimal,11,paper/sections/04_calibration.tex;paper/sections/07_stress.tex;paper/sections/08_fiscal.tex;paper/sections/09_sensitivity.tex,COVERED_PARAM,
0.50,decimal,6,paper/sections/06_shape.tex;paper/sections/07_stress.tex;paper/sections/08_fiscal.tex,LITERATURE_OR_DESIGN,
0.501,decimal,1,paper/appendices/a_validation.tex,LITERATURE_OR_DESIGN,
0.513,decimal,2,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.523,decimal,1,paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
0.527,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.528,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.53,decimal,2,paper/appendices/a_validation.tex;paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.543,decimal,2,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.55,decimal,2,paper/sections/06_shape.tex;paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
0.553,decimal,2,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.554,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.561,decimal,3,paper/sections/06_shape.tex;paper/sections/09_sensitivity.tex,COVERED_RESULT,
0.562,decimal,2,paper/sections/09_sensitivity.tex,COVERED_RESULT,
0.563,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.565,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.566,decimal,2,paper/sections/07_stress.tex;paper/sections/08_fiscal.tex,LITERATURE_OR_DESIGN,
0.569,decimal,2,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.57,decimal,1,paper/sections/11_limitations.tex,LITERATURE_OR_DESIGN,
0.573,decimal,1,paper/appendices/a_validation.tex,LITERATURE_OR_DESIGN,
0.579,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.58,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.591,decimal,2,paper/sections/06_shape.tex;paper/sections/07_stress.tex,COVERED_RESULT,
0.592,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.596,decimal,1,paper/appendices/a_validation.tex,LITERATURE_OR_DESIGN,
0.6,decimal,2,paper/sections/04_calibration.tex;paper/sections/09_sensitivity.tex,COVERED_PARAM,
0.60,decimal,12,paper/sections/02_literature.tex;paper/sections/04_calibration.tex;paper/sections/06_shape.tex;paper/sections/07_stress.tex;paper/sections/09_sensitivity.tex;paper/sections/11_limitations.tex,LITERATURE_OR_DESIGN,
0.607,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.61,decimal,1,paper/sections/11_limitations.tex,LITERATURE_OR_DESIGN,
0.616,decimal,4,paper/appendices/a_validation.tex;paper/sections/06_shape.tex;paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.62,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.620,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.634,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.637,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.639,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.64,decimal,4,paper/sections/01_introduction.tex;paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.640,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.643,decimal,3,paper/appendices/a_validation.tex;paper/sections/09_sensitivity.tex;paper/sections/10_discussion.tex,LITERATURE_OR_DESIGN,
0.648,decimal,1,paper/sections/07_stress.tex,COVERED_RESULT,
0.649,decimal,1,paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
0.65,decimal,6,paper/appendices/a_validation.tex;paper/sections/01_introduction.tex;paper/sections/06_shape.tex;paper/sections/09_sensitivity.tex;paper/sections/12_conclusion.tex,LITERATURE_OR_DESIGN,
0.654,decimal,7,paper/appendices/a_validation.tex;paper/sections/06_shape.tex;paper/sections/07_stress.tex;paper/sections/10_discussion.tex,LITERATURE_OR_DESIGN,
0.6540142777288407,decimal,1,paper/appendices/a_validation.tex,LITERATURE_OR_DESIGN,
0.657,decimal,1,paper/sections/07_stress.tex,COVERED_RESULT,
0.658,decimal,1,paper/sections/07_stress.tex,COVERED_RESULT,
0.666,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.667,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.671,decimal,1,paper/sections/07_stress.tex,COVERED_RESULT,
0.674,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.676,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.68,decimal,1,paper/sections/11_limitations.tex,LITERATURE_OR_DESIGN,
0.680,decimal,1,paper/sections/07_stress.tex,COVERED_RESULT,
0.682,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.684,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.686,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.687,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.691,decimal,4,paper/appendices/a_validation.tex;paper/sections/06_shape.tex;paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.692,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.697,decimal,2,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.7,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.70,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.700,decimal,1,paper/sections/07_stress.tex,COVERED_RESULT,
0.701,decimal,1,paper/appendices/a_validation.tex,LITERATURE_OR_DESIGN,
0.709,decimal,2,paper/sections/07_stress.tex,COVERED_RESULT,
0.711,decimal,2,paper/sections/07_stress.tex,COVERED_RESULT,
0.713,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.716,decimal,1,paper/sections/07_stress.tex,COVERED_RESULT,
0.718,decimal,1,paper/sections/09_sensitivity.tex,COVERED_RESULT,
0.721,decimal,2,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.723,decimal,1,paper/appendices/a_validation.tex,LITERATURE_OR_DESIGN,
0.725,decimal,2,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.726,decimal,1,paper/sections/07_stress.tex,COVERED_RESULT,
0.740,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.745,decimal,2,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.75,decimal,2,paper/sections/04_calibration.tex;paper/sections/08_fiscal.tex,LITERATURE_OR_DESIGN,
0.750,decimal,2,paper/sections/07_stress.tex;paper/sections/09_sensitivity.tex,COVERED_RESULT,
0.751,decimal,1,paper/sections/07_stress.tex,COVERED_RESULT,
0.752,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.754,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.758,decimal,1,paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
0.770,decimal,1,paper/sections/07_stress.tex,COVERED_RESULT,
0.771,decimal,1,paper/sections/09_sensitivity.tex,BLINDSPOT_1_DERIVED,"1230/1596=0.770677, round-once 0.771: PAPER IS CORRECT; sweep match to ces_b07_sigma_star_by_rho/ci_hi is coincidence (derived, blind spot #1)."
0.793,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.80,decimal,2,paper/sections/04_calibration.tex;paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.800,decimal,1,paper/sections/07_stress.tex,COVERED_RESULT,
0.806,decimal,1,paper/sections/07_stress.tex,COVERED_RESULT,
0.82,decimal,3,paper/sections/06_shape.tex;paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
0.820,decimal,1,paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
0.823,decimal,1,paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
0.83,decimal,1,paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
0.838,decimal,1,paper/sections/07_stress.tex,COVERED_RESULT,
0.84,decimal,2,paper/appendices/a_validation.tex;paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.843,decimal,1,paper/sections/07_stress.tex,COVERED_RESULT,
0.87,decimal,2,paper/sections/02_literature.tex;paper/sections/04_calibration.tex,LITERATURE_OR_DESIGN,
0.871,decimal,1,paper/sections/07_stress.tex,COVERED_RESULT,
0.887,decimal,1,paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
0.9,decimal,1,paper/sections/04_calibration.tex,COVERED_PARAM,
0.90,decimal,6,paper/sections/04_calibration.tex;paper/sections/08_fiscal.tex,COVERED_PARAM,
0.900,decimal,2,paper/sections/09_sensitivity.tex,COVERED_RESULT,
0.909,decimal,1,paper/sections/07_stress.tex,COVERED_RESULT,
0.916,decimal,2,paper/sections/09_sensitivity.tex,COVERED_RESULT,
0.918,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.938,decimal,1,paper/appendices/a_validation.tex,LITERATURE_OR_DESIGN,
0.94,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.941,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.945,decimal,1,paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
0.96,decimal,1,paper/sections/11_limitations.tex,LITERATURE_OR_DESIGN,
0.962,decimal,2,paper/appendices/a_validation.tex;paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
0.963,decimal,1,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
0.966,decimal,2,paper/sections/09_sensitivity.tex,COVERED_RESULT,
0.976,decimal,1,paper/appendices/a_validation.tex,LITERATURE_OR_DESIGN,
0.985,decimal,1,paper/appendices/a_validation.tex,LITERATURE_OR_DESIGN,
0.992,decimal,1,paper/sections/09_sensitivity.tex,COVERED_RESULT,
0.999,decimal,1,paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
1.0,decimal,13,paper/appendices/a_validation.tex;paper/sections/04_calibration.tex;paper/sections/06_shape.tex;paper/sections/07_stress.tex;paper/sections/08_fiscal.tex;paper/sections/11_limitations.tex,COVERED_PARAM,
1.00,decimal,7,paper/sections/06_shape.tex;paper/sections/07_stress.tex;paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
1.000,decimal,7,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
1.002,decimal,2,paper/sections/09_sensitivity.tex,COVERED_RESULT,
1.05,decimal,1,paper/appendices/a_validation.tex,LITERATURE_OR_DESIGN,
1.22,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
1.23,decimal,2,paper/sections/04_calibration.tex;paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
1.25,decimal,3,paper/sections/06_shape.tex;paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
1.29,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
1.5,decimal,3,paper/sections/06_shape.tex;paper/sections/08_fiscal.tex,LITERATURE_OR_DESIGN,
1.50,decimal,3,paper/sections/06_shape.tex,LITERATURE_OR_DESIGN,
10.83,decimal,1,paper/sections/09_sensitivity.tex,LITERATURE_OR_DESIGN,
108.7,decimal,2,paper/sections/07_stress.tex;paper/sections/08_fiscal.tex,LITERATURE_OR_DESIGN,
109.5,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
109.9,decimal,1,paper/sections/07_stress.tex,LITERATURE_OR_DESIGN,
11.34,decimal,1,paper/appendices/a_validation.tex,LITERATURE_OR_DESIGN,
