sigma,rho,seed,Output,Total_Capital,Investment,Consumption,Employment,Unemployment_Rate,Wage_Share,Wage_Share_Profitmax,Profit_Share,Income_Gini,Wealth_Gini,Output_Gap,Output_Gap_PM,Potential_Output,Potential_Output_PM,Average_Utilization,Money_Buffer,Cash_Constrained,Bound_Demand,Bound_Profitmax,Bound_Capital,Bound_Workforce,Wage_Rate,Wage_Floor_Binding,config
0.5,0.65,6,97.78277222298479,537.575854561362,26.73368772705813,71.04908449592665,45.31372549019608,0.5468627450980392,0.4170607869638562,0.580201151367446,0.5829392130361439,0.701306538055848,0.9089624684747886,0.44163798123549625,0.44163798123549625,175.1239297838728,175.1239297838728,0.4585972488101616,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,b05_c0=1.0
0.5,0.65,7,96.44811508505244,522.1047098266182,26.08562439273683,70.36249069231559,44.88235294117647,0.5511764705882353,0.4187564382640422,0.580201151367446,0.5812435617359579,0.7044280453011578,0.9101571744578282,0.44362951853740357,0.44362951853740357,173.34737736000753,173.34737736000753,0.4658487347795846,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,b05_c0=1.0
0.5,0.65,8,97.23217292015545,533.4852404491829,26.58073380822847,70.65143911192698,45.09803921568628,0.5490196078431373,0.41739045335932984,0.580201151367446,0.5826095466406702,0.7021213418625829,0.9082912417958097,0.4433151871200587,0.4433151871200587,174.65924278189678,174.65924278189678,0.459728355012732,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,b05_c0=1.0
0.5,0.65,9,97.2710357817365,535.1667687719406,26.790292561482765,70.48074322025374,45.05882352941177,0.5494117647058824,0.41690465264083465,0.580201151367446,0.5830953473591654,0.7014034936701153,0.9075760568871201,0.44370128106202134,0.44370128106202134,174.8538647025646,174.8538647025646,0.4585587663180319,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,b05_c0=1.0
0.5,0.65,10,95.92334321775078,523.4334493899978,26.1705424168366,69.75280080091419,44.529411764705884,0.5547058823529412,0.4177889100056656,0.580201151367446,0.5822110899943344,0.7048305908220825,0.9067979698035737,0.44715394036347533,0.44715394036347533,173.50789966524013,173.50789966524013,0.4622895114174881,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,b05_c0=1.0
0.5,0.65,11,93.67860485051511,508.8799007272146,25.23888527966329,68.43971957085184,43.568627450980394,0.5643137254901962,0.4185516058868558,0.580201151367446,0.5814483941131442,0.7107915214229649,0.9058317062012131,0.4546713531539112,0.4546713531539112,171.78159372697206,171.78159372697206,0.4641927982246392,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,b05_c0=1.0
0.5,0.65,12,92.39980385311468,498.55492698742154,24.927746349371045,67.47205750374366,43.0,0.5700000000000002,0.4188320579286108,0.580201151367446,0.5811679420713892,0.7128042071362307,0.9043787902442758,0.4581335662231672,0.4581335662231672,170.52136484831513,170.52136484831513,0.4675022382794723,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,b05_c0=1.0
0.5,0.65,13,97.15188884842144,534.4819014290276,26.72409507145143,70.42779377696999,45.0,0.55,0.4168730065885699,0.580201151367446,0.58312699341143,0.701846277387356,0.9075076442955595,0.44413611315733714,0.44413611315733714,174.77639966907978,174.77639966907978,0.4585048169769107,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,b05_c0=1.0
0.5,0.65,14,99.3956665988186,548.7931167251855,27.43965583625935,71.95601076255923,46.0,0.54,0.41651715227283453,0.580201151367446,0.5834828477271656,0.696012159800888,0.9068819609886415,0.43643346276146905,0.43643346276146905,176.36899998686243,176.36899998686243,0.4568613858751406,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,b05_c0=1.0
0.5,0.65,15,94.47871789261184,512.2268409361891,25.586540324154868,68.89217756845696,43.94117647058823,0.5605882352941176,0.4185568929774275,0.580201151367446,0.5814431070225726,0.7079771005327413,0.9058919078330755,0.45129548822030485,0.45129548822030485,172.18237507854596,172.18237507854596,0.46529713428522157,0.0,0.9,1.0,0.0,0.0,0.0,0.9,0.0,b05_c0=1.0
