c0,eta,U_off,Y_off,K_off,C_off,w_off,P_off,U_on,Y_on,K_on,C_on,w_on,P_on,dU_on_minus_off,dY_on_minus_off
1.0,0.0,0.5283206009676598,90.8907295016105,371.37475041194716,72.31347359480735,0.9000000000000002,1.0,0.5283206009676598,90.8907295016105,371.37475041194716,72.31347359480735,0.9000000000000002,1.0,0.0,0.0
1.0,0.05,0.5436132331720567,88.22920159001109,364.56433920165836,70.0006957141327,0.8679269932789493,1.0,0.5151737967914438,93.61476588072499,383.9803266027764,74.41589607890643,0.8703535075420232,0.9670594528244704,-0.02843943638061286,5.385564290713901
1.0,0.1,0.5654967744673627,84.51804616761406,355.06372297896775,66.77165025370599,0.8337090936089785,1.0,0.5005103556574145,96.52255515528562,396.6449889707694,76.68985085760634,0.8441019176557463,0.9378910196174959,-0.06498641880994815,12.004508987671556
1.0,0.15,0.579812834224599,81.77054790383193,347.10580709799063,64.42500128137435,0.7990864934951649,1.0,0.487410024615907,99.20997069527415,409.1437382780468,78.7445887673849,0.8208125872170617,0.9120139857967352,-0.09240280960869196,17.439422791442226
