sigma,rho,Y,K,Investment,Consumption,Employment,Unemployment_Rate,Wage_Share,Wage_Share_Profitmax,Profit_Share,Income_Gini,Wealth_Gini,Output_Gap,Output_Gap_PM,Potential_Output,Potential_Output_PM,Average_Utilization,Money_Buffer,Cash_Constrained,Bound_Demand,Bound_Profitmax,Bound_Capital,Bound_Workforce,Y_seed_min,Y_seed_max,n_seeds,frac_seeds_collapsed,collapsed,mixed_basin,Y_band_rel,binding,c0
0.3,0.5,90.66116402550196,394.877963446599,19.685714062425,70.97544996307697,46.09313725490196,0.5390686274509805,0.4575426307359405,0.5488409715364094,0.5424573692640595,0.6927129441662764,0.9081828663286637,0.4052094658621746,0.3592380866092672,152.40992761448175,141.5295967646302,0.6407320311131716,0.0,0.9,1.0,0.0,0.0,0.0,87.03422240835901,94.7871719353616,20,0.0,False,False,0.08551566274641882,demand,1.0
0.3,0.55,93.55734111477315,438.8767432564132,21.96956592325169,71.58777519152146,46.94607843137255,0.5305392156862745,0.45162488573083837,0.5488409715364094,0.5483751142691616,0.6853978184260575,0.9077989274502205,0.4180298255971757,0.40298695791385075,160.72633577436906,156.7461537303062,0.5952029752976741,0.0,0.9,1.0,0.0,0.0,0.0,89.54683369939028,100.0889324828578,20,0.0,False,False,0.11268061552256828,demand,1.0
0.3,0.6,96.79937414803429,486.71771059768815,24.351326532527192,72.4480476155071,48.09019607843137,0.5190980392156863,0.4471476558820905,0.5488409715364094,0.5528523441179095,0.6756834707329928,0.9073264257539163,0.42488631652720094,0.4242537011416242,168.26003262663585,168.07840936618516,0.5554186213823435,0.0,0.9,1.0,0.0,0.0,0.0,90.36489949820226,102.96042527267386,20,0.0,False,False,0.13011990919703043,demand,1.0
0.3,0.65,102.88583665850089,554.6687775936456,27.778473671744358,75.10736298675653,50.694117647058825,0.49305882352941177,0.44346518158079107,0.5488409715364094,0.5565348184192089,0.6559136057620749,0.9072691311175036,0.4184280837404216,0.4184280837404216,176.8617642244839,176.8617642244839,0.5180083110279334,0.0,0.9,1.0,0.0,0.0,0.0,98.69885258611512,109.85563159565018,20,0.0,False,False,0.10843843401465146,demand,1.0
0.4,0.35,91.25373447434586,287.9420609653574,14.385730185203121,76.86800428914275,51.48823529411764,0.4851176470588235,0.5076174974079888,0.5643032549995192,0.4923825025920112,0.653283404942266,0.9082165456066358,0.30364782676937213,0.1576648287340086,131.04064648393395,108.3587158549258,0.8425219308568304,0.0,0.9,0.9929411764705882,0.007058823529411766,0.0,0.0,89.22256496117708,95.97522665770856,20,0.0,False,False,0.07399874356298097,demand,1.0
0.4,0.4,88.1207093071207,314.2124132489847,15.700975721502369,72.41973358561833,47.08039215686274,0.5291960784313725,0.4806883234199074,0.5643032549995192,0.5193116765800926,0.6867300028235009,0.9083958693815053,0.35977224418475917,0.25446386084907546,137.62772861306829,118.24411201206894,0.7455158029764668,0.0,0.9,1.0,0.0,0.0,0.0,84.82139277449565,91.44070373890513,20,0.0,False,False,0.0751164058534717,demand,1.0
0.4,0.45,88.36586963491294,351.2516758138366,17.534735632092524,70.83113400282043,45.42254901960784,0.5457745098039216,0.4625768970035355,0.5643032549995192,0.5374231029964645,0.6993001122054049,0.9084525391601238,0.3945604137790444,0.331202204467617,145.9374972719259,132.18656955699055,0.6690524120454083,0.0,0.9,1.0,0.0,0.0,0.0,85.09736163992139,92.97286179567325,20,0.0,False,False,0.08912377808637886,demand,1.0
0.4,0.5,89.7539368044988,388.8960000875501,19.495979403117474,70.25795740138133,44.983333333333334,0.5501666666666667,0.4510572053542325,0.5643032549995192,0.5489427946457675,0.702162816908521,0.9084120187922655,0.41477177076218136,0.38636284804912113,153.34141046890883,146.3349736939884,0.6137544695999606,0.0,0.9,1.0,0.0,0.0,0.0,85.4149164144309,93.348641046324,20,0.0,False,False,0.08839416870564981,demand,1.0
0.4,0.55,92.28849538530812,435.1036446835954,21.778395839755085,70.51009954555303,45.30098039215686,0.5469901960784315,0.44175543426177055,0.5643032549995192,0.5582445657382294,0.6994496407007653,0.9079967393738582,0.42772502574793325,0.42627060724529453,161.24523112252217,160.8485379743914,0.5640249724430519,0.0,0.9,1.0,0.0,0.0,0.0,88.7606378165956,96.97813212640092,20,0.0,False,False,0.08904137265969017,demand,1.0
0.4,0.6,95.22942372250603,483.1134537230634,24.184283177562488,71.04514054494355,46.010784313725495,0.5398921568627452,0.43483385027215543,0.5643032549995192,0.5651661497278445,0.6935372541798355,0.9076849336071854,0.43412496717961513,0.43412496717961513,168.2553982749484,168.2553982749484,0.5240695040279747,0.0,0.9,1.0,0.0,0.0,0.0,90.92033272539719,100.09440435281473,20,0.0,False,False,0.09633652361638091,demand,1.0
0.4,0.65,97.69481649093822,528.5867364240936,26.462461046764872,71.23235544417335,46.627450980392155,0.5337254901960785,0.4295635144514393,0.5643032549995192,0.5704364855485606,0.6874637398261334,0.9072953344189447,0.4385534239902761,0.4385534239902761,173.95876764187537,173.95876764187537,0.4914603300454159,0.0,0.9,1.0,0.0,0.0,0.0,91.98379746145585,103.66042058027381,20,0.0,False,False,0.11952141923416207,demand,1.0
0.5,0.35,91.82247991720253,282.9705858446437,14.117541301130023,77.7049386160725,52.42647058823529,0.4757352941176471,0.5136318940397739,0.580201151367446,0.48636810596022606,0.6458436841544885,0.908455293416065,0.31286363024603536,0.18133868056243638,133.62559003223504,112.18748318413898,0.8185755244926511,0.0,0.9,0.9982352941176471,0.0017647058823529412,0.0,0.0,89.08698287626143,95.60005944400605,20,0.0,False,False,0.0709311769146024,demand,1.0
0.5,0.4,88.73137965055454,311.85335527578343,15.591189730173136,73.1401899203814,47.575490196078434,0.5242450980392157,0.4824204609496518,0.580201151367446,0.5175795390503481,0.6837343441097266,0.9085931963532408,0.36673943750815746,0.28208572529583503,140.10566722095842,123.63051919801065,0.7180828969584134,0.0,0.9,1.0,0.0,0.0,0.0,85.24916360762265,91.92976239150723,20,0.0,False,False,0.07529014887624172,demand,1.0
